negatives
"('Q9NY12', 'Q9BYT8')"
"('P54707', 'P04629')"
"('Q9GZQ8', 'Q3ZCQ8')"
"('Q504Q3', 'Q00059')"
"('Q96H86', 'P60411')"
"('O00233', 'P62191')"
"('Q9NVP1', 'Q9NY93')"
"('P10275', 'P27797')"
"('Q00610', 'O15027')"
"('O15269', 'Q5S007')"
"('Q9Y478', 'O75385')"
"('Q13618', 'P29803')"
"('Q04864', 'P68106')"
"('Q9H9H4', 'O95817')"
"('Q9UBL3', 'Q9P2D1')"
"('P19838', 'P10914')"
"('Q9UP38', 'Q08379')"
"('P63220', 'P62857')"
"('P19419', 'Q01844')"
"('Q9NZL4', 'Q9BXV9')"
"('Q9UNE7', 'Q96AP0')"
"('Q07666', 'Q86VP6')"
"('P17612', 'Q8NGH3')"
"('Q9UGI0', 'Q8NEA9')"
"('P08238', 'Q07002')"
"('P57679', 'P34897')"
"('Q96EE3', 'Q8IY92')"
"('Q92990', 'Q9UNZ2')"
"('P03886', 'O75251')"
"('P68133', 'Q9C0D0')"
"('P01589', 'Q13424')"
"('P19320', 'P30043')"
"('Q9UNE7', 'Q13309')"
"('Q9NPC3', 'P68036')"
"('Q13873', 'Q9ULZ3')"
"('Q8TBN0', 'Q16623')"
"('P10632', 'Q9Y2H9')"
"('Q9UJW3', 'Q16649')"
"('P07814', 'Q9NXH9')"
"('Q13569', 'Q13485')"
"('P10809', 'P00533')"
"('Q15717', 'Q8WYL5')"
"('P68431', 'P16220')"
"('Q12923', 'P30307')"
"('Q13432', 'Q9H0Q3')"
"('Q14974', 'P52292')"
"('Q8N127', 'O60262')"
"('P26196', 'Q96PV4')"
"('P23258', 'Q9UBS4')"
"('P13236', 'P61073')"
"('O15062', 'O43602')"
"('Q96KG7', 'A0MZ66')"
"('O95081', 'O14980')"
"('P14373', 'Q9UGJ1')"
"('Q13404', 'Q9UMX0')"
"('Q03135', 'Q14118')"
"('P07108', 'Q9GZQ8')"
"('Q7Z3K3', 'O75031')"
"('P67936', 'Q9BY41')"
"('Q13838', 'Q86V81')"
"('Q9BQE5', 'Q09470')"
"('Q14694', 'P13569')"
"('Q8WXI9', 'Q13330')"
"('Q2TAZ0', 'P50222')"
"('P33993', 'Q8WYB5')"
"('Q9BSJ8', 'Q6DD88')"
"('Q9BQ04', 'P09234')"
"('P12931', 'Q93052')"
"('Q5TCM9', 'P60329')"
"('P19174', 'P15918')"
"('P04629', 'Q8NI36')"
"('Q13616', 'P24941')"
"('Q00839', 'Q15424')"
"('O60216', 'P22314')"
"('O95816', 'Q38SD2')"
"('Q9NXU5', 'P62917')"
"('Q13888', 'Q13216')"
"('P49407', 'O95918')"
"('Q9BYM8', 'Q63ZY3')"
"('P35244', 'Q8WVB6')"
"('Q14814', 'Q9UQL6')"
"('Q8N474', 'Q9GZT5')"
"('Q969K3', 'Q92851')"
"('P62081', 'Q2NL82')"
"('P48549', 'P48544')"
"('O00764', 'P00441')"
"('Q14164', 'Q9UHV9')"
"('Q9Y5Q9', 'Q9P2I0')"
"('Q08188', 'P49917')"
"('Q96HC4', 'P36507')"
"('Q3SY00', 'Q92685')"
"('Q9BYS1', 'P49901')"
"('P63104', 'Q7Z401')"
"('Q13190', 'O15498')"
"('P29590', 'Q15910')"
"('P68104', 'P63000')"
"('P27348', 'P55327')"
"('Q8TBK6', 'Q6NZI2')"
"('A8MQ03', 'P60412')"
"('Q9Y6K0', 'O43542')"
"('Q9UL17', 'O00574')"
"('Q6P1J9', 'P11142')"
"('P30533', 'Q07954')"
"('P83369', 'Q9BQA1')"
"('P52815', 'P13631')"
"('P01889', 'Q9Y295')"
"('P08670', 'Q99963')"
"('O43395', 'Q8TBK6')"
"('Q9NS23', 'P42898')"
"('Q13303', 'Q8N5N7')"
"('P46937', 'Q13887')"
"('Q9NV96', 'P36896')"
"('Q92832', 'O60841')"
"('Q14393', 'Q13501')"
"('P63167', 'P98170')"
"('P07237', 'Q6NWY9')"
"('Q13619', 'Q7L590')"
"('Q9NPJ6', 'Q9UHV7')"
"('P24385', 'Q9Y6Q9')"
"('P54252', 'P25686')"
"('Q6DRA6', 'Q9Y5B9')"
"('Q9NQ29', 'Q8WYA6')"
"('P05187', 'P60410')"
"('P00505', 'Q9H1Y0')"
"('P61244', 'P15927')"
"('O95166', 'Q9Y221')"
"('P78396', 'Q13416')"
"('P22102', 'Q93034')"
"('Q99459', 'Q8IUH3')"
"('Q9NV06', 'Q9NRC8')"
"('Q8N3I7', 'Q9BXC9')"
"('P51812', 'P48764')"
"('Q92734', 'P33240')"
"('P30876', 'O60341')"
"('Q96J77', 'Q16890')"
"('Q9NRD1', 'Q15645')"
"('P35637', 'Q9NQB0')"
"('Q96HV5', 'Q16623')"
"('P62857', 'P62851')"
"('P61981', 'Q13247')"
"('Q13404', 'Q99496')"
"('Q99706', 'Q13950')"
"('P01100', 'P24928')"
"('Q6PIZ9', 'O00459')"
"('Q96G97', 'P0CG08')"
"('Q8WUM0', 'O15273')"
"('Q9Y613', 'P49792')"
"('P0DMV8', 'Q92731')"
"('O95166', 'O75526')"
"('Q9UKI8', 'P02686')"
"('P62701', 'P35268')"
"('Q9UET6', 'Q15185')"
"('P40616', 'P08473')"
"('Q96JZ2', 'P08581')"
"('O00459', 'P34931')"
"('Q9BY44', 'P19525')"
"('Q9UQL6', 'Q13547')"
"('Q9H4M3', 'P41220')"
"('P84022', 'Q9H5J0')"
"('Q6ZW31', 'Q96QF0')"
"('Q86UW9', 'P63165')"
"('P33402', 'Q02153')"
"('Q2TAY7', 'Q14498')"
"('P06756', 'Q09472')"
"('Q13077', 'Q53FD0')"
"('Q96BK5', 'Q15369')"
"('Q8WUA4', 'Q96RG2')"
"('Q9NQX3', 'O43307')"
"('Q9BYR5', 'Q5TA78')"
"('P30153', 'O75145')"
"('Q92934', 'P35557')"
"('Q2M1P5', 'Q14314')"
"('Q9UQ35', 'Q9NRC8')"
"('Q9C086', 'Q5BJF6')"
"('Q3SY00', 'O43790')"
"('P56199', 'P23229')"
"('Q00597', 'P04264')"
"('P06730', 'P09651')"
"('Q6IQ23', 'Q12905')"
"('P49407', 'P32121')"
"('Q00839', 'Q9Y3D3')"
"('P00533', 'O60749')"
"('O60341', 'Q49A88')"
"('P05067', 'Q8NI22')"
"('P05067', 'P62269')"
"('Q96EV8', 'A1L3X0')"
"('Q9NS23', 'P23258')"
"('Q12929', 'O00287')"
"('O15379', 'Q14457')"
"('Q96NC0', 'Q66GS9')"
"('Q9NPJ6', 'Q9NV70')"
"('O95747', 'Q9BZZ5')"
"('O15230', 'P26012')"
"('O43826', 'P04278')"
"('P04637', 'P00374')"
"('P63218', 'Q9UBY5')"
"('P23786', 'P53701')"
"('P49356', 'Q9NYU2')"
"('Q96T91', 'P01222')"
"('P25098', 'Q8NGX1')"
"('P21246', 'Q14508')"
"('Q96L34', 'Q8ND90')"
"('Q96NZ1', 'P48378')"
"('O15027', 'O95782')"
"('P35244', 'Q2NL82')"
"('Q15075', 'P98164')"
"('Q3SY00', 'Q8NHQ1')"
"('Q9C0H2', 'Q12907')"
"('Q8N5I2', 'Q5MNZ6')"
"('Q9Y478', 'O95822')"
"('P53667', 'P05067')"
"('Q9H8Y8', 'Q9BTW9')"
"('Q07812', 'Q14249')"
"('Q8IXM2', 'P62807')"
"('P14598', 'P31749')"
"('P29372', 'P20930')"
"('Q9Y2Q3', 'Q96EK5')"
"('Q8IVD9', 'Q92834')"
"('P59991', 'Q9H9D4')"
"('P01106', 'Q04837')"
"('Q7Z333', 'P02647')"
"('P25098', 'P61073')"
"('Q92481', 'Q9BWG4')"
"('Q07960', 'Q9Y230')"
"('Q9H2C0', 'P11277')"
"('Q6NUS6', 'O75396')"
"('O15516', 'Q14738')"
"('Q9NW13', 'Q9UJV9')"
"('Q969T4', 'Q6ZUS5')"
"('P54253', 'Q969X2')"
"('Q9Y573', 'Q13618')"
"('P45880', 'Q00610')"
"('Q16891', 'P00533')"
"('P50221', 'P50402')"
"('Q13315', 'Q9NRR6')"
"('O95359', 'Q9P270')"
"('P63096', 'P42898')"
"('Q15910', 'P18583')"
"('O43815', 'Q9P289')"
"('Q13535', 'Q969E4')"
"('Q8WUM0', 'P57740')"
"('Q9NRJ4', 'P12931')"
"('Q8ND90', 'Q9BZL3')"
"('Q9P2S5', 'P46379')"
"('O14965', 'Q00987')"
"('Q96KQ7', 'O95831')"
"('Q9NQC3', 'Q9Y3E0')"
"('Q9Y6F1', 'P09874')"
"('Q8IWS0', 'P27635')"
"('Q9H1K6', 'Q9NRD5')"
"('Q8NFA0', 'P61224')"
"('Q8TEP8', 'Q9HCE1')"
"('P62993', 'O95817')"
"('O60739', 'P62745')"
"('Q6UB99', 'Q13064')"
"('P12931', 'P15586')"
"('Q13823', 'P62917')"
"('Q13595', 'P51398')"
"('P03901', 'O43674')"
"('O95166', 'Q15029')"
"('P62837', 'P37235')"
"('Q9UGM1', 'A0PK00')"
"('P35226', 'Q8NDX5')"
"('Q9Y2J2', 'O00182')"
"('P48431', 'Q8NHZ8')"
"('Q9H0E3', 'Q13616')"
"('P55060', 'Q92731')"
"('Q4G0X4', 'Q13618')"
"('P41218', 'Q14692')"
"('P78371', 'Q9NRD1')"
"('P51610', 'Q9ULM3')"
"('Q15843', 'Q9Y3C8')"
"('P31749', 'Q07812')"
"('P16333', 'P11021')"
"('O95817', 'Q96B54')"
"('Q9HCS4', 'P35222')"
"('Q8TEY7', 'Q8TD31')"
"('P22612', 'Q8NGG5')"
"('Q9Y3E2', 'O95900')"
"('P33947', 'O95718')"
"('P02751', 'P55060')"
"('Q96KQ4', 'Q9Y2I6')"
"('Q9H6Z9', 'Q86X55')"
"('Q9H1E3', 'P43220')"
"('Q99871', 'O60308')"
"('Q8IUH5', 'O75344')"
"('Q16082', 'Q9UJY1')"
"('P14625', 'Q13617')"
"('Q6ZW49', 'P35249')"
"('P62308', 'P60520')"
"('Q9UMS4', 'O75478')"
"('Q969V3', 'Q15155')"
"('Q9H040', 'O95793')"
"('Q9BQ83', 'Q5VYV7')"
"('Q15717', 'O15344')"
"('Q9Y616', 'O43187')"
"('P49840', 'Q16555')"
"('P48553', 'Q96KC9')"
"('Q8TAD2', 'Q99665')"
"('Q9Y4E5', 'O60341')"
"('P36873', 'P22626')"
"('Q2KHR3', 'Q5XUX0')"
"('P52732', 'O95573')"
"('O95402', 'Q96PU8')"
"('O95644', 'O43175')"
"('O76015', 'Q96IX9')"
"('P05556', 'P17301')"
"('O96019', 'Q6PIV2')"
"('Q13671', 'Q9BSQ5')"
"('P60006', 'Q9ULJ8')"
"('P00966', 'P30041')"
"('P22681', 'Q5XKE5')"
"('Q9UQL6', 'Q9Y466')"
"('Q92608', 'P15498')"
"('Q96L34', 'Q5JR59')"
"('Q15717', 'Q7L273')"
"('Q8N960', 'Q5BJF6')"
"('P39748', 'P54132')"
"('Q16611', 'O95831')"
"('P41594', 'Q05513')"
"('Q13616', 'Q96IG2')"
"('O75027', 'Q7Z7H8')"
"('P62807', 'Q9Y6K1')"
"('P16035', 'P55786')"
"('P11388', 'O14980')"
"('P61221', 'Q9UM54')"
"('Q8N726', 'P04406')"
"('Q92905', 'Q86TJ5')"
"('Q9Y4E8', 'P78386')"
"('Q5VUM1', 'Q9NVH6')"
"('Q68D86', 'P07954')"
"('Q96BY6', 'P15153')"
"('O95644', 'P04637')"
"('Q9HD26', 'Q96MW1')"
"('Q5BKZ1', 'Q9BPU9')"
"('P26367', 'Q99469')"
"('Q14568', 'Q93034')"
"('Q9GZY0', 'P37198')"
"('Q7Z7G1', 'Q86UA6')"
"('P54619', 'Q16875')"
"('O14640', 'Q2KHM9')"
"('P33993', 'O95433')"
"('O60341', 'Q9BVG8')"
"('P17252', 'P15924')"
"('P62899', 'O43390')"
"('O14497', 'P34897')"
"('Q96A72', 'Q8IWZ5')"
"('P35244', 'P68371')"
"('Q8TAD8', 'O75533')"
"('Q03405', 'O75347')"
"('P07814', 'Q9BV68')"
"('Q9UIQ6', 'P01375')"
"('P20618', 'P78345')"
"('P10914', 'P53999')"
"('Q9HCE1', 'Q9UMW8')"
"('P46926', 'Q6ICL3')"
"('Q13596', 'P04629')"
"('Q9NRD5', 'O43296')"
"('Q13077', 'P05141')"
"('P09874', 'O94916')"
"('Q9Y279', 'O95707')"
"('P41182', 'Q52LG2')"
"('Q9Y240', 'P98170')"
"('Q4V339', 'Q9BRT8')"
"('Q29RF7', 'Q9NR30')"
"('Q6A162', 'Q8NDP4')"
"('Q96AZ1', 'Q9Y265')"
"('P04629', 'Q9NV70')"
"('P48735', 'P04629')"
"('Q96AA3', 'P46934')"
"('Q9H6Z9', 'O43822')"
"('P04629', 'Q96JH7')"
"('Q92754', 'P28300')"
"('Q9BXS9', 'Q14254')"
"('O00308', 'P17844')"
"('Q16695', 'P45973')"
"('Q13287', 'P41227')"
"('P10827', 'P24468')"
"('Q9Y230', 'Q9P0U3')"
"('Q9UNE7', 'Q5S007')"
"('P35606', 'Q9HAW0')"
"('Q8NF37', 'Q9Y679')"
"('Q86WV5', 'Q9H668')"
"('Q13237', 'P08238')"
"('Q9UM07', 'Q9HCE7')"
"('Q13242', 'O60936')"
"('Q13620', 'P49116')"
"('Q8IYB3', 'P26599')"
"('P12830', 'Q9P2W1')"
"('Q9Y5K5', 'P31151')"
"('Q92905', 'P62318')"
"('Q00987', 'P60709')"
"('P45983', 'Q9NPI6')"
"('P01106', 'P29401')"
"('P49790', 'Q9UN86')"
"('P62807', 'Q5T3J3')"
"('O60293', 'Q96PV6')"
"('Q9NZZ3', 'Q96EQ0')"
"('Q9UMS4', 'Q14554')"
"('Q969N2', 'P27105')"
"('Q96GG9', 'Q562R1')"
"('Q03933', 'O95817')"
"('Q9H9B4', 'Q7KZN9')"
"('P55055', 'Q9Y600')"
"('Q12967', 'P10114')"
"('P16989', 'Q00839')"
"('P05412', 'P61626')"
"('P11532', 'O60941')"
"('Q92851', 'P45983')"
"('P62879', 'P08134')"
"('Q9BZF9', 'P62140')"
"('O60573', 'O43432')"
"('Q9H6T3', 'P57078')"
"('O43281', 'Q05209')"
"('P15954', 'O00483')"
"('O14939', 'P62993')"
"('P51610', 'O75478')"
"('Q15019', 'Q13573')"
"('Q8N726', 'P11142')"
"('P51532', 'P54278')"
"('P11142', 'Q8NCW5')"
"('Q9C009', 'Q96DT7')"
"('Q13485', 'O75593')"
"('P43405', 'P01730')"
"('Q0PNE2', 'P24278')"
"('P61160', 'P12830')"
"('P50213', 'Q13469')"
"('P60709', 'Q07666')"
"('P23396', 'Q7KZF4')"
"('Q1A5X7', 'Q14525')"
"('P05067', 'Q9NPA8')"
"('P56524', 'Q5TCZ1')"
"('P62829', 'P25398')"
"('P27361', 'P10242')"
"('P11362', 'Q15464')"
"('P52435', 'Q01826')"
"('P62910', 'P01889')"
"('P40429', 'Q9H0W5')"
"('P35222', 'Q9HB71')"
"('Q9BYV9', 'Q9NP66')"
"('P42702', 'P23458')"
"('P24539', 'Q9P2K3')"
"('Q6A162', 'Q6NUJ2')"
"('Q8NHC8', 'Q9P2W3')"
"('Q8WUI4', 'P23527')"
"('Q9NTM9', 'Q8TAP6')"
"('Q96I99', 'Q8IWL3')"
"('Q9BX67', 'P11215')"
"('Q92870', 'Q9UPU7')"
"('Q9NRL3', 'P68104')"
"('Q8WWY3', 'Q15637')"
"('P50135', 'Q9NUX5')"
"('O15239', 'O95178')"
"('Q53GT1', 'P07900')"
"('Q9BYV2', 'Q9NRD5')"
"('Q9NVD7', 'Q8IYT2')"
"('P21281', 'P43246')"
"('Q96S44', 'Q13137')"
"('O95870', 'Q8TDD5')"
"('Q96J01', 'P38398')"
"('Q15759', 'P04264')"
"('O14920', 'P10809')"
"('Q7Z6J0', 'Q8TEC5')"
"('Q03001', 'Q13188')"
"('Q9BSU1', 'P27482')"
"('P57740', 'O95373')"
"('O75360', 'Q7L775')"
"('P07900', 'Q00534')"
"('Q13472', 'P15927')"
"('Q13636', 'P62820')"
"('Q00987', 'P10909')"
"('Q99759', 'Q07021')"
"('Q06265', 'Q9H2Y7')"
"('P50570', 'Q8TAD4')"
"('P48431', 'Q9Y618')"
"('Q04917', 'Q8IYT8')"
"('P23497', 'P63279')"
"('P24928', 'Q9Y6J0')"
"('Q92858', 'P36578')"
"('O00425', 'Q96DB2')"
"('P43360', 'Q08043')"
"('P15927', 'Q9UPW0')"
"('P09012', 'Q8N6R0')"
"('Q15011', 'Q86TM6')"
"('Q14978', 'P42166')"
"('Q02535', 'O00560')"
"('O14920', 'Q9H6Z9')"
"('P10275', 'Q9NP31')"
"('P54253', 'O75170')"
"('Q96GX5', 'Q9H6Z9')"
"('Q9HC62', 'Q92997')"
"('P51617', 'Q13501')"
"('O75604', 'P35609')"
"('Q9HCD5', 'P38159')"
"('P35226', 'O00746')"
"('Q15744', 'Q9UNN4')"
"('P14210', 'P11362')"
"('P53779', 'P46108')"
"('O43294', 'O14980')"
"('Q86Y33', 'Q08379')"
"('O43638', 'Q16594')"
"('O75928', 'Q9UBT2')"
"('Q71U36', 'P25024')"
"('P63220', 'P35544')"
"('Q71U36', 'O43303')"
"('Q9H497', 'P13727')"
"('Q9NRC8', 'Q9UIF9')"
"('Q13315', 'Q9BQE6')"
"('Q08050', 'P12830')"
"('P16333', 'Q96AC6')"
"('P15170', 'Q9Y466')"
"('P60174', 'Q9GZR7')"
"('Q9NR46', 'Q02790')"
"('P56282', 'Q15691')"
"('Q5TC82', 'P62253')"
"('O00231', 'Q99460')"
"('O95793', 'P55884')"
"('Q96BT3', 'P49450')"
"('Q8N344', 'Q99608')"
"('Q9Y2K1', 'P04792')"
"('Q9NY65', 'Q15025')"
"('P61962', 'P19784')"
"('Q06323', 'P61289')"
"('Q99575', 'Q9HCE1')"
"('P68366', 'Q9H492')"
"('Q6NUQ4', 'P07307')"
"('Q01844', 'P05412')"
"('P46531', 'Q15208')"
"('P49023', 'Q08043')"
"('Q96GM1', 'Q9H7S9')"
"('Q6NUN9', 'Q9HCE1')"
"('P04792', 'P30040')"
"('P05067', 'Q9NXS2')"
"('Q96NE9', 'P40692')"
"('Q8NFJ9', 'Q7Z5U6')"
"('Q02080', 'Q13469')"
"('Q01844', 'Q96MW1')"
"('Q5UIP0', 'Q15102')"
"('P48723', 'Q9H9A7')"
"('Q9BT09', 'O14498')"
"('Q9UQ90', 'Q15118')"
"('Q9Y266', 'Q9Y5Z7')"
"('Q01484', 'Q14571')"
"('Q9UJX6', 'Q9UK22')"
"('O14976', 'O14966')"
"('Q9UBP6', 'Q96HC4')"
"('O14964', 'Q12874')"
"('P12235', 'P20333')"
"('Q15554', 'Q9UPN3')"
"('A0MZ66', 'P04629')"
"('A1L390', 'Q16643')"
"('P14902', 'Q9NYB0')"
"('Q96CW5', 'Q9Y2R9')"
"('P41250', 'Q96FW1')"
"('Q8N5N7', 'Q13303')"
"('Q8NI37', 'P41182')"
"('Q9H0G5', 'Q15006')"
"('Q13615', 'Q17RB8')"
"('P24534', 'O14686')"
"('Q16658', 'P12830')"
"('Q9Y3B7', 'Q13557')"
"('Q13185', 'Q9H2P0')"
"('Q96M98', 'Q4G0X9')"
"('Q9ULR0', 'Q9Y5U2')"
"('Q15185', 'O75426')"
"('O15391', 'P04637')"
"('Q99459', 'P35579')"
"('P05107', 'P32942')"
"('Q5T5A8', 'Q9UKJ5')"
"('Q13464', 'P49407')"
"('P49023', 'O14980')"
"('P01282', 'P50222')"
"('P0C7T3', 'P62873')"
"('P40855', 'P51687')"
"('O00308', 'Q6EEV4')"
"('P63279', 'Q03060')"
"('Q8IWL3', 'O43676')"
"('P62993', 'P27986')"
"('P42574', 'P47712')"
"('Q96S44', 'P61160')"
"('Q6P2H3', 'Q96GX5')"
"('O43818', 'Q9H9Z2')"
"('P49721', 'P54725')"
"('O75448', 'Q9NWA0')"
"('Q9H2V7', 'O94966')"
"('P16104', 'P30041')"
"('P15880', 'P62888')"
"('P62750', 'P63220')"
"('P84022', 'Q96S59')"
"('P27986', 'P41597')"
"('Q16644', 'Q02078')"
"('Q562R1', 'P02751')"
"('Q9UBS4', 'Q9Y5X3')"
"('O00116', 'Q00987')"
"('P05067', 'Q16647')"
"('Q86X59', 'Q92989')"
"('P22694', 'Q8NGJ1')"
"('Q99496', 'Q9NQ55')"
"('P23921', 'Q5TBB1')"
"('P58304', 'Q8TEY7')"
"('Q6IQ23', 'P62136')"
"('P13693', 'P18146')"
"('P02751', 'Q9HAV4')"
"('Q9P0P0', 'Q9Y2X8')"
"('O95817', 'P07237')"
"('Q12906', 'P18621')"
"('Q9Y2U8', 'Q8N6K0')"
"('P11021', 'Q96DZ1')"
"('Q9P2P5', 'P52294')"
"('Q9Y6B2', 'Q15596')"
"('P33947', 'O15259')"
"('Q8IUD2', 'Q9UGN5')"
"('Q9Y592', 'Q9NYP9')"
"('P26368', 'P62847')"
"('P25963', 'Q9H0I2')"
"('Q93034', 'Q9Y574')"
"('P07332', 'P35568')"
"('P04406', 'P05161')"
"('P37198', 'Q13724')"
"('O14980', 'Q13772')"
"('P50238', 'P09382')"
"('Q8IWV8', 'O95156')"
"('O00400', 'Q5VYK3')"
"('Q9BQ52', 'Q9H4L4')"
"('Q9ULZ3', 'Q13153')"
"('P50749', 'P22531')"
"('O60674', 'O00459')"
"('P04179', 'P51531')"
"('Q13748', 'Q8TF68')"
"('P35606', 'P68371')"
"('Q969K3', 'Q13432')"
"('P08574', 'Q9NVI7')"
"('Q9NZC7', 'P52597')"
"('Q9ULJ3', 'O43829')"
"('O60381', 'Q9GZV1')"
"('Q12965', 'Q9ULC4')"
"('P35544', 'Q92905')"
"('Q5JTZ9', 'Q9UKB1')"
"('P43243', 'Q969G5')"
"('Q9Y4K3', 'Q9NYJ8')"
"('Q6IQ23', 'Q9H307')"
"('Q01860', 'Q13263')"
"('Q08380', 'Q9UNF1')"
"('Q15562', 'P17482')"
"('O75325', 'P18206')"
"('Q96HA8', 'Q53H80')"
"('Q9P1Z2', 'O76064')"
"('P19838', 'P06748')"
"('O75864', 'Q9NPI6')"
"('O95619', 'Q9Y265')"
"('P05067', 'Q96GD4')"
"('P09848', 'P11021')"
"('Q7Z3S9', 'Q8N370')"
"('Q86XA9', 'P37198')"
"('Q9UBN7', 'Q07812')"
"('P41134', 'P16220')"
"('Q02952', 'P35222')"
"('Q15750', 'Q15014')"
"('P06401', 'Q53T94')"
"('Q9H492', 'Q13263')"
"('Q96EP0', 'O15111')"
"('Q9Y2D8', 'Q8TAU3')"
"('P04629', 'Q96PU5')"
"('P24941', 'Q8WWI1')"
"('P03372', 'P56945')"
"('Q8NGD1', 'P38405')"
"('Q5J8X5', 'Q96HJ5')"
"('P55072', 'Q92538')"
"('P58546', 'P49736')"
"('O60603', 'P49368')"
"('P57078', 'Q6Q0C0')"
"('P17812', 'O15160')"
"('Q14653', 'P38936')"
"('Q9BRX9', 'Q9BUF7')"
"('O75943', 'Q99638')"
"('O60262', 'Q15759')"
"('O15160', 'P32121')"
"('P62273', 'P62081')"
"('Q9H171', 'O60341')"
"('P41220', 'O95467')"
"('P08247', 'P30405')"
"('O95644', 'P20671')"
"('Q63HR2', 'Q9P127')"
"('Q12905', 'O14965')"
"('Q92925', 'P52294')"
"('P01569', 'Q969J5')"
"('O00303', 'Q8TAF3')"
"('P03372', 'Q5T9C2')"
"('P50221', 'P23760')"
"('Q9NS23', 'O95835')"
"('Q17RB8', 'O75558')"
"('P34932', 'Q96DX5')"
"('O14980', 'Q9Y597')"
"('P62736', 'Q9Y5K3')"
"('Q9BYM8', 'P19438')"
"('Q9BYD6', 'Q6P1L8')"
"('O60506', 'Q5VWX1')"
"('Q8WV41', 'Q9Y5X1')"
"('Q9Y2I6', 'Q9NRA8')"
"('Q6NUS6', 'Q86Y07')"
"('O95453', 'P61956')"
"('P40227', 'P23588')"
"('P36543', 'Q14696')"
"('P27986', 'O14964')"
"('Q9Y6D6', 'P22087')"
"('Q6ZS10', 'Q9BZL3')"
"('P10644', 'O14974')"
"('Q8TCG1', 'P04629')"
"('Q13573', 'Q9UJA5')"
"('Q9NQT8', 'Q9P244')"
"('P49748', 'Q9BTE7')"
"('O14981', 'Q12952')"
"('Q9HCG8', 'O75530')"
"('Q92905', 'Q9NZT1')"
"('P58658', 'Q8IY95')"
"('Q9BYQ6', 'O76003')"
"('Q969X1', 'Q9Y5M8')"
"('Q92918', 'Q38SD2')"
"('Q6V1X1', 'Q7L591')"
"('Q96L08', 'Q6UWP8')"
"('Q8TEC5', 'Q9BRK4')"
"('Q9UL40', 'Q5SSJ5')"
"('P38936', 'Q99816')"
"('P05412', 'P59998')"
"('Q96SN8', 'Q5RL73')"
"('O60493', 'Q92734')"
"('Q15796', 'P49336')"
"('P61088', 'O95376')"
"('P09466', 'P51681')"
"('P58511', 'P05067')"
"('Q96HC4', 'P60409')"
"('Q15717', 'Q13043')"
"('P60369', 'Q8IVD9')"
"('O94964', 'Q9H6Z9')"
"('Q9Y2J4', 'O60573')"
"('P25098', 'P07437')"
"('Q8TAB5', 'P43360')"
"('Q9P2R6', 'Q15654')"
"('Q8NFW9', 'Q03135')"
"('O75478', 'Q9BRQ0')"
"('Q9NY12', 'O95166')"
"('Q9H773', 'P01889')"
"('P02042', 'P29016')"
"('P62841', 'P62081')"
"('Q8NGS6', 'O60262')"
"('Q13490', 'P55211')"
"('Q9BQA1', 'Q9UL18')"
"('P13489', 'O00560')"
"('O00214', 'P17301')"
"('Q9BSW2', 'Q14134')"
"('O60291', 'P51965')"
"('Q86X27', 'P61981')"
"('Q99523', 'Q9Y2U9')"
"('Q9UBB9', 'Q9NRE2')"
"('Q96H20', 'Q9BYV2')"
"('O14730', 'O43542')"
"('Q9Y4C2', 'O14978')"
"('Q9BV94', 'Q16635')"
"('Q15599', 'P47914')"
"('Q00610', 'Q9GZQ8')"
"('P52597', 'Q6IQ23')"
"('Q9NQP4', 'Q13164')"
"('P01106', 'Q86UD0')"
"('Q08ER8', 'P60371')"
"('P13473', 'Q15393')"
"('Q86XL3', 'Q9Y2M0')"
"('Q7Z695', 'Q9H078')"
"('A8MQ03', 'Q9C086')"
"('O15226', 'Q13148')"
"('O75396', 'Q15717')"
"('P47972', 'P01106')"
"('P62753', 'O95897')"
"('P05412', 'Q02539')"
"('P20333', 'P34931')"
"('P29353', 'Q9HBG4')"
"('Q9H2U2', 'O95229')"
"('Q9UBX7', 'Q6PJ21')"
"('O14512', 'A8MQ03')"
"('P17858', 'Q5TB80')"
"('Q9NYP3', 'Q9UBU9')"
"('Q92890', 'O75369')"
"('Q96GG9', 'P62308')"
"('Q92793', 'P33076')"
"('P30084', 'P40763')"
"('Q9HCE1', 'P12081')"
"('P68431', 'P62857')"
"('Q8IZC4', 'P38398')"
"('P42771', 'P04198')"
"('P23193', 'Q00796')"
"('P45974', 'Q08050')"
"('Q04864', 'Q13489')"
"('Q15287', 'Q9BTD8')"
"('O75369', 'P62993')"
"('Q9BSK4', 'Q00537')"
"('P06733', 'Q99733')"
"('Q8TBB1', 'Q9UJX0')"
"('Q93008', 'O60285')"
"('Q6PCD5', 'O75800')"
"('Q99623', 'Q92769')"
"('Q9Y4A5', 'Q9UQR1')"
"('Q9BVC4', 'Q6MZQ0')"
"('Q15475', 'P23771')"
"('P29323', 'Q12974')"
"('Q8N9E0', 'O75052')"
"('Q8WTR2', 'O43776')"
"('Q02878', 'P82675')"
"('P50402', 'Q8WTP8')"
"('Q96FT9', 'P25791')"
"('O94888', 'Q6UXS0')"
"('Q96CX2', 'Q15154')"
"('Q9BYR9', 'P17482')"
"('P46379', 'P52757')"
"('O14980', 'Q9BTM9')"
"('P39019', 'P46783')"
"('Q96C19', 'Q5S007')"
"('Q13064', 'Q96HB5')"
"('Q96MA6', 'P26441')"
