negatives
"('Q04771', 'Q02790')"
"('P27348', 'P50991')"
"('Q9Y3U8', 'P61313')"
"('Q13219', 'Q6VMQ6')"
"('P52429', 'P08559')"
"('P51817', 'Q06432')"
"('P07948', 'P50570')"
"('Q9BT40', 'P02766')"
"('Q13432', 'Q16637')"
"('P41221', 'Q01974')"
"('P09603', 'Q02763')"
"('Q00978', 'P09912')"
"('P98175', 'P54259')"
"('Q96GG9', 'P23508')"
"('P05106', 'P29353')"
"('Q9Y478', 'P35575')"
"('Q96LZ3', 'Q13522')"
"('Q6PI98', 'P21673')"
"('Q7Z2G1', 'P0C5Z0')"
"('Q99750', 'Q16526')"
"('P18858', 'P24941')"
"('Q14240', 'P62273')"
"('P30154', 'P27361')"
"('O95347', 'Q9Y2Q3')"
"('P30504', 'Q15365')"
"('O95782', 'Q9Y6I3')"
"('P06454', 'Q09472')"
"('O43390', 'P14866')"
"('Q13283', 'P06239')"
"('P47897', 'Q16637')"
"('P19387', 'Q8WVC0')"
"('P07199', 'Q9Y6A5')"
"('P63092', 'P16520')"
"('Q96QF0', 'P61006')"
"('P21860', 'P22681')"
"('Q8IWV7', 'P50453')"
"('P07550', 'P62993')"
"('Q13155', 'Q9Y383')"
"('Q9NQU5', 'P04049')"
"('Q92542', 'Q04721')"
"('Q9H9T3', 'Q9HCE7')"
"('P13645', 'Q00005')"
"('P21333', 'P23229')"
"('P08243', 'Q9NRL3')"
"('P61077', 'Q13233')"
"('Q09028', 'Q92793')"
"('Q92611', 'O43776')"
"('P01579', 'P42701')"
"('P23246', 'P04406')"
"('Q06455', 'P52294')"
"('P60763', 'P19793')"
"('Q99459', 'Q9H1A4')"
"('Q92793', 'Q96BA8')"
"('Q9P2I0', 'Q99459')"
"('Q9P2G9', 'Q16539')"
"('O00144', 'Q92997')"
"('P62750', 'P46776')"
"('406883', 'P01112')"
"('P21333', 'Q9BXR5')"
"('Q12824', 'Q9NRR5')"
"('Q08211', 'P11171')"
"('Q16619', 'P40238')"
"('P01857', 'P13647')"
"('P17544', 'P41182')"
"('Q96IG2', 'P54727')"
"('Q92630', 'P04637')"
"('O14936', 'P04406')"
"('Q5VYS4', 'Q9Y4K3')"
"('P54253', 'Q6ZMT1')"
"('Q9GZX7', 'O95816')"
"('P18621', 'P40429')"
"('Q14934', 'Q02080')"
"('P26006', 'Q9Y4G6')"
"('P01116', 'O75398')"
"('P39023', 'O00141')"
"('Q8N3U4', 'Q99459')"
"('O15516', 'P23025')"
"('P08758', 'P38484')"
"('P51681', 'P62310')"
"('Q04206', 'P18146')"
"('Q96BA8', 'Q9NR55')"
"('P62308', 'P54105')"
"('Q9Y4K3', 'O95782')"
"('Q15369', 'O14508')"
"('P17081', 'Q9P286')"
"('O95777', 'Q15029')"
"('P07332', 'P40763')"
"('Q9P2W3', 'P08172')"
"('P42858', 'P61086')"
"('P01112', 'Q99614')"
"('P60709', 'P19105')"
"('P42336', 'P42338')"
"('O76070', 'P41235')"
"('O00237', 'P62256')"
"('P0CG48', 'Q9UGP5')"
"('O15105', 'Q9UN79')"
"('Q9Y6E0', 'O60506')"
"('Q13409', 'Q71U36')"
"('P41220', 'Q9BVA1')"
"('P0C5Z0', 'P62807')"
"('Q5D0E6', 'P67870')"
"('O15264', 'P28324')"
"('P42771', 'P24385')"
"('O00232', 'P55036')"
"('P62195', 'O60506')"
"('O43147', 'P02771')"
"('Q8N7W2', 'Q92530')"
"('Q9BXW4', 'Q8NEB9')"
"('Q99816', 'Q13064')"
"('P25054', 'Q8IVL0')"
"('Q93062', 'Q8TC90')"
"('Q15717', 'P0CG48')"
"('P08138', 'P35568')"
"('P38936', 'Q8NFF5')"
"('P23527', 'Q8IUE6')"
"('P23528', 'Q13387')"
"('Q13087', 'P46108')"
"('Q5VTD9', 'P25788')"
"('Q9UBS0', 'Q13387')"
"('P11801', 'Q13424')"
"('P05000', 'P48357')"
"('P40225', 'P48357')"
"('Q01130', 'P52272')"
"('P60953', 'P32121')"
"('P67775', 'P40227')"
"('Q02363', 'Q9NQB0')"
"('P49841', 'Q07820')"
"('Q00653', 'Q96EY1')"
"('P09651', 'P31943')"
"('Q13315', 'Q00839')"
"('P07437', 'P17844')"
"('Q9ULA0', 'O60343')"
"('Q15370', 'Q93034')"
"('P78406', 'Q99567')"
"('P40145', 'P13569')"
"('Q86YF9', 'Q9NQZ3')"
"('P01106', 'Q13794')"
"('Q15834', 'Q8N5R6')"
"('Q9UKV8', 'Q07021')"
"('P62714', 'Q13698')"
"('P46379', 'P61006')"
"('O76003', 'Q9BQ66')"
"('Q99558', 'P61247')"
"('Q92597', 'P34897')"
"('Q9UDY8', 'P60604')"
"('O15360', 'O14920')"
"('P33316', 'P01241')"
"('Q14978', 'P49715')"
"('Q92608', 'Q96L33')"
"('P10644', 'Q9H6R7')"
"('Q9UMX1', 'O75420')"
"('P01106', 'Q9NYF8')"
"('P20151', 'P30411')"
"('O95551', 'Q12933')"
"('P19793', 'Q96HR3')"
"('P08631', 'Q13177')"
"('Q12824', 'P24522')"
"('P62745', 'Q9P286')"
"('Q99877', 'P0C5Y9')"
"('Q16513', 'O43639')"
"('P68366', 'P53350')"
"('P34981', 'P29992')"
"('Q9H9Q2', 'P60228')"
"('PI3KR2', 'P07947')"
"('P49841', 'P10636')"
"('P16333', 'P31994')"
"('P10275', 'P01137')"
"('Q15365', 'O95319')"
"('P54727', 'Q9H4G4')"
"('Q14683', 'Q08211')"
"('Q16629', 'Q92620')"
"('406906', 'Q99650')"
"('P28482', 'P67809')"
"('P01242', 'Q14627')"
"('Q7LBE3', 'P13569')"
"('Q8IWZ8', 'Q00839')"
"('Q86W26', 'P09917')"
"('P22736', 'Q9HC38')"
"('Q9Y3F4', 'Q15796')"
"('P24539', 'P05496')"
"('Q9UNA1', 'O00212')"
"('Q12923', 'Q9HB21')"
"('P12236', 'Q9BQ66')"
"('P27695', 'Q13177')"
"('Q9Y3C7', 'Q9BWU1')"
"('O75367', 'Q15910')"
"('P61313', 'P26373')"
"('P00533', 'P08729')"
"('O00625', 'Q12857')"
"('P18433', 'P12931')"
"('P22681', 'P12931')"
"('P17612', 'P27482')"
"('P02786', 'P61769')"
"('P60709', 'P22626')"
"('Q9HBY8', 'O43524')"
"('Q15796', 'P04637')"
"('O15169', 'Q9NRG4')"
"('Q13315', 'Q92636')"
"('P14316', 'Q9H1B7')"
"('P62913', 'Q9UHD2')"
"('P10809', 'P00918')"
"('P18146', 'Q9H0M4')"
"('P12107', 'P23229')"
"('Q96B97', 'Q13490')"
"('P04040', 'O60684')"
"('P32121', 'Q96R09')"
"('P04637', 'P36873')"
"('P13569', 'Q9UBY0')"
"('P63267', 'P26232')"
"('P27824', 'P27701')"
"('Q12824', 'Q13315')"
"('Q9ULZ3', 'O43353')"
"('Q9NYG5', 'O95067')"
"('P67775', 'Q13153')"
"('Q08170', 'P51003')"
"('Q8IYB3', 'P14866')"
"('Q9Y490', 'P56199')"
"('P32121', 'Q8NGC1')"
"('Q7LG56', 'Q92878')"
"('Q8IZJ0', 'P40238')"
"('Q13535', 'O95402')"
"('P47900', 'P84996')"
"('Q13216', 'Q15843')"
"('Q13153', 'Q7L0Q8')"
"('O14905', 'O60353')"
"('O43303', 'P41208')"
"('P08237', 'Q99459')"
"('O95411', 'Q15287')"
"('P04792', 'P00488')"
"('Q9UNM6', 'Q9Y5K5')"
"('P19793', 'P67870')"
"('Q96JH8', 'P51946')"
"('Q9UHD2', 'P98170')"
"('P24390', 'Q9UHQ7')"
"('Q92569', 'P15153')"
"('P56524', 'P25963')"
"('O75159', 'P15509')"
"('P23229', 'P18564')"
"('Q15654', 'Q9Y239')"
"('O95071', 'Q9BPZ3')"
"('P41182', 'P32519')"
"('Q00005', 'Q9BXT2')"
"('P0CG48', 'P11142')"
"('P14416', 'P30154')"
"('Q16445', 'Q9NQX3')"
"('P68400', 'Q96EB6')"
"('P30304', 'Q9Y468')"
"('Q92793', 'Q15788')"
"('O43491', 'O14936')"
"('P52272', 'Q01844')"
"('Q14CB8', 'Q96SN8')"
"('P15260', 'P23458')"
"('Q15047', 'Q99549')"
"('P01241', 'P61289')"
"('P52292', 'P49407')"
"('P49841', 'P47897')"
"('P63211', 'O60840')"
"('P15927', 'P43351')"
"('Q13023', 'P55157')"
"('O00257', 'P52952')"
"('Q9NRJ4', 'P12931')"
"('Q9P2H0', 'Q9UGL9')"
"('P34931', 'P78380')"
"('O15504', 'P12270')"
"('Q9P212', 'Q14573')"
"('Q5VVX9', 'O75382')"
"('P84022', 'P11926')"
"('P01106', 'P31946')"
"('P54646', 'Q13085')"
"('Q02878', 'P05387')"
"('Q16594', 'P06899')"
"('Q13435', 'Q9H7E9')"
"('P04637', 'O94759')"
"('Q9HAU4', 'P10721')"
"('Q9UHA4', 'Q9HB90')"
"('Q5VWK5', 'P52333')"
"('P62829', 'P35268')"
"('Q02080', 'Q13469')"
"('Q9Y2H0', 'Q15788')"
"('Q13526', 'O15169')"
"('P04626', 'P35568')"
"('Q13748', 'O14576')"
"('Q92599', 'Q99719')"
"('P04183', 'O75398')"
"('Q9Y2W2', 'P17844')"
"('P63104', 'Q13200')"
"('Q13315', 'Q01433')"
"('P06241', 'P56945')"
"('Q9BYG4', 'Q9NQ66')"
"('Q9BY84', 'P27361')"
"('Q96NB3', 'Q13435')"
"('Q13526', 'Q6UXH1')"
"('P07766', 'P42338')"
"('P46108', 'P29320')"
"('P61073', 'P51681')"
"('O75027', 'P01106')"
"('Q11130', 'Q9BXR5')"
"('P51692', 'P06213')"
"('P43487', 'P11171')"
"('O43927', 'Q9NPB9')"
"('Q12933', 'Q15654')"
"('P28482', 'Q14247')"
"('P01241', 'P17980')"
"('Q9P003', 'Q9BRT8')"
"('P16499', 'P18545')"
"('Q09472', 'P42229')"
"('P38936', 'P55854')"
"('Q08209', 'Q05513')"
"('O95376', 'Q96LR5')"
"('O43524', 'P04040')"
"('P63104', 'P09493')"
"('Q96Q27', 'Q03164')"
"('P16949', 'P01889')"
"('Q9NP95', 'P22607')"
"('P53985', 'Q13530')"
"('O43924', 'P36405')"
"('Q15370', 'O14543')"
"('P62873', 'P48051')"
"('Q8IY92', 'Q9NWU2')"
"('Q9NV96', 'P12980')"
"('P03886', 'Q16795')"
"('Q9UGT4', 'Q9NYU2')"
"('P62888', 'Q99558')"
"('P62875', 'Q15834')"
"('Q9BXI6', 'Q15599')"
"('P62993', 'P60953')"
"('Q13753', 'Q9UKX5')"
"('Q92905', 'P04004')"
"('O95782', 'P08729')"
"('Q9H8Y8', 'P14174')"
"('Q6IBS0', 'Q9P1U1')"
"('Q15029', 'O15145')"
"('P50914', 'P30050')"
"('Q9BUE0', 'Q9NX70')"
"('Q9Y2I6', 'P41220')"
"('Q9H444', 'Q8WUM4')"
"('Q8NF50', 'Q92730')"
"('Q9BSI4', 'Q9NYB0')"
"('P16104', 'Q8WUI4')"
"('P62277', 'P23396')"
"('Q92769', 'P68431')"
"('Q16254', 'P00374')"
"('P06493', 'Q01538')"
"('P29373', 'P30281')"
"('Q13683', 'Q9NVD7')"
"('P17612', 'P60510')"
"('P84243', 'Q9H160')"
"('Q13247', 'P67809')"
"('P49419', 'O94762')"
"('P61586', 'O75914')"
"('Q8WVT3', 'O43617')"
"('Q8TDY2', 'Q14151')"
"('406949', 'O95980')"
"('P35268', 'O60739')"
"('Q86T65', 'O14641')"
"('P58335', 'P62987')"
"('P36873', 'P16220')"
"('Q8NEF3', 'Q96LR2')"
"('Q15796', 'Q9H6Z4')"
"('P32121', 'Q8NH67')"
"('P54253', 'Q96HA1')"
"('P68104', 'Q00987')"
"('P00533', 'P40855')"
"('P35544', 'P62851')"
"('Q9Y4G8', 'Q07890')"
"('P35520', 'P51116')"
"('Q15788', 'P41235')"
"('Q9UKV8', 'P05388')"
"('Q9Y2T1', 'P35222')"
"('Q14315', 'Q92629')"
"('P61923', 'P11171')"
"('P12814', 'O75578')"
"('Q13237', 'P41220')"
"('Q9BX66', 'Q14254')"
"('P0DI81', 'O96006')"
"('Q9Y265', 'P62993')"
"('Q8TAF3', 'P01889')"
"('Q08211', 'P67809')"
"('P51610', 'Q9C005')"
"('P41235', 'P35222')"
"('P15018', 'Q14627')"
"('406882', 'P52926')"
"('P85299', 'Q9BQA1')"
"('P08107', 'Q13546')"
"('P07949', 'P29353')"
"('Q08945', 'Q16778')"
"('Q92945', 'P26651')"
"('Q02297', 'Q15303')"
"('O94973', 'P53675')"
"('P20749', 'Q92793')"
"('Q9UBN7', 'Q96QV6')"
"('Q9UHB6', 'Q9Y6K9')"
"('Q13451', 'O14920')"
"('P49815', 'P62993')"
"('P63173', 'P62750')"
"('Q13952', 'Q15011')"
"('P50539', 'P78536')"
"('P22392', 'P28222')"
"('Q9Y6I3', 'P04629')"
"('Q14676', 'Q99728')"
"('P08047', 'P10276')"
"('Q8TD90', 'Q99459')"
"('Q9H334', 'P11686')"
"('P63279', 'Q14103')"
"('O60674', 'O00329')"
"('Q92730', 'O96013')"
"('Q96AY2', 'Q92698')"
"('P63151', 'Q13522')"
"('Q9NR97', 'Q99836')"
"('O15131', 'P49366')"
"('P01568', 'P48357')"
"('Q13573', 'Q96P70')"
"('Q9Y5L0', 'Q9HAW0')"
"('O14818', 'P25788')"
"('Q9HAW0', 'Q96QR1')"
"('P63010', 'Q13191')"
"('O95838', 'P62158')"
"('P61224', 'Q9Y600')"
"('P45984', 'Q12968')"
"('Q15369', 'Q9Y675')"
"('Q8N122', 'O14939')"
"('Q9NRM7', 'P46937')"
"('P16188', 'Q8NHL6')"
"('P14373', 'Q9H0Q3')"
"('Q9Y4K3', 'Q05639')"
"('Q9Y5W5', 'P56706')"
"('Q9UDY2', 'P56880')"
"('O95782', 'Q92963')"
"('Q9H1A4', 'P14635')"
"('O15550', 'Q8NEZ4')"
"('P02775', 'Q9NWF9')"
"('Q9P035', 'Q96FV3')"
"('O15230', 'Q7L0J3')"
"('P51668', 'Q96EQ8')"
"('P41597', 'P49407')"
"('P22612', 'Q04206')"
"('Q7L4P6', 'Q9NSA3')"
"('P62714', 'Q9BX67')"
"('P62333', 'P19438')"
"('Q14188', 'O75461')"
"('P32121', 'Q8NGX5')"
"('P08581', 'Q6S5L8')"
"('O75695', 'P36405')"
"('Q9BUF5', 'Q9Y6G9')"
"('Q9BS40', 'O75122')"
"('Q86YZ3', 'Q96BK5')"
"('O00168', 'P54709')"
"('Q9ULV1', 'Q01970')"
"('P08700', 'P26951')"
"('O95433', 'Q7Z408')"
"('Q9NW08', 'Q9Y250')"
"('P22694', 'P61224')"
"('Q13797', 'O75369')"
"('P23508', 'P22234')"
"('P19438', 'P62829')"
"('Q96RT1', 'P01112')"
"('P60520', 'Q9UH92')"
"('Q15119', 'O00330')"
"('P61952', 'P11229')"
"('Q9H981', 'P60709')"
"('P54257', 'P45378')"
"('O75800', 'Q9ULT6')"
"('Q16659', 'O15162')"
"('Q8NBJ4', 'Q9C0J1')"
"('O75461', '283120')"
"('P20333', 'Q92538')"
"('P00533', 'O75368')"
"('Q9BYC9', 'Q92995')"
"('Q12933', 'O15111')"
"('406947', 'O43524')"
"('O15198', 'Q03001')"
"('Q9UKR5', 'Q9Y2M5')"
"('Q8NG27', 'Q8IYI8')"
"('P63000', 'Q9UPY6')"
"('Q96MG7', 'Q8WV22')"
"('P58876', 'P60709')"
"('P61981', 'O75400')"
"('P08708', 'Q99558')"
"('P01106', 'O95644')"
"('Q9UD71', 'O95685')"
"('Q15291', 'Q13363')"
"('Q9UBI6', 'P25116')"
"('O75626', 'Q9NVW2')"
"('Q6DN03', 'P51610')"
"('P62877', 'Q13387')"
"('P60520', 'Q9NT62')"
"('Q9Y2R2', 'P06239')"
"('Q13418', 'Q13153')"
"('O43617', 'O75865')"
"('P78537', 'O95295')"
"('Q92905', 'Q9Y4E8')"
"('P84022', 'O43684')"
"('Q13404', 'P40337')"
"('P62917', 'P61313')"
"('Q99684', 'P54253')"
"('Q8TEM1', 'O15504')"
"('Q68CP9', 'O14497')"
"('Q969U6', 'O43318')"
"('O75116', 'P19105')"
"('Q86WN2', 'P40189')"
"('Q13118', 'Q9HBL0')"
"('O75444', 'Q16236')"
"('P42574', 'Q9NR09')"
"('Q9ULB4', 'Q9Y6N8')"
"('Q16891', 'Q9BXP5')"
"('P16083', 'P05412')"
"('O75365', 'P51571')"
"('O15145', 'P60709')"
"('P24468', 'P37231')"
"('P02452', 'P16144')"
"('P32121', 'Q8NH09')"
"('Q96JP2', 'Q13573')"
"('Q9H840', 'Q9P2H0')"
"('Q9H0R8', 'P41743')"
"('Q9NX70', 'Q96G25')"
"('Q9H4B7', 'Q8NCM8')"
"('Q9H205', 'P38405')"
"('P01889', 'O75964')"
"('Q9UM11', 'Q9UKT4')"
"('Q07817', 'P21246')"
"('100302193', 'Q9H9Z2')"
"('P63096', 'Q01668')"
"('P32121', 'P14618')"
"('Q9P253', 'Q86VX9')"
"('P43360', 'O14730')"
"('P22694', 'O15264')"
"('Q99759', 'P07948')"
"('Q9UNE7', 'Q9Y2U5')"
"('Q9NWZ3', 'Q99558')"
"('Q86SG6', 'P00519')"
"('Q9NRF2', 'P00533')"
"('O00231', 'P55036')"
"('Q9H2H0', 'O14640')"
"('Q14739', 'Q9Y5J5')"
"('P62993', 'Q92966')"
"('P0CG48', 'Q9ULH1')"
"('P19838', 'P11142')"
"('P48454', 'P30260')"
"('Q13330', 'P03372')"
"('P01562', 'Q01113')"
"('Q9UL18', 'P07910')"
"('P51965', 'P06899')"
"('Q13509', 'Q13409')"
"('P05771', 'Q9H492')"
"('Q15366', 'P26599')"
"('P09651', 'P67809')"
"('P50613', 'P13631')"
"('Q8TEW6', 'P00533')"
"('Q15366', 'P52597')"
"('O43281', 'Q05397')"
"('P63279', 'O00180')"
"('O00571', 'Q00653')"
"('O43524', 'P55316')"
"('P04183', 'Q15034')"
"('Q8NHZ8', 'Q9NZH5')"
"('Q13976', 'P32418')"
"('Q9HCM9', 'P61077')"
"('P19022', 'P23467')"
"('Q9UQM7', 'Q08493')"
"('Q71F23', 'Q9Y2X7')"
"('P98164', 'P02649')"
"('O15551', 'A6NM45')"
"('Q9H422', 'P02745')"
"('Q14790', 'Q7Z434')"
"('P78545', 'O76013')"
"('O00459', 'P01133')"
"('Q6R327', 'Q9BUJ2')"
"('P62993', 'Q70EK8')"
"('Q9Y6K9', 'Q71UM5')"
"('Q8WWI1', 'P50402')"
"('P62701', 'P62847')"
"('P0C0S5', 'Q96A08')"
"('Q13901', 'Q01780')"
"('Q86V81', 'Q00839')"
"('P22694', 'P61952')"
"('P54136', 'P19438')"
"('Q99459', 'P41091')"
"('Q13310', 'Q9UHX1')"
"('406911', 'Q96LC9')"
"('O75478', 'Q9Y4A5')"
"('P56524', 'P27348')"
"('Q13233', 'P46087')"
"('P01567', 'Q01344')"
"('Q14011', 'Q13151')"
"('P02768', 'P35368')"
"('Q5T4F7', 'O00144')"
"('Q07890', 'P63267')"
"('Q5JVF3', 'Q13418')"
"('P62854', 'P62249')"
"('Q8WTW3', 'Q9H9E3')"
"('Q07889', 'P01133')"
"('Q13352', 'P63261')"
"('Q92688', 'P12830')"
"('P62987', 'Q93009')"
"('Q96RG2', 'P16118')"
"('Q13547', 'P48443')"
"('406991', 'Q9Y281')"
"('P54619', 'O95822')"
"('Q92529', 'Q13480')"
"('O14672', 'O00548')"
"('P52429', 'Q9Y266')"
"('Q7L5N1', 'P15927')"
"('P35609', 'P05556')"
"('Q92817', 'O60437')"
"('P49841', 'P30281')"
"('O75448', 'P28702')"
"('P67775', 'O95072')"
"('P28482', 'O75116')"
"('P54646', 'Q9NP71')"
"('Q13363', 'Q8N3X6')"
"('Q15388', 'P46379')"
"('Q8NCP5', 'Q15797')"
"('Q8NCM8', 'Q13885')"
"('Q13007', 'P08887')"
"('P58876', 'O15047')"
"('P62875', 'Q9NVU0')"
"('Q9NR55', 'Q10587')"
"('P11802', 'Q16543')"
"('Q8N257', 'O75367')"
"('P08729', 'Q07889')"
"('Q9HCM9', 'P00519')"
"('P08842', 'P22681')"
"('P27986', 'P49916')"
"('Q9NR55', 'P05412')"
"('P17844', 'P29350')"
"('P34897', 'O60739')"
"('Q6R327', 'Q13418')"
"('Q07020', 'P36578')"
"('O60671', 'O60260')"
"('P11831', 'P15172')"
"('Q9H0L4', 'Q9UMX0')"
"('Q5QNW6', 'Q96QV6')"
"('O95376', 'P51668')"
"('O00206', 'P35228')"
"('P19438', 'Q9Y6K9')"
"('P28347', 'P20226')"
"('P04731', 'P04637')"
"('O94972', 'Q7L590')"
"('O00232', 'O00233')"
"('Q13485', 'Q2M1K9')"
"('Q8IUQ4', 'O43255')"
"('Q15172', 'P35222')"
"('Q9UM73', 'Q14980')"
"('Q07955', 'P31943')"
"('P63279', 'Q01826')"
"('Q9NRV9', 'Q15038')"
"('O76070', 'Q96AE4')"
"('P31040', 'P67870')"
"('P63279', 'Q9H444')"
"('P09651', 'P11387')"
"('Q5VTR2', 'P17980')"
"('Q96L50', 'Q15369')"
"('Q9UHD0', 'P19235')"
"('Q14191', 'Q06609')"
"('Q9Y2W1', 'Q13573')"
"('P01236', 'P10912')"
"('P17568', 'Q9P0J0')"
"('Q92769', 'P10827')"
"('O95166', 'Q8N1C3')"
"('Q9H0B6', 'P31947')"
"('P35626', 'P49682')"
"('Q9NQS7', 'Q96GD4')"
"('P01241', 'Q9Y3D7')"
"('Q9P0M6', 'Q9UKV0')"
"('O00571', 'Q99459')"
"('Q15116', 'Q06124')"
"('O14763', 'Q96P48')"
"('Q9H422', 'Q9BQQ3')"
"('P32121', 'Q8NGZ3')"
"('P38398', 'O43679')"
"('Q9BRV8', 'Q9Y228')"
"('P09012', 'P26599')"
"('Q8NH51', 'P38405')"
"('P12757', 'Q14789')"
"('Q00534', 'Q15306')"
"('O76071', 'O60762')"
"('Q8TF72', 'P31947')"
"('P0C0S5', 'P06899')"
"('P61626', 'O14920')"
"('Q16531', 'Q15836')"
"('P08631', 'Q8WUM4')"
"('P46531', 'O00459')"
"('Q06124', 'Q2TAY7')"
"('Q96HA1', 'O95994')"
"('Q12929', 'O14645')"
"('P35225', 'P40189')"
"('P61254', 'P26373')"
"('Q14790', 'P50591')"
"('Q16665', 'Q13330')"
"('Q09472', 'P39748')"
"('P07355', 'Q9UET6')"
"('O60262', 'P48051')"
"('Q96AG4', 'Q9UL18')"
"('Q9Y4A5', 'P68133')"
"('P51955', 'Q16891')"
"('P03886', 'P17568')"
"('Q8TBB1', 'Q15102')"
"('P35243', 'P25098')"
"('P17948', 'Q6S5L8')"
"('Q7Z434', 'Q9Y6K9')"
"('P21728', 'P30542')"
"('P19174', 'O14939')"
"('P01567', 'P26951')"
"('O60934', 'P83916')"
"('Q9UKA9', 'P57721')"
"('Q9NQ66', 'P49716')"
"('O94762', 'P19387')"
"('26765', 'Q9Y244')"
"('P43364', 'Q8N8B7')"
"('Q6STE5', 'P01106')"
"('Q6WCQ1', 'P15104')"
"('P22415', 'P61769')"
"('P18848', 'P02766')"
"('P23284', 'Q9NRR5')"
"('Q13114', 'Q96F46')"
"('Q9UPN3', 'P05412')"
"('Q5T3J3', 'P16870')"
"('O95989', 'P50542')"
"('Q12772', 'Q6VMQ6')"
"('Q66GS9', 'Q9P2S5')"
"('P09496', 'Q9Y6A5')"
"('Q13625', 'P51681')"
"('Q05655', 'P00533')"
"('P08047', 'P16333')"
"('Q9NWY4', 'P56537')"
"('P42338', 'P13637')"
"('Q9C0A6', 'Q12933')"
"('P60709', 'P15090')"
"('Q13387', 'P55072')"
"('O43639', 'O60500')"
"('P42338', 'P14415')"
"('P62837', 'Q8WVD3')"
"('P12004', 'P01889')"
"('O00505', 'Q13255')"
"('P62913', 'P61513')"
"('Q9UHF0', 'O95163')"
"('Q9UKV8', 'Q15717')"
"('Q13233', 'Q8NHW5')"
"('Q13573', 'P26599')"
"('Q9NR09', 'P55211')"
"('Q13573', 'P52597')"
"('P54646', 'P13569')"
"('O43320', 'P08138')"
"('Q13315', 'Q16822')"
"('P32121', 'Q8NGG4')"
"('O95747', 'P55011')"
"('P43629', 'P20132')"
"('Q92765', 'O14905')"
"('Q14315', 'Q969Q1')"
"('P62917', 'Q11203')"
"('Q9H223', 'Q9Y5J5')"
"('P62993', 'Q5UIP0')"
"('O15085', 'P06241')"
"('P35637', 'Q04206')"
"('P09496', 'P00533')"
"('Q07157', 'P14317')"
"('P15170', 'Q92900')"
"('P10451', 'P17301')"
"('Q9UBU3', 'P30939')"
"('P23258', 'Q9HC77')"
"('P43489', 'Q07011')"
"('Q92890', 'P04637')"
"('P42858', 'Q9Y2X7')"
"('Q13145', 'Q14332')"
"('P61254', 'Q02878')"
"('P23470', 'Q15118')"
"('P04275', 'P08648')"
"('Q14966', 'P19012')"
"('Q14240', 'P09923')"
"('Q13571', 'Q9Y5J3')"
"('Q92769', 'Q03164')"
"('P51965', 'O94874')"
"('O00206', 'Q15717')"
"('Q8N2W9', 'P61086')"
"('O00483', 'O43676')"
"('O15259', 'Q9HBL0')"
"('P21583', 'P06213')"
"('Q15717', 'P38936')"
"('Q9Y6Q9', 'Q63ZY3')"
"('406906', 'P04075')"
"('P04183', 'O75821')"
"('P16619', 'P32246')"
"('P16104', 'Q9NYB0')"
"('O60313', 'Q15796')"
"('Q70Z53', 'Q86VF5')"
"('P14416', 'P04899')"
"('P09429', 'O15350')"
"('Q14160', 'Q15700')"
"('O43237', 'Q13748')"
"('P08581', 'P62993')"
"('Q14164', 'P00492')"
"('Q9Y4G6', 'P26006')"
"('Q9UBQ5', 'P56537')"
"('P84090', 'Q99962')"
"('P04637', 'P62979')"
"('P61968', 'O43680')"
"('P67870', 'Q16625')"
"('Q9Y3C5', 'Q96LR5')"
"('P22612', 'P13637')"
"('Q15714', 'P08195')"
"('P22612', 'P14415')"
"('P26367', 'Q96PU8')"
"('Q9UQP3', 'P53708')"
"('P35626', 'Q96RD3')"
"('Q13315', 'O94888')"
"('P24723', 'Q8IWT0')"
"('Q9H1Y0', 'P61604')"
"('Q13573', 'P54132')"
"('Q7Z699', 'Q9UBS4')"
"('P26447', 'P23297')"
"('406955', 'P35625')"
"('Q9NYB0', 'Q15554')"
"('O00755', 'Q9ULW2')"
"('O95343', 'Q5BKZ1')"
"('P14866', 'Q9Y4K3')"
"('Q99459', 'P53621')"
"('P42338', 'P60953')"
"('Q8N5V2', 'P60953')"
"('P30466', 'Q13241')"
"('P21980', 'Q13153')"
"('P42338', 'P48736')"
"('Q9UPT6', 'P49703')"
"('P14780', 'Q09472')"
"('P62140', 'Q16821')"
"('P02786', 'Q9P0V3')"
"('O43597', 'Q9BQ66')"
"('P00533', 'P06702')"
"('Q07820', 'P38646')"
"('P32121', 'Q8NGK4')"
"('P08107', 'P14625')"
"('P25054', 'P20248')"
"('P05129', 'P05106')"
"('O94805', 'Q16637')"
"('P08247', 'O43255')"
"('P05109', 'P06702')"
"('P43657', 'P63211')"
"('Q9NV58', 'Q9NYL2')"
"('P41235', 'Q07869')"
"('Q15714', 'P04844')"
"('Q969Y2', 'Q15008')"
"('Q13216', 'Q03468')"
"('Q9Y5X1', 'Q9H204')"
"('Q9Y3C0', 'Q96EZ8')"
"('Q8NHW4', 'P49682')"
"('Q5SW24', 'P24723')"
"('O00429', 'Q96C03')"
"('Q92608', 'P15153')"
"('P07305', 'Q9UHY7')"
"('Q96B97', 'Q15628')"
"('P19793', 'P27986')"
"('Q9UPY3', 'Q9NWA0')"
"('Q9HC24', 'Q96A33')"
"('P20823', 'P07355')"
"('Q99877', 'P35659')"
"('P35268', 'P61313')"
"('Q99460', 'O75815')"
"('Q9HCM4', 'O94817')"
"('Q92608', 'P52198')"
"('P01730', 'P01906')"
"('Q99880', 'P56524')"
"('P22612', 'P59768')"
