negatives
"('Q04771', 'Q02790')"
"('Q9Y3U8', 'Q9Y4K3')"
"('Q14164', 'P62263')"
"('P04156', 'P31948')"
"('P62136', 'P12830')"
"('P02768', 'P18084')"
"('Q92597', 'P00338')"
"('Q52LW3', 'Q8IXI1')"
"('Q9Y248', 'Q9BRT9')"
"('P00749', 'P00747')"
"('O14646', 'P18146')"
"('Q01081', 'P51991')"
"('P42336', 'P14672')"
"('P35225', 'P26992')"
"('Q14103', 'Q9BUJ2')"
"('P11473', 'Q9HC29')"
"('P03905', 'Q9UI09')"
"('P51617', 'O95817')"
"('Q13627', 'P61981')"
"('Q29RF7', 'P67870')"
"('Q9NQZ3', 'Q96PU8')"
"('Q13263', 'Q13177')"
"('Q8IWN7', 'P06241')"
"('O94941', 'P61077')"
"('P05067', 'Q99714')"
"('P10275', 'P19174')"
"('P16333', 'Q9NQU5')"
"('P08238', 'Q99558')"
"('P62256', 'Q9H0F5')"
"('Q8NH60', 'P38405')"
"('O15444', 'P25025')"
"('P39880', 'Q9BQ52')"
"('Q86SG6', 'Q9H2G2')"
"('Q13435', 'Q15287')"
"('Q96EB6', 'P12956')"
"('P15498', 'P46108')"
"('P12931', 'Q9Y4J8')"
"('Q96ES7', 'Q8IYH5')"
"('O75531', 'P01889')"
"('P30480', 'P46781')"
"('Q02763', 'Q92529')"
"('Q9UNA4', 'P12004')"
"('P30480', 'Q9Y266')"
"('Q8WUA4', 'P06400')"
"('Q15750', 'P52564')"
"('O95163', 'P42858')"
"('Q9Y3M2', 'P62258')"
"('Q9Y4K3', 'P15170')"
"('Q09161', 'Q53F19')"
"('Q16514', 'Q12962')"
"('P62258', 'Q92974')"
"('Q15788', 'P51449')"
"('P49069', 'P23284')"
"('O43674', 'Q9NX14')"
"('Q15172', 'Q13315')"
"('Q9Y6K9', 'P18146')"
"('P07498', 'P10398')"
"('Q9Y675', 'P04637')"
"('Q9Y6K9', 'Q9UMW8')"
"('P15927', 'Q13156')"
"('P08700', 'P52333')"
"('O95819', 'Q9Y230')"
"('P09874', 'P78317')"
"('Q9UHB6', 'P63104')"
"('P36956', 'Q02535')"
"('P52272', 'O15479')"
"('O60508', 'Q01081')"
"('P48643', 'Q9UHD2')"
"('P28074', 'P49720')"
"('O43251', 'Q86U06')"
"('Q9H2B2', 'O60506')"
"('O94921', 'Q8ND76')"
"('P29692', 'P01241')"
"('P67809', 'P60709')"
"('P78324', 'P05556')"
"('P20273', 'Q13094')"
"('Q13363', 'O43679')"
"('Q8WU20', 'P46109')"
"('Q13576', 'Q04206')"
"('O43791', 'Q8IXJ6')"
"('Q9UEU0', 'Q14789')"
"('O60244', 'Q9Y3C7')"
"('O15335', 'Q9UKX5')"
"('Q99828', 'P24864')"
"('P27348', 'P23246')"
"('Q14164', 'P13667')"
"('P13500', 'P51677')"
"('Q86X29', 'P31946')"
"('P62993', 'O00459')"
"('Q9NX14', 'Q9P0J0')"
"('P43699', 'P10276')"
"('Q9BXM7', 'Q14457')"
"('Q05086', 'P68036')"
"('Q8WX93', 'Q9NZQ3')"
"('P25963', 'Q96HA1')"
"('Q99608', 'P04637')"
"('C9JDP6', 'Q8NI35')"
"('Q01081', 'Q15428')"
"('Q8TF05', 'O15379')"
"('Q9Y4K3', 'O75534')"
"('O95484', 'Q07157')"
"('Q15910', 'O75461')"
"('O14512', 'P35568')"
"('Q9UD71', 'Q13522')"
"('Q9NRZ5', 'P46108')"
"('Q9Y573', 'Q9P0U4')"
"('Q9NZW5', 'Q9NP97')"
"('Q15714', 'Q9NWB1')"
"('P04150', 'O43294')"
"('P00558', 'Q9NR46')"
"('Q92997', 'P63000')"
"('Q9Y266', 'Q9UBN6')"
"('P61981', 'Q96IZ7')"
"('Q7L576', 'P55160')"
"('O75822', 'Q14152')"
"('O95433', 'Q13285')"
"('O95400', 'Q01844')"
"('Q9Y6G9', 'Q9BUF5')"
"('P02686', 'Q9Y463')"
"('Q02556', 'O15455')"
"('P61289', 'Q9H832')"
"('Q9UBP5', 'Q13547')"
"('P14618', 'O15264')"
"('O75167', 'O95433')"
"('P18146', 'Q99836')"
"('P04406', 'O94979')"
"('P07910', 'Q13247')"
"('Q9GZT6', 'P30044')"
"('P49662', 'Q04323')"
"('Q71U36', 'Q9BVJ7')"
"('A6ND36', 'P27348')"
"('Q96Q05', 'P18146')"
"('Q9Y4K3', 'Q9Y3B8')"
"('Q9HCM9', 'Q9H2G2')"
"('P35232', 'Q8TDR0')"
"('P35626', 'Q8NGR1')"
"('Q02543', 'P06858')"
"('Q13233', 'P36507')"
"('406933', 'Q96RT1')"
"('Q9ULK6', 'Q96B02')"
"('P01857', 'P02533')"
"('P22612', 'P53778')"
"('P55795', 'O43390')"
"('Q13131', 'P98177')"
"('P35462', 'Q9P2W3')"
"('Q99731', 'P51677')"
"('Q9H2G2', 'O43708')"
"('Q6ZU52', 'P08670')"
"('Q9Y697', 'O95396')"
"('O60684', 'P30793')"
"('Q02833', 'Q9Y6X8')"
"('P07498', 'P01889')"
"('O95347', 'Q15021')"
"('P61313', 'Q9UKV8')"
"('Q9NWA0', 'Q6P2C8')"
"('Q02543', 'P62917')"
"('P30050', 'P61927')"
"('P08575', 'P08581')"
"('Q02779', 'P28482')"
"('P30480', 'P63167')"
"('P36873', 'P48058')"
"('Q15797', 'P49336')"
"('Q05086', 'Q6IE81')"
"('Q12778', 'P48023')"
"('Q13164', 'Q01196')"
"('Q9H204', 'P43364')"
"('P20936', 'P49023')"
"('Q9P2H0', 'Q9BVJ7')"
"('P54577', 'Q9Y4K3')"
"('Q16254', 'Q9UKT4')"
"('Q13200', 'Q9Y5K5')"
"('P04899', 'Q08828')"
"('P25205', 'Q8WYB5')"
"('O94916', 'P48065')"
"('P28749', 'Q02363')"
"('P07900', 'P11802')"
"('P19525', 'Q15653')"
"('P00533', 'P00403')"
"('P06241', 'Q8IZD9')"
"('P13569', 'Q6UVK1')"
"('P46379', 'Q96S82')"
"('O00468', 'Q5VTD9')"
"('Q13554', 'P21333')"
"('P61421', 'P04075')"
"('P49792', 'P10276')"
"('P49796', 'Q13568')"
"('P02766', 'O96006')"
"('P41220', 'Q9P2H0')"
"('Q14204', 'Q9NRI5')"
"('P30622', 'P67870')"
"('P63096', 'P63215')"
"('P52333', 'P16871')"
"('P33992', 'Q9Y5J5')"
"('P63261', 'Q02045')"
"('Q96FJ2', 'P62263')"
"('Q8WYH8', 'P25054')"
"('Q13620', 'Q9BQ67')"
"('P62942', 'P11171')"
"('P01892', 'Q13241')"
"('P17861', 'Q6UUV9')"
"('Q96QZ7', 'P32456')"
"('Q9NP95', 'P11362')"
"('P54753', 'P00519')"
"('P14778', 'Q9Y4K3')"
"('Q09472', 'Q9H3D4')"
"('P43405', 'Q8N6C8')"
"('Q96IZ0', 'P62993')"
"('Q71F56', 'Q9NVC6')"
"('O60508', 'Q9BUJ2')"
"('P10914', 'P00973')"
"('Q13233', 'P26373')"
"('Q04771', 'O14544')"
"('P32969', 'O96007')"
"('P15153', 'Q99755')"
"('P01589', 'P42338')"
"('Q92731', 'Q15648')"
"('Q8NGS9', 'P38405')"
"('O95999', 'Q14525')"
"('P01106', 'Q92564')"
"('O00212', 'Q9UIW2')"
"('P52292', 'P52298')"
"('Q99558', 'P62847')"
"('Q00537', 'P61981')"
"('P35225', 'Q13261')"
"('O15111', 'P60660')"
"('P36956', 'Q13085')"
"('Q96HA1', 'Q9Y5P4')"
"('P43405', 'P42229')"
"('Q8IY92', 'P04183')"
"('O14920', 'Q9Y4H2')"
"('P68133', 'P48643')"
"('Q96EZ8', 'Q9C086')"
"('Q9P202', 'O75096')"
"('Q9BXL7', 'P62979')"
"('Q7Z7M8', 'Q92796')"
"('Q00535', 'Q9UD71')"
"('P03886', 'O75251')"
"('Q9NR12', 'Q05513')"
"('Q9UQM7', 'P04049')"
"('Q8N4N8', 'O95793')"
"('Q13557', 'Q08462')"
"('Q6SZW1', 'Q86UT6')"
"('P08631', 'Q13444')"
"('P56556', 'O43674')"
"('Q02878', 'P42766')"
"('O43432', 'P06730')"
"('P28702', 'Q9UHV7')"
"('Q96A47', 'P18146')"
"('P13569', 'P04632')"
"('P29590', 'Q15583')"
"('Q14164', 'Q9Y3E5')"
"('P28482', 'P23769')"
"('O95059', 'P51513')"
"('Q9Y561', 'O95405')"
"('P18077', 'P62945')"
"('P11229', 'Q9UK08')"
"('Q9NPJ6', 'O43617')"
"('Q9HA65', 'Q9H1I8')"
"('P30559', 'P50148')"
"('Q92979', 'P12429')"
"('Q10586', 'P51532')"
"('P48643', 'O95163')"
"('Q13465', 'P45983')"
"('P16471', 'P06241')"
"('Q6UUV7', 'P61981')"
"('P19784', 'P36897')"
"('Q9UBF6', 'Q8WXK4')"
"('P16220', 'O43897')"
"('P01112', 'Q12967')"
"('P21796', 'Q8N9P6')"
"('O75940', 'Q9HC36')"
"('P27540', 'P41159')"
"('O75791', 'P63244')"
"('P0C0S8', 'Q13547')"
"('P51681', 'P29074')"
"('Q13291', 'Q99704')"
"('Q9ULJ6', 'P10275')"
"('Q92561', 'Q96AD5')"
"('Q96GE4', 'Q7L590')"
"('P46777', 'Q9HAU5')"
"('P28482', 'P30556')"
"('O75319', 'P47897')"
"('P12980', 'Q9NYP7')"
"('P51784', 'Q96EI5')"
"('Q13362', 'P31751')"
"('Q9Y4A5', 'Q96BN2')"
"('P41250', 'Q9Y4K3')"
"('P08246', 'P37287')"
"('P41236', 'O96017')"
"('P08107', 'P10275')"
"('P15336', 'P05412')"
"('Q13042', 'P30260')"
"('Q9P227', 'P61586')"
"('P10071', 'Q92793')"
"('P48551', 'P01567')"
"('Q8N5Y2', 'P16220')"
"('Q13480', 'A7KAX9')"
"('A0MZ66', 'Q96KG7')"
"('Q9NRG4', 'P08579')"
"('Q86V81', 'Q8IX12')"
"('Q9H492', 'Q9P035')"
"('O00560', 'P30203')"
"('Q9P2K6', 'Q96D15')"
"('P51946', 'Q13889')"
"('Q9H2X0', 'P13497')"
"('Q96A23', 'Q6W2J9')"
"('Q7Z2Z2', 'Q9Y3A5')"
"('Q13464', 'Q04206')"
"('O14920', 'P21333')"
"('Q96DA0', 'Q9NRR5')"
"('A6NHL2', 'P68371')"
"('P07237', 'P04156')"
"('Q9BQE3', 'Q13509')"
"('Q07157', 'Q15149')"
"('P38570', 'P56945')"
"('Q9H3Q1', 'P60953')"
"('Q13432', 'P50453')"
"('Q00005', 'P04264')"
"('P08138', 'Q9NQ66')"
"('O15379', 'P10145')"
"('Q92831', 'P68431')"
"('Q8IY92', 'P49790')"
"('Q13557', 'Q96BA8')"
"('O60506', 'Q13573')"
"('O43364', 'P18146')"
"('P22309', 'O95388')"
"('P49757', 'Q04721')"
"('Q9BV68', 'Q9Y2X8')"
"('Q92997', 'P49841')"
"('Q5T3J3', 'P20073')"
"('P63104', 'P25054')"
"('Q12988', 'O43149')"
"('Q58FF6', 'Q9Y243')"
"('Q7Z2G1', 'P04908')"
"('P17405', 'P19438')"
"('Q9Y3A3', 'Q15047')"
"('Q9BXJ9', 'Q9UKE5')"
"('P78539', 'P53350')"
"('P12931', 'Q13023')"
"('P55795', 'P31943')"
"('Q969L4', 'P62304')"
"('Q9UQ07', 'Q16659')"
"('Q08043', 'P63261')"
"('P07947', 'O14745')"
"('Q13885', 'P68363')"
"('P51159', 'Q8IYJ3')"
"('P61586', 'Q9UKX2')"
"('P68400', 'Q9UNN5')"
"('Q9UQC2', 'P16885')"
"('P32881', 'P52333')"
"('P19838', 'Q9UKG9')"
"('Q01844', 'Q9H467')"
"('Q96KM6', 'O60784')"
"('Q9UBY5', 'P50148')"
"('Q8NGD5', 'P38405')"
"('P38919', 'Q9H1B4')"
"('O14686', 'Q01201')"
"('Q16649', 'P35638')"
"('O15265', 'Q16514')"
"('Q8IWY9', 'P38432')"
"('P18146', 'Q15329')"
"('P36542', 'O43570')"
"('P63279', 'Q7Z333')"
"('O15160', 'Q9Y5J5')"
"('Q99708', 'P12004')"
"('P24928', 'P23193')"
"('P13497', 'P43629')"
"('Q16576', 'Q12830')"
"('Q15256', 'P28482')"
"('Q02447', 'P49842')"
"('Q9UNX3', 'P30050')"
"('Q9P2I0', 'P62136')"
"('P48729', 'P49841')"
"('Q86W26', 'Q9UNN5')"
"('O00505', 'P26367')"
"('P30480', 'Q14566')"
"('Q33E94', 'P48380')"
"('P01567', 'Q13651')"
"('Q9UPY6', 'P59998')"
"('P20671', 'P45973')"
"('O14908', 'Q8N1F7')"
"('P62249', 'Q9NY93')"
"('P08069', 'P29353')"
"('Q15560', 'Q96B36')"
"('Q16891', 'Q13505')"
"('Q53TQ3', 'Q9H981')"
"('P63000', 'Q86VI3')"
"('P36915', 'P14317')"
"('P07948', 'Q14289')"
"('Q66LE6', 'Q8IZS8')"
"('P60709', 'Q96QU8')"
"('P18754', 'O95785')"
"('P48730', 'Q5SW24')"
"('Q07890', 'P36542')"
"('Q13202', 'P30304')"
"('P22303', 'P05412')"
"('P05231', 'Q9HBE5')"
"('Q02413', 'P01243')"
"('P49792', 'P63165')"
"('P61313', 'P62750')"
"('Q9P2K8', 'P25963')"
"('P32121', 'P12931')"
"('P53778', 'O75582')"
"('P63104', 'O00571')"
"('Q05516', 'P68104')"
"('O15265', 'Q16594')"
"('P43699', 'P16333')"
"('P29992', 'Q9BZM2')"
"('Q9NZV8', 'P56537')"
"('Q8IXM3', 'Q14197')"
"('Q9Y2Q3', 'Q16531')"
"('P22362', 'P32246')"
"('Q96FK6', 'P0CAP2')"
"('O75886', 'Q13867')"
"('P52799', 'P54764')"
"('Q96PG8', 'Q07820')"
"('P27797', 'Q13087')"
"('Q13882', 'P35568')"
"('P23508', 'P21964')"
"('P22612', 'P04899')"
"('P50616', 'Q8IY67')"
"('O43242', 'P51587')"
"('P01730', 'P04150')"
"('P06493', 'P36873')"
"('P00519', 'P42345')"
"('Q9UMX0', 'P62987')"
"('Q9BVP2', 'Q9UKV8')"
"('P27986', 'P40763')"
"('P01106', 'Q13724')"
"('Q05397', 'Q15654')"
"('Q86YB7', 'O60732')"
"('O95166', 'P47869')"
"('406952', 'P15692')"
"('O14640', 'P67775')"
"('Q13309', 'Q13616')"
"('Q9NW38', 'Q0VG06')"
"('P32121', 'A6NET4')"
"('O14512', 'P40189')"
"('P04217', 'Q14451')"
"('P61981', 'P55060')"
"('Q6UXN9', 'O14686')"
"('Q6WCQ1', 'P07900')"
"('P49207', 'O43586')"
"('P13498', 'Q15080')"
"('P02545', 'P63104')"
"('Q8N2W9', 'O00255')"
"('P00505', 'Q9Y478')"
"('P78527', 'O00221')"
"('P51784', 'Q9H492')"
"('Q9NPG2', 'P04899')"
"('Q08881', 'P62993')"
"('P63104', 'P10398')"
"('P17252', 'Q13164')"
"('P16220', 'P30533')"
"('P26640', 'P29692')"
"('P04637', 'P08238')"
"('P53992', 'Q15437')"
"('P62945', 'P40429')"
"('Q01974', 'P09544')"
"('Q86XT2', 'Q53EZ4')"
"('P05556', 'Q03135')"
"('P20333', 'P11182')"
"('Q9GZQ8', 'Q9P035')"
"('Q9H0H5', 'Q9NYQ7')"
"('P29459', 'Q14653')"
"('O15371', 'O75822')"
"('Q14814', 'Q13469')"
"('Q92731', 'Q9BT22')"
"('P25490', 'Q53TQ3')"
"('Q13315', 'Q99728')"
"('P07585', 'O00206')"
"('P62854', 'P62266')"
"('P19438', 'Q00325')"
"('Q6ISU1', 'P15884')"
"('P17612', 'Q16558')"
"('Q93070', 'P04156')"
"('P31995', 'Q9H2G2')"
"('P35080', 'P42858')"
"('O43353', 'P08138')"
"('Q96RT1', 'Q92911')"
"('P62140', 'Q9BUA6')"
"('P52757', 'O00212')"
"('P49662', 'Q9Y5M8')"
"('P02545', 'P06400')"
"('Q07912', 'Q12913')"
"('Q9H0R8', 'Q16512')"
"('Q8WXH5', 'P40238')"
"('Q9UKB1', 'Q13200')"
"('Q9UHR5', 'Q15428')"
"('P61218', 'P36954')"
"('Q13131', 'P54619')"
"('Q99729', 'Q9GZS1')"
"('P31943', 'Q8IWZ8')"
"('P15311', 'Q9Y6Q1')"
"('Q9UHV9', 'Q96BK5')"
"('P05019', 'P28482')"
"('Q9BQ52', 'Q15796')"
"('P26368', 'Q13573')"
"('Q92560', 'P25490')"
"('O14641', 'P25054')"
"('Q92878', 'Q99459')"
"('Q14CW9', 'Q9NRD5')"
"('Q03431', 'P63092')"
"('P38398', 'P17535')"
"('O15018', 'P58400')"
"('P26367', 'O94829')"
"('Q13472', 'Q9H9A7')"
"('Q9HAW4', 'Q92466')"
"('P05496', 'O75947')"
"('P14618', 'Q9UJ70')"
"('Q562R1', 'P38432')"
"('P08670', 'P24522')"
"('Q15475', 'O00167')"
"('Q9NYJ7', 'Q9UM47')"
"('Q15154', 'P54257')"
"('P56270', 'P43146')"
"('Q04637', 'P06730')"
"('O75531', 'P42166')"
"('Q9NZJ7', 'P49768')"
"('P63165', 'Q9UIS9')"
"('P14373', 'Q9Y2X8')"
"('P04637', 'P61289')"
"('P18754', 'P05060')"
"('P04156', 'Q06481')"
"('P18146', 'P54219')"
"('P61218', 'O14802')"
"('P78396', 'P06400')"
"('Q13315', 'Q01167')"
"('Q15942', 'P15498')"
"('O14744', 'Q9NQ92')"
"('Q96EF6', 'P62877')"
"('P29597', 'P25105')"
"('O75251', 'O43676')"
"('A6NMX2', 'P78344')"
"('P01877', 'O14519')"
"('Q8IZI9', 'Q14627')"
"('Q9UPP1', 'P30304')"
"('P51946', 'Q9HB71')"
"('Q9Y4K3', 'Q96AG4')"
"('Q9GZX6', 'P38484')"
"('P19320', 'P19838')"
"('Q9Y277', 'P49662')"
"('O76024', 'Q99941')"
"('O95628', 'P62837')"
"('Q7L2H7', 'P22392')"
"('Q15287', 'Q15393')"
"('P21964', 'P23508')"
"('P33240', 'Q9UKR5')"
"('P38398', 'Q13363')"
"('Q16186', 'Q99460')"
"('Q9C035', 'P51668')"
"('P54253', 'Q99700')"
"('P49674', 'Q92997')"
"('Q96B97', 'O60684')"
"('P31751', 'P04049')"
"('P49841', 'P15407')"
"('P31644', 'O60296')"
"('P63104', 'Q9NYF3')"
"('P14317', 'Q2M2I8')"
"('P31749', 'Q9UBK2')"
"('Q15906', 'Q9NV56')"
"('Q96DF8', 'Q9BWF3')"
"('P40337', 'P15121')"
"('Q9UNE7', 'P36897')"
"('P22681', 'Q9Y2R2')"
"('Q13573', 'Q5UIP0')"
"('Q9HBW0', 'P63215')"
"('Q16627', 'P25025')"
"('P31689', 'Q92956')"
"('P63104', 'P31629')"
"('Q6ZNA4', 'Q99816')"
"('Q8N257', 'Q08945')"
"('Q9Y6D9', 'O43264')"
"('Q6WCQ1', 'P52735')"
"('Q12906', 'Q15654')"
"('Q96RD0', 'P38405')"
"('P0CG48', 'P26358')"
"('P51587', 'P62993')"
"('Q96B18', 'O14640')"
"('Q99759', 'O94832')"
"('P23470', 'P06753')"
"('O95298', 'P03905')"
"('Q9UET6', 'P30086')"
"('P49841', 'P99999')"
"('Q9UBN7', 'Q71U36')"
"('Q16629', 'O95400')"
"('O14543', 'Q9Y4H2')"
"('O43633', 'Q9UN37')"
"('P49746', 'P05556')"
"('P54826', 'Q14623')"
"('Q13309', 'P10244')"
"('Q9NYR9', 'P25963')"
"('494324', 'O15530')"
"('P51124', 'P01009')"
"('Q9UIF9', 'P62993')"
"('Q9NQT5', 'Q96B26')"
"('Q05513', 'P55211')"
"('Q93062', 'Q3YEC7')"
"('Q9BXS5', 'P11279')"
"('Q9UN74', 'Q96ID5')"
"('P31946', 'Q6WCQ1')"
"('O95865', 'P18754')"
"('P61513', 'P46778')"
"('Q8IXH7', 'Q13573')"
"('P27348', 'Q9NRR5')"
"('Q15365', 'O43390')"
"('O94829', 'P26367')"
"('P05771', 'P19438')"
"('Q14257', 'Q15628')"
"('P41220', 'P50148')"
"('Q9Y675', 'P10275')"
"('P62330', 'O43324')"
"('P22612', 'P15382')"
"('Q99880', 'P0C0S8')"
"('P43694', 'Q92833')"
"('O75369', 'P53708')"
"('Q15369', 'Q03164')"
"('P05771', 'P40145')"
"('P98175', 'O95476')"
"('P62249', 'P46783')"
"('Q9Y259', 'P02768')"
"('P01225', 'P08588')"
"('Q92730', 'Q70SY1')"
"('P49792', 'Q96EE3')"
"('O15519', 'Q15628')"
"('O95433', 'Q13023')"
"('P05109', 'Q8IY92')"
"('P0C5Y9', 'Q08945')"
"('P07900', 'P43403')"
"('Q93077', 'P62807')"
"('Q16363', 'P26012')"
"('P35626', 'Q9Y3N9')"
"('P08670', 'Q06609')"
"('P62258', 'Q9H6E5')"
"('P61981', 'Q12802')"
"('P01614', 'P02768')"
"('O95989', 'P26641')"
"('Q9Y4G8', 'P33176')"
"('Q07020', 'Q9UQ80')"
"('P78527', 'P04637')"
"('P50395', 'Q9GZN1')"
"('Q96HA1', 'Q8N1F7')"
"('P54727', 'P29372')"
"('P20333', 'P25705')"
"('P06753', 'P0C1Z6')"
"('P62877', 'Q93034')"
"('Q9NVS2', 'Q14197')"
"('Q01094', 'Q07820')"
"('P30086', 'Q9HC24')"
"('P59046', 'Q9Y2Z0')"
"('P42574', 'P45984')"
"('P62136', 'P40763')"
"('Q92995', 'P45974')"
"('O75367', 'Q8N257')"
"('P30556', 'P01019')"
"('Q92831', 'P10827')"
"('P18859', 'Q99759')"
"('Q9UHC6', 'O14936')"
"('406899', 'Q8WY64')"
"('Q71F56', 'Q9BTT4')"
"('P22234', 'Q12873')"
"('Q8N6T7', 'P68431')"
"('O43914', 'Q14952')"
"('Q9Y4A5', 'O75448')"
"('O95985', 'P35244')"
"('Q9NPA1', 'O60840')"
"('P14316', 'Q01167')"
"('O43159', 'O43463')"
"('P34925', 'P13569')"
"('Q9NZF1', 'Q09472')"
"('P46459', 'O14764')"
"('Q969W0', 'Q13509')"
"('P62750', 'P62899')"
"('Q8IZ08', 'Q9Y5V3')"
"('Q16658', 'Q13387')"
"('Q03164', 'P01106')"
"('P62487', 'P52434')"
"('Q9Y3S1', 'P63104')"
"('Q9UQM7', 'Q9NY47')"
"('P20290', 'Q13177')"
"('P17544', 'P15336')"
"('O43734', 'Q9Y6K9')"
"('Q13535', 'Q15382')"
"('P23396', 'P62244')"
"('P53567', 'P49716')"
"('P28221', 'P04899')"
"('P09486', 'P43235')"
"('P84022', 'P11473')"
"('Q9H0K1', 'P63151')"
"('O60566', 'Q96DE5')"
"('Q13242', 'Q13247')"
"('P02452', 'O00339')"
"('Q13233', 'P98161')"
"('Q96LR5', 'Q9HCM9')"
"('P84090', 'Q9NQY0')"
"('P62993', 'Q9Y3U8')"
"('P22694', 'Q9NP71')"
"('O15400', 'O43752')"
"('A0JLT2', 'Q96RN5')"
"('O76093', 'P08138')"
"('Q9HCE7', 'P41212')"
"('P01889', 'Q9BWD1')"
"('Q13257', 'P20333')"
"('Q9NUG6', 'Q99759')"
"('O95786', 'Q9UHD2')"
"('P51617', 'Q13526')"
"('Q13362', 'Q01668')"
"('Q9Y478', 'Q9NQC3')"
"('Q9UKR5', 'P31942')"
"('Q15631', 'P30480')"
"('P36405', 'Q8WZ55')"
"('Q71DI3', 'Q9Y6F1')"
"('Q01844', 'O75438')"
"('O95182', 'Q86Y39')"
"('P14625', 'Q9NZJ5')"
"('Q13535', 'O43313')"
"('Q06609', 'P00519')"
"('P06493', 'P04406')"
"('Q6PD62', 'Q92541')"
"('Q13748', 'Q01201')"
"('Q15796', 'P28749')"
"('Q16531', 'Q9BW61')"
"('Q14194', 'Q9Y333')"
"('O60925', 'O00291')"
"('P02747', 'P0C0L5')"
"('6702', 'Q92995')"
"('P30154', 'Q99759')"
"('P02741', 'Q00653')"
"('Q15306', 'O75626')"
"('P62899', 'P18621')"
"('Q13127', 'Q969G3')"
"('P04899', 'Q01668')"
"('Q9UJX2', 'Q7L590')"
"('P09382', 'P23467')"
"('P30556', 'P50148')"
"('P62140', 'Q9P2I0')"
"('O60739', 'P23526')"
"('O43639', 'P54259')"
"('Q16288', 'P29353')"
"('Q92692', 'Q99750')"
"('Q05516', 'P38936')"
"('Q9UIV8', 'P18146')"
"('Q9H1D9', 'Q9Y250')"
"('O60674', 'P78324')"
"('P15509', 'O60674')"
"('Q9UNZ2', 'P07108')"
"('Q96RT1', 'P53618')"
"('Q9NS73', 'Q9Y2I6')"
"('P20339', 'Q9UI14')"
"('P27348', 'P62258')"
"('P04259', 'P19012')"
"('Q13185', 'P20823')"
"('Q16526', 'O15534')"
"('P62140', 'Q8WXS5')"
"('Q9ULA0', 'Q8IXH7')"
"('P10415', 'Q92934')"
"('O14657', 'P16104')"
"('P10914', 'P19878')"
"('P06899', 'Q99878')"
"('Q04917', 'Q96PY6')"
"('Q15435', 'Q12972')"
"('P52272', 'O43670')"
"('Q05209', 'O43586')"
"('P16871', 'P42224')"
"('Q99750', 'O15015')"
"('P01116', 'O15211')"
"('P27487', 'P20366')"
"('Q7Z794', 'Q9UBC1')"
"('P42229', 'P67775')"
"('Q9ULG1', 'Q9H9F9')"
"('Q09472', 'Q92793')"
"('O95467', 'O60262')"
"('O14490', 'P62993')"
"('P0CG47', 'Q15303')"
"('P24043', 'P26006')"
"('P07437', 'P19438')"
"('Q13619', 'Q8NHY2')"
"('O43566', 'Q12933')"
"('P42338', 'P50993')"
"('P01889', 'O43521')"
"('Q96RK0', 'Q9BYW2')"
"('P01911', 'P01850')"
"('P62829', 'P05388')"
"('Q8TAQ2', 'P62993')"
"('P21673', 'Q9H8M9')"
"('P30050', 'P61353')"
"('Q9BZW8', 'Q14155')"
"('Q86UR5', 'P06241')"
"('O60641', 'P49407')"
"('P01569', 'P26951')"
"('P18031', 'P56945')"
"('P51671', 'O00590')"
"('A6NM45', 'Q9Y5I7')"
"('Q5FBB7', 'Q13362')"
"('Q9Y2R9', 'Q9NVP2')"
"('P30273', 'O00329')"
"('P61244', 'P36873')"
"('P22612', 'O60840')"
"('Q13555', 'Q12778')"
"('P46108', 'Q07890')"
"('P12109', 'P05556')"
"('P42574', 'Q16539')"
"('Q86Y56', 'Q9Y5J5')"
"('Q86WN2', 'P42701')"
"('Q8IUC6', 'Q9H6S1')"
"('P61981', 'P48730')"
"('9757', 'P68431')"
"('P11171', 'Q15078')"
"('Q9Y2X7', 'Q99728')"
"('Q9GZX7', 'Q9BY76')"
"('Q99742', 'Q9Y5J5')"
"('P01243', 'P08134')"
"('Q9NSC5', 'Q13255')"
"('Q99567', 'Q96HA1')"
"('P01903', 'Q30154')"
"('P30086', 'P28482')"
"('P62256', 'Q9NQ86')"
"('O95071', 'Q15796')"
"('5512', 'P36873')"
"('P41212', 'P63165')"
"('Q8NHQ1', 'O95251')"
"('Q08945', 'Q9BTM1')"
"('P27348', 'Q14934')"
"('Q96ED9', 'Q15311')"
"('Q8TAU3', 'Q9P209')"
"('Q9NYW7', 'A8MTJ3')"
"('P32121', 'Q6IEY1')"
"('P01106', 'P22732')"
"('Q15653', 'Q71U36')"
"('P10914', 'P35269')"
"('Q86UE8', 'P02686')"
"('Q14106', 'Q13310')"
"('Q9Y4K3', 'Q9NP79')"
"('Q13315', 'Q12905')"
"('O60739', 'O75821')"
"('O60732', 'P78358')"
"('Q9BUP3', 'P04637')"
"('P62136', 'Q10570')"
"('P12931', 'Q92918')"
"('Q00613', 'Q9Y2Z0')"
"('Q9BQ83', 'P25786')"
"('P01106', 'Q9Y5L0')"
"('P01375', 'Q13200')"
"('P07858', 'P46379')"
"('P04406', 'P06899')"
"('Q8N5S9', 'P54646')"
"('P19438', 'Q7Z3U7')"
"('P05783', 'P19012')"
"('Q8WYR1', 'P05026')"
"('O14497', 'Q8NFD5')"
"('O15055', 'Q07869')"
"('P01563', 'P48551')"
"('Q9P2E2', 'Q5TD97')"
"('P05112', 'P14784')"
"('Q15287', 'Q14683')"
