negatives
"('Q92556', 'P15153')"
"('P00519', 'P46109')"
"('Q8NGA8', 'P38405')"
"('P01127', 'P10721')"
"('O14964', 'Q9Y4K3')"
"('P16070', 'P06241')"
"('P62158', 'P15382')"
"('P53708', 'P05556')"
"('P23396', 'P63104')"
"('P52333', 'P40763')"
"('P56746', 'O95832')"
"('Q15111', 'P31644')"
"('Q9NXR8', 'Q96Q83')"
"('P63279', 'Q969V5')"
"('Q9UPS6', 'P62807')"
"('Q13535', 'O14497')"
"('P01241', 'P19235')"
"('P19174', 'P63098')"
"('P15151', 'Q07157')"
"('Q16665', 'P27695')"
"('Q9Y4A5', 'O75528')"
"('O43915', 'P22455')"
"('P00973', 'Q05823')"
"('Q6W2J9', 'Q9UBN7')"
"('P98164', 'P01308')"
"('P78314', 'P52735')"
"('P51809', 'O43752')"
"('P61247', 'P01241')"
"('Q9H3S7', 'O75340')"
"('P12236', 'Q15046')"
"('Q9NW38', 'Q04771')"
"('P68104', 'Q6IN84')"
"('Q9GZP4', 'Q6P1J9')"
"('P36956', 'P51843')"
"('P16333', 'P10912')"
"('P45983', 'Q12968')"
"('Q9NZ63', 'Q15750')"
"('P40337', 'P42766')"
"('P54259', 'Q5JSZ5')"
"('O15455', 'O43318')"
"('Q96DI7', 'P08579')"
"('Q01974', 'Q9Y5V3')"
"('P24043', 'P08514')"
"('Q99750', 'Q14847')"
"('Q99459', 'P61981')"
"('Q13315', 'Q92576')"
"('Q13885', 'Q8TDR0')"
"('P17181', 'P52630')"
"('P01138', 'P09619')"
"('P46779', 'Q02543')"
"('Q86SZ2', 'Q92905')"
"('P41091', 'Q13573')"
"('P32969', 'Q99558')"
"('Q8TDY2', 'Q2NKX8')"
"('Q9UHD2', 'P11142')"
"('Q9UBS5', 'P62873')"
"('Q9Y5J5', 'P06753')"
"('P13489', 'P10153')"
"('Q13885', 'P61601')"
"('Q9Y2C9', 'O60603')"
"('P20936', 'Q8IZP0')"
"('O43586', 'Q99996')"
"('P60900', 'Q9UET6')"
"('P54259', 'Q9HAU0')"
"('P06729', 'Q9Y5K6')"
"('P03956', 'P08123')"
"('Q14165', 'Q9Y4K3')"
"('O15198', 'P08621')"
"('P48039', 'P11021')"
"('O00571', 'O95819')"
"('Q96EK5', 'Q9BW19')"
"('P05231', 'P01589')"
"('O43707', 'Q05397')"
"('P54253', 'O15273')"
"('P61088', 'Q9BYM8')"
"('Q15714', 'P51571')"
"('P08238', 'P62258')"
"('P11166', 'P27824')"
"('Q8IV63', 'P53350')"
"('Q14457', 'Q14683')"
"('Q9NSE2', 'P42229')"
"('Q00534', 'Q01196')"
"('Q9H9D4', 'O95751')"
"('Q13555', 'Q92736')"
"('Q9C0J8', 'Q99963')"
"('P0CG48', 'Q14596')"
"('P62140', 'Q05397')"
"('P61313', 'P05388')"
"('O60858', 'P78545')"
"('P01889', 'P24752')"
"('P04626', 'P23470')"
"('Q13136', 'P62714')"
"('Q9BSI4', 'Q13472')"
"('Q96EK5', 'P16444')"
"('P35030', 'P01876')"
"('P48634', 'Q9NWB1')"
"('Q16513', 'Q9GZQ8')"
"('P52797', 'P54764')"
"('Q9UKV8', 'Q99417')"
"('P10275', 'P07900')"
"('P62140', 'P30307')"
"('Q9UKB1', 'Q00653')"
"('Q9NSE2', 'P16471')"
"('P26641', 'Q15046')"
"('26765', 'Q09472')"
"('Q9NRH2', 'Q15831')"
"('Q8IU54', 'P01589')"
"('Q9UJ70', 'Q96BZ8')"
"('Q68CZ6', 'Q9NVX0')"
"('O43236', 'Q99719')"
"('406991', 'Q13873')"
"('Q9H5J8', 'Q15910')"
"('P13569', 'Q14677')"
"('P62316', 'P22681')"
"('Q96QZ7', 'Q7L1Q6')"
"('Q9H4D5', 'Q9H1J1')"
"('P62269', 'P46782')"
"('Q99816', 'P19012')"
"('P06748', 'P61956')"
"('Q14344', 'P21918')"
"('Q01130', 'Q86V81')"
"('Q9Y478', 'P00742')"
"('P12931', 'P60709')"
"('Q92793', 'P10827')"
"('P45984', 'P84022')"
"('Q9Y2H0', 'Q15788')"
"('Q9HBG4', 'Q9Y478')"
"('406982', 'P10415')"
"('P12268', 'Q9UET6')"
"('P54727', 'Q13569')"
"('O94817', 'O95786')"
"('P09919', 'P19235')"
"('P51817', 'Q96BA8')"
"('P28702', 'Q96ST3')"
"('O15162', 'Q6UY14')"
"('O95208', 'P00533')"
"('Q15047', 'Q9HC52')"
"('Q9UFN0', 'Q15047')"
"('Q92956', 'P05455')"
"('Q15672', 'P16070')"
"('Q14242', 'O60507')"
"('Q06413', 'P35713')"
"('P24394', 'P52333')"
"('Q04206', 'P01563')"
"('P27797', 'P05067')"
"('P01106', 'P06730')"
"('Q15428', 'O95400')"
"('P42566', 'P10721')"
"('Q14653', 'Q07812')"
"('Q92611', 'O43776')"
"('Q9HC98', 'P33993')"
"('P31943', 'Q15427')"
"('Q2M1K9', 'P13631')"
"('Q9NPI6', 'Q92900')"
"('Q9UET6', 'P61970')"
"('P20226', 'Q00613')"
"('P05412', 'Q06481')"
"('Q14204', 'Q3ZCM7')"
"('Q12888', 'P04637')"
"('P54727', 'P54252')"
"('Q14919', 'O60784')"
"('Q9BQI0', 'Q6WCQ1')"
"('P98177', 'P11831')"
"('Q9UL33', 'Q15063')"
"('P52597', 'P00533')"
"('Q15910', 'Q9Y6Q9')"
"('Q9H2G2', 'Q05655')"
"('O75626', 'P59046')"
"('Q15291', 'Q03164')"
"('Q7Z3T8', 'Q13485')"
"('P19525', 'Q08211')"
"('P10301', 'O00459')"
"('Q6ZVL6', 'Q9NTJ4')"
"('O60739', 'P67812')"
"('P04222', 'Q13263')"
"('P17812', 'O95990')"
"('Q13547', 'Q86YP4')"
"('P22612', 'O43306')"
"('Q86YW9', 'Q93074')"
"('P16220', 'Q12857')"
"('Q96C10', 'P63010')"
"('P20073', 'Q13432')"
"('Q99750', 'Q8N5R6')"
"('O95484', 'Q07157')"
"('Q15173', 'P62714')"
"('P12980', 'Q6ZN11')"
"('P02775', 'P49238')"
"('P46781', 'P62081')"
"('Q02156', 'P17252')"
"('Q9NPH0', 'P84090')"
"('Q8IZD9', 'O00212')"
"('Q9Y297', 'Q13200')"
"('P54727', 'Q96H35')"
"('Q9H8S9', 'O15379')"
"('Q16566', 'Q08828')"
"('P21810', 'Q16586')"
"('P17612', 'Q9UKL4')"
"('P60520', 'Q9BPW8')"
"('P78395', 'P49842')"
"('Q96PU5', 'P16234')"
"('Q05655', 'O14654')"
"('Q14677', 'Q9GZQ8')"
"('Q9H0E3', 'O75529')"
"('Q8NG85', 'P38405')"
"('Q86Y13', 'Q96B02')"
"('O43493', 'Q9NZ52')"
"('P67775', 'P54289')"
"('P01567', 'Q5VWK5')"
"('P62993', 'P13797')"
"('Q6DJT9', 'P02768')"
"('Q9Y2W2', 'Q6Y7W6')"
"('O00231', 'P43686')"
"('Q969S8', 'Q9BTM1')"
"('Q12929', 'Q8N2M8')"
"('Q9BZY9', 'Q96JG8')"
"('O00232', 'P43686')"
"('P30480', 'P49321')"
"('Q14240', 'P09923')"
"('P01111', 'P55196')"
"('Q13976', 'Q70SY1')"
"('Q9HCM9', 'P51668')"
"('O15105', 'O75925')"
"('P35626', 'Q8NGZ9')"
"('Q9UBP9', 'Q99459')"
"('P30050', 'P40429')"
"('P52333', 'P20963')"
"('P62195', 'Q99459')"
"('O75376', 'Q9BQ87')"
"('P51965', 'Q8N5I2')"
"('P17302', 'P36382')"
"('O15111', 'Q86WI3')"
"('Q13625', 'Q13107')"
"('P42224', 'P09914')"
"('O60674', 'P42226')"
"('P62877', 'O15055')"
"('Q13618', 'P62877')"
"('P08581', 'P01111')"
"('P78423', 'P61073')"
"('P56556', 'P03897')"
"('Q08999', 'Q14457')"
"('P62136', 'Q9HCH5')"
"('Q9UHX1', 'Q9NZI8')"
"('O15530', 'Q15262')"
"('Q9NR09', 'Q02241')"
"('Q04724', 'P84090')"
"('P04637', 'Q96SB4')"
"('Q9H0E2', 'P98170')"
"('406908', 'Q15910')"
"('O95685', 'Q9UQK1')"
"('P08754', 'P42338')"
"('O60684', 'Q96CN9')"
"('P49810', 'O43187')"
"('P62140', 'P60660')"
"('Q17RW2', 'P31431')"
"('P13500', 'P51671')"
"('P00533', 'P04626')"
"('P68032', 'Q9Y5U8')"
"('P15170', 'P30480')"
"('Q9Y6Q9', 'Q09472')"
"('P40189', 'PB_10')"
"('Q12778', 'O43521')"
"('Q15223', 'Q8TEW0')"
"('Q14865', 'P63165')"
"('P98172', 'P00533')"
"('P50552', 'O15117')"
"('Q96A08', 'Q9UKV0')"
"('P32121', 'Q9H344')"
"('O43929', 'P33992')"
"('Q9NVI1', 'Q9BRX2')"
"('P43146', 'P56270')"
"('Q96B97', 'P06241')"
"('Q8IYH5', 'O43318')"
"('O43918', 'P19174')"
"('P43405', 'P20138')"
"('P04637', 'O94759')"
"('P63173', 'P19532')"
"('P07199', 'Q13526')"
"('Q9NPF4', 'P04150')"
"('P49321', 'O75815')"
"('O96008', 'Q9NS69')"
"('P68104', 'P51948')"
"('Q9GZN1', 'P37802')"
"('P18077', 'P26373')"
"('Q86UX7', 'Q01780')"
"('Q06787', 'A7MCY6')"
"('Q8TBC4', 'Q13564')"
"('Q96I51', 'Q14197')"
"('Q08211', 'Q9NR30')"
"('Q8TDN6', 'P09326')"
"('Q13485', 'Q96G75')"
"('Q6ZNA4', 'P51668')"
"('Q02750', 'Q8IVT5')"
"('Q15906', 'P17480')"
"('P38398', 'O00629')"
"('P63279', 'P14373')"
"('P06400', 'P01100')"
"('O75182', 'O43463')"
"('P38936', 'Q96N67')"
"('O00257', 'P63279')"
"('Q03405', 'P04004')"
"('O95251', 'Q6IE81')"
"('Q04206', 'P19338')"
"('O15239', 'Q9P0J0')"
"('Q13077', 'P62979')"
"('P02766', 'P51946')"
"('Q13315', 'Q8IZ21')"
"('P16885', 'P42768')"
"('Q96MT8', 'P08621')"
"('P29590', 'Q15554')"
"('Q9Y4X3', 'P51681')"
"('P35626', 'Q8NH21')"
"('Q9H467', 'O14920')"
"('P46778', 'Q07020')"
"('P04792', 'Q04637')"
"('Q8IWV7', 'P12429')"
"('P08670', 'Q53TS8')"
"('Q03135', 'Q9H1Q7')"
"('P27824', 'P48039')"
"('P43364', 'Q9Y6M9')"
"('Q5T1R4', 'Q13077')"
"('P05997', 'P17301')"
"('Q14164', 'O76003')"
"('Q63HR2', 'P18084')"
"('P78549', 'O14556')"
"('O14936', 'P11171')"
"('P62328', 'P51693')"
"('Q12931', 'P36897')"
"('P01889', 'P62263')"
"('Q01813', 'Q9Y2Q3')"
"('Q9UBP5', 'O75376')"
"('P22301', 'Q01344')"
"('P07355', 'Q9Y6R4')"
"('Q92616', 'Q92956')"
"('P37173', 'O00459')"
"('Q96IZ7', 'P51681')"
"('Q16665', 'P08047')"
"('P26447', 'P46379')"
"('Q96PU5', 'P84022')"
"('Q96DI7', 'Q04637')"
"('Q9ULZ3', 'Q14116')"
"('Q16584', 'P45985')"
"('P08069', 'P16885')"
"('P61956', 'Q9UKL0')"
"('P16520', 'Q96PN6')"
"('P16220', 'Q96C55')"
"('P55072', 'Q15653')"
"('P05023', 'Q15910')"
"('Q9NX02', 'O76064')"
"('Q16643', 'Q6KC79')"
"('P26196', 'Q00005')"
"('P00533', 'Q01970')"
"('Q08211', 'P84103')"
"('P04083', 'P62714')"
"('O60244', 'Q6P2C8')"
"('P62328', 'P68104')"
"('P40425', 'Q9H7B4')"
"('O43524', 'Q16659')"
"('P46109', 'Q8IZP0')"
"('P31150', 'P04183')"
"('O15084', 'O00221')"
"('P50151', 'Q13698')"
"('Q9P0U4', 'P51610')"
"('Q9GZM7', 'P61968')"
"('Q00839', 'Q9UL18')"
"('P63244', 'P21246')"
"('Q96BY6', 'P60763')"
"('P60568', 'Q08334')"
"('Q00403', 'Q09472')"
"('P25205', 'P23508')"
"('Q03431', 'P84996')"
"('Q9Y2W2', 'Q96EZ8')"
"('P10914', 'O15455')"
"('P32121', 'Q8NGG8')"
"('O00254', 'P46108')"
"('Q15672', 'O95471')"
"('P61247', 'Q9HCK5')"
"('Q86WN2', 'P19235')"
"('Q04206', 'P16070')"
"('P06899', 'P20671')"
"('P57082', 'Q96IP4')"
"('P18146', 'O43889')"
"('Q08345', 'P30408')"
"('Q15797', 'Q96D21')"
"('P26992', 'Q92624')"
"('P01574', 'Q01344')"
"('Q13137', 'Q8TBB1')"
"('Q13547', 'Q8N257')"
"('O15525', 'P05412')"
"('P11021', 'P25963')"
"('Q9BTD8', 'Q15287')"
"('P09471', 'Q3MJ16')"
"('Q969W0', 'P07437')"
"('P31947', 'P27348')"
"('Q96Q15', 'Q9Y2T4')"
"('Q13094', 'Q15464')"
"('P10398', 'Q92614')"
"('Q9P0W0', 'Q99650')"
"('Q00987', 'P62829')"
"('P52797', 'P22455')"
"('O75159', 'P01589')"
"('P20333', 'Q13257')"
"('Q9Y5J5', 'Q9H3U1')"
"('Q00839', 'O60506')"
"('Q9UJY1', 'P04792')"
"('Q96R06', 'O95295')"
"('Q14289', 'P20936')"
"('Q13077', 'P04406')"
"('P23508', 'P99999')"
"('P14784', 'P27986')"
"('P0C0S5', 'Q99877')"
"('Q96T23', 'O60264')"
"('Q9Y4K3', 'P33993')"
"('O15294', 'P51610')"
"('P06400', 'P51948')"
"('A6NKT7', 'P63279')"
"('Q00610', 'Q9H492')"
"('Q92793', 'Q13472')"
"('P18146', 'P10070')"
"('P22695', 'Q86UT6')"
"('Q8WWW0', 'Q13043')"
"('Q8NGP4', 'P38405')"
"('Q13485', 'P62070')"
"('Q07889', 'Q07890')"
"('Q14683', 'Q01081')"
"('Q13322', 'Q9NRI5')"
"('P08651', 'Q0D2J5')"
"('Q9H422', 'Q9UGP4')"
"('P68133', 'Q15906')"
"('Q9C0J8', 'Q9UKY1')"
"('Q16658', 'O00141')"
"('Q15418', 'P23528')"
"('P80511', 'Q15109')"
"('Q15102', 'Q13011')"
"('P08172', 'Q9UBI6')"
"('Q13291', 'Q06124')"
"('P38936', 'P01023')"
"('P35637', 'P23246')"
"('O95816', 'Q15653')"
"('Q9NNX6', 'Q9H4B4')"
"('Q92752', 'P18827')"
"('Q96E35', 'Q9UJ83')"
"('Q13242', 'Q00839')"
"('Q8N668', 'P98170')"
"('Q00005', 'Q8NC51')"
"('P17612', 'P15382')"
"('P67870', 'P30305')"
"('P36897', 'O95747')"
"('Q9BVL2', 'Q7Z3B4')"
"('P10599', 'Q9Y4K3')"
"('P63092', 'Q9P2W3')"
"('Q9BQS6', 'P63172')"
"('P54727', 'Q96IG2')"
"('P18146', 'Q16774')"
"('P32121', 'Q8NGL0')"
"('P84022', 'Q8TEW0')"
"('P26368', 'P18206')"
"('P55201', 'P33991')"
"('Q9HAU4', 'Q9BUZ4')"
"('P08107', 'P08238')"
"('P03956', 'P02775')"
"('P78317', 'P51668')"
"('Q9Y3Q8', 'Q96M95')"
"('Q8NFH5', 'P78406')"
"('P01241', 'P14923')"
"('O00329', 'O00459')"
"('9757', 'P46108')"
"('P27348', 'P42345')"
"('Q13905', 'P00519')"
"('Q9NRL2', 'O15198')"
"('P04637', 'Q99856')"
"('P16144', 'P04626')"
"('Q99708', 'Q13363')"
"('P04792', 'P00488')"
"('Q15388', 'P21246')"
"('P12757', 'Q15047')"
"('O75436', 'Q9UBQ0')"
"('O15027', 'P49642')"
"('P35659', 'P05549')"
"('Q15047', 'Q9NY59')"
"('P22234', 'P11171')"
"('P35221', 'Q86UP0')"
"('P63220', 'P25398')"
"('Q9UNA1', 'Q9Y6X6')"
"('P17676', 'P06400')"
"('Q9BZL4', 'O14950')"
"('Q16635', 'Q15561')"
"('Q96SN8', 'P07196')"
"('Q96N46', 'Q15834')"
"('P05783', 'P62714')"
"('P63010', 'P29353')"
"('P10828', 'Q13554')"
"('Q13748', 'Q9Y6G9')"
"('Q07020', 'P62945')"
"('P01106', 'Q16881')"
"('P04792', 'P62333')"
"('Q9Y2M0', 'P40692')"
"('Q14164', 'Q9UBT2')"
"('Q9UER7', 'Q99683')"
"('P46108', 'P22681')"
"('P18146', 'Q93070')"
"('P41220', 'Q9UI14')"
"('Q9NV56', 'Q92993')"
"('P05111', 'P08476')"
"('Q9Y253', 'P0CG48')"
"('P22455', 'Q9NR46')"
"('O75663', 'O43318')"
"('Q03164', 'Q6ZVZ8')"
"('Q9NSA1', 'P08581')"
"('O60232', 'Q9BVI4')"
"('P13637', 'Q969H0')"
"('P62244', 'P08708')"
"('Q9UKV5', 'P62837')"
"('Q14197', 'O75439')"
"('O14602', 'O15372')"
"('P78396', 'P53396')"
"('P12110', 'P56199')"
"('Q8NGJ7', 'P38405')"
"('Q9UDY8', 'Q9Y6K9')"
"('Q99523', 'Q9UJY5')"
"('P47898', 'Q9UBI6')"
"('Q9H6E5', 'Q10570')"
"('P42336', 'O15530')"
"('P04271', 'P36871')"
"('P28799', 'P98160')"
"('O00571', 'Q13077')"
"('P63010', 'O94973')"
"('Q14974', 'Q5TAQ9')"
"('P56545', 'O00257')"
"('Q9UHC6', 'Q02246')"
"('P52597', 'Q9BWF3')"
"('Q9H6Y7', 'Q9Y2X8')"
"('Q96HR3', 'P10827')"
"('Q9Y2X7', 'Q9C0J8')"
"('Q8TEM1', 'P49792')"
"('O60934', 'P46100')"
"('Q9NQX6', 'Q15527')"
"('O15297', 'Q13535')"
"('P61247', 'P01243')"
"('Q15843', 'P12004')"
"('Q05519', 'P52756')"
"('Q01094', 'P38398')"
"('P01568', 'P16871')"
"('P63151', 'Q9UBS0')"
"('P05412', 'P47712')"
"('P09693', 'O00329')"
"('P84022', 'P35658')"
"('Q99527', 'P84996')"
"('P22694', 'P62873')"
"('Q8WXD5', 'Q9UHI6')"
"('P35626', 'Q8NH76')"
"('Q969F0', 'Q8N6Y0')"
"('P08729', 'P13647')"
"('P36897', 'Q12931')"
"('Q96S59', 'P05107')"
"('P10415', 'Q08209')"
"('Q9P2D1', 'P09874')"
"('Q9NX70', 'Q9UMS4')"
"('P62487', 'Q9HCS7')"
"('Q08043', 'P13612')"
"('Q16537', 'Q08289')"
"('Q92793', 'Q01892')"
"('P61026', 'O60496')"
"('Q15306', 'O75626')"
"('P60709', 'P62826')"
"('P05023', 'Q92597')"
"('Q15717', 'P31483')"
"('Q08211', 'Q9UBU9')"
"('Q13283', 'O15264')"
"('P78537', 'P40425')"
"('Q9NX47', 'Q9H8T0')"
"('Q9Y243', 'O00221')"
"('P14635', 'O00418')"
"('O95872', 'P62993')"
"('P21675', 'P35240')"
"('Q96RK0', 'Q9P1U0')"
"('P54727', 'P45974')"
"('P28749', 'P29323')"
"('Q96B02', 'Q8N8N0')"
"('P56539', 'P26012')"
"('O75925', 'Q14526')"
"('Q9NWN3', 'P63208')"
"('P10276', 'P01588')"
"('P63279', 'Q8TAD8')"
"('P78369', 'Q96AP7')"
"('Q9HAU0', 'Q86UP2')"
"('O43741', 'P35558')"
"('P05412', 'Q8NEZ4')"
"('O60861', 'Q96IG2')"
"('P51452', 'P23508')"
"('Q14197', 'Q9Y3D9')"
"('Q9Y2T4', 'Q13188')"
"('P43364', 'Q15560')"
"('Q96RT1', 'P62993')"
"('P62701', 'P08708')"
"('O00232', 'Q14164')"
"('Q96CS7', 'O00487')"
"('P62316', 'Q2TAY7')"
"('Q99459', 'P05388')"
"('P14784', 'O60674')"
"('Q9Y6Q9', 'P41235')"
"('Q9Y297', 'Q00653')"
"('O75688', 'P04083')"
"('Q9HC24', 'P23284')"
"('P52597', 'P52272')"
"('Q13573', 'Q12873')"
"('Q96MX0', 'P28482')"
"('P07339', 'P01236')"
"('Q8ND25', 'P62837')"
"('Q99459', 'P86790')"
"('P26006', 'P26010')"
"('P35544', 'P62979')"
"('Q13315', 'Q9H6E5')"
"('Q14008', 'P19174')"
"('P62913', 'P46777')"
"('O14763', 'Q12933')"
"('P23458', 'P24394')"
"('Q9Y3F4', 'Q15287')"
"('P81605', 'O95402')"
"('P63104', 'P46777')"
"('P04899', 'P63215')"
"('Q13526', 'Q5T3J3')"
"('P55036', 'P28066')"
"('P43405', 'Q9H257')"
"('Q9UMS4', 'Q99459')"
"('P19438', 'O14920')"
"('Q01130', 'O75937')"
"('Q99963', 'P17948')"
"('O75674', 'Q99816')"
"('P00519', 'Q06124')"
"('P37288', 'P50148')"
"('P01242', 'P52333')"
"('O00222', 'P50151')"
"('P10644', 'O43521')"
"('P17301', 'O00401')"
"('O75925', 'Q99607')"
"('P32969', 'P62987')"
"('Q71F23', 'Q04637')"
"('Q9H5H4', 'Q9UI09')"
"('Q14155', 'Q15052')"
"('P25963', 'P62987')"
"('Q96EY1', 'Q9GZX7')"
"('P31994', 'P16333')"
"('Q96A65', 'Q9UHD2')"
"('P63000', 'O95835')"
"('Q13573', 'Q92900')"
"('Q9NX09', 'O15530')"
"('P51553', 'O43837')"
"('Q00005', 'P47756')"
"('P62837', 'O94874')"
"('Q12830', 'P84243')"
"('Q16621', 'P0CG47')"
"('Q9Y2Q3', 'P28222')"
"('P12532', 'P21281')"
"('Q8IWU5', 'O00471')"
"('P62829', 'P62750')"
"('O60341', 'Q15047')"
"('P0CG48', 'Q9BXL7')"
"('O15273', 'Q9HAU4')"
"('Q9BRQ0', 'Q16594')"
"('P62140', 'Q13936')"
"('Q15393', 'Q15843')"
"('P61981', 'Q92905')"
"('Q9ULA0', 'O76096')"
"('P36897', 'O14544')"
"('Q01974', 'Q13467')"
"('Q13569', 'Q92793')"
"('P51610', 'P61964')"
"('Q8IXM3', 'Q8IY92')"
"('P32248', 'P04899')"
"('P55854', 'Q92466')"
"('Q99961', 'P00533')"
"('P06400', 'O14757')"
"('P62491', 'Q8TBN0')"
"('Q92905', 'Q7L5N1')"
"('P04792', 'O00422')"
"('P18146', 'Q9Y222')"
"('P39656', 'P56537')"
"('Q96CW1', 'P98082')"
"('Q53TQ3', 'Q96EZ8')"
"('O43809', 'P54253')"
"('Q13315', 'Q9UJA5')"
"('P53778', 'P04637')"
"('Q13480', 'P07949')"
"('P56880', 'Q8NI35')"
"('P46108', 'Q86Y01')"
"('Q06187', 'Q99836')"
"('P01871', 'Q99856')"
"('Q9UKE5', 'Q9P258')"
"('P42766', 'Q9Y4K3')"
"('Q9Y6K9', 'O14654')"
"('Q9H9A7', 'Q2NKX8')"
"('P07384', 'P10415')"
"('Q13087', 'Q9NRR5')"
"('O43379', 'Q5T3J3')"
"('Q96AJ9', 'O15400')"
"('P01241', 'P56537')"
"('Q07889', 'P08134')"
"('P31749', 'Q92934')"
"('P51610', 'Q9C005')"
"('P08754', 'O60266')"
"('Q16659', 'Q7L5N1')"
"('Q8IW19', 'P49916')"
"('O43143', 'P31946')"
"('Q9HAU4', 'P60228')"
"('P22455', 'Q92569')"
"('Q00325', 'Q9Y572')"
"('Q12772', 'P54253')"
"('Q9NZZ3', 'Q9UN37')"
"('P62491', 'P49768')"
"('P15927', 'P40763')"
"('P40227', 'Q13573')"
"('Q9H0R8', 'Q9BZH6')"
"('Q92804', 'P21675')"
"('P0CG48', 'O43583')"
"('O60315', 'O15198')"
"('Q13424', 'P68402')"
"('P01106', 'Q9NR45')"
"('Q86X95', 'Q01081')"
"('P0CG48', 'Q96S82')"
"('P98160', 'P10070')"
"('Q01538', 'P06493')"
"('P41222', 'P04278')"
"('Q9ULU8', 'Q99755')"
"('Q9NQ69', 'Q9HCE7')"
"('P19784', 'P07900')"
"('Q7Z412', 'Q13608')"
"('P07900', 'Q15785')"
"('O00303', 'O00165')"
"('Q9P086', 'O60244')"
"('P11586', 'P62330')"
"('P78368', 'Q9Y5P4')"
"('P32780', 'Q9H7U1')"
"('O95863', 'Q96NG3')"
"('P22607', 'P42566')"
"('Q12873', 'P12757')"
"('Q9Y3F4', 'O60921')"
"('Q16611', 'Q8IVG9')"
"('Q99459', 'P46940')"
"('Q92569', 'P54710')"
"('Q9H2G4', 'O14936')"
"('P63000', 'P48736')"
"('P05121', 'Q9UBX5')"
"('Q8WUD1', 'Q13485')"
"('Q9UPY8', 'P62820')"
"('O75554', 'O43172')"
"('Q01968', 'P62820')"
"('P62745', 'Q13177')"
"('P49662', 'O95347')"
"('Q13535', 'Q9NVP1')"
"('P30480', 'Q8WUM4')"
"('P60484', 'P69905')"
"('Q9H981', 'Q53TQ3')"
"('P04628', 'Q14332')"
"('P36404', 'Q9BTW9')"
"('P01106', 'Q13952')"
"('O95461', 'O43505')"
"('P55268', 'P23229')"
"('O15123', 'P35968')"
"('P04637', 'Q96GM8')"
"('P43628', 'Q13761')"
"('P01903', 'P48382')"
"('Q08211', 'P62993')"
"('Q96EP0', 'Q13077')"
"('Q9Y4Y9', 'Q9Y4Z0')"
"('O43320', 'P11362')"
"('P13569', 'P40424')"
"('P51149', 'P61106')"
"('O95619', 'P04637')"
"('P01116', 'Q04864')"
"('Q9NTJ3', 'Q15003')"
"('Q96NZ8', 'P34820')"
"('P54619', 'P35558')"
"('P68400', 'Q16695')"
"('Q9UGN5', 'Q8NGJ1')"
"('Q99460', 'O00232')"
"('P48023', 'Q9BY11')"
"('P56750', 'P56748')"
"('P06899', 'Q9P0M6')"
"('Q9Y616', 'Q99836')"
"('O15504', 'Q9NRG9')"
"('P54253', 'P15144')"
"('Q9UKJ5', 'P32242')"
"('Q14164', 'P12532')"
"('P49207', 'P05387')"
"('P78527', 'Q9HB75')"
"('Q13310', 'Q9UFF9')"
"('Q13216', 'P19447')"
"('P03923', 'O43676')"
"('P12883', 'Q9NRI5')"
"('Q9UDY2', 'O95832')"
"('Q93034', 'Q9Y6I7')"
"('P62140', 'P46019')"
"('Q01844', 'Q03426')"
"('P18124', 'Q07020')"
"('P67775', 'P46937')"
"('P24941', 'Q99728')"
"('O43187', 'Q9Y3B3')"
"('Q9HB90', 'Q7L523')"
"('Q6PEY2', 'Q13509')"
"('Q96ST3', 'P08151')"
"('Q13573', 'Q96CW5')"
"('P04637', 'Q01831')"
"('O15123', 'P29317')"
"('Q99689', 'P33240')"
"('Q96CW1', 'P16410')"
"('Q9NPD8', 'O60291')"
"('Q5T4F7', 'P56705')"
"('Q9H175', 'Q96NE9')"
"('Q96TC7', 'P31946')"
"('Q13347', 'P41091')"
"('P07737', 'P60709')"
"('O43353', 'Q15759')"
"('Q16630', 'Q92989')"
"('P46379', 'P20073')"
"('Q96EL2', 'Q9NY93')"
"('P62269', 'P62851')"
"('O43169', 'P30480')"
"('P01106', 'P55036')"
"('P39687', 'P67775')"
"('Q9HB58', 'Q16637')"
"('Q9NRG9', 'Q8N1F7')"
"('Q09161', 'Q9Y2Q3')"
"('P07900', 'P11021')"
"('P01569', 'Q8IU57')"
"('Q14192', 'Q13683')"
"('P46778', 'Q9UNX3')"
"('P15248', 'Q01344')"
"('Q8WX92', 'P19174')"
"('Q9GZX5', 'P38398')"
"('Q6FI13', 'Q93079')"
"('P35611', 'Q92598')"
"('P35626', 'Q9H255')"
"('P55209', 'P55036')"
"('Q13077', 'P01857')"
"('Q8N357', 'Q9NRX3')"
"('Q09472', 'Q99081')"
"('P05019', 'O00459')"
"('Q6PD62', 'P30876')"
"('Q8WZ19', 'Q8TBB1')"
"('P45985', 'Q15759')"
"('O14715', 'P61956')"
"('P49841', 'P30281')"
"('Q13464', 'P61586')"
"('P61326', 'P61981')"
"('406937', 'Q14677')"
"('P19793', 'Q14686')"
"('P07996', 'P26012')"
"('Q13546', 'P21580')"
"('Q9UIS9', 'Q9Y6X2')"
"('P06241', 'P12931')"
"('Q15648', 'P08833')"
"('Q9BWF3', 'Q13573')"
"('P62837', 'Q13064')"
"('P04626', 'Q13671')"
"('P00505', 'P23508')"
"('Q9BYW2', 'P54253')"
"('Q14687', 'Q99459')"
"('P20823', 'Q9HB31')"
"('Q05655', 'P23229')"
