negatives
"('P15884', 'Q9UIQ6')"
"('A7MCY6', 'Q06787')"
"('P32519', 'P53539')"
"('Q6ZNW5', 'Q9H008')"
"('Q9HBH9', 'Q92797')"
"('P48741', 'Q8TF42')"
"('P15927', 'Q13889')"
"('P38919', 'P50221')"
"('Q6PI77', 'P48552')"
"('P08123', 'O95229')"
"('P17480', 'Q92831')"
"('P62269', 'P62979')"
"('Q9NQW6', 'Q5M775')"
"('A1L4K1', 'Q6ZNE5')"
"('Q8WXA9', 'P62314')"
"('Q8N0Y2', 'Q16204')"
"('P11308', 'Q13426')"
"('P62820', 'Q9H0R8')"
"('Q9Y675', 'Q6P2Q9')"
"('Q04917', 'Q00536')"
"('P27694', 'Q09666')"
"('P10321', 'P01732')"
"('Q09028', 'Q9BV73')"
"('P00505', 'P24941')"
"('O95299', 'Q9Y4P8')"
"('Q8IUH5', 'Q96HT8')"
"('P0C7P0', 'Q15392')"
"('Q9H9Y6', 'P62913')"
"('P04554', 'Q8IYM1')"
"('P20073', 'Q75N90')"
"('Q6ZYL4', 'Q92759')"
"('Q06609', 'Q9BSJ2')"
"('Q96JB3', 'Q15119')"
"('P61978', 'Q8WYA6')"
"('P26651', 'Q96LI5')"
"('Q9Y272', 'Q3LI66')"
"('P56377', 'P63010')"
"('Q5JST6', 'Q9H871')"
"('Q9GZP9', 'Q96DZ1')"
"('Q9NQ87', 'Q96CS7')"
"('P29466', 'Q14116')"
"('Q9H9Y6', 'P53803')"
"('P25208', 'Q9BR76')"
"('O76013', 'Q9HCE7')"
"('Q96HE9', 'Q9BRU9')"
"('Q92802', 'Q9Y3C6')"
"('Q9NRD5', 'Q9HBT8')"
"('Q13285', 'O95433')"
"('P04035', 'Q96T55')"
"('Q13616', 'P03372')"
"('P00505', 'P30480')"
"('Q9BTC0', 'Q9P0M6')"
"('P49450', 'P16403')"
"('Q6A162', 'Q9BX59')"
"('A1A519', 'Q2KHR3')"
"('P42285', 'Q15759')"
"('Q9BWG6', 'Q15742')"
"('P27816', 'Q13885')"
"('Q9UBB9', 'Q5VU43')"
"('P28072', 'Q15008')"
"('P80303', 'Q9BUF5')"
"('Q9BQ75', 'P27635')"
"('O60216', 'P46777')"
"('P12830', 'Q13547')"
"('P05412', 'P29692')"
"('P62753', 'Q9H7E2')"
"('Q12905', 'O00267')"
"('Q9BUJ2', 'Q9NW64')"
"('P50914', 'P13612')"
"('Q6NUS6', 'P05023')"
"('P51157', 'O60911')"
"('Q96B97', 'O75553')"
"('Q7RTX1', 'P16520')"
"('Q14011', 'P05067')"
"('Q13148', 'Q99729')"
"('Q9NSA3', 'Q4VC12')"
"('Q86VP6', 'Q8N0Z6')"
"('Q9P2W3', 'P51828')"
"('O94782', 'P19013')"
"('Q99558', 'Q8N5C8')"
"('P60484', 'P14618')"
"('O94782', 'P20930')"
"('Q9BWM7', 'Q3ZCQ8')"
"('P30153', 'P67870')"
"('Q7KZI7', 'P56524')"
"('P11279', 'O00170')"
"('P49792', 'P63165')"
"('Q9Y597', 'Q15843')"
"('P06748', 'Q99848')"
"('Q9UBK9', 'Q01196')"
"('Q6UY14', 'Q8NEC5')"
"('Q9H410', 'O75934')"
"('Q00839', 'O75127')"
"('O60826', 'O95456')"
"('Q6ZRI6', 'O14980')"
"('Q9P0J7', 'Q9Y305')"
"('Q8WUM0', 'Q9NRD1')"
"('Q15323', 'Q9BYQ4')"
"('P31947', 'P78524')"
"('O95684', 'Q96NL6')"
"('P32121', 'Q96EB6')"
"('Q9Y265', 'P26368')"
"('Q99689', 'P63261')"
"('P51858', 'Q9NX58')"
"('P10909', 'P37173')"
"('P11940', 'O95453')"
"('O14828', 'P27694')"
"('Q8N1G4', 'P46940')"
"('Q6P1J9', 'Q06124')"
"('Q96HA8', 'P61604')"
"('O14757', 'Q9Y597')"
"('O75208', 'Q9HCE9')"
"('Q99436', 'Q16186')"
"('Q9Y6X8', 'P27348')"
"('Q8IUC1', 'Q9BYQ0')"
"('Q5JU00', 'Q13480')"
"('Q96ST3', 'P34947')"
"('O75940', 'Q8TCU6')"
"('P67936', 'P24941')"
"('O60271', 'Q8WUA4')"
"('P22694', 'P68400')"
"('Q8IU54', 'Q04864')"
"('Q99880', 'Q9UER7')"
"('Q99616', 'P31942')"
"('O75593', 'Q9P2K5')"
"('Q13233', 'P50914')"
"('Q9Y4G6', 'Q6IBS0')"
"('Q32P28', 'Q15631')"
"('O00469', 'P54274')"
"('Q5TAQ9', 'P62826')"
"('Q9UHD2', 'P08238')"
"('O00193', 'Q9UHD1')"
"('P0DMV9', 'Q9H0R8')"
"('P04637', 'Q6SJ96')"
"('P11021', 'O43865')"
"('P0DMV8', 'Q70EL3')"
"('P38646', 'P11441')"
"('Q14249', 'Q8WWU7')"
"('P61020', 'Q00610')"
"('Q02548', 'Q04727')"
"('Q86W92', 'P12830')"
"('Q6IAN0', 'P00533')"
"('P63104', 'Q92552')"
"('O14662', 'P50222')"
"('O60266', 'P17612')"
"('P52292', 'Q01844')"
"('O75604', 'Q9GZV8')"
"('Q29RF7', 'Q9UQE7')"
"('Q8TAQ2', 'P27708')"
"('Q92900', 'Q6P2E9')"
"('Q70Z53', 'O00299')"
"('Q6P161', 'Q14197')"
"('P35579', 'P11021')"
"('Q13547', 'Q9UPV9')"
"('Q8IXM2', 'O95785')"
"('Q06210', 'P54646')"
"('Q9NXR1', 'Q9BV73')"
"('Q13573', 'Q68DK7')"
"('O95684', 'Q9NPJ6')"
"('P19235', 'Q15369')"
"('Q13765', 'Q9BWH2')"
"('Q9NYY3', 'Q969H0')"
"('P13984', 'P30876')"
"('Q71U36', 'P55072')"
"('Q9BYR2', 'Q96EG3')"
"('Q5JTZ9', 'Q9BYD3')"
"('P78356', 'P19784')"
"('P49736', 'P27348')"
"('P07948', 'O95573')"
"('O75251', 'Q9C002')"
"('P33778', 'P0C0S8')"
"('Q9P2D1', 'Q9HC78')"
"('Q8IU60', 'P19474')"
"('Q12772', 'P18850')"
"('P60953', 'O60880')"
"('Q9NRM7', 'Q9C0D2')"
"('Q8IWX8', 'Q8NAV1')"
"('Q9UL03', 'P04629')"
"('O15409', 'Q13526')"
"('Q9UKY1', 'Q15102')"
"('Q9NWB1', 'P52597')"
"('Q8N5N7', 'Q8WU90')"
"('P52701', 'Q8N6T7')"
"('P11021', 'Q14974')"
"('Q93079', 'P0C5Z0')"
"('A5D8V7', 'Q8N6Y0')"
"('Q13515', 'Q1A5X7')"
"('Q9Y265', 'Q9NQB0')"
"('P00533', 'P40616')"
"('P62316', 'Q15910')"
"('P20333', 'Q9Y4K3')"
"('Q13438', 'Q96CS3')"
"('P27361', 'P47712')"
"('Q8NGI0', 'P62873')"
"('Q9UBU9', 'Q8IYB3')"
"('Q96BN8', 'O14641')"
"('Q86WV1', 'O75161')"
"('Q9P281', 'O94985')"
"('Q8TBC3', 'Q13526')"
"('P02751', 'Q9Y6E2')"
"('Q15006', 'Q07065')"
"('P05067', 'Q6NZY4')"
"('Q13618', 'Q14974')"
"('Q9NPG2', 'Q6P1W5')"
"('Q99417', 'Q6IS14')"
"('P51991', 'P50238')"
"('Q9Y230', 'Q53GS9')"
"('Q9H492', 'Q9H0E2')"
"('P15121', 'Q14164')"
"('Q8IZC4', 'P01857')"
"('Q8N0Z3', 'P42229')"
"('P33992', 'Q14657')"
"('P04628', 'Q9BXY4')"
"('P62837', 'Q96G75')"
"('Q14524', 'P26045')"
"('P09669', 'P20674')"
"('Q9Y3D0', 'P04049')"
"('Q96JS3', 'P10073')"
"('Q16576', 'Q9BY43')"
"('P24928', 'Q15544')"
"('Q16719', 'Q96AE4')"
"('Q15717', 'Q9H0J9')"
"('P55072', 'Q96Q42')"
"('P09012', 'Q16637')"
"('Q92905', 'Q08945')"
"('P35247', 'Q99543')"
"('P78406', 'P10768')"
"('Q9NZC7', 'Q15233')"
"('Q9H492', 'Q13188')"
"('P67870', 'O14503')"
"('Q3SY56', 'Q92614')"
"('P46527', 'P11142')"
"('P02787', 'P04350')"
"('P20700', 'Q9GZM8')"
"('Q92905', 'Q9UK96')"
"('Q5SXM8', 'Q9H936')"
"('P18124', 'P62913')"
"('P29350', 'Q14289')"
"('Q8N163', 'Q66LE6')"
"('Q9BQB6', 'Q96BA8')"
"('Q16623', 'Q8IY26')"
"('Q9ULC4', 'Q8N6M0')"
"('Q969S8', 'P0C0S8')"
"('Q99750', 'Q3YEC7')"
"('Q6ZU80', 'O14965')"
"('O14745', 'P23396')"
"('Q8NCV1', 'P05067')"
"('O95671', 'Q14653')"
"('Q8IWB1', 'Q8WXA8')"
"('O75147', 'Q9NVP1')"
"('P49842', 'Q07864')"
"('P50914', 'P46087')"
"('O60318', 'Q9NSK0')"
"('P17706', 'P20908')"
"('Q86YT6', 'Q96AX9')"
"('P52198', 'Q9NQU5')"
"('Q15418', 'Q96GX5')"
"('Q9Y3Y2', 'Q9NR22')"
"('Q92636', 'O60906')"
"('P35573', 'Q8WXK1')"
"('Q08J23', 'Q9NRC8')"
"('P48637', 'P54274')"
"('P54253', 'Q9NTM9')"
"('P82979', 'P18146')"
"('P03886', 'P19404')"
"('P62979', 'P62854')"
"('Q86VP1', 'Q15025')"
"('Q8WXE1', 'O15160')"
"('Q12905', 'P15927')"
"('P56199', 'O75369')"
"('P04843', 'Q9UBS0')"
"('P35443', 'P26012')"
"('O14936', 'P34741')"
"('Q96CS2', 'P11940')"
"('Q86VP6', 'Q02878')"
"('Q14524', 'P02768')"
"('O95166', 'Q9NY12')"
"('Q5JST6', 'P0DN76')"
"('Q6ZU80', 'Q5TB80')"
"('P49407', 'Q13618')"
"('P28482', 'O75116')"
"('O43561', 'O15117')"
"('P25205', 'P62330')"
"('P62280', 'Q9UNQ2')"
"('Q14674', 'Q14103')"
"('Q8WXG1', 'Q14653')"
"('Q13573', 'Q9HCS7')"
"('Q9Y2T4', 'P63151')"
"('Q9NXE4', 'Q13617')"
"('P26367', 'P31273')"
"('Q9HC52', 'P06748')"
"('Q9NVX2', 'P40227')"
"('P17948', 'P42224')"
"('Q5VTR2', 'Q8NBS9')"
"('Q96FV3', 'Q9NV66')"
"('O14757', 'Q30154')"
"('Q14203', 'Q13561')"
"('Q86U42', 'Q08170')"
"('P25445', 'Q01844')"
"('P22694', 'P47890')"
"('Q9UBU9', 'Q96RL1')"
"('Q7Z7A3', 'Q86YB7')"
"('Q14164', 'Q9Y5Q3')"
"('Q9H4E5', 'Q9P286')"
"('Q9P2K3', 'P61956')"
"('P04745', 'O43823')"
"('Q04206', 'P63261')"
"('Q15262', 'Q96EG1')"
"('P16220', 'Q04743')"
"('Q96GQ7', 'Q9UGY1')"
"('Q13243', 'Q00839')"
"('Q8N960', 'Q9BY89')"
"('Q8N4H5', 'Q9NX40')"
"('P43115', 'P19634')"
"('P50222', 'Q96SQ5')"
"('Q86WA8', 'Q9UKB1')"
"('P63279', 'Q8NFH5')"
"('Q9P0W0', 'Q08334')"
"('Q96FV9', 'Q99873')"
"('Q8N2Z9', 'A8MT69')"
"('P51452', 'Q13562')"
"('Q8N3Z6', 'Q8NDF8')"
"('Q9H492', 'Q9HCC0')"
"('P59665', 'Q99708')"
"('O60244', 'Q9C0B0')"
"('O15151', 'P31946')"
"('P17858', 'P06737')"
"('Q8N5I2', 'Q96J02')"
"('P62195', 'P07942')"
"('Q15691', 'Q03001')"
"('P17844', 'P61978')"
"('Q12834', 'Q9NS23')"
"('P08631', 'P42229')"
"('Q8TC44', 'P04818')"
"('P60709', 'P01023')"
"('Q08050', 'Q86T24')"
"('P08138', 'Q9HBG4')"
"('Q6VMQ6', 'Q9H1H9')"
"('O14796', 'O95994')"
"('O75170', 'Q9BVM2')"
"('Q9Y2X0', 'Q6P2C8')"
"('P67870', 'O43812')"
"('Q9BVJ7', 'Q8WVZ9')"
"('P80723', 'O75787')"
"('P25054', 'Q99814')"
"('Q92905', 'Q15717')"
"('O00461', 'Q15717')"
"('A1KZ92', 'Q13813')"
"('Q15555', 'Q9BWF2')"
"('P03886', 'Q9Y375')"
"('Q8N9S9', 'Q8WVJ2')"
"('P78362', 'Q9BX26')"
"('P07355', 'P06748')"
"('P04626', 'P26045')"
"('P31943', 'P52597')"
"('Q6PGQ7', 'Q13616')"
"('Q13233', 'O75369')"
"('Q9BXL5', 'O14965')"
"('P49419', 'Q9HB40')"
"('Q9HCY8', 'Q99584')"
"('Q96I15', 'Q9NQT4')"
"('Q9Y314', 'Q9BQT8')"
"('Q9UMS4', 'Q15393')"
"('P09601', 'P10321')"
"('Q15078', 'P01889')"
"('Q9NRY6', 'Q92754')"
"('Q92793', 'Q16778')"
"('Q9NRR4', 'Q13618')"
"('P13073', 'O95299')"
"('Q9NRR5', 'Q8NEM7')"
"('Q9BW19', 'Q9P0U4')"
"('Q99616', 'P41182')"
"('P14618', 'P14921')"
"('A6NGC4', 'Q6NUS6')"
"('O43300', 'P61803')"
"('Q13541', 'Q9Y6B2')"
"('Q13075', 'Q8N668')"
"('P62857', 'P32969')"
"('O75110', 'Q92633')"
"('Q9P0X4', 'Q96P56')"
"('Q15628', 'Q8TEL6')"
"('O95863', 'P11831')"
"('Q9HD42', 'O75469')"
"('P61956', 'Q13569')"
"('Q13043', 'Q07960')"
"('Q00526', 'Q9NY97')"
"('P55198', 'Q9NRR5')"
"('P30405', 'Q8IWZ8')"
"('Q13619', 'Q13239')"
"('Q8TBF4', 'Q96HE9')"
"('Q9ULJ3', 'Q9Y3M8')"
"('Q9C0J8', 'Q9UKF6')"
"('Q8TDS5', 'P0CG20')"
"('Q16204', 'Q8TF05')"
"('Q06455', 'P17947')"
"('O60216', 'O00571')"
"('Q92889', 'Q8IY92')"
"('Q6NUN9', 'P43246')"
"('P50150', 'Q9HD26')"
"('Q9H4H8', 'O95758')"
"('Q8IZT6', 'P01106')"
"('Q9NRD1', 'Q01082')"
"('P61968', 'Q9BWW4')"
"('P62993', 'P43403')"
"('O14980', 'P23396')"
"('O60216', 'Q9BXJ9')"
"('Q9UBU9', 'Q15526')"
"('P61221', 'P46940')"
"('Q13617', 'Q6PID8')"
"('Q9GZR7', 'Q96EQ0')"
"('Q12906', 'Q969V3')"
"('Q12986', 'P04908')"
"('P00747', 'Q04206')"
"('Q15323', 'Q9UC07')"
"('Q5SW79', 'Q8WXH0')"
"('Q9HC38', 'P10809')"
"('P49841', 'O75689')"
"('P0DP23', 'Q93100')"
"('P54709', 'Q15008')"
"('P49069', 'P61218')"
"('P29033', 'Q8NI35')"
"('Q04206', 'P62249')"
"('Q9H2G2', 'Q9H1R2')"
"('P24522', 'Q8TDZ2')"
"('P24941', 'Q01105')"
"('P60953', 'Q3YEC7')"
"('O95994', 'Q96HQ2')"
"('Q13573', 'Q96EK5')"
"('Q9Y617', 'Q08752')"
"('O75787', 'Q16864')"
"('Q9UBT7', 'Q8NA61')"
"('Q6NZY4', 'P04062')"
"('P19438', 'Q99972')"
"('Q92597', 'P42229')"
"('P62993', 'Q9UKW4')"
"('P55854', 'Q9UBE0')"
"('P04264', 'O76011')"
"('Q8WWF6', 'O95817')"
"('P34998', 'P43250')"
"('P21980', 'Q9GZZ8')"
"('P29401', 'P61026')"
"('P45984', 'Q9UDY8')"
"('Q99575', 'Q92673')"
"('P01100', 'Q96KN3')"
"('Q9NSD7', 'P05067')"
"('Q9UKE5', 'O75347')"
"('P05412', 'P00558')"
"('P51955', 'P10645')"
"('P56537', 'P04181')"
"('Q9NRX2', 'Q9BZE1')"
"('Q9H7J1', 'P62136')"
"('P12830', 'Q13905')"
"('Q15323', 'Q9Y223')"
"('Q13618', 'O14602')"
"('Q96BI3', 'O14901')"
"('O95155', 'Q93008')"
"('P23508', 'Q7Z4V0')"
"('Q92572', 'P08729')"
"('P01106', 'P01100')"
"('Q96BR9', 'Q8TBB1')"
"('P01911', 'P28067')"
"('Q9H270', 'O60341')"
"('Q9H7D7', 'P61964')"
"('P52565', 'P46527')"
"('Q9UJW3', 'P14921')"
"('Q92824', 'Q9BQ66')"
"('Q12769', 'Q6ZQN5')"
"('P18146', 'O60711')"
"('Q9P2J5', 'Q9BW61')"
"('P98082', 'P05771')"
"('Q07627', 'Q9H7X3')"
"('O95985', 'O94762')"
"('P62937', 'Q13951')"
"('Q96T60', 'Q9Y5B9')"
"('Q8IY67', 'P23258')"
"('Q9NWF9', 'Q8NFP9')"
"('Q8TDP1', 'O43324')"
"('Q9P104', 'O95785')"
"('P53680', 'Q9NZN4')"
"('Q12824', 'Q92769')"
"('O95257', 'Q8N2W9')"
"('Q9UJV3', 'Q6ZT89')"
"('Q08209', 'P04150')"
"('P51948', 'Q9H0A6')"
"('P63165', 'P14618')"
"('P60411', 'Q86VE0')"
"('P52565', 'P24941')"
"('Q13114', 'Q9UKW4')"
"('Q9ULV4', 'Q504Q3')"
"('P68363', 'Q9NRD1')"
"('P25105', 'P30679')"
"('Q06265', 'Q5RKV6')"
"('Q641Q2', 'O14980')"
"('Q13469', 'Q92922')"
"('P54105', 'Q15654')"
"('P43351', 'O43542')"
"('P40429', 'P83731')"
"('P40429', 'Q13310')"
"('Q96RI1', 'O75376')"
"('P01127', 'P04085')"
"('P40426', 'Q13394')"
"('P11233', 'Q8WXI2')"
"('Q9BV73', 'Q86V81')"
"('Q9Y215', 'P22303')"
"('P09497', 'P42695')"
"('Q9HCS2', 'P17066')"
"('P46379', 'O95831')"
"('Q08999', 'P85037')"
"('O00233', 'P0C0S5')"
"('P15153', 'P46734')"
"('Q9UDY8', 'Q13555')"
"('Q03989', 'P0CW19')"
"('P55060', 'P49286')"
"('P22612', 'Q8NH94')"
"('P42568', 'Q9Y2J2')"
"('Q08431', 'P18084')"
"('P62249', 'P62263')"
"('O60488', 'Q15717')"
"('P11387', 'Q12789')"
"('O95785', 'Q15714')"
"('Q12788', 'Q8N2R8')"
"('Q9NRF9', 'P13010')"
"('P02760', 'Q9Y4D1')"
"('Q01844', 'P35637')"
"('P12755', 'P16144')"
"('Q86W34', 'Q8WV15')"
"('P51693', 'Q9UN74')"
"('P23284', 'Q9Y4Z0')"
"('O60341', 'Q8NHQ8')"
"('P27635', 'Q13442')"
"('Q9NQ76', 'P12931')"
"('P04843', 'Q15717')"
"('P08238', 'P56539')"
"('Q9NZN4', 'P14672')"
"('Q6ZU35', 'P08151')"
"('Q92765', 'P62877')"
"('Q86W56', 'P38398')"
"('Q9NXC2', 'Q15717')"
"('P19525', 'Q8N5Z5')"
"('Q13043', 'P20930')"
"('Q13573', 'Q6NT76')"
"('O60506', 'Q9UJZ1')"
"('P54253', 'Q7Z6M4')"
"('Q13535', 'Q9NRL2')"
"('Q13200', 'P27708')"
"('P20020', 'P08240')"
"('Q99767', 'Q96P71')"
"('P51955', 'Q96RY7')"
"('P16234', 'Q01970')"
"('Q2MV58', 'Q96HE7')"
"('Q9H040', 'P27694')"
"('P61160', 'Q96C19')"
"('P06753', 'Q15654')"
"('P62269', 'Q00839')"
"('P50991', 'P52333')"
"('O60682', 'O75360')"
"('Q8WWW8', 'P07948')"
"('Q13617', 'P04406')"
"('P43246', 'Q9UBT6')"
"('Q96FW1', 'Q15843')"
"('Q05516', 'Q92769')"
"('Q9NP31', 'Q92569')"
"('Q8TC57', 'Q08E93')"
"('P30622', 'O14777')"
"('Q9ULU4', 'P03372')"
"('O00585', 'Q9NPB9')"
"('Q68CP9', 'O14497')"
"('Q07866', 'Q96EV8')"
"('Q9BWJ5', 'O43815')"
"('P21675', 'Q7Z7C8')"
"('Q13190', 'Q5T3J3')"
"('Q00013', 'Q86U44')"
"('Q14676', 'Q13042')"
"('Q9HCJ0', 'Q96LI5')"
"('Q9Y623', 'P35609')"
"('O15379', 'Q96ST3')"
"('Q7L190', 'Q8NEX9')"
"('P06132', 'O75663')"
"('Q9HBL0', 'P63104')"
"('Q9Y2D2', 'P78560')"
"('Q8IXJ6', 'O43809')"
"('Q92769', 'Q09028')"
"('O15371', 'Q7L2H7')"
"('P63104', 'P17812')"
"('Q7Z6R9', 'Q9BYD5')"
"('Q9Y250', 'Q9H0I2')"
"('Q16576', 'P48431')"
"('O75044', 'Q8TEH3')"
"('P16260', 'Q02297')"
"('P06493', 'P24864')"
"('P07947', 'Q96S94')"
"('Q13492', 'Q01844')"
"('P62330', 'P24941')"
"('P40926', 'Q9Y570')"
"('Q9P2M7', 'P30305')"
"('O60814', 'O15355')"
"('O43707', 'P35222')"
"('Q96PU5', 'P48764')"
"('P23771', 'Q9BPY8')"
"('Q9BZD4', 'Q6NZI2')"
"('Q9Y6X2', 'Q9BZR9')"
"('P98160', 'Q14512')"
"('P61916', 'Q96PU5')"
"('P02786', 'P15336')"
"('O95271', 'Q15554')"
"('P29372', 'Q96T88')"
"('P01106', 'Q9UKB5')"
"('Q9HCK5', 'Q9H936')"
"('P61077', 'Q13263')"
"('O14980', 'P08754')"
"('P63104', 'P46940')"
"('P05412', 'O43242')"
"('Q16543', 'O14965')"
"('Q14999', 'Q9H0W5')"
"('Q3SXY8', 'Q9H2C2')"
"('P04629', 'P30084')"
"('E9PAV3', 'O60216')"
"('Q9H672', 'P02671')"
"('P42765', 'P09651')"
"('P35227', 'P63279')"
"('Q5JSL3', 'Q9H4E5')"
"('P16455', 'P24723')"
"('P31947', 'Q9H4L5')"
"('P49411', 'O60783')"
"('Q13232', 'P28223')"
"('Q9Y294', 'Q8N6H7')"
"('P09629', 'Q15910')"
"('Q96J02', 'P45985')"
"('Q9BYG3', 'Q9UNX3')"
"('O75153', 'Q96IL0')"
"('Q12846', 'Q96IV6')"
"('P12931', 'Q9Y2W1')"
"('Q8NG27', 'Q70EK9')"
"('P28066', 'P68036')"
"('P05141', 'Q96CW1')"
"('Q08050', 'O60264')"
"('Q9ULL4', 'P10301')"
"('P54709', 'Q6ZT21')"
"('Q9NWU5', 'Q7Z695')"
"('P61106', 'Q9BXF6')"
"('P04629', 'Q8WXF7')"
"('Q8NDD1', 'Q15046')"
"('P68371', 'Q5U5Q3')"
"('P49411', 'Q96C86')"
"('P07900', 'P36956')"
"('P32942', 'P60709')"
"('Q63HR2', 'Q8TEB1')"
"('Q96FW1', 'Q9BQ61')"
"('Q00839', 'Q6P5Z2')"
"('Q9NX58', 'P78386')"
"('Q86Y07', 'P60953')"
"('O15265', 'P61956')"
"('P14618', 'Q12931')"
"('Q96JB5', 'P23258')"
"('Q53H76', 'P12956')"
"('Q16558', 'Q09472')"
"('P63104', 'Q13310')"
"('P08729', 'Q9UKW4')"
"('O75554', 'Q15428')"
"('P05129', 'O00418')"
"('P60953', 'Q13490')"
"('Q5T5Y3', 'Q9Y2D8')"
"('Q9BYD6', 'Q9P0P8')"
"('P46109', 'Q9P2X3')"
"('Q6P5W5', 'Q5BKT4')"
"('Q9NYB9', 'Q969G2')"
"('Q9GZZ9', 'Q9Y3C8')"
"('Q15573', 'Q96JC9')"
"('P62826', 'Q9Y2L1')"
"('P16455', 'Q13415')"
"('P20336', 'Q8TBN0')"
"('P03372', 'P28356')"
"('P11279', 'P04062')"
"('Q99684', 'P17947')"
"('Q9NW13', 'Q9Y3B9')"
"('P49407', 'Q8NGV7')"
"('Q13501', 'Q13163')"
"('Q13064', 'Q6PF18')"
"('Q9NVR7', 'P30153')"
"('Q9NX40', 'Q5JWF2')"
"('P60331', 'Q9NP91')"
"('Q96GN5', 'Q9NRD5')"
"('Q14164', 'Q9Y230')"
"('O60885', 'P15259')"
"('O43187', 'Q96A33')"
"('P01106', 'P00749')"
"('P56181', 'O43920')"
"('P34897', 'Q9H3R0')"
"('O95793', 'P11142')"
"('O15379', 'P50990')"
"('P42677', 'P62277')"
"('P52742', 'P18754')"
"('Q9UEU0', 'Q5SWA1')"
"('P29401', 'Q9H1Y0')"
"('O76094', 'Q9UHB9')"
"('P22455', 'P42566')"
"('Q15560', 'Q8WV44')"
"('Q5JQF8', 'P78543')"
"('Q8NEC5', 'Q9UPG8')"
"('O75530', 'P07305')"
"('Q9UBI1', 'Q7Z3J2')"
"('O14544', 'Q8TBB1')"
"('P63244', 'O15111')"
"('Q9NRR5', 'P01282')"
"('Q9UBI4', 'Q13291')"
"('O14490', 'P00519')"
"('Q15714', 'Q9NYY8')"
"('Q9UBT2', 'O75928')"
"('P21810', 'P01375')"
"('Q6UVJ0', 'Q8TEP8')"
"('Q13595', 'Q96KR1')"
"('O95400', 'Q709F0')"
"('O43318', 'P98170')"
"('Q9H2C0', 'Q9NVI7')"
"('Q01196', 'O43439')"
"('Q86UY5', 'Q9GZV8')"
"('Q05086', 'Q7LC44')"
"('Q08380', 'O60613')"
"('O60832', 'Q9GZR7')"
"('P17252', 'P38936')"
"('P28340', 'P35244')"
"('P68431', 'P05362')"
"('O95817', 'Q9UBV8')"
"('Q07021', 'O60260')"
"('P01106', 'Q01085')"
"('Q16236', 'P35638')"
"('P41240', 'P31749')"
"('P60842', 'Q99873')"
"('P10586', 'Q13630')"
"('O95758', 'Q9UET6')"
"('A6ZKI3', 'P13747')"
"('P10242', 'Q7KZF4')"
"('Q96PN8', 'Q03989')"
"('P05067', 'Q15583')"
"('Q96TA1', 'Q15942')"
"('O95429', 'Q13619')"
"('Q16635', 'Q12891')"
"('P13647', 'Q14999')"
"('Q15032', 'O14980')"
"('O94973', 'O00499')"
"('P60953', 'Q16666')"
"('P62266', 'P25398')"
"('Q15369', 'P62875')"
"('P14625', 'O95166')"
"('P20226', 'Q15542')"
"('P00519', 'P46013')"
"('O14965', 'O43474')"
"('Q3MII6', 'Q9P244')"
"('Q9UHI6', 'P25205')"
"('Q99816', 'P04637')"
"('A6NLX3', 'P61024')"
"('A0JLT2', 'Q9UHB7')"
"('P26639', 'Q13395')"
"('Q9H324', 'P04183')"
"('Q96CX2', 'Q3KQV3')"
"('Q92597', 'P04198')"
"('P11021', 'Q8WXB1')"
"('P98164', 'P10909')"
"('Q5C9Z4', 'P38919')"
"('P48163', 'O60784')"
"('P49748', 'B2RV13')"
"('P16403', 'Q15843')"
"('Q13895', 'Q8NEF9')"
"('P31749', 'P45984')"
"('Q16829', 'Q99956')"
"('O15496', 'Q8NEC5')"
"('Q9Y620', 'P35637')"
"('Q5SWW7', 'O95947')"
"('Q15005', 'Q9NZ72')"
"('Q01844', 'Q9NWB6')"
"('P63151', 'Q9NRM7')"
"('Q12923', 'Q9P244')"
"('Q9Y2A7', 'Q9H251')"
"('Q9HCM9', 'Q96B02')"
"('Q5EBL8', 'Q86X19')"
"('Q16531', 'Q9NRC8')"
"('P35998', 'Q92858')"
"('P26196', 'Q86TB9')"
"('Q8N490', 'Q15058')"
"('P0C7T5', 'Q9NP73')"
"('Q9NUX5', 'Q9Y2T5')"
"('Q9H9B4', 'O95831')"
"('Q96CS2', 'P0C1Z6')"
"('P63211', 'Q92806')"
"('Q52LW3', 'Q8IXI1')"
"('O75880', 'P42704')"
"('Q99729', 'O14879')"
"('Q15077', 'P26371')"
"('P17612', 'P26599')"
"('O95292', 'O95067')"
"('Q13888', 'Q92759')"
"('Q5T9S5', 'Q96MT8')"
"('Q93062', 'Q9BZS1')"
"('P43243', 'P08621')"
"('P17676', 'P45452')"
"('P43307', 'Q14164')"
"('Q86UY5', 'Q96CN9')"
"('O96005', 'Q14197')"
"('P63151', 'P62277')"
"('P61086', 'Q14164')"
"('Q9NQR1', 'Q9Y468')"
"('P60409', 'Q9NZ81')"
"('P48431', 'Q9BYN8')"
"('Q9UBX2', 'P17844')"
"('Q05516', 'Q6A162')"
"('P05412', 'P14780')"
"('Q86US8', 'P30154')"
"('P48729', 'Q96SW2')"
"('P51991', 'Q13616')"
"('P63261', 'P12830')"
"('O43823', 'Q15910')"
"('Q9BZV1', 'Q9BQE3')"
"('P32242', 'Q9UF72')"
"('Q15067', 'P14854')"
"('P63215', 'O14807')"
"('P51532', 'P15976')"
"('P25098', 'Q8NGM8')"
