negatives
"frozenset({'Q9H0U6', 'Q8N5N7', 'Receptor'})"
"frozenset({'Q9BZW7', 'O15060', 'Receptor'})"
"frozenset({'P28065', 'Q8TAA3', 'Receptor'})"
"frozenset({'Q9NRC8', 'O95071', 'Receptor'})"
"frozenset({'Q86VM9', 'Q96PK6', 'Receptor'})"
"frozenset({'P56524', 'Q8WXF0', 'Receptor'})"
"frozenset({'Q9Y2D8', 'Q15468', 'Receptor'})"
"frozenset({'Q9UL18', 'Receptor', 'Q9Y4W2'})"
"frozenset({'Q16539', 'O15151', 'Receptor'})"
"frozenset({'Q9C0F1', 'Q6UB99', 'Receptor'})"
"frozenset({'Q7L2E3', 'Receptor', 'Q14CZ7'})"
"frozenset({'Q9Y3Q8', 'O95831', 'Receptor'})"
"frozenset({'Q14651', 'Receptor', 'P15311'})"
"frozenset({'Q9BU02', 'Q9UNQ2', 'Receptor'})"
"frozenset({'Receptor', 'Q13573', 'Q8TAQ2'})"
"frozenset({'P68363', 'O95718', 'Receptor'})"
"frozenset({'Q15436', 'Receptor', 'Q00536'})"
"frozenset({'Q9Y5B9', 'Receptor', 'P24941'})"
"frozenset({'Receptor', 'P62244', 'O60216'})"
"frozenset({'P49736', 'Q00325', 'Receptor'})"
"frozenset({'Q504Q3', 'Receptor', 'Q96N67'})"
"frozenset({'P05387', 'P36578', 'Receptor'})"
"frozenset({'P46926', 'Q9UBU9', 'Receptor'})"
"frozenset({'Q99816', 'P31350', 'Receptor'})"
"frozenset({'P63267', 'Q9UJM3', 'Receptor'})"
"frozenset({'P61981', 'P21127', 'Receptor'})"
"frozenset({'P02776', 'Receptor', 'P10145'})"
"frozenset({'Q15555', 'Q9BWF2', 'Receptor'})"
"frozenset({'Receptor', 'Q9BUE0', 'Q96G25'})"
"frozenset({'P35240', 'Q96HS1', 'Receptor'})"
"frozenset({'Receptor', 'O14641', 'Q92530'})"
"frozenset({'Q9NRR6', 'Q9P2M7', 'Receptor'})"
"frozenset({'P07900', 'Q9P0U4', 'Receptor'})"
"frozenset({'Q06124', 'P32239', 'Receptor'})"
"frozenset({'O95793', 'P59998', 'Receptor'})"
"frozenset({'Q8NFJ6', 'Q4LDR2', 'Receptor'})"
"frozenset({'Q96EN8', 'Q9NVD7', 'Receptor'})"
"frozenset({'Receptor', 'Q8WTQ7', 'Q16625'})"
"frozenset({'Q9BPW8', 'Q9HCE1', 'Receptor'})"
"frozenset({'Q7L014', 'Receptor', 'P29692'})"
"frozenset({'Q8NI27', 'Q9Y3Y2', 'Receptor'})"
"frozenset({'O43681', 'P28074', 'Receptor'})"
"frozenset({'Q06830', 'Receptor', 'Q14653'})"
"frozenset({'O60879', 'P61586', 'Receptor'})"
"frozenset({'P35221', 'P31749', 'Receptor'})"
"frozenset({'Q7Z6B7', 'P17081', 'Receptor'})"
"frozenset({'Q08379', 'Q99608', 'Receptor'})"
"frozenset({'P59991', 'P26371', 'Receptor'})"
"frozenset({'Q9Y3D9', 'Q96EY7', 'Receptor'})"
"frozenset({'Q07157', 'Receptor', 'P07437'})"
"frozenset({'O75360', 'P55273', 'Receptor'})"
"frozenset({'Q92841', 'O60506', 'Receptor'})"
"frozenset({'Q9NPJ6', 'Receptor', 'Q8N8X9'})"
"frozenset({'Q13162', 'P30101', 'Receptor'})"
"frozenset({'Q02930', 'P60409', 'Receptor'})"
"frozenset({'Receptor', 'P17931', 'O00330'})"
"frozenset({'P01106', 'P62191', 'Receptor'})"
"frozenset({'Receptor', 'Q6P996', 'Q99623'})"
"frozenset({'P62241', 'Receptor', 'P62424'})"
"frozenset({'Q8NG06', 'O43237', 'Receptor'})"
"frozenset({'Q99728', 'Q96R06', 'Receptor'})"
"frozenset({'Q9NR22', 'P62805', 'Receptor'})"
"frozenset({'Receptor', 'P46108', 'P43699'})"
"frozenset({'Q16836', 'Q6WCQ1', 'Receptor'})"
"frozenset({'P12004', 'P00533', 'Receptor'})"
"frozenset({'P46779', 'P38919', 'Receptor'})"
"frozenset({'Q9Y6H1', 'P00519', 'Receptor'})"
"frozenset({'O75360', 'O60336', 'Receptor'})"
"frozenset({'O94842', 'Receptor', 'Q96E35'})"
"frozenset({'Receptor', 'P07910', 'Q86V81'})"
"frozenset({'Q9BUZ4', 'Q96EA4', 'Receptor'})"
"frozenset({'Q00526', 'P63208', 'Receptor'})"
"frozenset({'Q01094', 'P60484', 'Receptor'})"
"frozenset({'P62917', 'Q9Y2K1', 'Receptor'})"
"frozenset({'P08476', 'Receptor', 'Q8NER5'})"
"frozenset({'P27361', 'P18847', 'Receptor'})"
"frozenset({'P60484', 'Receptor', 'Q01201'})"
"frozenset({'Q8TAB5', 'P19012', 'Receptor'})"
"frozenset({'Q969P0', 'P68400', 'Receptor'})"
"frozenset({'P06241', 'Q9UK85', 'Receptor'})"
"frozenset({'P09661', 'Q15637', 'Receptor'})"
"frozenset({'Q969Z4', 'Q92569', 'Receptor'})"
"frozenset({'Q9NPJ6', 'Q8N6Y0', 'Receptor'})"
"frozenset({'Receptor', 'P38159', 'Q9UPE1'})"
"frozenset({'Q16891', 'Q5TGZ0', 'Receptor'})"
"frozenset({'P54646', 'P62879', 'Receptor'})"
"frozenset({'P13987', 'P21333', 'Receptor'})"
"frozenset({'P53609', 'Q9NQ87', 'Receptor'})"
"frozenset({'Q9HCE1', 'Q86Y82', 'Receptor'})"
"frozenset({'Q92747', 'O43399', 'Receptor'})"
"frozenset({'Q8ND90', 'Q6VB84', 'Receptor'})"
"frozenset({'P52799', 'Q7Z736', 'Receptor'})"
"frozenset({'O60307', 'Q15678', 'Receptor'})"
"frozenset({'P32969', 'Q8NA61', 'Receptor'})"
"frozenset({'Q00613', 'Q5VY09', 'Receptor'})"
"frozenset({'O14576', 'P04637', 'Receptor'})"
"frozenset({'Q6ICG6', 'P63104', 'Receptor'})"
"frozenset({'Q86Y56', 'Q9Y5J5', 'Receptor'})"
"frozenset({'Q86WG5', 'O60506', 'Receptor'})"
"frozenset({'Q8TBE0', 'Receptor', 'Q92769'})"
"frozenset({'P17655', 'Q9NXK8', 'Receptor'})"
"frozenset({'P78362', 'Q96FA3', 'Receptor'})"
"frozenset({'Q9Y496', 'P62993', 'Receptor'})"
"frozenset({'Receptor', 'Q9UHX1', 'Q9C009'})"
"frozenset({'Q09472', 'Q92793', 'Receptor'})"
"frozenset({'O14556', 'Receptor', 'Q9NVV9'})"
"frozenset({'Q96KR1', 'P50454', 'Receptor'})"
"frozenset({'P40855', 'Q14653', 'Receptor'})"
"frozenset({'P22694', 'Receptor', 'Q96AT9'})"
"frozenset({'Q86WH2', 'Q00987', 'Receptor'})"
"frozenset({'Receptor', 'P42766', 'P05412'})"
"frozenset({'P31946', 'P13612', 'Receptor'})"
"frozenset({'Receptor', 'P51956', 'P07738'})"
"frozenset({'Q13561', 'Receptor', 'Q16643'})"
"frozenset({'P46821', 'Receptor', 'Q9UQL6'})"
"frozenset({'Q5T754', 'P60411', 'Receptor'})"
"frozenset({'P41229', 'Receptor', 'P84022'})"
"frozenset({'Q9NQW7', 'Q14181', 'Receptor'})"
"frozenset({'Q9BUA3', 'Receptor', 'Q9H2C0'})"
"frozenset({'Q92538', 'Receptor', 'Q15003'})"
"frozenset({'O60858', 'P55072', 'Receptor'})"
"frozenset({'P62241', 'Q13620', 'Receptor'})"
"frozenset({'Q9H209', 'Q9P2W3', 'Receptor'})"
"frozenset({'Q9GZL7', 'O60784', 'Receptor'})"
"frozenset({'Q8N726', 'Q99496', 'Receptor'})"
"frozenset({'Q9H2U2', 'Receptor', 'Q6NVY1'})"
"frozenset({'Q96QE5', 'Q96I51', 'Receptor'})"
"frozenset({'O14933', 'O43255', 'Receptor'})"
"frozenset({'Q9BQE4', 'Q96CS3', 'Receptor'})"
"frozenset({'Q13616', 'P48443', 'Receptor'})"
"frozenset({'Q9BT49', 'Q9BRK4', 'Receptor'})"
"frozenset({'Receptor', 'Q13177', 'P00505'})"
"frozenset({'O14737', 'Q5T3J3', 'Receptor'})"
"frozenset({'Q9BUJ2', 'Q8IX12', 'Receptor'})"
"frozenset({'O75417', 'Q06609', 'Receptor'})"
"frozenset({'O60739', 'Q2NL82', 'Receptor'})"
"frozenset({'P23396', 'Q96GA3', 'Receptor'})"
"frozenset({'A1L188', 'P12074', 'Receptor'})"
"frozenset({'Q9Y6X9', 'P61244', 'Receptor'})"
"frozenset({'Q02446', 'Receptor', 'P86480'})"
"frozenset({'Q86YS3', 'Q9H0H5', 'Receptor'})"
"frozenset({'Receptor', 'P55854', 'Q8WWM7'})"
"frozenset({'Q8N4V1', 'Receptor', 'Q9P0I2'})"
"frozenset({'Q13263', 'Q96IT1', 'Receptor'})"
"frozenset({'O95166', 'P62258', 'Receptor'})"
"frozenset({'P63104', 'P0DP25', 'Receptor'})"
"frozenset({'Q7Z4N8', 'Q96EV8', 'Receptor'})"
"frozenset({'O60447', 'Q9H4P4', 'Receptor'})"
"frozenset({'Q9Y6Q9', 'Q86X55', 'Receptor'})"
"frozenset({'P04275', 'Q96CV9', 'Receptor'})"
"frozenset({'Q8NGD3', 'P32121', 'Receptor'})"
"frozenset({'Receptor', 'Q9UKV8', 'P62424'})"
"frozenset({'Q96EP5', 'Q15365', 'Receptor'})"
"frozenset({'Receptor', 'Q15042', 'Q06546'})"
"frozenset({'P54646', 'Receptor', 'P08151'})"
"frozenset({'Receptor', 'Q8IWZ8', 'Q9GZT3'})"
"frozenset({'Q9Y3Q8', 'P04156', 'Receptor'})"
"frozenset({'Q92908', 'Receptor', 'Q9H6Z9'})"
"frozenset({'O95071', 'P04637', 'Receptor'})"
"frozenset({'Q9UNK0', 'A4D1P6', 'Receptor'})"
"frozenset({'Q15796', 'P46934', 'Receptor'})"
"frozenset({'P62079', 'Q9BTV4', 'Receptor'})"
"frozenset({'P20936', 'P63244', 'Receptor'})"
"frozenset({'P11940', 'P78543', 'Receptor'})"
"frozenset({'P49902', 'Q9BVI4', 'Receptor'})"
"frozenset({'P62249', 'Q6PKG0', 'Receptor'})"
"frozenset({'Q9UBI6', 'Q9HBW0', 'Receptor'})"
"frozenset({'O43639', 'Q92752', 'Receptor'})"
"frozenset({'P60903', 'Receptor', 'Q00536'})"
"frozenset({'Q9BXW9', 'Receptor', 'Q9H816'})"
"frozenset({'P60228', 'O15371', 'Receptor'})"
"frozenset({'P20719', 'Q12778', 'Receptor'})"
"frozenset({'Q9NR50', 'P43115', 'Receptor'})"
"frozenset({'Q15154', 'Q8NEY1', 'Receptor'})"
"frozenset({'P26368', 'P61604', 'Receptor'})"
"frozenset({'P08138', 'P11487', 'Receptor'})"
"frozenset({'P57682', 'Q13363', 'Receptor'})"
"frozenset({'P04629', 'Q9BRS2', 'Receptor'})"
"frozenset({'P10412', 'Receptor', 'P49916'})"
"frozenset({'Q9HCE1', 'P17174', 'Receptor'})"
"frozenset({'Q9UQ35', 'P61981', 'Receptor'})"
"frozenset({'Q96CS4', 'Q13263', 'Receptor'})"
"frozenset({'Q14592', 'P15622', 'Receptor'})"
"frozenset({'Q8NGI6', 'Receptor', 'P22612'})"
"frozenset({'P09493', 'P13533', 'Receptor'})"
"frozenset({'Q92925', 'Q02880', 'Receptor'})"
"frozenset({'P35968', 'P27986', 'Receptor'})"
"frozenset({'Q5T5U3', 'P63104', 'Receptor'})"
"frozenset({'Receptor', 'Q2NL82', 'P08865'})"
"frozenset({'P28331', 'Receptor', 'P21580'})"
"frozenset({'Q9C0D3', 'O60478', 'Receptor'})"
"frozenset({'Q9H2X6', 'P57682', 'Receptor'})"
"frozenset({'Q13268', 'Q00987', 'Receptor'})"
"frozenset({'Q9H788', 'Q01850', 'Receptor'})"
"frozenset({'O00487', 'Q8TAK6', 'Receptor'})"
"frozenset({'P39656', 'P38606', 'Receptor'})"
"frozenset({'Receptor', 'Q9P2J5', 'Q9UQL6'})"
"frozenset({'P48681', 'Receptor', 'P14735'})"
"frozenset({'Q14558', 'Q9UKE5', 'Receptor'})"
"frozenset({'P26038', 'Receptor', 'Q6IS14'})"
"frozenset({'Q02750', 'P01889', 'Receptor'})"
"frozenset({'P62913', 'Receptor', 'P02751'})"
"frozenset({'P30480', 'P39656', 'Receptor'})"
"frozenset({'Q9UK05', 'P27037', 'Receptor'})"
"frozenset({'O95164', 'Q9BV68', 'Receptor'})"
"frozenset({'P0DP23', 'P35609', 'Receptor'})"
"frozenset({'Q8NEA9', 'Q8N987', 'Receptor'})"
"frozenset({'Q6ZQN5', 'Q6PI48', 'Receptor'})"
"frozenset({'P46778', 'Q12904', 'Receptor'})"
"frozenset({'P06213', 'P21781', 'Receptor'})"
"frozenset({'Q9H4X1', 'Receptor', 'P84022'})"
"frozenset({'O14920', 'Q7Z434', 'Receptor'})"
"frozenset({'Q9NR96', 'P60002', 'Receptor'})"
"frozenset({'P20591', 'Q9Y692', 'Receptor'})"
"frozenset({'Q92841', 'Q9BV73', 'Receptor'})"
"frozenset({'Q13409', 'P55072', 'Receptor'})"
"frozenset({'Q08945', 'O14980', 'Receptor'})"
"frozenset({'Q14919', 'Q9HBM6', 'Receptor'})"
"frozenset({'O60260', 'Receptor', 'Q92552'})"
"frozenset({'Q13503', 'O75586', 'Receptor'})"
"frozenset({'Q9Y592', 'Receptor', 'O14640'})"
"frozenset({'A6NMZ7', 'P18827', 'Receptor'})"
"frozenset({'Receptor', 'Q13619', 'Q92804'})"
"frozenset({'P78362', 'O96017', 'Receptor'})"
"frozenset({'Q9GZM8', 'Q9NS73', 'Receptor'})"
"frozenset({'O43390', 'P52597', 'Receptor'})"
"frozenset({'Q9NVW2', 'P25791', 'Receptor'})"
"frozenset({'Receptor', 'P63104', 'P16471'})"
"frozenset({'P11362', 'P08620', 'Receptor'})"
"frozenset({'P35548', 'P13984', 'Receptor'})"
"frozenset({'Q15388', 'Receptor', 'Q16659'})"
"frozenset({'P19438', 'Q9Y265', 'Receptor'})"
"frozenset({'P13569', 'P31948', 'Receptor'})"
"frozenset({'Q13347', 'P01106', 'Receptor'})"
"frozenset({'Q07020', 'Q00597', 'Receptor'})"
"frozenset({'Receptor', 'O95503', 'Q9Y4W2'})"
"frozenset({'Q9Y4K3', 'P62750', 'Receptor'})"
"frozenset({'Q9UBV2', 'Q2MV58', 'Receptor'})"
"frozenset({'P08572', 'P04279', 'Receptor'})"
"frozenset({'Q96ST8', 'P46108', 'Receptor'})"
"frozenset({'Receptor', 'P62714', 'Q9NUI1'})"
"frozenset({'P21333', 'Q9UKB1', 'Receptor'})"
"frozenset({'Receptor', 'P31040', 'P01889'})"
"frozenset({'Q15397', 'Q8IY81', 'Receptor'})"
"frozenset({'Q00796', 'Receptor', 'P10275'})"
"frozenset({'P16220', 'Q9H422', 'Receptor'})"
"frozenset({'Receptor', 'P29122', 'Q86YD3'})"
"frozenset({'Q8WW24', 'Q9H1Y0', 'Receptor'})"
"frozenset({'Q9P0K7', 'P63104', 'Receptor'})"
"frozenset({'P18848', 'P20226', 'Receptor'})"
"frozenset({'P29466', 'P38398', 'Receptor'})"
"frozenset({'P11172', 'Q99459', 'Receptor'})"
"frozenset({'P19338', 'P06748', 'Receptor'})"
"frozenset({'Q9HCE7', 'P50990', 'Receptor'})"
"frozenset({'P78362', 'Q8ND94', 'Receptor'})"
"frozenset({'O14974', 'O43847', 'Receptor'})"
"frozenset({'P18054', 'P14555', 'Receptor'})"
"frozenset({'Q03164', 'Receptor', 'P50750'})"
"frozenset({'Q8TBB1', 'P62191', 'Receptor'})"
"frozenset({'Q13573', 'Q6PGP7', 'Receptor'})"
"frozenset({'Q92608', 'P60411', 'Receptor'})"
"frozenset({'Q9BUJ2', 'Q14151', 'Receptor'})"
"frozenset({'P78345', 'Q9UJX2', 'Receptor'})"
"frozenset({'P22694', 'Receptor', 'O95222'})"
"frozenset({'Q12906', 'P14866', 'Receptor'})"
"frozenset({'O95758', 'P13797', 'Receptor'})"
"frozenset({'Q13077', 'Q01844', 'Receptor'})"
"frozenset({'Q01968', 'O75396', 'Receptor'})"
"frozenset({'Q96IZ0', 'P62993', 'Receptor'})"
"frozenset({'Q92688', 'O95999', 'Receptor'})"
"frozenset({'Q12929', 'Q15735', 'Receptor'})"
"frozenset({'O95967', 'O75360', 'Receptor'})"
"frozenset({'Q9NQT5', 'Q5RKV6', 'Receptor'})"
"frozenset({'P62316', 'Receptor', 'Q15393'})"
"frozenset({'O00233', 'Q08209', 'Receptor'})"
"frozenset({'Q00978', 'Receptor', 'P48551'})"
"frozenset({'Q9Y580', 'Receptor', 'Q09161'})"
"frozenset({'P53708', 'Q9NVD7', 'Receptor'})"
"frozenset({'Q02878', 'Q14197', 'Receptor'})"
"frozenset({'Q15459', 'Receptor', 'Q14164'})"
"frozenset({'Receptor', 'P52198', 'Q14185'})"
"frozenset({'Q9UKB1', 'Q9Y4L5', 'Receptor'})"
"frozenset({'P06702', 'Q16539', 'Receptor'})"
"frozenset({'O15379', 'P49716', 'Receptor'})"
"frozenset({'Receptor', 'Q9BTC8', 'O95429'})"
"frozenset({'P49407', 'Q9Y6M1', 'Receptor'})"
"frozenset({'Q9P2B7', 'P60006', 'Receptor'})"
"frozenset({'Q08830', 'Receptor', 'Q9UBB9'})"
"frozenset({'P63146', 'Q5T4S7', 'Receptor'})"
"frozenset({'Q9BRR9', 'Receptor', 'P60953'})"
"frozenset({'Q5SW79', 'Q8WXF1', 'Receptor'})"
"frozenset({'P98077', 'P00533', 'Receptor'})"
"frozenset({'Q13228', 'Receptor', 'Q92734'})"
"frozenset({'Q9HAU5', 'O95453', 'Receptor'})"
"frozenset({'P25786', 'Q9UPY8', 'Receptor'})"
"frozenset({'Q00613', 'Receptor', 'Q05086'})"
"frozenset({'P15927', 'P13010', 'Receptor'})"
"frozenset({'Q99832', 'P55072', 'Receptor'})"
"frozenset({'Receptor', 'Q5C9Z4', 'P08865'})"
"frozenset({'Q9NTJ3', 'Q9NRD1', 'Receptor'})"
"frozenset({'P23528', 'P33316', 'Receptor'})"
"frozenset({'P35637', 'P56537', 'Receptor'})"
"frozenset({'O43323', 'Q9BWV1', 'Receptor'})"
"frozenset({'Q6IN84', 'Q9HC36', 'Receptor'})"
"frozenset({'P17516', 'Q6UX71', 'Receptor'})"
"frozenset({'P31749', 'Q9BZQ8', 'Receptor'})"
"frozenset({'O75071', 'Q96HH9', 'Receptor'})"
"frozenset({'P46782', 'P62906', 'Receptor'})"
"frozenset({'Q9UNF0', 'Q9Y5P4', 'Receptor'})"
"frozenset({'Receptor', 'P68400', 'Q13111'})"
"frozenset({'Q9NUD5', 'Q02539', 'Receptor'})"
"frozenset({'Q8N5L8', 'Q96KN7', 'Receptor'})"
"frozenset({'Q86TS9', 'Q9NP92', 'Receptor'})"
"frozenset({'P25787', 'Q86TM6', 'Receptor'})"
"frozenset({'P47755', 'Q6NYC8', 'Receptor'})"
"frozenset({'P53675', 'Q96H55', 'Receptor'})"
"frozenset({'Q15717', 'Q9NR31', 'Receptor'})"
"frozenset({'P07384', 'Q6UXB4', 'Receptor'})"
"frozenset({'Q9Y2K6', 'Q92813', 'Receptor'})"
"frozenset({'Q16537', 'P30154', 'Receptor'})"
"frozenset({'Q9Y5X4', 'Receptor', 'Q16533'})"
"frozenset({'Q8WV44', 'Q5T619', 'Receptor'})"
"frozenset({'P60709', 'Q9BR76', 'Receptor'})"
"frozenset({'Q15937', 'A8MQ03', 'Receptor'})"
"frozenset({'Q8WVM8', 'P18206', 'Receptor'})"
"frozenset({'Q8N3V7', 'Q13829', 'Receptor'})"
"frozenset({'Q9BRP8', 'P61247', 'Receptor'})"
"frozenset({'Q13618', 'P41219', 'Receptor'})"
"frozenset({'Q12756', 'Q13064', 'Receptor'})"
"frozenset({'Q9BXT4', 'Q99496', 'Receptor'})"
"frozenset({'Q9GZP9', 'Receptor', 'Q8WV19'})"
"frozenset({'O94913', 'Receptor', 'Q86V81'})"
"frozenset({'P46782', 'P49411', 'Receptor'})"
"frozenset({'Receptor', 'Q92905', 'Q5EE01'})"
"frozenset({'P43243', 'Q99759', 'Receptor'})"
"frozenset({'Q8WUI4', 'O43707', 'Receptor'})"
"frozenset({'Q14790', 'Receptor', 'Q8NB16'})"
"frozenset({'Receptor', 'P24941', 'Q9C0C2'})"
"frozenset({'O15400', 'Q08379', 'Receptor'})"
"frozenset({'Q8IXM6', 'Receptor', 'A2A2Y4'})"
"frozenset({'P28358', 'Receptor', 'P48594'})"
"frozenset({'Q13155', 'Q8IZ69', 'Receptor'})"
"frozenset({'P54578', 'Q13200', 'Receptor'})"
"frozenset({'P01024', 'Receptor', 'P02751'})"
"frozenset({'O00429', 'Receptor', 'Q9C0B0'})"
"frozenset({'Q9NZC7', 'P53396', 'Receptor'})"
"frozenset({'Receptor', 'Q9BY77', 'Q09161'})"
"frozenset({'Q9UHH9', 'Q8N448', 'Receptor'})"
"frozenset({'Q7L2J0', 'Q53GS9', 'Receptor'})"
"frozenset({'Receptor', 'P35611', 'P05412'})"
"frozenset({'P49639', 'Q96F45', 'Receptor'})"
"frozenset({'P05305', 'P24530', 'Receptor'})"
"frozenset({'P61077', 'Q9P0P0', 'Receptor'})"
"frozenset({'Q15038', 'Q6PEX3', 'Receptor'})"
"frozenset({'P36954', 'Q9H4Z3', 'Receptor'})"
"frozenset({'Receptor', 'O14964', 'P22314'})"
"frozenset({'Receptor', 'P15954', 'Q9C002'})"
"frozenset({'Q04206', 'Q15034', 'Receptor'})"
"frozenset({'P39019', 'Receptor', 'P18077'})"
"frozenset({'P40763', 'Receptor', 'Q8N960'})"
"frozenset({'P49407', 'B2RN74', 'Receptor'})"
"frozenset({'Q13526', 'Q8NBZ0', 'Receptor'})"
"frozenset({'Receptor', 'P30041', 'P27695'})"
"frozenset({'P49736', 'P49368', 'Receptor'})"
"frozenset({'Q96QP1', 'P07900', 'Receptor'})"
"frozenset({'P10826', 'P48443', 'Receptor'})"
"frozenset({'Q15910', 'Q08999', 'Receptor'})"
"frozenset({'P18509', 'Q8IVV7', 'Receptor'})"
"frozenset({'Q6P158', 'Q9NRC8', 'Receptor'})"
"frozenset({'Receptor', 'P46013', 'P24941'})"
"frozenset({'Q96SB4', 'Q8IVW4', 'Receptor'})"
"frozenset({'P04196', 'Receptor', 'Q96PM5'})"
"frozenset({'P60520', 'Receptor', 'P17987'})"
"frozenset({'O76014', 'Q8IYX1', 'Receptor'})"
"frozenset({'P19429', 'P06753', 'Receptor'})"
"frozenset({'P35579', 'O00255', 'Receptor'})"
"frozenset({'Receptor', 'Q9Y265', 'Q9UQL6'})"
"frozenset({'P18074', 'P35269', 'Receptor'})"
"frozenset({'Receptor', 'P15882', 'P84095'})"
"frozenset({'Q9NUK0', 'O75553', 'Receptor'})"
"frozenset({'P40692', 'Q92878', 'Receptor'})"
"frozenset({'Q93077', 'P13612', 'Receptor'})"
"frozenset({'P14373', 'Q32MH5', 'Receptor'})"
"frozenset({'Receptor', 'P62807', 'Q92796'})"
"frozenset({'Receptor', 'P63279', 'Q6VMQ6'})"
"frozenset({'Receptor', 'Q96EY9', 'Q92830'})"
"frozenset({'P43243', 'Q9Y3I0', 'Receptor'})"
"frozenset({'Receptor', 'P23497', 'P35573'})"
"frozenset({'P16220', 'Receptor', 'Q13237'})"
"frozenset({'Q6PIU2', 'Q9H6F2', 'Receptor'})"
"frozenset({'O14980', 'Receptor', 'Q9GZL7'})"
"frozenset({'Receptor', 'Q86YV0', 'P01116'})"
"frozenset({'P32927', 'Receptor', 'P08700'})"
"frozenset({'Q6ZN16', 'Receptor', 'Q9Y275'})"
"frozenset({'P78347', 'Q96DC9', 'Receptor'})"
"frozenset({'Receptor', 'Q5T5U3', 'Q9NQW6'})"
"frozenset({'P01848', 'Q86UD1', 'Receptor'})"
"frozenset({'P62979', 'P27448', 'Receptor'})"
"frozenset({'Receptor', 'P13727', 'Q8TEL6'})"
"frozenset({'Q9P0W0', 'P26951', 'Receptor'})"
"frozenset({'Q8NFH3', 'Q9NRG9', 'Receptor'})"
"frozenset({'P61960', 'P61218', 'Receptor'})"
"frozenset({'Q86XI6', 'Q93100', 'Receptor'})"
"frozenset({'Q9Y3E0', 'P51970', 'Receptor'})"
"frozenset({'Q15653', 'Q9Y6K9', 'Receptor'})"
"frozenset({'Q9Y3U8', 'P46776', 'Receptor'})"
"frozenset({'Q08752', 'Q8IXQ4', 'Receptor'})"
"frozenset({'Q8WW24', 'Q9UKT9', 'Receptor'})"
"frozenset({'Q9BU61', 'O00217', 'Receptor'})"
"frozenset({'Q13501', 'Q16718', 'Receptor'})"
"frozenset({'P05141', 'Q13617', 'Receptor'})"
"frozenset({'Q99853', 'Q8N3U4', 'Receptor'})"
"frozenset({'Q6NUN9', 'P04844', 'Receptor'})"
"frozenset({'P63010', 'P62316', 'Receptor'})"
"frozenset({'Receptor', 'P47893', 'P25098'})"
"frozenset({'P05362', 'Receptor', 'P07437'})"
"frozenset({'P62820', 'Q08379', 'Receptor'})"
"frozenset({'Q8IWZ5', 'Q8TCT0', 'Receptor'})"
"frozenset({'Q03518', 'Q9H553', 'Receptor'})"
"frozenset({'Q9Y376', 'Q53R12', 'Receptor'})"
"frozenset({'Q96PZ0', 'Q9UHY7', 'Receptor'})"
"frozenset({'Q15797', 'O43524', 'Receptor'})"
"frozenset({'Q15366', 'Receptor', 'P50750'})"
"frozenset({'Q7Z5K2', 'P27635', 'Receptor'})"
"frozenset({'P13473', 'P23258', 'Receptor'})"
"frozenset({'Q9UPU9', 'O14980', 'Receptor'})"
"frozenset({'Q9NSD9', 'Q8N9I9', 'Receptor'})"
"frozenset({'Q6ZTW0', 'Receptor', 'O15078'})"
"frozenset({'Receptor', 'P10242', 'P51531'})"
"frozenset({'Q9H0R8', 'Receptor', 'P15531'})"
"frozenset({'Receptor', 'P54277', 'P43246'})"
"frozenset({'Q99436', 'P06702', 'Receptor'})"
"frozenset({'P17612', 'Q8NGC1', 'Receptor'})"
"frozenset({'Q8N3V7', 'P98082', 'Receptor'})"
"frozenset({'Receptor', 'Q6AI12', 'P40337'})"
"frozenset({'P60520', 'Q9NW13', 'Receptor'})"
"frozenset({'Q9Y3Q8', 'O75909', 'Receptor'})"
"frozenset({'P01375', 'P0DP25', 'Receptor'})"
"frozenset({'O95352', 'Q14247', 'Receptor'})"
"frozenset({'Q9BT17', 'P04156', 'Receptor'})"
"frozenset({'P21266', 'Q9HCE1', 'Receptor'})"
"frozenset({'P05198', 'P27694', 'Receptor'})"
"frozenset({'Q9Y2S0', 'P43364', 'Receptor'})"
"frozenset({'O00308', 'Q92567', 'Receptor'})"
"frozenset({'Q9Y6I4', 'Receptor', 'P68431'})"
"frozenset({'Q9UPN9', 'O95619', 'Receptor'})"
"frozenset({'Q04656', 'Q8N668', 'Receptor'})"
"frozenset({'P42338', 'P09619', 'Receptor'})"
"frozenset({'P23458', 'Q9HC35', 'Receptor'})"
"frozenset({'Q9Y3I1', 'Q13490', 'Receptor'})"
"frozenset({'P05387', 'Receptor', 'P49207'})"
"frozenset({'Q7Z7F7', 'Q9P015', 'Receptor'})"
"frozenset({'P61218', 'P09912', 'Receptor'})"
"frozenset({'Q7L8C5', 'P58400', 'Receptor'})"
"frozenset({'Receptor', 'Q86VP6', 'Q9BYG3'})"
"frozenset({'O76071', 'P05067', 'Receptor'})"
"frozenset({'P35637', 'Receptor', 'P49327'})"
"frozenset({'P16234', 'Receptor', 'Q9BZM5'})"
"frozenset({'Q5JU00', 'Q9P2D0', 'Receptor'})"
"frozenset({'P19174', 'Receptor', 'P55157'})"
"frozenset({'Q09472', 'Q16891', 'Receptor'})"
"frozenset({'Q96A08', 'Receptor', 'Q9UQL6'})"
"frozenset({'P62753', 'Q96RG2', 'Receptor'})"
"frozenset({'P25774', 'O15551', 'Receptor'})"
"frozenset({'O95467', 'P29992', 'Receptor'})"
