negatives
"('Q8IUE6', 'P58876')"
"('Q13573', 'P51531')"
"('Q99558', 'Q08211')"
"('P29965', 'P26599')"
"('O15209', 'Q9NRR5')"
"('P19876', 'P61073')"
"('Q9NPH0', 'Q8N357')"
"('Q9BZD4', 'P52429')"
"('O75154', 'P62491')"
"('P62249', 'Q15628')"
"('P58012', 'P19876')"
"('Q92794', 'P54259')"
"('Q04771', 'P63010')"
"('P40337', 'P33176')"
"('Q7L0Q8', 'O43639')"
"('P61981', 'Q15029')"
"('O75529', 'P61244')"
"('P67870', 'Q9NQZ8')"
"('Q04721', 'Q9Y2E6')"
"('Q5VSL9', 'P62714')"
"('Q15648', 'P19793')"
"('Q7LC44', 'P19012')"
"('P55773', 'P32248')"
"('Q92538', 'Q92888')"
"('P01116', 'P27361')"
"('P84022', 'Q9UBW7')"
"('Q14683', 'Q16629')"
"('P61981', 'Q9NYF8')"
"('Q09472', 'Q8TAD8')"
"('P62277', 'P61247')"
"('P62487', 'P62875')"
"('O14965', 'P49450')"
"('Q15149', 'Q9UMD9')"
"('P01106', 'Q9Y6J9')"
"('P28482', 'O43521')"
"('Q13418', 'P49841')"
"('Q12834', 'Q15323')"
"('O75665', 'Q9Y383')"
"('Q06587', 'Q9HC52')"
"('P62987', 'O75581')"
"('P17252', 'Q8TAA9')"
"('P13569', 'P78527')"
"('P19784', 'O14641')"
"('Q68E01', 'Q04837')"
"('P00918', 'P10809')"
"('Q9NWQ8', 'P06241')"
"('Q8N423', 'P04439')"
"('145781', 'P35998')"
"('Q8TDR4', 'Q14582')"
"('Q9Y230', 'O75363')"
"('P19438', 'Q9NXR7')"
"('P05067', 'Q03113')"
"('O14818', 'P25789')"
"('P29353', 'P30519')"
"('Q9Y4R7', 'Q86XS8')"
"('P51617', 'Q5VVH5')"
"('P30988', 'P62158')"
"('P04899', 'P0C869')"
"('P04350', 'Q14204')"
"('P63279', 'P11387')"
"('Q9ULI4', 'P53779')"
"('P05060', 'P05109')"
"('Q92831', 'Q9Y6J9')"
"('Q96NB3', 'Q13123')"
"('O75251', 'P03897')"
"('P63279', 'O75925')"
"('Q9UHV8', 'P63261')"
"('P10768', 'Q9Y4K3')"
"('P04637', 'P25963')"
"('O00459', 'P19174')"
"('Q13751', 'P26012')"
"('P21246', '343477')"
"('P22736', 'Q9Y618')"
"('Q71F56', 'P28702')"
"('O75676', 'Q70SY1')"
"('P67809', 'Q9UKV8')"
"('P09496', 'O95782')"
"('P40425', 'Q9NXF8')"
"('Q9NQV8', 'P16220')"
"('Q12905', 'Q9Y230')"
"('P59901', 'P12314')"
"('Q9BXR0', 'Q99963')"
"('P62277', 'P42677')"
"('P61081', 'P23508')"
"('P17612', 'A8MYU2')"
"('Q13573', 'P08670')"
"('P56746', 'C9JDP6')"
"('Q8IYD1', 'Q96Q15')"
"('P51817', 'Q02846')"
"('O75821', 'O15371')"
"('P35659', 'O95782')"
"('Q96GE4', 'Q9UNS1')"
"('P02545', 'P84022')"
"('Q99962', 'Q8WUM4')"
"('P25208', 'P37173')"
"('Q13330', 'Q15717')"
"('Q8NC44', 'Q9GZQ8')"
"('P25054', 'P12270')"
"('Q9UPN9', 'Q8IY57')"
"('O95319', 'Q15365')"
"('P61927', 'Q9UNX3')"
"('P11802', 'Q9UQE7')"
"('P63000', 'Q8IW93')"
"('Q8IYB8', 'Q13573')"
"('Q92993', 'Q5T3J3')"
"('O96000', 'Q9Y6M9')"
"('O14964', 'Q15796')"
"('P17544', 'P19838')"
"('P10276', 'Q00056')"
"('P10145', 'P23396')"
"('P12980', 'P17542')"
"('P23511', 'P10912')"
"('Q16795', 'P03897')"
"('Q15418', 'P33981')"
"('P49207', 'P62899')"
"('P31483', 'Q7KZF4')"
"('P09455', 'O75446')"
"('Q9UHY7', 'O75925')"
"('O43395', 'P54727')"
"('Q92997', 'P78337')"
"('P55854', 'Q9Y618')"
"('Q99459', 'Q9UHD8')"
"('Q99547', 'Q9UKR5')"
"('O60739', 'P25788')"
"('P62070', 'Q13485')"
"('Q16659', 'Q8NAV1')"
"('Q9H4E5', 'Q13177')"
"('P62273', 'O15519')"
"('Q92769', 'P10275')"
"('P78549', 'O14556')"
"('Q8TBK6', 'Q8NAV1')"
"('P10912', 'P08575')"
"('406948', 'P19544')"
"('P01620', 'P01876')"
"('Q7L8J4', 'P31946')"
"('P78362', 'Q9UKV3')"
"('Q15306', 'P24863')"
"('P51784', 'Q14457')"
"('Q96HC4', 'P62829')"
"('P02452', 'P16070')"
"('P00519', 'P61764')"
"('A4D0S4', 'P13612')"
"('P34741', 'P01137')"
"('P32121', 'Q96R08')"
"('P20809', 'P19235')"
"('P13236', 'Q04206')"
"('Q14289', 'Q06124')"
"('Q9H0U4', 'P01889')"
"('Q9BZV1', 'P55072')"
"('Q9Y4K3', 'P30084')"
"('P68400', 'P11388')"
"('Q9GZX6', 'Q01344')"
"('O95402', 'Q9BWU1')"
"('P55075', 'P10721')"
"('P23508', 'P15170')"
"('P43243', 'P61978')"
"('Q9NZM5', 'P54257')"
"('Q14164', 'Q9H329')"
"('Q15915', 'P10070')"
"('Q9BTM1', 'Q7Z2G1')"
"('P22362', 'P32302')"
"('P17252', 'P10398')"
"('P68036', 'Q6ZMZ0')"
"('Q71H61', 'P31947')"
"('Q16659', 'Q9H7H0')"
"('O95376', 'P51668')"
"('Q8WYK2', 'P17275')"
"('Q96RT1', 'P08311')"
"('P62258', 'P30305')"
"('Q9NYL9', 'Q9GZQ8')"
"('P20671', 'Q9BY41')"
"('P46527', 'P07947')"
"('Q969T4', 'O94874')"
"('Q14919', 'Q9HBM6')"
"('P35916', 'Q6VMQ6')"
"('Q8TD86', 'P51828')"
"('Q969X5', 'Q9Y282')"
"('P51571', 'P20333')"
"('Q9BUN5', 'P18146')"
"('Q96FW1', 'P04637')"
"('Q86XI2', 'Q9HC98')"
"('O95484', 'O95832')"
"('Q13639', 'P38405')"
"('Q14155', 'Q9BZW8')"
"('Q93079', 'Q6UXN9')"
"('Q92841', 'Q9BWF3')"
"('P21860', 'P42338')"
"('Q9UKV0', 'Q9BTM1')"
"('P55345', 'P61978')"
"('O95251', 'Q96BR9')"
"('Q13387', 'O95084')"
"('Q13018', 'P22301')"
"('P55081', 'P04792')"
"('Q969H0', 'Q15041')"
"('Q9NX65', 'P57086')"
"('P19174', 'O75369')"
"('P14316', 'Q6P179')"
"('O15131', 'P00367')"
"('O15530', 'Q8IWY9')"
"('Q14204', 'P60510')"
"('Q16539', 'P42574')"
"('P78423', 'P51677')"
"('P68400', 'Q13112')"
"('Q5T3J3', 'P25445')"
"('Q9H2U1', 'O94817')"
"('O00522', 'P35222')"
"('Q06609', 'O60684')"
"('Q9BWV1', 'Q5T3J3')"
"('Q13469', 'O43353')"
"('Q9UHC7', 'P0CG48')"
"('Q05655', 'O14654')"
"('Q9BUA3', 'P62258')"
"('P63167', 'P01889')"
"('P15498', 'O15524')"
"('P18084', 'O43707')"
"('P19387', 'P19447')"
"('P19838', 'P35222')"
"('P62906', 'P26373')"
"('O15550', '9757')"
"('P31749', 'Q16584')"
"('Q9UM73', 'Q7RTS7')"
"('Q9HD26', 'Q8IUQ4')"
"('P20333', 'Q9NVI7')"
"('P63104', 'P19338')"
"('Q9NZW5', 'Q01780')"
"('Q13227', 'P04637')"
"('P01106', 'O15524')"
"('Q14457', 'O60861')"
"('P23458', 'P17252')"
"('P67775', 'Q16537')"
"('P09529', 'P01137')"
"('Q13976', 'P62140')"
"('P05129', 'P10398')"
"('O60716', 'P49674')"
"('P62258', 'Q00613')"
"('P62891', 'Q07021')"
"('P62333', 'P04792')"
"('O95619', 'P0C0S5')"
"('Q9HCU9', 'Q14789')"
"('O95347', 'Q99459')"
"('P49910', 'Q8IYF1')"
"('Q12834', 'O95997')"
"('Q9Y5U9', 'P41220')"
"('Q13573', 'Q86YP4')"
"('Q16777', 'Q9UQL6')"
"('Q15834', 'Q9HAF1')"
"('Q9HAU5', 'Q9H173')"
"('P67775', 'Q9Y570')"
"('P61927', 'Q92901')"
"('Q9Y4P9', 'Q9H8W4')"
"('A1A4S6', 'P15153')"
"('Q86Y13', 'O14933')"
"('Q13237', 'O60266')"
"('P01106', 'O60566')"
"('Q9ULV8', 'P23458')"
"('Q13309', 'Q9UM11')"
"('P01889', 'Q06210')"
"('Q12933', 'Q9NVZ3')"
"('Q8NHL6', 'P61769')"
"('P62258', 'P49815')"
"('Q96BK5', 'P62857')"
"('P26368', 'P55795')"
"('Q14566', 'Q8WYB5')"
"('P51817', 'O60266')"
"('P48444', 'Q15714')"
"('P50549', 'P11308')"
"('P01100', 'Q09472')"
"('Q99856', 'Q969T4')"
"('P05231', 'P17676')"
"('Q969T9', 'Q9UH03')"
"('406901', 'P46109')"
"('Q13310', 'Q9HCK5')"
"('Q9Y3D7', 'P51674')"
"('P35222', 'P15692')"
"('P01106', 'Q13105')"
"('Q9UHQ1', 'P61086')"
"('Q16254', 'P42771')"
"('Q13573', 'Q8N6R0')"
"('Q96BK5', 'Q9NR30')"
"('P32121', 'A6NH00')"
"('P60709', 'P06756')"
"('Q9BQS6', 'Q9UKK9')"
"('Q9UPQ9', 'Q9H9G7')"
"('Q9UBN7', 'Q14247')"
"('Q92611', 'Q7L1Q6')"
"('Q13227', '26765')"
"('Q9P0J0', 'P51970')"
"('P16389', 'P78352')"
"('Q16082', 'P45983')"
"('Q9UBS5', 'P63211')"
"('Q9Y6K9', 'P01871')"
"('Q70Z53', 'Q12852')"
"('Q03014', 'Q92908')"
"('P63261', 'O14920')"
"('Q9UKT8', 'P63208')"
"('P03901', 'P03891')"
"('O95832', 'P78369')"
"('Q9NYJ8', 'P31689')"
"('P23511', 'Q13126')"
"('145781', 'Q96GD3')"
"('Q9UBK5', 'P42336')"
"('P10242', 'P08123')"
"('P62854', 'Q9NX58')"
"('Q15843', 'P62249')"
"('P62993', 'Q5HYK7')"
"('P43246', 'O95059')"
"('Q5TA45', 'P04183')"
"('P40225', 'Q08334')"
"('P11021', 'P16871')"
"('P63096', 'O15264')"
"('P49674', 'O75581')"
"('P01137', 'Q8TEU8')"
"('Q96J02', 'P28065')"
"('Q9NV56', 'Q13315')"
"('Q9Y4K3', 'P29692')"
"('P38936', 'P49715')"
"('P35372', 'P04899')"
"('Q9H9D4', 'O95985')"
"('Q96C10', 'O15226')"
"('Q15365', 'Q13427')"
"('P30411', 'P30679')"
"('P10244', 'P14635')"
"('Q9ULV1', 'Q00722')"
"('Q15291', 'Q8N257')"
"('O60641', 'P12980')"
"('P05231', 'P19235')"
"('P61964', 'O15047')"
"('P35227', 'P0CG48')"
"('P16104', 'O95881')"
"('P57729', 'Q13485')"
"('P54652', 'O43353')"
"('Q9Y5X1', 'P17028')"
"('Q13237', 'P05026')"
"('Q16643', 'Q9NSB8')"
"('Q99523', 'P24941')"
"('P61981', 'P63104')"
"('Q9ULM3', 'P78537')"
"('Q9UI09', 'P56556')"
"('Q13501', 'Q16620')"
"('Q99459', 'P12270')"
"('O60671', 'Q9UIF7')"
"('P17568', 'O43674')"
"('P36405', 'P04637')"
"('P42858', 'P20936')"
"('O00459', 'P48736')"
"('P24530', 'P09471')"
"('P62266', 'P46777')"
"('Q07955', 'P09651')"
"('Q14653', 'Q92844')"
"('Q9UKV5', 'Q9Y2X8')"
"('O43542', 'O43502')"
"('P84022', 'Q9UEE9')"
"('P35240', 'P16070')"
"('O14512', 'P23458')"
"('Q01850', 'P01106')"
"('Q14966', 'Q96EK5')"
"('Q9BQ83', 'Q15008')"
"('A6NI73', 'P31994')"
"('Q96DG6', 'Q14240')"
"('P62993', 'O60244')"
"('P14866', 'P56945')"
"('P63104', 'Q13813')"
"('P28335', 'Q13424')"
"('Q8TDR0', 'Q9UPV9')"
"('P51681', 'Q15013')"
"('Q9UQ16', 'P06241')"
"('P26441', 'P26951')"
"('O60383', 'P42773')"
"('P41222', 'P54253')"
"('Q15370', 'Q93034')"
"('Q9BTM1', 'P33778')"
"('Q15173', 'P19429')"
"('P52272', 'O95819')"
"('Q99616', 'P61073')"
"('P04637', 'Q9UHC7')"
"('P55210', 'O95760')"
"('Q9BUJ2', 'Q15287')"
"('Q9NX70', 'Q13148')"
"('P04049', 'P10275')"
"('Q9P227', 'Q07890')"
"('P52701', 'P09429')"
"('P04844', 'P46977')"
"('Q12986', 'Q14103')"
"('P49286', 'P28482')"
"('Q8NHM5', 'P0C0S5')"
"('Q96P09', 'P51668')"
"('P08047', 'P38936')"
"('O15144', 'P63261')"
"('Q8TAS1', 'P00519')"
"('Q9NV70', 'Q03001')"
"('P29353', 'Q9H0H5')"
"('P15941', 'P07948')"
"('P01106', 'Q13485')"
"('P80162', 'P32246')"
"('O60641', 'Q9Y6K9')"
"('P53779', 'P15408')"
"('P14859', 'P23511')"
"('P18146', 'Q9NZN8')"
"('O75530', 'Q9UBC3')"
"('P62913', 'P61353')"
"('Q9UIF7', 'P43246')"
"('P20333', 'P53618')"
"('Q07157', 'O95471')"
"('P01106', 'Q92503')"
"('P30480', 'P42771')"
"('Q99459', 'P63165')"
"('P29400', 'Q9HCN6')"
"('Q14653', 'P33681')"
"('Q06643', 'P01374')"
"('Q9UHL9', 'P00519')"
"('P38484', 'P29597')"
"('O75400', 'Q8IWX8')"
"('P11171', 'P42771')"
"('Q8TD86', 'Q14028')"
"('Q9UJ70', 'O15198')"
"('O00585', 'O00590')"
"('Q13546', 'Q13501')"
"('Q96B26', 'Q9HCG8')"
"('Q01201', 'P60709')"
"('P62330', 'O95347')"
"('Q5VTR2', 'O75832')"
"('P46934', 'P37088')"
"('P07948', 'P16885')"
"('P01106', 'P16383')"
"('Q9HC24', 'Q99873')"
"('P02647', 'P05067')"
"('P46781', 'P62857')"
"('Q9H8S9', 'Q9Y4K3')"
"('P11142', 'P00505')"
"('P00519', 'Q9Y2H0')"
"('O15481', 'Q8IY81')"
"('P11362', 'P28482')"
"('P40763', 'P06239')"
"('Q99714', 'Q12873')"
"('Q14738', 'Q7Z3S7')"
"('Q96JN2', 'P54253')"
"('P16520', 'O60840')"
"('Q96MX0', 'Q06187')"
"('Q13753', 'P26010')"
"('P36873', 'Q9BXT2')"
"('P14778', 'Q12933')"
"('Q15652', 'P10275')"
"('P62380', 'P14921')"
"('P28070', 'P53350')"
"('Q14185', 'Q9GZQ8')"
"('Q14790', 'O00220')"
"('P49841', 'P49715')"
"('Q9NQW7', 'O95989')"
"('O60684', 'P30793')"
"('O95819', 'Q12840')"
"('Q15651', 'P10828')"
"('O15498', 'O15400')"
"('O00141', 'P52272')"
"('O75528', 'O75478')"
"('P18074', 'Q13501')"
"('Q9UQM7', 'Q14524')"
"('Q92569', 'P60763')"
"('Q92841', 'Q8TBB1')"
"('P55072', 'Q92956')"
"('Q9UJF2', 'P01111')"
"('P12644', 'Q12841')"
"('P10276', 'P48443')"
"('P01106', 'O43795')"
"('Q15019', 'P40337')"
"('P53667', 'Q9Y281')"
"('Q8NC60', 'P07305')"
"('P18146', 'Q14938')"
"('Q14031', 'P26010')"
"('P08758', 'P18084')"
"('P51692', 'P32927')"
"('P17676', 'P51681')"
"('P05112', 'O95644')"
"('Q13309', 'Q92858')"
"('O00425', 'Q9UL18')"
"('Q9HAU4', 'P27824')"
"('P46108', 'P06865')"
"('Q86WB0', 'Q13616')"
"('Q9Y3U8', 'P26373')"
"('P68104', 'Q9HAV4')"
"('P46100', 'O60934')"
"('Q9BXM0', 'P55157')"
"('O75533', 'Q96I25')"
"('P01589', 'Q04206')"
"('P13232', 'P14316')"
"('P15924', 'Q00653')"
"('Q9Y5J5', 'Q14739')"
"('Q13310', 'Q9UIV1')"
"('P98095', 'Q8N8S7')"
"('Q96CN9', 'P54259')"
"('P11171', 'P61006')"
"('O75369', 'O95433')"
"('O15259', 'Q9Y283')"
"('Q9Y5N6', 'Q9UJX2')"
"('O00425', 'Q9UHX1')"
"('Q9NPP4', 'Q13075')"
"('P43146', 'P15311')"
"('Q99714', 'P51668')"
"('P50570', 'P46108')"
"('Q6PD62', 'O15198')"
"('Q15370', 'P62877')"
"('Q9H444', 'Q96CF2')"
"('Q9NSC5', 'Q9UPX8')"
"('P56856', 'P56880')"
"('P51572', 'P01889')"
"('P61247', 'P62266')"
"('Q96NT1', 'P54257')"
"('O60244', 'Q9H2G2')"
"('P09914', 'P42224')"
"('Q16659', 'P47736')"
"('Q01968', 'P61106')"
"('P15336', 'P24522')"
"('P08670', 'Q15714')"
"('P19012', 'P35900')"
"('P31314', 'Q15181')"
"('Q9HC52', 'Q03111')"
"('Q9Y286', 'Q13077')"
"('P30049', 'P06576')"
"('O14745', 'P46937')"
"('Q6P4R8', 'Q9H981')"
"('Q29836', 'P43628')"
"('Q99877', 'Q9P0M6')"
"('A6NIX2', 'Q9H4B6')"
"('Q9BQ83', 'P60900')"
"('P62945', 'P05386')"
"('P49959', 'P78527')"
"('Q92831', 'O75529')"
"('Q68E01', 'Q9NRY2')"
"('P27361', 'P23219')"
"('Q9Y6B6', 'Q9NQW1')"
"('Q8WUM4', 'Q9UNY4')"
"('P60228', 'Q92597')"
"('P41235', 'P26927')"
"('P51692', 'P46109')"
"('Q9Y2X8', 'Q14139')"
"('P62913', 'P46779')"
"('P29353', 'Q16695')"
"('O75604', 'Q7L4P6')"
"('P48736', 'Q13480')"
"('P51948', 'P10827')"
"('P12643', 'Q16671')"
"('O14964', 'P62987')"
"('Q9Y4K3', 'Q9UNM6')"
"('P22301', 'Q969J5')"
"('P35609', 'Q05586')"
"('P01100', 'P10145')"
"('P56645', 'P49674')"
"('P25054', 'Q9Y297')"
"('P31946', 'Q14C86')"
"('Q8IVF5', 'P60953')"
"('P55072', 'P54252')"
"('P01106', 'Q9BV86')"
"('Q07021', 'P31946')"
"('P01106', 'P22732')"
"('P35626', 'Q8NGF9')"
"('Q14315', 'Q9H4A3')"
"('O75530', 'Q15714')"
"('O00505', 'Q9Y247')"
"('P17612', 'Q9NQA5')"
"('Q2NL82', 'Q99558')"
"('Q13885', 'Q9NY65')"
"('Q16659', 'Q71U36')"
"('Q9UJU6', 'P11802')"
"('Q04637', 'P52298')"
"('P29474', 'Q8TD86')"
"('O60602', 'Q99836')"
"('P42166', 'O43765')"
"('P12931', 'Q07889')"
"('Q6VMQ6', 'P60709')"
"('Q8N5F7', 'Q14498')"
"('Q92698', 'O43543')"
"('P0CG48', 'Q9UK41')"
"('P17252', 'P42345')"
"('P07949', 'Q9Y6I3')"
"('Q13625', 'Q9GZV5')"
"('O15372', 'Q7L2H7')"
"('Q13797', 'P05106')"
"('Q13573', 'P17980')"
"('Q9UI12', 'Q9Y5J5')"
"('Q92824', 'P03971')"
"('P22676', 'P68366')"
"('Q9UKR5', 'Q9UK32')"
"('P29322', 'P20936')"
"('O00459', 'P10827')"
"('Q07820', 'P27797')"
"('P63173', 'P61513')"
"('Q14164', 'P21796')"
"('Q13415', 'P17096')"
"('Q9UGN5', 'Q00688')"
"('P43403', 'P48736')"
"('Q9Y6X2', 'Q09472')"
"('Q7Z794', 'O75365')"
"('P42224', 'P14784')"
"('O75832', 'Q9UNM6')"
"('Q8WZA2', 'P30291')"
"('P28221', 'P50151')"
"('P14927', 'P43355')"
"('P62805', 'Q16514')"
"('P25963', 'Q9H9T3')"
"('P04439', 'Q14954')"
"('P45984', 'P49585')"
"('Q9Y608', 'P62993')"
"('P30480', 'Q15813')"
"('P08648', 'P53708')"
"('Q53G59', 'P10398')"
"('Q12857', 'P05412')"
"('O95049', 'P60709')"
"('P0CG48', 'Q9UHD2')"
"('Q9UPS6', 'Q9P0U4')"
"('P20248', 'Q9H211')"
"('Q9H981', 'P60709')"
"('P62714', 'O95267')"
"('Q8WVN8', 'Q8N5U6')"
"('P11473', 'O43593')"
"('P35372', 'P16520')"
"('Q9Y675', 'Q9NPD8')"
"('P23458', 'O15524')"
"('P17931', 'P05556')"
"('O14807', 'P42338')"
"('P09651', 'Q08211')"
"('P27694', 'Q8TD31')"
"('Q9BUZ4', 'O14874')"
"('Q13155', 'Q96L14')"
"('P30153', 'P23443')"
"('P43686', 'Q9BRP4')"
"('P28482', 'Q68DD2')"
"('Q9Y4K3', 'Q9BTP7')"
"('Q8WW43', 'Q9UM47')"
"('P16298', 'Q9UJX4')"
"('Q7RTN6', 'Q9Y478')"
"('Q14974', 'O60684')"
"('P11229', 'P11142')"
"('P02768', 'Q13129')"
"('P40763', 'Q06187')"
"('Q13547', 'P29350')"
"('Q9UHP6', 'Q96CW1')"
"('P04637', 'Q05086')"
"('O94817', 'Q15459')"
"('Q9Y618', 'Q07869')"
"('Q15435', 'P22392')"
"('P62714', 'Q9Y4K3')"
"('P36897', 'Q9H082')"
"('Q8N201', 'P19387')"
"('Q99879', 'Q9UKV0')"
"('P62328', 'Q9BPY3')"
"('P26715', 'Q06124')"
"('Q9UI09', 'O43678')"
"('Q96E11', 'Q14197')"
"('P07437', 'P26641')"
"('Q13547', 'P51532')"
"('P08254', 'Q99727')"
"('Q5VTR2', 'P06899')"
"('P40306', 'P20073')"
"('O75323', 'Q9GZQ8')"
"('Q01130', 'P67809')"
"('Q969S8', 'O75367')"
"('P08134', 'O75914')"
"('P28290', 'Q9Y383')"
"('Q6STE5', 'Q92922')"
"('P62993', 'P49815')"
"('P61224', 'O00329')"
"('Q00403', 'P14316')"
"('P16871', 'P31785')"
"('Q16384', 'O95863')"
"('Q8TDR0', 'Q2I0M4')"
"('P17612', 'P62873')"
"('Q9NRG4', 'P13533')"
"('P54725', 'P29372')"
"('P63096', 'Q14980')"
"('O15054', 'P03372')"
"('P18074', 'Q13888')"
"('Q9H0H5', 'Q8IXI1')"
"('Q13087', 'P78545')"
"('Q9BV97', 'Q9UGN5')"
"('Q9UNA4', 'Q13137')"
"('P40337', 'O75608')"
"('Q8TBE7', 'Q13275')"
"('Q9UGJ0', 'P14672')"
"('P61769', 'Q15113')"
"('P62829', 'P62906')"
"('Q13554', 'Q8NEB9')"
"('P01857', 'Q9Y6K9')"
"('P11274', 'Q92529')"
"('Q04206', 'Q96JB5')"
"('Q8WUM4', 'Q13573')"
"('P35222', 'P04629')"
"('Q6UN15', 'Q9P2I0')"
"('Q8TAD8', 'Q09472')"
"('Q9UL03', 'Q9HC44')"
"('Q6W2J9', 'Q9UBN7')"
"('Q13424', 'P22460')"
"('P84103', 'P52756')"
"('P63096', 'O95622')"
"('P80075', 'Q9NPB9')"
"('P42263', 'O15399')"
"('P13637', 'P32418')"
"('Q9HAU4', 'Q9Y3E1')"
"('O60858', 'Q9UKM9')"
"('P31947', 'Q6R327')"
"('P62877', 'Q16236')"
"('Q8N302', 'O43508')"
"('P36897', 'O00459')"
"('P52790', 'P14618')"
"('P10914', 'P10071')"
"('P01570', 'Q01344')"
"('P33316', 'Q07869')"
"('Q9H1Y0', 'Q96AG4')"
"('Q9NZC4', 'Q92765')"
"('Q8NAF0', 'P09486')"
"('Q8IW19', 'Q9UGN5')"
"('Q9Y478', 'P16671')"
"('P07996', 'P10600')"
"('Q9NRI5', 'P10909')"
"('P01106', 'Q14684')"
"('P20333', 'Q14257')"
"('P14174', 'Q9UET6')"
"('Q9BT78', 'Q9UNS2')"
"('P62993', 'P36957')"
"('Q9NRA1', 'P22607')"
"('P35555', 'P55001')"
"('Q86YF9', 'Q13362')"
"('P42285', 'Q15759')"
"('P18146', 'Q12947')"
"('O95685', 'P27482')"
"('P05019', 'P16234')"
"('P56470', 'O15145')"
"('P38935', 'O95777')"
"('Q9UJX2', 'Q13112')"
"('P13611', 'P98095')"
"('P08253', 'P08123')"
"('A6NIT4', 'Q14626')"
"('Q07955', 'O95400')"
"('Q7Z412', 'Q9UMX1')"
"('P10415', 'O60238')"
"('P43146', 'O43255')"
"('O00264', 'Q9Y4K3')"
"('P62979', 'P12004')"
"('Q13253', 'Q7Z4P5')"
"('Q9GZS3', 'P19388')"
"('P24941', 'Q93096')"
"('Q9Y3B4', 'Q99459')"
"('P12830', 'Q9BPW8')"
"('Q9NZJ5', 'Q15759')"
"('P45983', 'P84022')"
"('P06239', 'P07766')"
"('Q6P1J9', 'O75031')"
"('Q03135', 'P29350')"
"('P20823', 'Q8IUC4')"
"('Q9NYY3', 'Q9HC77')"
"('Q8NI35', 'O00501')"
"('P35916', 'O00459')"
"('Q9BZK7', 'P24468')"
"('Q99728', 'P38398')"
"('406937', 'Q08209')"
"('Q13064', 'P61077')"
"('P35520', 'Q8IV36')"
"('P35240', 'Q9Y4J8')"
"('Q13588', 'Q07889')"
"('P62256', 'P78317')"
"('P59768', 'Q15759')"
"('Q9HC29', 'Q9NRD8')"
"('Q8N5V2', 'P60763')"
"('Q01831', 'Q13569')"
"('P58876', 'P0C5Y9')"
"('Q08209', 'P62942')"
"('Q12789', 'P53779')"
"('Q9BQQ3', 'Q9BZL6')"
"('P26992', 'P16333')"
"('Q92832', 'O60841')"
"('P07199', 'P38936')"
"('Q9HBE4', 'P24394')"
"('Q13315', 'O43752')"
"('P53350', 'Q8IY92')"
"('O60258', 'P35968')"
"('Q8IXJ6', 'Q92830')"
"('O15287', 'Q14469')"
"('O60447', 'Q9UKT4')"
"('P61981', 'Q12802')"
"('Q9NX58', 'P62854')"
"('Q13261', 'P14784')"
"('P33240', 'Q9HBU1')"
"('O15160', '100008589')"
"('O60674', 'P27986')"
"('Q12766', 'O60925')"
"('O75815', 'Q15365')"
"('Q99613', 'P55884')"
"('P36897', 'Q9Y6J8')"
"('Q04637', '440264')"
"('O96019', 'P51532')"
"('Q6ZVK8', 'Q9BQ66')"
"('P22612', 'P18847')"
"('P83731', 'P62891')"
"('P17252', 'P18848')"
"('O00750', 'P62993')"
"('P31946', 'P33176')"
"('Q9BYG4', 'Q9NQ66')"
"('P10275', 'Q15637')"
"('Q8IX12', 'Q08211')"
"('P67870', 'Q99661')"
"('P46094', 'P52333')"
"('P56748', 'P56856')"
"('O43318', 'Q92918')"
"('P33897', 'Q9UBJ2')"
"('O15467', 'P25024')"
"('P12236', 'Q9BQ66')"
"('Q9BTA9', 'Q8TDR0')"
"('P67870', 'P46199')"
"('P12883', 'P60709')"
"('P10586', 'P35222')"
"('Q92765', 'Q9NPG1')"
"('O43353', 'P11142')"
"('P01106', 'P53985')"
"('P10074', 'P41220')"
"('Q14164', 'P48047')"
"('Q05519', 'P52272')"
"('P09525', 'O60551')"
"('Q9BYE7', 'Q5VVX9')"
"('P04183', 'Q15811')"
"('P58876', 'Q96DB2')"
"('Q96EY1', 'Q14197')"
"('P38570', 'P12931')"
"('P18146', 'P27797')"
"('P24522', 'O75689')"
"('P61981', 'Q9NQG6')"
"('Q9BYM8', 'Q9NYJ8')"
"('P25788', 'P38936')"
"('Q6DN90', 'Q92985')"
"('P46777', 'P18077')"
"('P22314', 'Q92685')"
"('Q01844', 'Q9NVX2')"
"('Q9BRP4', 'P62333')"
"('P27482', 'O60503')"
"('O60941', 'Q9NP66')"
"('P62380', 'Q15286')"
"('Q00013', 'Q16637')"
"('O15160', 'Q9H9Y6')"
"('P23470', 'P04626')"
"('Q13535', 'Q6KC79')"
"('406906', 'Q6P1L5')"
"('Q96PY6', 'Q04917')"
"('Q53TS8', 'P16220')"
"('P51148', 'P40337')"
"('O60814', 'Q86WJ1')"
"('Q92530', 'Q9BV68')"
"('Q13242', 'Q86V81')"
"('Q13557', 'Q01959')"
"('P19387', 'Q9HCS7')"
"('Q01130', 'P51991')"
"('Q5T3J3', 'O43657')"
"('P22736', 'Q9UK32')"
"('Q06323', 'Q12873')"
"('Q15916', 'Q6VMQ6')"
"('Q93079', 'Q9P0M6')"
"('B5ME19', 'O14602')"
"('P78396', 'O00716')"
"('P01569', 'P32927')"
"('P38936', 'Q96N67')"
"('O00459', 'Q9HBH0')"
"('Q15393', 'Q9Y3C6')"
"('Q9NRR5', 'Q96GD3')"
