negatives
"('P31151', 'Q9P286')"
"('P42338', 'Q9UN42')"
"('P56750', 'P56746')"
"('P08865', 'P23396')"
"('Q96FW1', 'Q9UFF9')"
"('P30480', 'Q3ZAQ7')"
"('Q86WV6', 'P43308')"
"('P28221', 'P50150')"
"('P07910', 'P35637')"
"('Q8ND90', 'Q8N163')"
"('Q9Y243', 'Q9H7J1')"
"('Q99759', 'Q9BV68')"
"('P04637', 'O15350')"
"('P36956', 'Q02535')"
"('O14576', 'Q9UJ70')"
"('Q8NHM5', 'Q9BSM1')"
"('Q99706', 'Q13761')"
"('P35080', 'O43765')"
"('P61247', 'P62081')"
"('P18887', 'Q96FI4')"
"('Q13404', 'Q13049')"
"('P23634', 'P29474')"
"('Q16659', 'Q9UH03')"
"('O75791', 'P29353')"
"('O95751', 'Q9NY61')"
"('Q02779', 'P45984')"
"('Q9Y3Q8', 'P33552')"
"('Q5VVH5', 'P51617')"
"('P27930', 'P18510')"
"('Q15517', 'Q8IY92')"
"('O95999', 'Q9BWT7')"
"('P16234', 'P29353')"
"('Q12772', 'Q14789')"
"('P62993', 'O43390')"
"('Q9P212', 'Q05513')"
"('O15372', 'O75821')"
"('P46779', 'P35268')"
"('P40225', 'Q99062')"
"('O94772', 'Q92997')"
"('P14678', 'Q9UKR5')"
"('Q8IY81', 'Q9Y6K5')"
"('Q04917', 'P25963')"
"('O94972', 'Q7Z2E3')"
"('Q16531', 'Q9H0E3')"
"('P32121', 'Q8NGX6')"
"('P81274', 'P01112')"
"('P23508', 'P13804')"
"('P32121', 'Q8NGS4')"
"('Q13253', 'P18075')"
"('P17252', 'P60709')"
"('Q16795', 'P03901')"
"('O60739', 'Q02543')"
"('Q9UK32', 'Q86WZ6')"
"('Q969S8', 'Q16777')"
"('Q9NPD8', 'Q9NX47')"
"('O43175', 'O15264')"
"('Q969G3', 'Q86U86')"
"('P29460', 'Q9HC73')"
"('P33992', 'Q92878')"
"('O75152', 'P40692')"
"('P04259', 'P08727')"
"('P13637', 'Q9UKV8')"
"('P40763', 'P05362')"
"('Q9P1U1', 'P57088')"
"('Q9Y572', 'Q13158')"
"('Q9NR28', 'P30480')"
"('P56915', 'O75420')"
"('O14610', 'P42338')"
"('P51817', 'P13807')"
"('P60763', 'P61586')"
"('Q9UNS1', 'P25205')"
"('O60861', 'Q8IZP0')"
"('Q13607', 'P38405')"
"('P01857', 'P01781')"
"('P05386', 'Q07020')"
"('P67870', 'P49427')"
"('P04198', 'P25205')"
"('Q13315', 'Q92994')"
"('P62258', 'P30304')"
"('P05556', 'P46109')"
"('P07949', 'P01116')"
"('O75815', 'Q8NC51')"
"('Q9BW71', 'Q9NUQ8')"
"('Q5VTD9', 'P25788')"
"('P17844', 'Q99558')"
"('O75554', 'Q01844')"
"('P05198', 'Q14152')"
"('Q01094', 'P06400')"
"('P01574', 'Q04864')"
"('Q8WUB8', 'P51693')"
"('O43683', 'Q14683')"
"('Q8TBN0', 'Q96QF0')"
"('P15248', 'P15509')"
"('P24941', 'P28161')"
"('P84098', 'P62987')"
"('O14737', 'Q5UIP0')"
"('P31946', 'P30291')"
"('Q13535', 'Q8ND56')"
"('P18146', 'P38936')"
"('Q9Y478', 'Q9NQC3')"
"('P49591', 'P01241')"
"('Q15070', 'Q9UKV8')"
"('Q15910', 'O75582')"
"('Q96BY6', 'P60953')"
"('P23508', 'P04181')"
"('A6NIT4', 'Q8IU57')"
"('Q86Y13', 'Q14457')"
"('P61981', 'Q6ZU52')"
"('P01562', 'P42701')"
"('Q96CW5', 'Q13748')"
"('P21554', 'P09471')"
"('P32881', 'P26951')"
"('P35968', 'Q15464')"
"('P51149', 'Q3ZCM7')"
"('P00747', 'P01024')"
"('Q7L190', 'Q99963')"
"('P78345', 'P06241')"
"('Q9Y487', 'Q99418')"
"('P63165', 'P83916')"
"('P30954', 'P38405')"
"('Q9UJY4', 'Q00610')"
"('P09471', 'Q13936')"
"('Q9P227', 'Q96L33')"
"('P17612', 'O43306')"
"('Q8WTU0', 'O14641')"
"('O15530', 'P23467')"
"('P12956', 'P38432')"
"('P24588', 'P17252')"
"('Q99963', 'P17948')"
"('O95298', 'P03905')"
"('Q9UFN0', 'Q8IW50')"
"('P16619', 'P51685')"
"('P13569', 'P48741')"
"('O15123', 'P06213')"
"('O95402', 'Q96G25')"
"('O43320', 'P11362')"
"('O43566', 'P20701')"
"('P23508', 'Q04637')"
"('P32519', 'P25208')"
"('P22105', 'Q05397')"
"('P51572', 'Q07817')"
"('Q8IVH8', 'Q7Z6J0')"
"('O43791', 'Q05516')"
"('P09661', 'P09012')"
"('Q99698', 'P67870')"
"('Q9UNH5', 'Q9UJX3')"
"('O15111', 'O14757')"
"('Q9C086', 'Q96RL1')"
"('P78364', 'Q8IXK0')"
"('Q9Y3U8', 'P40429')"
"('Q92956', 'P48552')"
"('Q96SZ6', 'Q9NQT5')"
"('Q8TD86', 'O14827')"
"('Q07890', 'Q9Y5X1')"
"('Q92914', 'P29317')"
"('P52735', 'P78371')"
"('Q9Y265', 'P62330')"
"('P10144', 'P09874')"
"('Q9UL18', 'P12236')"
"('Q01105', 'P63000')"
"('P16333', 'O94856')"
"('P67870', 'Q9Y261')"
"('P01588', 'P19235')"
"('P08908', 'Q9UK08')"
"('Q9Y478', 'O00764')"
"('P22090', 'P62269')"
"('P17535', 'P01100')"
"('P15531', 'Q9Y3F4')"
"('O60262', 'P43657')"
"('P55854', 'Q15843')"
"('Q9NSU2', 'P33993')"
"('Q8IW19', 'Q13426')"
"('Q92945', 'Q12906')"
"('Q13158', 'Q8N488')"
"('Q14512', 'P21781')"
"('P85299', 'P42345')"
"('Q04759', 'O43318')"
"('Q15831', 'Q7RTN6')"
"('Q9P0W2', 'Q15834')"
"('P52798', 'P35916')"
"('Q6P1J9', 'P33240')"
"('P17931', 'Q01196')"
"('P21281', 'P08236')"
"('P61586', 'P62736')"
"('P40189', 'P42336')"
"('P31749', 'Q05655')"
"('O75335', 'P19174')"
"('P15172', 'Q08999')"
"('Q9UQ80', 'P30050')"
"('Q15078', 'Q9H2G2')"
"('P27986', 'P31751')"
"('Q14203', 'Q8NFJ9')"
"('Q13573', 'Q99570')"
"('Q13084', 'Q13509')"
"('O75815', 'O95197')"
"('Q02156', 'P62140')"
"('Q9NR12', 'Q9P286')"
"('Q9UEF7', 'P56705')"
"('Q96SB3', 'O95685')"
"('P43360', 'P62714')"
"('Q9NRN7', 'Q8IY92')"
"('Q96BY6', 'Q7L0Q8')"
"('Q9UQ13', 'P01116')"
"('P04637', 'Q9NS56')"
"('Q14194', 'P07737')"
"('P04183', 'Q5D0E6')"
"('P53350', 'P04637')"
"('P00403', 'P22681')"
"('P10147', 'P46094')"
"('O15360', 'Q9NPD8')"
"('P20226', 'Q93009')"
"('P62266', 'P46782')"
"('P10747', 'P27986')"
"('P36873', 'Q12879')"
"('P68032', 'P07384')"
"('P26196', 'P62993')"
"('P02671', 'Q96RG2')"
"('Q04771', 'Q9H0T7')"
"('Q02156', 'Q96A00')"
"('Q99570', 'P31946')"
"('Q13526', 'P04222')"
"('P06213', 'Q8WYR1')"
"('P61970', 'P30480')"
"('Q15910', 'P49918')"
"('Q9H469', 'Q96PU5')"
"('Q12974', 'Q6P4Q7')"
"('P10721', 'P20936')"
"('Q9H0K1', 'P67775')"
"('Q92889', 'P07992')"
"('P31152', 'P01225')"
"('P13942', 'P05556')"
"('O75663', 'P60510')"
"('Q99697', 'Q9UJU2')"
"('Q99459', 'O94776')"
"('Q14152', 'Q96I15')"
"('O15392', 'Q53HL2')"
"('P0C0S8', 'Q9NPI1')"
"('P49674', 'Q86WZ6')"
"('Q9HB71', 'Q9UFF9')"
"('Q14469', 'P22736')"
"('Q8NGK5', 'P38405')"
"('Q9BSU1', 'P05106')"
"('Q5T2W1', 'P14136')"
"('Q13315', 'P02549')"
"('Q92830', 'Q15596')"
"('P45880', 'P99999')"
"('P17844', 'O76070')"
"('Q9Y2Q3', 'Q9UBB6')"
"('Q96RT1', 'P27816')"
"('Q9UL45', 'Q9NUP1')"
"('P14136', 'P23297')"
"('P33993', 'P51946')"
"('P62081', 'P62249')"
"('O43921', 'P29322')"
"('P54253', 'Q9H0E2')"
"('P54252', 'Q15418')"
"('P05114', 'Q13315')"
"('Q4VXU2', 'Q96DH6')"
"('O00238', 'Q9NW38')"
"('P49792', 'Q05516')"
"('Q9Y678', 'P53618')"
"('Q99750', 'Q9UQ90')"
"('Q15654', 'P49023')"
"('Q6VMQ6', 'P16220')"
"('Q15287', 'Q15020')"
"('Q92625', 'Q15303')"
"('P35626', 'Q9Y4A9')"
"('P40763', 'Q13950')"
"('P01106', 'P11362')"
"('P62906', 'P62910')"
"('Q9HAW0', 'O60762')"
"('P12757', 'Q8N3C0')"
"('Q9Y6K9', 'P41252')"
"('Q9H0D6', 'Q96B26')"
"('P10144', 'P05455')"
"('Q9NR55', 'Q9Y2D1')"
"('Q9UHH9', 'P07900')"
"('P52435', 'P62875')"
"('Q8TAA9', 'O14641')"
"('P20827', 'Q15375')"
"('P68366', 'O43237')"
"('P22694', 'Q02930')"
"('P24863', 'Q9NX70')"
"('P00742', 'P00734')"
"('O14681', 'P62837')"
"('P00488', 'P20073')"
"('Q9H7Z6', 'P62805')"
"('Q07890', 'Q13546')"
"('P84243', 'Q5VWG9')"
"('Q05639', 'Q99759')"
"('P62158', 'Q05682')"
"('O75365', 'P51571')"
"('Q9NWF9', 'P42356')"
"('P67870', 'Q96EB6')"
"('P67870', 'A4QPB2')"
"('P51812', 'P18859')"
"('Q8N806', 'P62266')"
"('Q13191', 'Q01113')"
"('Q96Q15', 'Q15173')"
"('P17987', 'Q13233')"
"('Q9HAU4', 'P98153')"
"('P11142', 'Q99966')"
"('Q9H4A3', 'O95817')"
"('P20042', 'P55884')"
"('P23526', 'O60739')"
"('Q8NEN0', 'P01857')"
"('Q14573', 'Q13557')"
"('Q99942', 'Q5VVX9')"
"('P05113', 'Q13651')"
"('P61604', 'Q9UET6')"
"('Q5VTD9', 'Q76G19')"
"('P62249', 'P22392')"
"('P04156', 'Q9Y3Q8')"
"('Q13573', 'P09651')"
"('P18206', 'P0CG48')"
"('Q9NPF7', 'Q08334')"
"('P09619', 'P29350')"
"('Q9Y4W2', 'Q8IZL8')"
"('Q14203', 'P49662')"
"('Q5SRE5', 'Q92621')"
"('O94906', 'Q96DI7')"
"('O60506', 'Q9Y2V3')"
"('P61077', 'O43164')"
"('Q9H9J2', 'Q8NHQ1')"
"('Q3ZCQ8', 'O14920')"
"('Q15149', 'O15198')"
"('O75530', 'P38570')"
"('Q9H1J1', 'Q9H1B4')"
"('O75015', 'A2IXV5')"
"('Q8IXL6', 'Q9H5I1')"
"('Q9UNS2', 'Q15843')"
"('Q9NX58', 'Q2NL82')"
"('O15151', 'Q00987')"
"('Q13200', 'P51665')"
"('Q9C005', 'P58876')"
"('Q15382', 'Q9BVC4')"
"('O00264', 'Q14164')"
"('P50150', 'O60503')"
"('P62316', 'Q08495')"
"('Q92747', 'P60709')"
"('P08700', 'Q969J5')"
"('Q7Z698', 'Q13501')"
"('Q9NV58', 'Q9NYL2')"
"('O15360', 'O95433')"
"('P62993', 'Q9H788')"
"('A8TX70', 'P26012')"
"('Q9P0J1', 'P08559')"
"('O14604', 'P63261')"
"('Q9NTI5', 'Q7Z5K2')"
"('Q96E35', 'Q9H7B4')"
"('O14933', 'Q9ULV8')"
"('P51946', 'P24941')"
"('P22612', 'P62158')"
"('Q99459', 'P49915')"
"('Q16891', 'Q13505')"
"('P07711', 'Q99969')"
"('Q9Y4K3', 'Q9Y617')"
"('P52272', 'Q99558')"
"('Q9H4I2', 'P23511')"
"('Q99880', 'Q6FI13')"
"('Q99933', 'P10275')"
"('Q9BTW9', 'O95424')"
"('P18074', 'P43351')"
"('P08700', 'P42702')"
"('P54259', 'O75081')"
"('Q14831', 'P59768')"
"('O14493', 'Q8N7P3')"
"('Q9ULV8', 'P22607')"
"('P06241', 'Q9HCQ7')"
"('Q9UL18', 'P50914')"
"('P28068', 'P04233')"
"('Q9BRK4', 'Q15834')"
"('P61289', 'O00231')"
"('Q9UM47', 'P00519')"
"('O60884', 'Q9UL18')"
"('Q02543', 'P46776')"
"('Q2TAY7', 'P58107')"
"('P01584', 'P35228')"
"('Q9H8M9', 'P21673')"
"('Q9BQA1', 'Q9HCK5')"
"('P23508', 'O95202')"
"('P17568', 'P03923')"
"('Q9Y4A5', 'Q9H0E3')"
"('Q9Y572', 'P0CG47')"
"('Q04206', '407024')"
"('O60684', 'Q9Y5P6')"
"('O75970', 'P57739')"
"('Q04721', 'Q8N9I9')"
"('P27986', 'Q99704')"
"('Q13131', 'Q15717')"
"('Q13465', 'Q13363')"
"('Q8N5K1', 'P01243')"
"('P24864', 'P46527')"
"('Q9UNE7', 'P49916')"
"('P63218', 'Q8NFM4')"
"('Q13546', 'O15111')"
"('P61328', 'P07333')"
"('O00459', 'P42338')"
"('Q99731', 'P51681')"
"('Q8WUM4', 'Q15750')"
"('406947', 'P21781')"
"('Q01844', 'P54259')"
"('P58107', 'Q9H0H5')"
"('P50991', 'Q9Y2T4')"
"('O15320', 'P02768')"
"('P84022', 'Q16254')"
"('O75909', 'Q9NZQ3')"
"('P01889', 'P00403')"
"('Q16611', 'Q9NR28')"
"('P16220', 'Q9HCK8')"
"('Q9NRF2', 'P06213')"
"('Q15834', 'O95990')"
"('406906', 'O60806')"
"('P10275', 'P30613')"
"('P05388', 'P46776')"
"('P46783', 'Q9BQ70')"
"('Q15428', 'P11142')"
"('Q9NZD8', 'Q12933')"
"('Q86VX9', 'Q16659')"
"('P42772', 'O15145')"
"('Q9BZW7', 'Q14134')"
"('P12931', 'P63000')"
"('P17301', 'Q07890')"
"('Q9UJX2', 'Q7L590')"
"('Q86YZ3', 'Q9Y2Q3')"
"('P78368', 'P08151')"
"('Q9BRQ0', 'O00512')"
"('P16104', 'Q08945')"
"('P26012', 'Q9Y490')"
"('P24941', 'P51610')"
"('P52333', 'P10721')"
"('P03372', 'P40763')"
"('O15442', 'P04183')"
"('Q9BY11', 'Q9NQC1')"
"('P22612', 'P54709')"
"('P10275', 'P11182')"
"('Q9UJV9', 'Q8N5F7')"
"('O60239', 'P45984')"
"('Q9P0K7', 'Q99759')"
"('P80162', 'P51679')"
"('P35226', 'Q9BSM1')"
"('Q9NVD7', 'P17301')"
"('Q14164', 'Q9UL46')"
"('Q13952', 'O15527')"
"('P61353', 'P62993')"
"('P07602', 'Q9ULX9')"
"('Q15366', 'Q92797')"
"('O15304', 'Q07817')"
"('P05386', 'P26373')"
"('Q9P0M6', 'Q9Y5B9')"
"('P13569', 'Q92905')"
"('P27361', 'P01229')"
"('P22532', 'Q16659')"
"('P0C0S8', 'P06899')"
"('O75529', 'Q9Y4A5')"
"('P62851', 'Q9HAU5')"
"('P63096', 'Q9P2W3')"
"('O15105', 'Q9HAU4')"
"('P08238', 'O60603')"
"('P07148', 'P62993')"
"('P83881', 'P05388')"
"('O95865', 'Q9H5J8')"
"('Q02363', 'P28749')"
"('Q12933', 'Q9H832')"
"('P63098', 'Q9NYG5')"
"('P17544', 'Q9BYV9')"
"('Q9ULA0', 'O76009')"
"('O94806', 'Q9H492')"
"('Q8TF21', 'P68104')"
"('Q6UY14', 'P07858')"
"('Q9P2F8', 'P61224')"
"('Q9UBD9', 'Q969J5')"
"('O94759', 'P49716')"
"('P20618', 'P60900')"
"('O00221', 'Q13616')"
"('Q5XKP0', 'P30457')"
"('Q8IUE6', 'P20823')"
"('P30450', 'P43629')"
"('Q9UHD0', 'P42701')"
"('Q6R327', 'Q6MZQ0')"
"('P51946', 'O60232')"
"('Q13535', 'Q12789')"
"('P16070', 'O60603')"
"('P38936', 'P11177')"
"('P11940', 'P24941')"
"('O75478', 'Q9ULM3')"
"('Q8NHL6', 'P01891')"
"('P59768', 'P84996')"
"('Q9NX58', 'P46783')"
"('O15287', 'Q8IYD8')"
"('Q9UQB8', 'Q9UKR5')"
"('P20333', 'Q3ZCQ8')"
"('Q9BSL1', 'P15924')"
"('P60953', 'Q96L34')"
"('P29353', 'O94973')"
"('Q16534', 'P05412')"
"('Q9UBD9', 'P42702')"
"('P62140', 'Q9UQM7')"
"('P61088', 'Q9UKV5')"
"('P62136', 'Q4KMQ1')"
"('P42224', 'P01100')"
"('P30084', 'Q15399')"
"('O15372', 'Q9Y478')"
"('Q9Y3C5', 'P51668')"
"('Q6P2Q9', 'O75934')"
"('O75815', 'Q9GZX7')"
"('P61964', 'P01106')"
"('Q04721', 'Q96JK9')"
"('P56537', 'P20290')"
"('P01106', 'Q8N8J7')"
"('O00141', 'O15067')"
"('Q15796', 'Q13526')"
"('O00574', 'P04899')"
"('P36542', 'P29353')"
"('P55036', 'Q9H816')"
"('Q9HBI1', 'P06756')"
"('Q9NS23', 'Q969H4')"
"('Q92620', 'Q8IWZ8')"
"('Q9UQC2', 'Q8WYR1')"
"('O94776', 'Q8N5A5')"
"('P42224', 'P25791')"
"('P51817', 'P19634')"
"('P41182', 'Q9ULU4')"
"('Q00005', 'P05386')"
"('Q02108', 'O75343')"
"('P35626', 'Q8NGZ4')"
"('Q99683', 'Q5VWQ8')"
"('Q14676', 'Q99728')"
"('Q01892', 'P27361')"
"('Q13111', 'P24941')"
"('P63165', 'P49711')"
"('Q8N684', 'P26368')"
"('P19012', 'O95990')"
"('P16220', 'Q9UBW7')"
"('P67775', 'P53355')"
"('P62070', 'Q9P212')"
"('Q8TEW0', 'Q9BYG4')"
"('O94907', 'P56704')"
"('P21246', 'Q96NT1')"
"('Q9BQ83', 'Q15008')"
"('O00233', 'P51665')"
"('Q9GZV9', 'P10721')"
"('P49768', 'Q99569')"
"('Q9NWA0', 'Q93074')"
"('P34931', 'O95831')"
"('Q99731', 'P61073')"
"('Q9NRF9', 'P61421')"
"('O15197', 'P20936')"
"('Q8N9B8', 'P01112')"
"('Q9UPN9', 'O60264')"
"('Q00005', 'P19429')"
"('P26641', 'P62857')"
"('Q92915', 'P35968')"
"('P04844', 'Q9BUV8')"
"('O75815', 'P62273')"
"('Q52LW3', 'P08134')"
"('P09038', 'P68400')"
"('Q13315', 'Q9BQE6')"
"('Q9UJX6', 'O00762')"
"('P20073', 'P05452')"
"('P22681', 'Q9NR46')"
"('Q9UGJ1', 'Q6PEY2')"
"('Q13501', 'O00220')"
"('Q9UKF6', 'Q9NP77')"
"('O75643', 'Q9BUQ8')"
"('P16104', 'P00558')"
"('P32004', 'Q01484')"
"('P27361', 'Q9BZM2')"
"('Q9UNK0', 'Q9P253')"
"('Q15834', 'Q96GM5')"
"('P11362', 'Q6S5L8')"
"('Q96ST3', 'Q05516')"
"('Q9UBB5', 'Q16576')"
"('P47871', 'P84996')"
"('Q12809', 'Q14318')"
"('P43405', 'O43914')"
"('P12110', 'P17301')"
"('O14980', 'P27540')"
"('Q7Z7G1', 'P04626')"
"('Q9BTP7', 'Q8IYD8')"
"('P04637', 'P30307')"
"('P06241', 'O15056')"
"('P46063', 'Q8IW19')"
"('P19544', 'P26368')"
"('P49642', 'P11021')"
"('P41240', 'Q99704')"
"('Q9UBI6', 'Q9Y572')"
"('Q14247', 'P43405')"
"('Q8NHW4', 'P41597')"
"('P11362', 'Q01970')"
"('O43542', 'P43351')"
"('P08195', 'Q9Y2Q3')"
"('O95299', 'O43678')"
"('O96006', 'O15287')"
"('P63104', 'Q12778')"
"('P14373', 'P63279')"
"('Q13347', 'P01106')"
"('Q9UGI9', 'O00418')"
"('P01588', 'P06400')"
"('P11047', 'Q496J9')"
"('Q00653', 'P05014')"
"('P58876', 'P40337')"
"('P12814', 'P05106')"
"('P78324', 'O60936')"
"('P05556', 'P23229')"
"('Q96L34', 'Q7L576')"
"('Q8IX12', 'P09651')"
"('P42566', 'P00533')"
"('P53567', 'P15407')"
"('Q9Y618', 'O43439')"
"('Q9UM54', 'P98082')"
"('P10275', 'O60711')"
"('Q15700', 'Q01814')"
"('Q6ZUM4', 'P60953')"
"('Q12933', 'O94993')"
"('O76054', 'Q07955')"
"('P62834', 'P53779')"
"('Q96H86', 'Q15834')"
"('Q15813', 'P68366')"
"('P04350', 'P41279')"
"('Q12906', 'Q9BQ66')"
"('P46527', 'P33993')"
"('P29508', 'P45983')"
"('Q96DF8', 'P35609')"
"('Q99941', 'P35638')"
"('O15392', 'P06493')"
"('P07225', 'P12259')"
"('Q14103', 'Q92620')"
"('Q13503', 'Q9BTT4')"
"('P51817', 'Q05586')"
"('P41235', 'P04637')"
"('P18084', 'P49023')"
"('O95379', 'Q93096')"
"('P01106', 'P20226')"
"('Q9BY41', 'P16104')"
"('Q15796', 'Q9Y2K2')"
"('Q9NZN5', 'Q96L33')"
"('P07949', 'P22681')"
"('Q14974', 'Q06455')"
"('P19338', 'Q00987')"
"('O14641', 'Q7Z7J5')"
"('P42768', 'Q07960')"
"('P35626', 'Q8NGL9')"
"('Q9NV56', 'P0C0S5')"
"('Q9Y6N6', 'P06756')"
"('Q9BQ83', 'P49720')"
"('P02766', 'P60709')"
"('P55212', 'Q13526')"
"('P62324', 'P15172')"
"('Q13099', 'P48634')"
"('Q6SA08', 'P16220')"
"('P30480', 'P51149')"
"('Q99759', 'Q8N163')"
"('Q8N684', 'Q96CN9')"
"('P01116', 'Q92569')"
"('P27824', 'P43307')"
"('P42771', 'Q9BY76')"
"('P01106', 'P78330')"
"('P07204', 'P04070')"
"('P04183', 'Q5R3I4')"
"('P27361', 'P01116')"
"('P21580', 'P22415')"
"('Q9UM47', 'Q8N9I9')"
"('Q16236', 'P18848')"
"('P61968', 'O43679')"
"('O75340', 'P25445')"
"('P42229', 'P14784')"
"('Q02763', 'Q92529')"
"('Q5JY77', 'P08173')"
"('Q7RTX0', 'O95467')"
"('O00590', 'Q16627')"
"('Q15714', 'Q9HB58')"
"('Q96KG7', 'Q14999')"
"('P63165', 'Q9H2Y7')"
"('P61073', 'P40939')"
"('O14745', 'P51790')"
"('P19012', 'Q96GM5')"
"('P17844', 'P61978')"
"('P51610', 'Q92769')"
"('P26368', 'Q9NXG2')"
"('Q12933', 'O00459')"
"('Q9ULL4', 'Q8TDG2')"
"('P46531', 'Q92831')"
"('P16333', 'Q9UBS5')"
"('P29350', 'Q8N6P7')"
"('Q96B97', 'O75340')"
"('P28070', 'Q15797')"
"('P42766', 'Q99558')"
"('Q9UK08', 'P40145')"
"('Q7Z7L9', 'O75626')"
"('P29474', 'Q8TD86')"
"('Q99653', 'Q9HAW0')"
"('P35555', 'Q16270')"
"('Q96CW1', 'O43493')"
"('P04899', 'P53779')"
"('Q9BRQ6', 'Q16891')"
"('P63000', 'Q07157')"
"('P68400', 'Q09028')"
"('P63208', 'Q4G163')"
"('Q04637', 'P62330')"
"('P51116', 'Q9Y3Q8')"
"('Q02156', 'Q9BX67')"
"('Q86U06', 'Q14498')"
"('Q13501', 'P51617')"
"('Q6ZUM4', 'Q7L0Q8')"
"('P23769', 'Q13485')"
"('P61978', 'P12544')"
"('Q9UNX3', 'P62945')"
"('Q00535', 'P40763')"
"('P63215', 'P25116')"
"('Q9H840', 'P62318')"
"('Q04759', 'Q9NYF0')"
"('O15062', 'Q15834')"
"('Q9NX14', 'P03886')"
"('Q8NHQ1', 'Q96BR9')"
"('P18146', 'O60381')"
"('P46934', 'P51170')"
"('O75626', 'Q8WWV3')"
"('P20042', 'O00303')"
"('P07384', 'P17661')"
"('P24723', 'Q9NYF0')"
"('Q6VY07', 'P68400')"
"('P62136', 'P28482')"
"('Q9UKV8', 'P18077')"
"('Q9UBN6', 'P27797')"
"('O95257', 'P52564')"
"('Q01844', 'Q92841')"
"('Q9P1Z2', 'O14777')"
"('P02452', 'P84022')"
"('Q13177', 'Q13526')"
"('Q13477', 'P26010')"
"('P62140', 'P24385')"
"('Q15819', 'O95999')"
"('P08754', 'P45983')"
"('Q76G19', 'Q5VTD9')"
"('P28482', 'Q13464')"
"('Q9Y478', 'Q9UBQ5')"
"('O14717', 'Q7L5N1')"
"('Q9NRL3', 'P14174')"
"('P18077', 'P18124')"
"('Q9NPD8', 'Q9Y675')"
"('Q7RTX1', 'A8MTJ3')"
"('P62879', 'P27361')"
"('Q13432', 'P36404')"
"('P49768', 'P16066')"
"('Q8IU54', 'Q5VWK5')"
"('P17947', 'P32927')"
"('P04908', 'Q13547')"
"('Q12967', 'O14939')"
"('Q9H832', 'Q8N448')"
"('P52272', 'O14593')"
"('P62258', 'Q9BYG4')"
"('Q9UI14', 'P62834')"
"('Q9BPY3', 'Q8TB96')"
"('Q13185', 'P16403')"
"('P22694', 'P48051')"
"('Q9NQC3', 'Q9NZD8')"
"('P46778', 'P83731')"
"('O75164', 'P62805')"
"('Q8WVV9', 'Q13838')"
"('Q9UMD9', 'P23229')"
"('P85298', 'P52198')"
"('Q9H190', 'Q7Z7J5')"
"('P68133', 'P17480')"
"('Q15697', 'P63165')"
"('P62993', 'Q04695')"
"('P01106', 'O43837')"
"('P36897', 'Q9NSN8')"
"('P36897', 'Q12931')"
"('Q8N1F7', 'P57740')"
"('P01023', 'P62993')"
"('Q12805', 'Q16610')"
"('Q9ULK6', 'Q9Y2X8')"
"('P12931', 'Q9NRJ4')"
"('P24941', 'P30260')"
"('Q9HB75', 'Q8WXG6')"
"('P62979', 'P62277')"
"('O95757', 'P05787')"
"('Q9Y241', 'P49662')"
"('Q07912', 'P30530')"
"('P55157', 'Q9HCQ7')"
"('Q13464', 'Q99755')"
"('Q13557', 'Q9UQM7')"
"('Q06187', 'P41182')"
"('Q9Y383', 'P21246')"
"('Q9BZC7', 'Q96SN8')"
"('Q7Z6J0', 'P31749')"
"('Q92831', 'Q04206')"
"('Q06124', 'Q2TAY7')"
"('Q9NPB6', 'Q96MX6')"
"('O95997', 'P13010')"
"('Q8TAQ2', 'Q92922')"
"('O75578', 'P05106')"
"('P08107', 'P54725')"
"('Q14197', 'P00403')"
"('P63104', 'O15127')"
"('P14373', 'Q9UHD2')"
"('Q96S55', 'Q9H0E2')"
"('Q9H4H8', 'P49841')"
"('O00472', 'Q9BTT4')"
"('P46777', 'P32969')"
"('P07910', 'P52597')"
"('O14802', 'P62875')"
"('P03905', 'P03901')"
"('Q9UKR5', 'Q5SZQ8')"
"('Q9Y230', 'P62258')"
"('P41134', 'P12980')"
"('Q92831', 'P15172')"
"('P07437', 'Q15012')"
"('P02647', 'P07711')"
"('P62854', 'P61247')"
"('O75197', 'Q9H461')"
"('Q92913', 'Q02763')"
"('P35626', 'Q8NGK3')"
"('O15519', 'Q99558')"
"('Q99570', 'Q9BXW4')"
"('Q96RP9', 'Q9BYV6')"
"('Q9GZM6', 'P01857')"
"('Q9Y5W5', 'Q93097')"
"('Q99638', 'Q9UIF7')"
"('P41208', 'Q16531')"
"('P05787', 'Q13191')"
"('P16220', 'O95977')"
"('P20338', 'P13569')"
"('O15144', 'Q14247')"
"('51639', 'Q9Y5J5')"
"('P05112', 'P01023')"
"('O75037', 'P04183')"
"('P21796', 'P10415')"
"('Q9BXP5', 'Q15287')"
"('Q14738', 'P30307')"
"('Q15834', 'Q9BT78')"
"('Q9Y2I6', 'Q14241')"
"('Q13444', 'Q15645')"
"('Q13131', 'Q9UBK2')"
"('P08631', 'Q9H6R7')"
"('P01106', 'O43312')"
"('P19784', 'P07900')"
"('Q9UK08', 'P48736')"
"('Q92769', 'P16104')"
"('Q06124', 'P08581')"
"('Q01101', 'P01308')"
"('P23527', 'Q96QV6')"
"('O14497', 'P06400')"
"('P56880', 'O14493')"
"('Q92851', 'P55210')"
"('P39019', 'P15880')"
"('P06400', 'Q16665')"
"('P62277', 'P22090')"
"('O95433', 'P31995')"
"('Q14669', 'Q9NYQ7')"
"('P35749', 'P14649')"
"('P25942', 'O75449')"
"('P81172', 'Q92908')"
