negatives
"('Q9UKR5', 'P31942')"
"('P62837', 'Q9NVW2')"
"('P22234', 'P30480')"
"('P02778', 'P32248')"
"('Q9UQL6', 'Q99880')"
"('P51955', 'P30260')"
"('P41235', 'Q92793')"
"('O00232', 'P01241')"
"('Q9UJX4', 'A0JLT2')"
"('P35749', 'P63267')"
"('Q13535', 'Q9Y2D5')"
"('Q9UET6', 'P22234')"
"('O96007', 'Q9NUQ8')"
"('P20073', 'P62879')"
"('P52756', 'Q07817')"
"('Q9UGL9', 'Q12873')"
"('Q14289', 'Q99683')"
"('Q05397', 'P78396')"
"('Q12933', 'P46527')"
"('P62140', 'P62158')"
"('Q9UQB3', 'P02766')"
"('Q13191', 'P15498')"
"('P60709', 'Q13796')"
"('P17482', 'Q93062')"
"('Q9Y6E0', 'Q9NRL3')"
"('P49454', 'Q8WUM0')"
"('Q9GZX6', 'Q8N6P7')"
"('P56747', 'P56750')"
"('Q03164', 'Q93034')"
"('P48065', 'P18146')"
"('P06702', 'O60285')"
"('Q712K3', 'Q9ULV8')"
"('Q13535', 'Q86U70')"
"('Q13200', 'Q99460')"
"('P45984', 'O14654')"
"('P12956', 'Q86X76')"
"('Q9Y5Q3', 'P01574')"
"('P67870', 'P17677')"
"('P62875', 'A0JLT2')"
"('P62714', 'P45983')"
"('P06241', 'P01112')"
"('Q92997', 'Q9H9D4')"
"('P12956', 'P45973')"
"('Q07869', 'P33316')"
"('P10144', 'P08670')"
"('O43242', 'Q9HAW0')"
"('Q9Y572', 'P27708')"
"('P10586', 'P98077')"
"('Q13242', 'Q01130')"
"('P61769', 'P01891')"
"('P49189', 'P01889')"
"('Q9UBR4', 'Q8TE12')"
"('P50150', 'Q9UBY5')"
"('P69905', 'Q92574')"
"('Q9Y2T2', 'Q8IY92')"
"('O95267', 'Q68DD2')"
"('Q14151', 'Q9GZQ8')"
"('Q13227', 'O75376')"
"('P68133', 'Q9UI47')"
"('P35244', 'O60739')"
"('P56945', 'Q05397')"
"('P16333', 'Q86UR5')"
"('P01106', 'Q00653')"
"('P15121', 'P55345')"
"('P04275', 'Q13797')"
"('P24941', 'Q9H1A4')"
"('O00459', 'P42338')"
"('P51991', 'P52272')"
"('Q13233', 'P07900')"
"('P25788', 'Q6ZVL6')"
"('Q9Y4K0', 'P30101')"
"('P11802', 'Q9P1U1')"
"('O95721', 'P46459')"
"('P05388', 'Q8WYK2')"
"('Q8NHW4', 'P51677')"
"('P22694', 'Q14643')"
"('P15884', 'P15692')"
"('P08123', 'P08648')"
"('Q9NVV9', 'P37198')"
"('Q9Y4K3', 'P15170')"
"('Q9UKJ5', 'Q8NEC5')"
"('Q9NRI5', 'Q8N4L8')"
"('P01570', 'Q9HBE5')"
"('Q99459', 'Q9Y4B5')"
"('P01106', 'O95376')"
"('Q9UJX2', 'Q9UJX6')"
"('P48745', 'P23142')"
"('Q92665', 'Q8IY92')"
"('Q14203', 'P54727')"
"('Q96FX7', 'Q9UJA5')"
"('O75940', 'P09661')"
"('Q13432', 'P36404')"
"('P16403', 'P83916')"
"('P62328', 'P04183')"
"('Q13363', 'Q03164')"
"('Q15654', 'Q15643')"
"('Q9H8Y8', 'Q08379')"
"('P11047', 'P25391')"
"('P42695', 'P01106')"
"('Q8N7P3', 'P56747')"
"('P13727', 'Q15744')"
"('Q15750', 'Q9UIC8')"
"('Q12967', 'Q13393')"
"('P17612', 'P54619')"
"('Q08209', 'P27482')"
"('P62910', 'P35268')"
"('O75400', 'Q76L83')"
"('Q13469', 'P04141')"
"('P05388', 'P61353')"
"('Q12840', 'P42262')"
"('P49023', 'P26012')"
"('P03923', 'Q9P0J0')"
"('O15230', 'P18084')"
"('Q7L590', 'P25205')"
"('P16471', 'P15498')"
"('Q96PQ7', 'Q9GZQ8')"
"('Q93077', 'Q92769')"
"('P48556', 'Q9UNM6')"
"('574493', 'P15692')"
"('P35240', 'Q13153')"
"('P35398', 'Q15648')"
"('P21802', 'P16885')"
"('O95707', 'Q969H6')"
"('Q9NRM2', 'P49753')"
"('Q14832', 'P04899')"
"('Q6NUQ1', 'Q92878')"
"('O14908', 'P12814')"
"('P12814', 'P43364')"
"('Q13162', 'Q8NBS9')"
"('Q9UKJ5', 'P32242')"
"('Q9BZ29', 'P84022')"
"('O43741', 'P16118')"
"('P28065', 'Q15788')"
"('P50402', 'Q8WWI1')"
"('P09668', 'P46379')"
"('Q9H4E7', 'Q9BUH8')"
"('Q9H6R7', 'P08631')"
"('P41220', 'O94927')"
"('P63096', 'Q86XP0')"
"('Q969K3', 'Q96EY1')"
"('Q96B26', 'O15116')"
"('P10321', 'P26717')"
"('P55735', 'P01889')"
"('Q9NR12', 'P63279')"
"('494327', 'O75896')"
"('Q03164', 'Q9H7Z6')"
"('P63146', 'Q9GZS3')"
"('P01241', 'Q08334')"
"('Q9NX58', 'Q6P158')"
"('P01111', 'Q04771')"
"('Q16586', 'Q92629')"
"('P26368', 'O95400')"
"('Q99961', 'P17948')"
"('P18827', 'P21741')"
"('Q15047', 'P11308')"
"('P49796', 'P62258')"
"('P06241', 'Q92918')"
"('P45378', 'Q99816')"
"('P63211', 'O60266')"
"('Q14644', 'P19438')"
"('Q12772', 'Q9UHC9')"
"('O00231', 'P62191')"
"('P31689', 'P01889')"
"('O14974', 'P35609')"
"('P61981', 'P08069')"
"('P23467', 'P04626')"
"('Q16584', 'O15111')"
"('Q9Y239', 'P19838')"
"('Q01780', 'O95819')"
"('Q9ULC4', 'Q9Y4K3')"
"('Q9BQ83', 'P62158')"
"('O14936', 'Q9Y2J2')"
"('Q05397', 'P18031')"
"('Q92527', 'P27448')"
"('P01106', 'Q6IE81')"
"('Q16586', 'Q96LD1')"
"('Q9NRR5', 'Q5JPE7')"
"('P63000', 'Q16584')"
"('P49792', 'P25054')"
"('O14508', 'Q8N6P7')"
"('Q9Y5W5', 'P56705')"
"('P35916', 'Q9NQ66')"
"('Q16254', 'Q7L2E3')"
"('P68431', 'Q9NVP2')"
"('Q05397', 'O14508')"
"('Q8WUM4', 'P08631')"
"('Q8N1F7', 'Q9BUV8')"
"('P62140', 'P60660')"
"('Q8IUQ4', 'Q14807')"
"('P01106', 'P49591')"
"('Q86X95', 'Q13547')"
"('O95810', 'Q969G5')"
"('P62829', 'P83731')"
"('Q12834', 'Q9BS18')"
"('P22681', 'P62736')"
"('Q8TDY2', 'P49815')"
"('Q9Y478', 'P34897')"
"('Q15637', 'P41227')"
"('P35626', 'Q8NH76')"
"('Q96AH8', 'Q9Y6G9')"
"('Q8NGN6', 'P38405')"
"('P17612', 'Q13131')"
"('Q99836', 'P11473')"
"('P63211', 'O00459')"
"('Q7Z7A1', 'Q16659')"
"('Q9NSA3', 'P16278')"
"('Q14832', 'Q9HAV0')"
"('O43889', 'Q92624')"
"('P05771', 'Q02930')"
"('P62937', 'Q08209')"
"('Q9NRQ2', 'Q9NV56')"
"('P25398', 'P61247')"
"('Q9NRR5', 'Q6P1W5')"
"('P49768', 'P42574')"
"('P35606', 'Q9Y2Q3')"
"('Q7Z434', 'O43353')"
"('Q8NGJ6', 'P38405')"
"('Q16363', 'Q8IWV7')"
"('O14733', 'P36575')"
"('P40424', 'Q96JM2')"
"('Q01844', 'Q96D59')"
"('Q04206', 'P05014')"
"('Q9UBD9', 'P10912')"
"('Q8TD55', 'P09619')"
"('P46777', 'Q92901')"
"('P43628', 'P04222')"
"('Q12772', 'P11021')"
"('Q99460', 'Q00653')"
"('P42575', 'Q12933')"
"('Q15233', 'Q6WCQ1')"
"('Q9H2X3', 'P13688')"
"('O15357', 'Q15811')"
"('P06241', 'A7KAX9')"
"('P42772', 'O15145')"
"('Q05516', 'Q9BQ66')"
"('Q5FBB7', 'Q15173')"
"('O75081', 'Q9Y2D9')"
"('P40424', 'P09016')"
"('O75400', 'Q12873')"
"('Q9NPC8', 'Q99502')"
"('P01730', 'Q13432')"
"('O60603', 'P05412')"
"('O76003', 'Q9BQ66')"
"('O00221', 'Q8IWZ3')"
"('Q04206', 'Q9UN86')"
"('O14641', 'Q9UM47')"
"('O95996', 'P16035')"
"('P12931', 'P78345')"
"('O43676', 'Q9UI09')"
"('Q13535', 'Q6PCD5')"
"('P62993', 'Q9UJT2')"
"('Q9Y4E1', 'P54253')"
"('P62241', 'P15880')"
"('P01112', 'P19174')"
"('Q00653', 'P07900')"
"('O60244', 'Q9Y4A5')"
"('Q13418', 'Q9NVI1')"
"('P42771', 'P04637')"
"('O15198', 'Q8NFD5')"
"('P00519', 'P52564')"
"('Q8IX03', 'Q13188')"
"('Q9UKL0', 'Q13127')"
"('P57087', 'Q96QZ7')"
"('P17096', 'Q13416')"
"('P08621', 'Q99873')"
"('O14964', 'P08727')"
"('Q9Y2U5', 'P52564')"
"('Q96HR3', 'Q6P2C8')"
"('Q14623', 'Q9Y6C5')"
"('P42704', 'Q9Y6K9')"
"('Q14185', 'P63000')"
"('Q14152', 'P60842')"
"('Q9BYG5', 'Q6P1M3')"
"('P42771', 'Q9P1U1')"
"('P26368', 'P52756')"
"('O95967', 'Q9H5Z6')"
"('Q9H7D0', 'P49368')"
"('O75159', 'P42229')"
"('O75626', 'P33076')"
"('P23634', 'P01258')"
"('O15269', 'P01106')"
"('P03956', 'P15407')"
"('Q13315', 'Q13765')"
"('P27361', 'O15119')"
"('O95433', 'Q7Z494')"
"('P21333', 'Q9BXR5')"
"('P24941', 'Q16667')"
"('Q96F86', 'P31946')"
"('P08195', 'P17931')"
"('P00441', 'P13473')"
"('Q9Y4R7', 'P18146')"
"('Q9Y618', 'Q9BQ87')"
"('Q8IYD1', 'Q13310')"
"('Q5T0N5', 'Q9NT62')"
"('O95433', 'Q9UJV9')"
"('O15131', 'P32320')"
"('Q9H706', 'P62993')"
"('O43320', 'P22607')"
"('Q14498', 'Q04206')"
"('P03956', 'P09237')"
"('Q9Y2R2', 'P22681')"
"('O75400', 'P98160')"
"('P68400', 'O60282')"
"('P15822', 'P84022')"
"('Q9BQ67', 'P61964')"
"('P05129', 'P16885')"
"('P28074', 'Q16665')"
"('P54257', 'Q9UN88')"
"('Q04695', 'Q2TAY7')"
"('406991', 'P30304')"
"('P36897', 'Q13485')"
"('Q9Y3L3', 'P46108')"
"('Q9UBU8', 'P68133')"
"('Q8WW59', 'P62993')"
"('Q9UPT9', 'Q06323')"
"('P61081', 'P24941')"
"('Q96EV8', 'P27986')"
"('P13727', 'P15976')"
"('P09496', 'Q9Y6A5')"
"('O43464', 'P98170')"
"('O75044', 'P61586')"
"('P62829', 'P61513')"
"('Q8TAD8', 'O14641')"
"('P07910', 'Q86SE5')"
"('P46108', 'Q14807')"
"('Q9NPJ4', 'Q05516')"
"('P26373', 'P62910')"
"('P18075', 'Q01094')"
"('P53778', 'P27361')"
"('Q9HCK5', 'P62913')"
"('Q8NC51', 'P08670')"
"('Q9Y2D5', 'P46108')"
"('P39656', 'Q9H9G7')"
"('O15123', 'P21802')"
"('Q9ULM3', 'Q92831')"
"('P32121', 'Q13607')"
"('Q8IZL8', 'P46379')"
"('P52333', 'P42226')"
"('Q00005', 'Q8IZS8')"
"('Q93097', 'Q9ULW2')"
"('P53004', 'P28482')"
"('P43146', 'P16220')"
"('P14635', 'P62805')"
"('Q6ZYL4', 'Q92759')"
"('O95471', 'Q9BQY4')"
"('Q69YQ0', 'Q6WCQ1')"
"('P08708', 'P63220')"
"('P20073', 'P15880')"
"('Q9Y577', 'P62256')"
"('P00519', 'Q8N8S7')"
"('Q8IUQ4', 'P61086')"
"('P37173', 'P62714')"
"('Q15797', 'P28070')"
"('O43676', 'P03891')"
"('P36578', 'P47914')"
"('P00519', 'Q9Y3S1')"
"('Q86UW9', 'P62760')"
"('Q13418', 'P81605')"
"('Q9Y5J5', 'Q86Y56')"
"('Q9Y3A3', 'Q9P2B4')"
"('Q9Y2Q3', 'Q96KB5')"
"('P35222', 'P18206')"
"('P19438', 'P19105')"
"('P13987', 'Q15149')"
"('Q9UBZ9', 'O75417')"
"('P0CG13', 'Q13541')"
"('P61106', 'P51149')"
"('P84090', 'O75582')"
"('P22607', 'Q96JH8')"
"('P21802', 'P35568')"
"('Q16658', 'Q9Y4K3')"
"('Q16630', 'Q92945')"
"('O43290', 'P49756')"
"('Q9UL63', 'Q15287')"
"('Q15554', 'Q14191')"
"('Q9H5I1', 'Q9H2G2')"
"('Q96ST3', 'Q01201')"
"('Q9UKV3', 'P31946')"
"('P62979', 'Q9NZ52')"
"('P40763', 'P01189')"
"('O15304', 'O15553')"
"('O95999', 'Q9Y6K9')"
"('Q9NXX6', 'Q96SB8')"
"('P01106', 'Q9BV20')"
"('O75182', 'Q08999')"
"('P53778', 'P19838')"
"('O00744', 'Q9NPG1')"
"('Q5SRE5', 'Q9NRG9')"
"('Q6ZVK8', 'O95544')"
"('Q13185', 'O60879')"
"('Q9Y572', 'Q69YQ0')"
"('Q13131', 'P54646')"
"('P43686', 'P35998')"
"('Q09472', 'P09874')"
"('Q09666', 'P63104')"
"('Q15910', 'Q9Y6K1')"
"('Q9Y3C8', 'P40337')"
"('O94817', 'Q9BUJ2')"
"('Q9HC44', 'Q9UL03')"
"('Q13077', 'Q15326')"
"('Q9UBU3', 'P28221')"
"('Q05655', 'P40145')"
"('P31751', 'P19838')"
"('P09471', 'P47712')"
"('P19883', 'P09529')"
"('P51948', 'Q13888')"
"('P21673', 'Q5UIP0')"
"('P62993', 'P06733')"
"('Q9H9G7', 'P23588')"
"('Q7Z2G1', 'Q71UI9')"
"('P36897', 'Q8NFH4')"
"('Q9H1R3', 'O14950')"
"('P55210', 'P47712')"
"('P06576', 'P00533')"
"('P08107', 'P45983')"
"('P56645', 'Q9UH62')"
"('P51817', 'P15336')"
"('P63279', 'P22314')"
"('P14317', 'O75381')"
"('Q15768', 'O43639')"
"('P10070', 'Q13625')"
"('Q16586', 'O43556')"
"('P06241', 'P10636')"
"('P26885', 'Q9NRR5')"
"('P14923', 'O95405')"
"('Q9H1J7', 'Q9ULW2')"
"('Q7L523', 'Q76FK4')"
"('P51825', 'P50750')"
"('P63279', 'P36406')"
"('Q96PU5', 'P21802')"
"('P50607', 'P27361')"
"('P02461', 'P56199')"
"('P42684', 'Q70E73')"
"('Q9NSA1', 'P00533')"
"('P51170', 'Q8N668')"
"('O00255', 'P31273')"
"('P05771', 'P63215')"
"('O43586', 'Q9UBS9')"
"('Q9HCK5', 'P08238')"
"('P01588', 'P15260')"
"('P55769', 'Q5UIP0')"
"('Q9UI14', 'P62070')"
"('P03891', 'P17568')"
"('Q96A54', 'Q07869')"
"('Q15653', 'Q9GZS1')"
"('O60508', 'Q01130')"
"('A6NM45', 'O95049')"
"('Q08043', 'P06756')"
"('Q16659', 'Q92882')"
"('Q9ULG1', 'Q9Y5K5')"
"('P46109', 'Q92569')"
"('Q14790', 'P51572')"
"('Q13137', 'Q14164')"
"('Q5VST9', 'O60641')"
"('Q969Y2', 'P43686')"
"('P31947', 'Q9H0B6')"
"('P41159', 'P42702')"
"('P0C0S5', 'O60814')"
"('P01569', 'P40189')"
"('Q9Y3C7', 'Q9GZM7')"
"('Q9Y294', 'P54198')"
"('P01023', 'P17931')"
"('O76071', 'P78344')"
"('Q9P035', 'Q9BRX2')"
"('Q07890', 'Q9Y5S8')"
"('Q16543', 'Q99558')"
"('P01019', 'P42224')"
"('Q9NRX3', 'Q8N357')"
"('P0CG48', 'P31749')"
"('Q92870', 'Q06481')"
"('Q92830', 'O15265')"
"('P29692', 'P01241')"
"('Q12772', 'Q6H8Q1')"
"('Q9Y371', 'Q9GZQ8')"
"('P01106', 'P17676')"
"('P41159', 'Q99650')"
"('P48443', 'Q9Y2X0')"
"('P35638', 'P49715')"
"('P05787', 'Q6WCQ1')"
"('P09919', 'Q6UXL0')"
"('P62195', 'O00487')"
"('Q9Y620', 'Q9H8Y8')"
"('A8MW92', 'P62805')"
"('Q9H819', 'P49716')"
"('Q9UPT9', 'O75478')"
"('Q99750', 'Q9H0I2')"
"('P12931', 'Q86X10')"
"('P61927', 'P62829')"
"('Q16254', 'P42773')"
"('P62993', 'P98077')"
"('Q92731', 'O75586')"
"('Q7L4P6', 'Q5VTD9')"
"('P35080', 'Q07890')"
"('P10912', 'P26045')"
"('Q9H223', 'Q9Y5J5')"
"('P51452', 'Q16539')"
"('P84103', 'P52597')"
"('O95059', 'P47756')"
"('P63104', 'Q9UJM3')"
"('P42766', 'P30050')"
"('Q13573', 'P55081')"
"('Q9Y5I7', 'P56746')"
"('Q02410', 'P49768')"
"('Q12959', 'Q9BTT6')"
"('Q8TD19', 'Q08945')"
"('P16220', 'P42858')"
"('O60506', 'P61978')"
"('Q16659', 'O43524')"
"('P0CG48', 'Q9NZ09')"
"('P61088', 'Q99459')"
"('Q09161', 'Q15428')"
"('Q05516', 'P29590')"
"('P11487', 'Q07890')"
"('P62280', 'Q99558')"
"('Q13882', 'P31749')"
"('P20073', 'Q05516')"
"('Q07955', 'P09651')"
"('Q969J5', 'O60674')"
"('P14373', 'P61077')"
"('Q53T94', 'Q9NYV6')"
"('P02655', 'P02768')"
"('P46778', 'P46776')"
"('Q9UQE7', 'P23508')"
"('Q13509', 'Q9BQE3')"
"('Q99469', 'Q9NZQ3')"
"('O75925', 'O15105')"
"('Q00722', 'Q05655')"
"('P18031', 'P00519')"
"('Q01094', 'P19525')"
"('P35611', 'Q02363')"
"('Q9Y6W5', 'Q8IZP0')"
"('P63267', 'P62993')"
"('P84103', 'P61978')"
"('O75928', 'Q13838')"
"('Q9Y3F4', 'P62316')"
"('Q96PE3', 'Q15797')"
"('P43243', 'Q9NRI5')"
"('P63104', 'P16104')"
"('P33076', 'O75626')"
"('Q8WUM4', 'Q9Y3C5')"
"('P07910', 'Q14103')"
"('P05019', 'P22455')"
"('P49756', 'Q14498')"
"('P15498', 'P50570')"
"('P16104', 'P20290')"
"('O43918', 'Q9H2G2')"
"('Q96NZ8', 'P34820')"
"('Q12967', 'P45984')"
"('Q96IF1', 'Q05513')"
"('Q8TAF3', 'P01889')"
"('P28074', 'P08238')"
"('P36897', 'P52757')"
"('O14936', 'P11171')"
"('Q14194', 'Q9NVP1')"
"('Q16186', 'Q9Y5K5')"
"('O60729', 'Q8NHZ8')"
"('P61586', 'Q05397')"
"('Q06455', 'O43439')"
"('Q00839', 'P63104')"
"('P50281', 'Q9BV57')"
"('O95166', 'Q00610')"
"('P56182', 'P15927')"
"('Q13011', 'Q15102')"
"('O95786', 'O14920')"
"('P25054', 'P11021')"
"('Q9UBX3', 'Q9Y5V3')"
"('P57737', 'Q15369')"
"('Q15714', 'Q9Y4W2')"
"('P08575', 'P42768')"
"('P01732', 'P13747')"
"('P45983', 'Q12968')"
"('Q13237', 'Q9NPA1')"
"('P21333', 'Q9Y6K5')"
"('Q12933', 'Q9Y230')"
"('P46779', 'P61353')"
"('Q01094', 'P16989')"
"('P00533', 'Q07889')"
"('O43261', 'Q15047')"
"('Q12988', 'Q13432')"
"('P62316', 'P62318')"
"('P09382', 'Q8WXI7')"
"('Q5T3J3', 'Q13190')"
"('P35998', 'Q99460')"
"('Q15276', 'P61020')"
"('Q02156', 'P02545')"
"('P62820', 'P04632')"
"('Q15750', 'Q13748')"
"('Q14534', 'Q15306')"
"('P25105', 'P30679')"
"('P19174', 'P0C869')"
"('Q99447', 'O60383')"
"('P55072', 'Q01113')"
"('P08700', 'Q8N6P7')"
"('P21333', 'P26012')"
"('Q9Y6K1', 'P01106')"
"('Q93034', 'Q96Q27')"
"('P15018', 'P31785')"
"('P30101', 'P18206')"
"('Q16401', 'P43686')"
"('Q9UK22', 'Q96QV1')"
"('P33176', 'Q9Y4G8')"
"('Q15365', 'Q14103')"
"('P60520', 'P33993')"
"('P62750', 'P50914')"
"('Q16186', 'Q9Y5L4')"
"('Q9BTY7', 'P21246')"
"('O95251', 'P49674')"
"('Q9Y265', 'Q10586')"
"('P13671', 'P62993')"
"('Q04724', 'P38936')"
"('P62333', 'Q14164')"
"('P34896', 'O60684')"
"('P61077', 'Q6PCD5')"
"('Q16627', 'P51679')"
"('Q9P035', 'P49662')"
"('P00519', 'P60763')"
"('O60493', 'P06241')"
"('P48443', 'P05060')"
"('Q8TAK5', 'Q9NWT6')"
"('Q9Y3C7', 'Q9BUJ2')"
"('Q9UHX1', 'Q05519')"
"('Q8TD86', 'P51828')"
"('P0DJD1', 'P63279')"
"('P12980', 'P47928')"
"('Q8WXH5', 'P42701')"
"('Q9UGI9', 'Q9Y478')"
"('A7E2Y1', 'Q9P2M7')"
"('Q12873', 'O14503')"
"('P58418', 'Q13402')"
"('P28482', 'Q14790')"
"('P00533', 'P42229')"
"('Q9Y2V3', 'Q9H171')"
"('P58340', 'Q9UHY1')"
"('O95084', 'Q7L5Y1')"
"('Q13485', 'Q8TB52')"
"('P01871', 'Q13009')"
"('Q92831', 'P14316')"
"('P18621', 'Q9UKV8')"
"('P63279', 'P78317')"
"('Q15311', 'Q86VP1')"
"('O94856', 'O95433')"
"('P36956', 'Q969H0')"
"('Q9UGJ1', 'Q9BQE3')"
"('Q9Y3A3', 'Q9Y376')"
"('Q969S8', 'Q96A08')"
"('O60942', 'P01106')"
"('P55072', 'O75674')"
"('P62158', 'Q15628')"
"('O94817', 'P18146')"
"('P22612', 'P18848')"
"('P26441', 'Q8N6P7')"
"('O95870', 'O75391')"
"('P48023', 'P98171')"
"('Q13748', 'Q15750')"
"('O15350', 'P54278')"
"('P15018', 'Q8IU57')"
"('Q9NRA0', 'Q92769')"
"('P05013', 'P42701')"
"('Q8NBJ4', 'Q9BQ52')"
"('Q99750', 'P15173')"
"('Q9P2W3', 'Q9HBW0')"
"('O75306', 'P01106')"
"('P61925', 'P17612')"
"('P51878', 'Q9C000')"
"('Q9Y297', 'P08151')"
"('P20333', 'O14735')"
"('P54710', 'O00168')"
"('Q9NV58', 'O00193')"
"('P05386', 'Q53EL6')"
"('P28566', 'Q9P2W3')"
"('P62753', 'P62273')"
"('Q15654', 'Q9H0E2')"
"('P23284', 'P50570')"
"('Q13636', 'Q01968')"
"('Q9P2W3', 'P45983')"
"('Q14185', 'O43639')"
"('Q14919', 'O75593')"
"('P62140', 'Q8IZS8')"
"('Q9UK22', 'Q13616')"
"('Q16594', 'Q86TJ2')"
"('P62256', 'Q9BWF2')"
"('Q13151', 'O95400')"
"('P56746', 'O95500')"
"('P62714', 'Q9UHV9')"
"('P07948', 'Q96B97')"
"('Q13432', 'P62328')"
"('P62829', 'P36578')"
"('P08708', 'P23396')"
"('Q6NZ67', 'Q16543')"
"('O00255', 'Q99717')"
"('A6NIT4', 'P40238')"
"('Q13190', 'P54920')"
"('P08107', 'P54725')"
"('O43820', 'Q92979')"
"('P62913', 'P62899')"
"('Q6NUT2', 'P18146')"
"('P49915', 'P18146')"
"('Q9UJX3', 'Q9NZH5')"
"('P28827', 'P35222')"
"('Q96HZ4', 'Q14469')"
"('P05771', 'Q07157')"
"('Q13158', 'Q6WCQ1')"
"('P31947', 'Q96IF1')"
"('Q13190', 'Q16891')"
"('P46779', 'P61313')"
"('Q9P2K8', 'Q15759')"
"('P56537', 'Q8TC92')"
"('Q9ULX6', 'Q99759')"
"('P35222', 'P29317')"
"('Q9P0U4', 'Q9UPS6')"
"('Q99613', 'O14602')"
"('O95467', 'P51828')"
"('O14933', 'Q8ND25')"
"('Q12933', 'P26842')"
"('P54259', 'Q01844')"
"('Q99426', 'B1AH88')"
"('P62851', 'P62263')"
"('P00519', 'Q9Y6Q9')"
"('P16144', 'O00329')"
"('Q9HAV4', 'Q9HC98')"
"('P12110', 'P05106')"
"('O43929', 'O43913')"
"('Q8IY92', 'Q13526')"
"('P63104', 'P68363')"
"('Q9HAU4', 'Q9H469')"
"('P48169', 'O95166')"
"('Q9UMX0', 'Q9P2K6')"
"('Q9BVC4', 'Q92574')"
"('Q13418', 'Q16531')"
"('Q9BT78', 'Q13616')"
"('Q9ULT8', 'Q9NR30')"
"('Q93009', 'Q12816')"
"('P63104', 'P41250')"
"('Q6Y1H2', 'P51572')"
"('Q96GM5', 'Q92925')"
"('P04439', 'P01732')"
"('Q15052', 'Q15797')"
"('Q8TDY2', 'Q9BWU1')"
"('P51668', 'Q92560')"
"('P63279', 'P11387')"
"('Q9Y230', 'P37268')"
"('Q15287', 'P22626')"
"('P01106', 'O00291')"
"('O60244', 'P35609')"
"('Q13464', 'P62140')"
"('Q9H0E2', 'Q99836')"
"('O14977', 'O95190')"
"('O15360', 'Q9BXW9')"
"('P12956', 'Q8N2W9')"
"('P02647', 'O95477')"
"('Q6AI08', 'O15085')"
"('P42858', 'Q15642')"
"('Q8NDM7', 'P62258')"
"('Q07000', 'P30450')"
"('O75390', 'P30480')"
"('P11142', 'Q04864')"
"('Q8NGY6', 'P38405')"
"('Q99558', 'Q02878')"
"('Q02878', 'Q9UKV8')"
"('P61026', 'P48039')"
"('O00303', 'O60739')"
"('P06239', 'P43403')"
"('P46459', 'Q16827')"
"('Q92628', 'P02768')"
"('P04350', 'Q15012')"
"('Q96SB4', 'Q07955')"
"('Q6PD62', 'P62487')"
"('P51532', 'P35232')"
"('Q9UKX2', 'Q9BSL1')"
"('Q13588', 'O43561')"
"('O00755', 'O14904')"
"('O00305', 'Q12816')"
"('Q9Y297', 'Q15653')"
"('P04075', 'P16104')"
"('Q9UD71', 'O14965')"
"('P41222', 'P07384')"
"('Q96HC4', 'P62829')"
"('P16220', 'P61328')"
"('O94906', 'Q8WWY3')"
"('P16871', 'P30048')"
"('P17040', 'Q9Y5X1')"
"('Q13490', 'O95786')"
"('Q16531', 'Q9H7D7')"
"('Q9BZK7', 'P41182')"
"('Q9UKV8', 'Q96P70')"
"('P62280', 'P62993')"
"('Q01892', 'Q92793')"
"('P62258', 'P54105')"
"('P05109', 'Q8IY92')"
"('Q14185', 'Q9HBH0')"
"('Q16695', 'P07288')"
"('P19544', 'O75607')"
"('P19793', 'P48552')"
"('Q9Y561', 'P63244')"
"('Q15811', 'Q99471')"
"('O43251', 'P55795')"
"('P08575', 'P07948')"
"('P54257', 'P47869')"
"('Q9ULH1', 'P0CG48')"
"('O14867', 'P15559')"
"('P42285', 'Q66LE6')"
"('Q9P2H0', 'Q15388')"
"('Q15714', 'Q14194')"
"('Q14957', 'Q13936')"
"('P48200', 'P67809')"
"('P24385', 'Q00653')"
"('Q9NYV6', 'Q01105')"
"('P13987', 'P63010')"
"('P00533', 'P12830')"
"('Q8NDZ2', 'P61981')"
"('Q8WVZ9', 'Q13867')"
"('Q9Y4H2', 'P27348')"
"('P62829', 'Q9P287')"
"('Q92731', 'Q13503')"
"('P17812', 'P01889')"
"('Q16576', 'P28749')"
"('Q99459', 'Q96P11')"
"('P18146', 'Q13118')"
"('Q93009', 'O15479')"
"('P12830', 'P35221')"
"('P23511', 'Q12772')"
"('Q8N474', 'O00744')"
"('P13500', 'P49682')"
"('Q15428', 'Q15637')"
"('Q04206', 'Q13625')"
"('Q9Y4K3', 'Q9BUZ4')"
"('O60880', 'Q9NQ25')"
"('P05067', 'P04406')"
"('Q13315', 'Q8IZ07')"
"('Q15008', 'Q969Y2')"
"('O75347', 'P01889')"
"('Q08211', 'O76054')"
"('O95750', 'P16234')"
"('Q9BVJ7', 'O75530')"
"('P07814', 'Q01201')"
"('Q96DI7', 'P13686')"
"('P35626', 'Q8N0Y3')"
"('P84098', 'P62913')"
"('P18084', 'P08758')"
"('P49841', 'Q6UXH1')"
"('O43491', 'P35462')"
"('O14827', 'Q9H2G2')"
"('Q13137', 'Q9UBV8')"
"('Q7L2H7', 'P01243')"
"('406909', 'Q15910')"
"('Q5VU43', 'P38936')"
"('P49286', 'P63096')"
"('P62241', 'Q00005')"
"('P46109', 'Q9ULH0')"
"('P61956', 'Q9UJU2')"
"('P63104', 'O00764')"
"('Q9BX70', 'P21246')"
