negatives
"('Q07890', 'P52198')"
"('Q16531', 'Q9H211')"
"('P62701', 'P60866')"
"('Q9NRZ5', 'P46108')"
"('P37802', 'P16871')"
"('P08579', 'O94817')"
"('Q9ULK6', 'P61077')"
"('Q9NZM4', 'P16333')"
"('Q969Q4', 'Q15645')"
"('O95402', 'P49336')"
"('P46778', 'P09651')"
"('Q75N90', 'P38936')"
"('P63211', 'Q5JWF2')"
"('Q9Y5W5', 'Q9UBV4')"
"('Q10586', 'P12956')"
"('Q07666', 'Q9UNE7')"
"('P23508', 'P08237')"
"('Q86Y39', 'O14561')"
"('P52597', 'Q9BUJ2')"
"('P22681', 'Q99062')"
"('Q9Y6X8', 'Q9H4I2')"
"('406881', 'Q15717')"
"('Q8IVF5', 'P63000')"
"('Q9Y4K3', 'P16234')"
"('Q9UQM7', 'P27482')"
"('O75159', 'P42701')"
"('Q15365', 'Q99684')"
"('P41743', 'Q16543')"
"('P80303', 'P55210')"
"('Q8TF32', 'P04183')"
"('Q9H8W5', 'P18146')"
"('Q92844', 'Q14653')"
"('P52948', 'Q99567')"
"('P55011', 'P22612')"
"('Q9H8Y8', 'Q14789')"
"('Q99877', 'Q08945')"
"('P01106', 'Q9UBF2')"
"('Q14152', 'P55884')"
"('P41145', 'Q9H0R8')"
"('P09917', 'P27695')"
"('Q14160', 'Q15654')"
"('P18085', 'Q13573')"
"('O00273', 'Q9Y4E8')"
"('P05386', 'P63173')"
"('Q68CQ4', 'P43364')"
"('O75529', 'Q9UPT9')"
"('Q8IZC6', 'P26006')"
"('Q13625', 'Q6ZUJ8')"
"('P62308', 'O75410')"
"('Q9Y2Q3', 'Q7Z4W1')"
"('Q92624', 'Q6PEW1')"
"('Q15428', 'Q9Y6A4')"
"('O60508', 'Q9BUJ2')"
"('P01106', 'Q13501')"
"('P32121', 'Q8NH40')"
"('P08047', 'Q16665')"
"('Q01484', 'Q9UJW0')"
"('P04626', 'Q92729')"
"('P0C0S8', 'Q13547')"
"('Q16445', 'P60520')"
"('Q13501', 'O75376')"
"('Q8NHU6', 'O75410')"
"('Q92569', 'O43561')"
"('Q13554', 'Q9NY47')"
"('P31269', 'O15162')"
"('Q9ULV8', 'P78552')"
"('Q99707', 'Q15714')"
"('P62993', 'Q92973')"
"('P25490', 'P0C1Z6')"
"('P27361', 'P05412')"
"('O76074', 'Q14643')"
"('P46379', 'Q7Z434')"
"('P26373', 'P62888')"
"('P27986', 'Q92835')"
"('Q9Y2X0', 'Q71F56')"
"('Q09472', 'P42771')"
"('P52907', 'Q00005')"
"('Q13233', 'Q71UM5')"
"('Q92837', 'O14640')"
"('P09234', 'Q12906')"
"('Q92769', 'Q8N108')"
"('P46781', 'P08865')"
"('Q15645', 'Q8TBB1')"
"('P08648', 'Q13418')"
"('P11171', 'Q9BRA2')"
"('Q9Y4K3', 'O60573')"
"('Q01844', 'Q92934')"
"('P49450', 'Q02224')"
"('P49023', 'P23258')"
"('P06213', 'Q15262')"
"('Q9H1C4', 'P39656')"
"('Q13177', 'P35580')"
"('P26373', 'Q04206')"
"('O15083', 'O75334')"
"('P42574', 'Q9UKV3')"
"('O43586', 'P48023')"
"('P01588', 'P08887')"
"('Q676U5', 'Q00610')"
"('P42224', 'Q13547')"
"('Q13796', 'P12931')"
"('P46459', 'Q969Q5')"
"('P04908', 'Q13547')"
"('P08581', 'P01243')"
"('Q96I51', 'Q14197')"
"('Q9NPD3', 'Q13868')"
"('Q92831', 'Q01658')"
"('Q14289', 'P25685')"
"('P16333', 'Q13177')"
"('O94925', 'O00422')"
"('P42568', 'Q6W2J9')"
"('P61313', 'P27635')"
"('Q16625', 'P08034')"
"('O00571', 'P25942')"
"('O76061', 'O95831')"
"('Q13418', 'O75436')"
"('P0CG48', 'Q07820')"
"('Q96EY1', 'P25963')"
"('Q99689', 'Q86Y56')"
"('Q969D9', 'Q13261')"
"('Q01844', 'P28715')"
"('P16471', 'P29597')"
"('Q13402', 'Q495M9')"
"('Q8TBB1', 'O95751')"
"('Q9UHQ7', 'P51784')"
"('P60520', 'Q5TCY1')"
"('P62140', 'O14965')"
"('Q15388', 'P46379')"
"('Q9C0J8', 'Q10570')"
"('A0JLT2', 'Q15287')"
"('O60551', 'P10415')"
"('O75461', 'Q15054')"
"('Q9NQB0', 'Q9Y265')"
"('P14316', 'P40306')"
"('O75400', 'O60885')"
"('Q9NQC7', 'O95786')"
"('O95433', 'Q14807')"
"('Q15287', 'Q13523')"
"('P01375', 'Q15717')"
"('P35372', 'P08754')"
"('Q9C0A6', 'Q12933')"
"('Q7Z6L1', 'P78371')"
"('P27986', 'P63104')"
"('P01303', 'P30939')"
"('P31150', 'Q969Q5')"
"('Q14451', 'P07949')"
"('P48551', 'Q9BPZ7')"
"('Q8N6C8', 'P43405')"
"('Q13387', 'Q14194')"
"('Q13503', 'O60244')"
"('P41235', 'P02766')"
"('P49441', 'P18858')"
"('P30304', 'P01112')"
"('Q9UKW4', 'P46940')"
"('O15145', 'Q96P48')"
"('P63208', 'Q969P5')"
"('Q8N1N4', 'Q8IXJ6')"
"('Q14974', 'P49790')"
"('P30968', 'P16220')"
"('P35626', 'Q8NGJ4')"
"('P22694', 'Q13733')"
"('Q03060', 'Q9Y2W7')"
"('P08648', 'P23229')"
"('Q12933', 'P53779')"
"('P01570', 'P17181')"
"('Q9Y2X8', 'Q6UVK1')"
"('Q13131', 'P05141')"
"('Q15834', 'O15372')"
"('Q9UBU3', 'Q9UBS5')"
"('P01112', 'P27361')"
"('Q02363', 'Q16666')"
"('P18146', 'Q93096')"
"('Q15306', 'Q00534')"
"('Q9HC98', 'Q15758')"
"('P23508', 'Q9H9B4')"
"('Q8NHJ6', 'O75015')"
"('Q9UGP8', 'P23508')"
"('Q9UGN5', 'Q9Y6X8')"
"('P11309', 'P51813')"
"('P08237', 'P17858')"
"('Q05513', 'P25963')"
"('Q9HAV0', 'P48736')"
"('P06213', 'Q06124')"
"('P04629', 'Q99962')"
"('Q9H211', 'O75496')"
"('P47710', 'Q92876')"
"('Q07021', 'Q05655')"
"('P22626', 'P51991')"
"('P59768', 'P62873')"
"('Q96Q15', 'P04637')"
"('Q969S8', 'Q99877')"
"('P63211', 'O00555')"
"('Q9BY11', 'Q9NQC1')"
"('Q99558', 'P62244')"
"('P23458', 'Q14765')"
"('O96033', 'P32969')"
"('Q9NUU7', 'Q99750')"
"('Q5VVX9', 'Q86Y13')"
"('O95433', 'Q7Z408')"
"('P09544', 'Q13467')"
"('P53350', 'O75914')"
"('P98095', 'Q15067')"
"('P62158', 'P46940')"
"('P51970', 'P03901')"
"('Q04864', 'P10145')"
"('Q92830', 'Q9UBG7')"
"('Q92956', 'P81605')"
"('P61073', 'P25490')"
"('Q9Y383', 'Q13155')"
"('P29375', 'P10276')"
"('Q92901', 'P61254')"
"('P62913', 'P47914')"
"('Q9BXL5', 'P23497')"
"('Q13255', 'P52294')"
"('P05062', 'Q8IWZ6')"
"('Q9NRD5', 'P49683')"
"('Q9UHX1', 'Q9Y6M1')"
"('Q14498', 'O15541')"
"('Q9BVP2', 'Q9H1I8')"
"('Q13424', 'P08588')"
"('406900', 'Q8WY64')"
"('Q15120', 'Q14197')"
"('Q07817', 'Q14318')"
"('Q14192', 'Q9UHX1')"
"('Q9NP77', 'Q9C0J8')"
"('Q9H4L4', 'Q8IZL8')"
"('P35609', 'Q8WWI1')"
"('Q96GX9', 'Q6ZVK8')"
"('P06239', 'P06729')"
"('Q15653', 'O60356')"
"('Q02078', 'P14672')"
"('O96020', 'P30260')"
"('Q14683', 'Q07955')"
"('P01889', 'P14174')"
"('P62807', 'P56524')"
"('P47712', 'P18054')"
"('O15524', 'Q01113')"
"('Q13535', 'Q7L014')"
"('Q15428', 'Q14011')"
"('Q9UNL2', 'Q9P2S5')"
"('Q9NZJ4', 'P02768')"
"('P25791', 'P61371')"
"('P56199', 'P05556')"
"('Q13315', 'Q9BVJ6')"
"('P53618', 'Q99459')"
"('P30533', 'Q99523')"
"('Q13573', 'Q09666')"
"('P04844', 'P27824')"
"('Q96KM6', 'Q9UIS9')"
"('Q9H7L9', 'Q16576')"
"('Q13247', 'P51003')"
"('P21673', 'Q5UIP0')"
"('Q00653', 'P15104')"
"('P08238', 'P12814')"
"('P18564', 'P28482')"
"('Q9HCK5', 'P61353')"
"('O60603', 'P49006')"
"('P63098', 'Q13522')"
"('Q8IZP0', 'Q8N4C6')"
"('O43353', 'Q13114')"
"('O43765', 'P35080')"
"('Q9H0F7', 'Q15041')"
"('P13861', 'P84022')"
"('Q9UBI6', 'P48736')"
"('P10809', 'P01116')"
"('Q9UNA1', 'Q7L0Q8')"
"('Q00403', 'Q99442')"
"('Q01196', 'P56545')"
"('O15524', 'Q8N6P7')"
"('O14836', 'Q99836')"
"('Q6WCQ1', 'Q86UA6')"
"('P10636', 'P63104')"
"('P04049', 'Q96KB5')"
"('P37231', 'Q9UBL3')"
"('P37231', 'P16671')"
"('Q9NPF7', 'P38484')"
"('Q5VTD9', 'Q9HC77')"
"('P62318', 'P14678')"
"('P12081', 'Q9Y4K3')"
"('O00459', 'P0CG47')"
"('P07333', 'O95208')"
"('P10720', 'P51684')"
"('P46734', 'Q14203')"
"('P55795', 'P31943')"
"('P21673', 'Q9H8M9')"
"('Q9P0W0', 'P16871')"
"('P46108', 'P29320')"
"('P52756', 'Q9Y2W2')"
"('P43405', 'P04626')"
"('O95751', 'Q9NY61')"
"('Q14974', 'P20333')"
"('O95163', 'Q14204')"
"('P19784', 'Q16625')"
"('Q9UNH5', 'P30260')"
"('Q9Y613', 'P63000')"
"('O95352', 'O94817')"
"('P13747', 'P26717')"
"('406953', 'P40763')"
"('P62277', 'P62241')"
"('Q02040', 'Q15287')"
"('P49841', 'P49768')"
"('P61077', 'Q13489')"
"('Q8N1F8', 'Q7Z2V1')"
"('Q16695', 'Q13191')"
"('P27986', 'P14415')"
"('P28328', 'Q6P1J9')"
"('Q13444', 'O94875')"
"('P42858', 'P31749')"
"('P01588', 'P48551')"
"('Q9HAV4', 'Q9Y6K9')"
"('P23588', 'Q9UKV8')"
"('P22681', 'Q969J5')"
"('P33552', 'Q14674')"
"('P08238', 'Q9Y243')"
"('P83731', 'P46779')"
"('P35221', 'P14923')"
"('P51617', 'O95817')"
"('P61981', 'Q8WUI4')"
"('P62979', 'P62701')"
"('Q99816', 'Q9NP58')"
"('Q13247', 'Q13242')"
"('P00519', 'Q9BQ89')"
"('Q8WXH5', 'Q99650')"
"('O60941', 'Q9BUH8')"
"('P26010', 'Q12929')"
"('P0CG47', 'O94782')"
"('Q14653', 'P01571')"
"('P21580', 'Q99683')"
"('Q9UID6', 'Q7Z2E3')"
"('Q9UBL3', 'Q5QNW6')"
"('Q14CS0', 'P67809')"
"('O95433', 'P51398')"
"('Q8NCG7', 'Q9UG56')"
"('Q7RTS6', 'Q9UKV8')"
"('Q8TDY2', 'O94817')"
"('Q01780', 'Q9H0D6')"
"('P51970', 'O95139')"
"('Q6NUN9', 'P07332')"
"('Q9Y6K9', 'P63165')"
"('Q86XR7', 'Q8IUC6')"
"('Q00005', 'Q00839')"
"('Q15628', 'Q14644')"
"('O60934', 'Q8WXE1')"
"('Q9Y478', 'Q9BWD1')"
"('Q96T60', 'Q99717')"
"('Q9H4L4', 'P62269')"
"('Q8IZC6', 'P05106')"
"('O43678', 'O95178')"
"('Q00653', 'O60477')"
"('Q9Y4K3', 'O14979')"
"('Q99717', 'O75533')"
"('Q07890', 'Q13683')"
"('Q96ID5', 'P62328')"
"('Q9UKV8', 'P07814')"
"('Q07869', 'P06858')"
"('Q8NFJ9', 'P05783')"
"('P56750', 'P56880')"
"('P24043', 'Q9UKX5')"
"('P60709', 'P17844')"
"('P05067', 'P62937')"
"('Q9ULV8', 'P08887')"
"('P02533', 'P01857')"
"('Q92793', 'Q02556')"
"('Q9BUR4', 'Q99973')"
"('406915', 'O00716')"
"('P05771', 'P00533')"
"('P27037', 'P36896')"
"('Q68CJ9', 'Q9NR55')"
"('P35244', 'Q96E14')"
"('Q13526', 'P40763')"
"('P30520', 'Q9H0Y0')"
"('P61421', 'P20618')"
"('Q9HBH0', 'Q13153')"
"('Q01094', 'Q01892')"
"('P49768', 'P35222')"
"('Q9UHV7', 'Q9NVC6')"
"('Q9GZT8', 'P38432')"
"('P42679', 'P10721')"
"('P20073', 'Q9HB58')"
"('P11940', 'O43347')"
"('O43318', 'Q9H8E8')"
"('P10301', 'Q13671')"
"('Q9UIF9', 'Q13547')"
"('O95471', 'P56746')"
"('O75970', 'P41595')"
"('P60174', 'Q9UMX0')"
"('P54259', 'Q7Z7M0')"
"('P67870', 'P20226')"
"('Q71SY5', 'P10276')"
"('P14174', 'Q9H9D4')"
"('P35626', 'Q8N0Y3')"
"('Q16666', 'Q9ULZ3')"
"('O15488', 'P13807')"
"('Q06323', 'P05026')"
"('Q9NRD5', 'P23975')"
"('P01106', 'P28074')"
"('Q9UQ80', 'Q9Y478')"
"('P08865', 'P62277')"
"('P62318', 'P62316')"
"('P20671', 'Q86U86')"
"('Q14831', 'P62879')"
"('Q9Y3U8', 'P62917')"
"('P07550', 'P0CG48')"
"('P04637', 'P17028')"
"('P34947', 'P32248')"
"('Q14164', 'Q01469')"
"('Q99459', 'Q13200')"
"('Q9Y6D5', 'P10644')"
"('P51955', 'Q3B7T1')"
"('P13232', 'P32927')"
"('O95149', 'P18621')"
"('Q9H2G2', 'P23760')"
"('P20265', 'P23760')"
"('P09914', 'P42224')"
"('Q13561', 'Q16659')"
"('P04406', 'O43353')"
"('O14508', 'Q9HC73')"
"('Q9Y4K3', 'P06730')"
"('P84022', 'O60884')"
"('O43395', 'Q14498')"
"('Q13485', 'Q8IZD4')"
"('Q7Z3J3', 'P55854')"
"('Q9Y5I7', 'P56880')"
"('P17612', 'Q05469')"
"('Q15599', 'Q8IUQ4')"
"('P20226', 'P19793')"
"('Q12888', 'O60739')"
"('Q16659', 'Q7Z7A1')"
"('Q9H7D0', 'P30154')"
"('P18146', 'P49915')"
"('Q00535', 'P10636')"
"('P05388', 'P42766')"
"('P62891', 'P62945')"
"('Q7Z434', 'Q5T447')"
"('O15111', 'O00559')"
"('Q15714', 'Q04724')"
"('P01106', 'Q8N2A8')"
"('P54727', 'P29372')"
"('Q9NZI8', 'P62633')"
"('Q66K89', 'P04637')"
"('Q9Y6X6', 'Q9Y2A7')"
"('P59998', 'P63261')"
"('Q15672', 'P15692')"
"('Q13287', 'Q92793')"
"('Q9UBN7', 'P23527')"
"('Q5VTD9', 'Q86UL3')"
"('Q13547', 'Q9UBP5')"
"('P10643', 'P07360')"
"('P06748', 'Q99558')"
"('P08195', 'P17931')"
"('Q9GZR7', 'Q9BYD3')"
"('Q92731', 'Q8TDD1')"
"('P17858', 'P08237')"
"('P16333', 'P63000')"
"('Q9UBD3', 'P51679')"
"('Q9Y239', 'Q13098')"
"('Q8IY18', 'Q8WV22')"
"('P35557', 'P16118')"
"('Q13469', 'P11831')"
"('Q9UDY8', 'Q9H257')"
"('P42226', 'Q9Y6Q9')"
"('P31749', 'P23769')"
"('O96017', 'P18887')"
"('P35221', 'Q9Y6N8')"
"('O95402', 'Q9H944')"
"('O75084', 'Q01970')"
"('Q9H9G7', 'P23588')"
"('P28482', 'P07339')"
"('Q5T3J3', 'P36405')"
"('P16871', 'P11142')"
"('P02768', 'Q8NHC8')"
"('P53350', 'Q9BQ83')"
"('P03915', 'O95178')"
"('Q13976', 'P05026')"
"('P26368', 'Q9BZE0')"
"('P28482', 'Q8N122')"
"('P10275', 'P04150')"
"('P17480', 'Q9H9Y6')"
"('Q15560', 'P24928')"
"('Q07890', 'P11233')"
"('P30480', 'Q9H0U4')"
"('P33552', 'P51681')"
"('Q16621', 'P62979')"
"('P09661', 'Q9BWJ5')"
"('P49765', 'P21802')"
"('Q15366', 'Q13435')"
"('P84022', 'P49711')"
"('Q14192', 'Q13683')"
"('Q00534', 'P35222')"
"('P12235', 'P45880')"
"('P48058', 'Q12879')"
"('P54646', 'O00253')"
"('P06239', 'P28827')"
"('Q9UNX3', 'P05388')"
"('Q99459', 'Q9UL68')"
"('Q9UHB6', 'P62993')"
"('P00519', 'Q13588')"
"('P54253', 'Q8NEA9')"
"('P14678', 'Q14204')"
"('P01889', 'O75534')"
"('P62195', 'P11474')"
"('P46783', 'P35080')"
"('P30084', 'P63104')"
"('Q9P253', 'P78396')"
"('Q07889', 'Q9UKS6')"
"('Q01094', 'O15350')"
"('Q13526', 'Q13469')"
"('Q13347', 'O15372')"
"('Q13480', 'P31152')"
"('P16220', 'Q6ZUT6')"
"('Q99750', 'Q8TAI1')"
"('Q8NCM8', 'P68363')"
"('P20073', 'Q9P283')"
"('P02745', 'P08246')"
"('O15105', 'P18146')"
"('Q96HP0', 'Q07889')"
"('Q13315', 'Q9NRN7')"
"('P19784', 'P04156')"
"('406907', 'O75116')"
"('O43524', 'P35222')"
"('P22694', 'Q9UF02')"
"('P13861', 'O43572')"
"('O95299', 'Q9P0J0')"
"('Q8NEG0', 'P61019')"
"('Q9Y247', 'O95751')"
"('P13637', 'P07711')"
"('O60496', 'P16333')"
"('Q9NPJ4', 'Q9HC38')"
"('Q9Y4G6', 'Q05397')"
"('Q13485', 'Q15583')"
"('Q9HCE0', 'Q6VMQ6')"
"('P67812', 'P01889')"
"('P30101', 'P01130')"
"('Q07820', 'P0CG48')"
"('Q8IZI9', 'P15260')"
"('Q96MT8', 'Q49A88')"
"('P49407', 'P12272')"
"('Q02779', 'Q9H0H5')"
"('Q9UMX0', 'Q9P2K6')"
"('Q15047', 'Q13263')"
"('Q9NRI5', 'Q8N4L8')"
"('Q16620', 'P16333')"
"('Q92753', 'P62195')"
"('Q9BZL6', 'P19793')"
"('O43294', 'Q13485')"
"('Q13190', 'P51693')"
"('P0CG48', 'O14562')"
"('Q99877', 'Q6UXN9')"
"('Q9H9D4', 'Q9NY93')"
"('O00308', 'Q93009')"
"('P63279', 'P37088')"
"('Q13315', 'O95376')"
"('O15162', 'Q9P0T4')"
"('P62269', 'P25398')"
"('P62807', 'Q9NY93')"
"('O15131', 'Q9HAN9')"
"('P06753', 'P60709')"
"('Q7L7L0', 'Q5QNW6')"
"('P25025', 'P55072')"
"('Q8TEL6', 'O14920')"
"('P11308', 'P17947')"
"('Q9Y463', 'Q13153')"
"('P49770', 'Q13144')"
"('Q9Y3D3', 'Q9UKE5')"
"('P11142', 'P31689')"
"('P35080', 'P60709')"
"('Q14194', 'Q13387')"
"('P19634', 'P63104')"
"('P49815', 'P62993')"
"('Q9UKV8', 'P62750')"
"('P78347', 'O75365')"
"('O95786', 'Q99942')"
"('P37840', 'P04217')"
"('Q99623', 'Q8IXJ6')"
"('Q9UKB1', 'P62837')"
"('P56693', 'Q5T442')"
"('P17676', 'Q86X55')"
"('Q09472', 'P08047')"
"('Q9P2S5', 'P57678')"
"('P12107', 'P16144')"
"('Q15835', 'P25024')"
"('P01569', 'Q01113')"
"('P62879', 'Q9UBY5')"
"('P98164', 'P78352')"
"('P17655', 'P10415')"
"('P68104', 'Q9BX70')"
"('Q8TC07', 'O75365')"
"('P51681', 'Q14061')"
"('Q9ULC4', 'Q9UIK4')"
"('Q13164', 'Q14789')"
"('P07942', 'P01137')"
"('Q9Y2I6', 'Q8N8B7')"
"('P35998', 'Q06323')"
"('Q9HC24', 'Q96KJ9')"
"('P26010', 'Q7Z6G8')"
"('P63104', 'P00966')"
"('O95758', 'Q99459')"
"('Q9H832', 'Q9H4P4')"
"('O15151', 'P06400')"
"('P51946', 'P33993')"
"('Q14008', 'Q92932')"
"('P62875', 'P62487')"
"('P08588', 'Q8TDG2')"
"('P21860', 'P15498')"
"('Q96EE3', 'P57740')"
"('P08700', 'P10912')"
"('Q9BRX2', 'P55036')"
"('Q92499', 'P18206')"
"('Q9UNI1', 'P01009')"
"('Q9H5V9', 'Q13573')"
"('Q07021', 'Q9Y572')"
"('Q7L5N1', 'Q16644')"
"('P98179', 'P61978')"
"('Q92769', 'P48382')"
"('P49959', 'Q9BXW9')"
"('Q99963', 'P21802')"
"('Q04917', 'P46527')"
"('P30307', 'P63104')"
"('A1A4S6', 'P17081')"
"('O00311', 'P33991')"
"('P40189', 'Q8WYR1')"
"('P04637', 'P48023')"
"('Q9NRI5', 'Q8TF61')"
"('Q9BTT4', 'Q93074')"
"('P48443', 'Q92769')"
"('Q16342', 'O95777')"
"('P05161', 'Q15306')"
"('Q9H492', 'Q05655')"
"('Q8IZI9', 'P17181')"
"('P07948', 'Q8WYR1')"
"('406951', 'O15111')"
"('P61077', 'P05386')"
"('Q16787', 'Q7L0J3')"
"('P35372', 'P16520')"
"('Q96AH8', 'Q96NA2')"
"('Q15788', 'Q9ULH1')"
"('O75461', 'Q9H2F5')"
"('Q12840', 'Q13526')"
"('P19338', 'P62993')"
"('O96014', 'O60353')"
"('Q13114', 'P45984')"
"('Q7L7L0', 'P0C1H6')"
"('P11142', 'P53779')"
"('Q99459', 'Q13523')"
"('Q99259', 'P16333')"
"('P09651', 'Q15428')"
"('P12314', 'A6NI73')"
"('P53778', 'P61244')"
"('O14933', 'Q9BYM8')"
"('P62875', 'Q15560')"
"('Q86SQ4', 'Q9Y478')"
"('Q92914', 'P16234')"
"('Q6R327', 'P62753')"
"('768220', 'Q16288')"
"('Q9P031', 'O75618')"
"('Q9Y6K9', 'P06576')"
"('Q12906', 'P04818')"
"('P18146', 'Q07325')"
"('Q9BW04', 'P84022')"
"('P01106', 'O00746')"
"('P20337', 'Q04771')"
"('P05106', 'P02679')"
"('P27361', 'P15336')"
"('P62987', 'P0CG48')"
"('O75508', 'O95471')"
"('O00161', 'Q6VEQ5')"
"('P63096', 'O43306')"
"('Q9P2W3', 'P35498')"
"('Q13214', 'O60462')"
"('P04406', 'P49023')"
"('P17844', 'P50616')"
"('P30480', 'O75694')"
"('P33991', 'Q92794')"
"('P10275', 'P42575')"
"('Q6ZVK8', 'P61457')"
"('O75116', 'P35579')"
"('O15294', 'P98177')"
"('O43187', 'P31749')"
"('Q09028', 'O95983')"
"('Q7KZI7', 'Q92997')"
"('P40337', 'P31939')"
"('Q9BUB5', 'O60573')"
"('Q9Y262', 'P04222')"
"('O95402', 'P30542')"
"('Q15008', 'Q16082')"
"('Q96SB3', 'P62136')"
"('P62807', 'P40337')"
"('Q9UPR3', 'Q14738')"
"('Q9Y5Z7', 'Q9Y5J1')"
"('O15481', 'Q8IY81')"
"('P30504', 'P12004')"
"('406988', 'P37275')"
"('Q9H1J1', 'Q9BZI7')"
"('P18146', 'O00165')"
"('P07355', 'O75688')"
"('P23527', 'P16104')"
"('Q13501', 'Q15628')"
"('P11274', 'P20020')"
"('P36897', 'Q00537')"
"('P31785', 'P78552')"
"('Q8NH03', 'P38405')"
"('P55854', 'O43290')"
"('P18031', 'P29597')"
"('Q13501', 'Q15796')"
"('Q9Y4Y9', 'Q9NQT4')"
"('P49901', 'Q9BQ66')"
"('P62330', 'P28340')"
"('Q9Y618', 'Q05516')"
"('Q8N2W9', 'Q9UJU2')"
"('Q8ND25', 'Q96LR5')"
"('Q14566', 'P23508')"
"('P06241', 'P42336')"
"('P0CG48', 'O95786')"
"('P05112', 'P23458')"
"('P17612', 'P54709')"
"('Q6PGQ7', 'P53350')"
"('Q99570', 'Q9P2Y5')"
"('Q13535', 'Q96JP5')"
"('P18146', 'Q96G03')"
"('P50148', 'O15496')"
"('Q96JC1', 'Q13485')"
"('Q04206', 'Q92830')"
"('Q9BXJ9', 'Q14164')"
"('Q9Y478', 'P19105')"
"('P03372', 'Q15291')"
"('Q7Z4H7', 'Q9Y580')"
"('P01889', 'P55072')"
"('P01857', 'P49327')"
"('P49368', 'Q9H9G7')"
"('P18146', 'P04637')"
"('Q8WUA4', 'Q99459')"
"('P54646', 'Q05469')"
"('P61978', 'Q15560')"
"('O15084', 'O75170')"
"('Q96L93', 'Q15075')"
"('O60739', 'Q9NR99')"
"('Q9BXW6', 'P41182')"
"('P62913', 'Q15653')"
"('P05067', 'P50148')"
"('P55854', 'P42694')"
"('P35225', 'P32927')"
"('P23508', 'P51955')"
"('O95182', 'O75438')"
"('Q5VWQ8', 'Q9BY43')"
"('O94772', 'Q96I34')"
"('Q04206', 'Q9Y2T4')"
"('O60296', 'O00591')"
"('O00626', 'P41597')"
"('P50542', 'O00628')"
"('P49821', 'P19404')"
"('P42680', 'P10721')"
"('P12081', 'Q15843')"
"('P50151', 'P62873')"
"('Q12905', 'P34897')"
"('O95298', 'O00217')"
"('Q14197', 'Q96EL2')"
"('P62158', 'P29475')"
"('P49703', 'P18669')"
"('Q9GZY0', 'P38919')"
"('P22392', 'O60518')"
"('Q9BXN2', 'O60603')"
"('P80098', 'P41597')"
"('Q9UBF2', 'P01106')"
"('P23458', 'O60674')"
"('P0C1H6', 'Q16777')"
"('P00750', 'P07355')"
"('Q15046', 'P12236')"
"('P26583', 'P48729')"
"('P58012', 'P19876')"
"('O60641', 'P00533')"
"('O43921', 'P08581')"
"('P05231', 'P31785')"
"('P22607', 'P43234')"
"('P06241', 'O14490')"
"('P78406', 'Q13573')"
"('O75934', 'Q99459')"
"('406906', 'Q96RU8')"
"('P61353', 'Q9UKV8')"
"('Q99435', 'Q5VTD9')"
"('Q92830', 'Q9Y6Q9')"
"('P16615', 'P26678')"
"('Q9GZL7', 'P46531')"
"('Q9H2G2', 'O43918')"
"('Q96FZ7', 'Q6DKJ4')"
"('P49407', 'O00203')"
"('Q13137', 'Q9Y4E5')"
"('Q9BPX7', 'P06241')"
"('Q9NYB9', 'P35900')"
"('Q13418', 'Q9Y3T9')"
"('O94973', 'Q96CW1')"
"('P67870', 'Q9BV38')"
"('Q9HAT8', 'Q9NRR5')"
"('P42224', 'O14625')"
"('P09429', 'P20823')"
"('P05556', 'Q13418')"
"('P10914', 'P01563')"
"('Q15637', 'O75400')"
"('P29400', 'P16144')"
"('Q05639', 'P41279')"
"('Q14134', 'Q9BSW2')"
"('O14558', 'Q9Y243')"
"('Q99759', 'P07900')"
"('O75928', 'P43358')"
"('O14730', 'P0CG48')"
"('P08238', 'Q96P20')"
"('Q92993', 'Q9P2H0')"
"('Q9UK53', 'P15559')"
"('Q32MK0', 'P14649')"
"('O43683', 'O43684')"
"('P16520', 'O00329')"
"('P22626', 'Q15287')"
"('Q13554', 'P42224')"
"('P01567', 'P16471')"
"('407006', 'Q9UHD2')"
"('P63279', 'Q86Z02')"
"('P62714', 'Q8WXS5')"
"('Q9H2X3', 'P61812')"
"('Q00534', 'Q13547')"
"('Q99689', 'Q14055')"
"('O15264', 'Q86XL3')"
"('Q02543', 'P62906')"
"('Q9Y3C7', 'P16870')"
"('Q14011', 'Q9BS40')"
"('P08238', 'Q99460')"
"('P18615', 'P19387')"
"('Q15631', 'O75815')"
"('Q04724', 'O95343')"
"('Q8IUH5', 'Q9H2X0')"
"('P11802', 'Q05516')"
"('P60484', 'Q15599')"
"('O43561', 'Q86WV1')"
"('Q15628', 'P16615')"
"('P46527', 'P33993')"
"('P23258', 'Q04917')"
"('P26368', 'P55795')"
"('O15392', 'O14965')"
"('P67775', 'Q9Y243')"
"('Q9BSM1', 'Q8NHM5')"
"('P41235', 'Q12778')"
"('Q13651', 'P52333')"
"('Q15139', 'Q9NRA0')"
"('P05771', 'Q9ULK5')"
"('P27695', 'P18146')"
"('Q15369', 'Q5VV67')"
"('P62993', 'O43281')"
"('Q5SRE5', 'Q8NFH3')"
"('P21554', 'O14775')"
"('Q96HA8', 'Q9UI14')"
"('Q9Y490', 'P18564')"
"('P56817', 'Q96S59')"
"('Q9Y4L1', 'Q9UBN6')"
"('Q969T4', 'Q96BH1')"
"('Q96J02', 'P22455')"
"('P08912', 'Q5JWF2')"
"('Q99558', 'O15111')"
"('P51843', 'P61201')"
