negatives
"('Q92558', 'P63261')"
"('P50613', 'P13631')"
"('P02671', 'P01857')"
"('Q5XPI4', 'O15198')"
"('Q9NYB9', 'Q8IY31')"
"('Q00597', 'Q9NVI1')"
"('P38646', 'P63104')"
"('Q99933', 'Q07817')"
"('P20073', 'P07858')"
"('P29992', 'P04054')"
"('Q5JY77', 'P08588')"
"('O00329', 'Q08881')"
"('P31749', 'Q04912')"
"('P50570', 'Q9NX70')"
"('P05455', 'P98175')"
"('P49841', 'Q8NE09')"
"('P04637', 'P53350')"
"('Q9NR30', 'Q9NX58')"
"('P12757', 'Q15047')"
"('P01570', 'P16471')"
"('O96033', 'P32969')"
"('Q8NEV9', 'P10914')"
"('P69905', 'P02647')"
"('P31749', 'O95999')"
"('P46108', 'P21860')"
"('P21359', 'P01112')"
"('Q9Y5U9', 'P04183')"
"('P13805', 'Q9Y2L8')"
"('P42226', 'Q8WXH5')"
"('P53779', 'Q07820')"
"('407021', 'P56817')"
"('P55072', 'Q8NHG7')"
"('P13569', 'Q93084')"
"('O15287', 'Q00597')"
"('P24928', 'Q8TDG2')"
"('Q9H6T3', 'Q99759')"
"('Q99700', 'P55854')"
"('Q8NI35', 'P57739')"
"('Q93074', 'O60244')"
"('P18825', 'Q9Y210')"
"('Q06190', 'Q92736')"
"('P29353', 'P22681')"
"('Q6WKZ4', 'Q96RG2')"
"('Q8NHL6', 'P29350')"
"('Q8IWU2', 'P62136')"
"('Q16658', 'O95467')"
"('O75116', 'P53671')"
"('P04004', 'P17301')"
"('Q9Y2X8', 'Q9UBF6')"
"('P55075', 'P10721')"
"('Q9Y2W2', 'P14598')"
"('P19438', 'Q3ZCQ8')"
"('P29353', 'P24394')"
"('P14859', 'Q14653')"
"('P05114', 'Q02539')"
"('P10242', 'Q13813')"
"('Q99459', 'P40937')"
"('P51572', 'Q9UKE5')"
"('Q14289', 'Q9Y6R4')"
"('P07910', 'Q14103')"
"('Q02878', 'Q9Y3U8')"
"('Q13573', 'Q9UBD5')"
"('Q96P20', 'Q9UNN5')"
"('P02461', 'Q13683')"
"('P61289', 'P16035')"
"('P21980', 'Q14766')"
"('P23470', 'P06753')"
"('Q6I9Y2', 'P00505')"
"('P00505', 'P30480')"
"('P54105', 'P62314')"
"('P28749', 'P33993')"
"('P01889', 'P23921')"
"('Q9UBI6', 'P48736')"
"('Q969Q0', 'P49841')"
"('Q93009', 'Q53GL0')"
"('Q9BQ83', 'P49720')"
"('Q9H293', 'Q9NRR5')"
"('P50914', 'P46779')"
"('Q07890', 'O15144')"
"('Q99459', 'O15297')"
"('O95402', 'Q15528')"
"('P55916', 'P61981')"
"('P54753', 'Q15768')"
"('O95503', 'Q06587')"
"('Q9BTM1', 'Q16778')"
"('P01106', 'P13612')"
"('P17252', 'P29597')"
"('P12931', 'Q13873')"
"('Q99708', 'P48059')"
"('Q9GZS1', 'O00159')"
"('P62140', 'P42262')"
"('P07910', 'P62993')"
"('P09651', 'Q13243')"
"('P38398', 'O14497')"
"('Q96K80', 'Q15038')"
"('Q01094', 'Q14457')"
"('Q9UHR5', 'Q70Z53')"
"('Q8NGJ7', 'P38405')"
"('P84090', 'Q15047')"
"('P25054', 'P35527')"
"('P0CG48', 'Q9UPV0')"
"('P05106', 'P05129')"
"('Q99665', 'P29597')"
"('Q9Y4G8', 'Q96PU5')"
"('Q9HAV0', 'O00329')"
"('A8TX70', 'Q9UKX5')"
"('Q9Y2R2', 'P22681')"
"('O94761', 'Q14691')"
"('Q8TF46', 'Q9Y450')"
"('Q9NRD5', 'Q16236')"
"('Q92830', 'P06899')"
"('O14656', 'Q9UBM7')"
"('P41235', 'O95273')"
"('Q14103', 'P10599')"
"('Q8IUM7', 'O00327')"
"('P35626', 'Q8NGF1')"
"('P07332', 'O00459')"
"('P0C0S5', 'P56524')"
"('P18146', 'P49848')"
"('P62993', 'Q13438')"
"('O15519', 'Q9Y4E8')"
"('P22626', 'P35637')"
"('P27482', 'P06737')"
"('P13612', 'P26010')"
"('P48454', 'Q13522')"
"('O75791', 'P04626')"
"('P15976', 'Q8WW38')"
"('Q9NP95', 'Q07890')"
"('Q9Y618', 'Q06455')"
"('P0C1S8', 'P06493')"
"('P40763', 'Q00653')"
"('P19388', 'P01100')"
"('P00519', 'O75326')"
"('Q9BSJ2', 'Q9BQE3')"
"('Q9UBX3', 'Q9BQ66')"
"('P02649', 'P04156')"
"('Q6UXH1', 'P07711')"
"('P62979', 'Q9NZ52')"
"('P25445', 'Q9UER7')"
"('P30086', 'P16871')"
"('O75937', 'P52756')"
"('O15069', 'Q9ULV8')"
"('P27824', 'P28074')"
"('Q9BSJ2', 'Q06609')"
"('Q9UKV8', 'Q15717')"
"('Q96A00', 'Q9BZL4')"
"('P01100', 'P29590')"
"('Q9UHX1', 'Q969J3')"
"('A0JLT2', 'P52292')"
"('Q08209', 'Q9UJX2')"
"('P23025', 'Q9HCN4')"
"('P61981', 'P15056')"
"('Q9NYH9', 'Q9BQY4')"
"('Q9BSM1', 'Q5VVX9')"
"('Q9HAV0', 'Q8NFM4')"
"('Q13315', 'Q5SRE7')"
"('Q9P2F6', 'Q07890')"
"('P10275', 'P41161')"
"('Q9Y6I3', 'P07949')"
"('P14324', 'Q9HCD5')"
"('O75494', 'Q07955')"
"('Q13315', 'Q9ULL1')"
"('P68104', 'Q8N138')"
"('Q86Y13', 'Q14457')"
"('Q13573', 'O00231')"
"('Q7L5D6', 'P14314')"
"('Q96T51', 'P20338')"
"('Q02878', 'P18124')"
"('P61289', 'Q9BQ83')"
"('Q99816', 'Q13464')"
"('Q9Y5W5', 'O14905')"
"('P42338', 'Q05397')"
"('Q15139', 'P46527')"
"('P07910', 'P62633')"
"('Q96A65', 'P01106')"
"('P08235', 'P34932')"
"('O15211', 'P11234')"
"('Q07912', 'Q9UEU0')"
"('Q9UN86', 'Q13573')"
"('Q9HAU4', 'Q8IV31')"
"('Q92905', 'O43318')"
"('P35626', 'Q6IFN5')"
"('O14920', 'P46531')"
"('Q9UQ80', 'P61313')"
"('Q9UGJ0', 'Q53ET0')"
"('Q9UJX3', 'Q8NHZ8')"
"('Q9H2F5', 'P25440')"
"('Q7Z7L1', 'O76071')"
"('Q14677', 'Q9H492')"
"('P27448', 'P61981')"
"('Q02790', 'Q9UBE0')"
"('P42574', 'P05787')"
"('Q8IU60', 'Q9UL18')"
"('Q9P2W3', 'P63096')"
"('P14550', 'Q9Y4K3')"
"('O60739', 'Q9NRN7')"
"('Q13393', 'Q6P5Z2')"
"('P20936', 'P51636')"
"('P07900', 'P11021')"
"('Q9UJS0', 'Q9BQ83')"
"('Q4KWH8', 'Q15139')"
"('Q9H1Y0', 'P39023')"
"('P16422', 'Q6GTX8')"
"('P48059', 'Q9HCE7')"
"('Q96QV6', 'P58876')"
"('O95376', 'P62917')"
"('P43354', 'P28702')"
"('Q13617', 'Q92830')"
"('P49407', 'O00505')"
"('P35240', 'Q15633')"
"('P56945', 'Q9H270')"
"('Q00653', 'P05015')"
"('P09544', 'O75084')"
"('P05771', 'O60262')"
"('P25490', 'Q92769')"
"('P28288', 'Q8N806')"
"('P08648', 'P49023')"
"('O75528', 'Q96ES7')"
"('Q92552', 'P63104')"
"('P15502', 'P01857')"
"('Q99963', 'Q9Y343')"
"('P46108', 'O15360')"
"('Q9UQM7', 'Q9NY47')"
"('P10071', 'Q2M1P5')"
"('Q92831', 'Q9BV73')"
"('P61073', 'O60603')"
"('P38919', 'Q9H1B4')"
"('Q9GZV5', 'P49674')"
"('P20702', 'P05107')"
"('P78527', 'Q00839')"
"('Q92585', 'Q04721')"
"('O95168', 'O75251')"
"('P11387', 'P23246')"
"('P67775', 'Q9UPR3')"
"('Q9H422', 'Q9UII5')"
"('P36897', 'O00743')"
"('Q14106', 'Q9H361')"
"('P62140', 'O95405')"
"('494336', 'Q02750')"
"('P15311', 'P19320')"
"('P18089', 'P29992')"
"('Q9UM11', 'P15036')"
"('Q9BWF3', 'Q99459')"
"('Q8IUH5', 'P21579')"
"('Q9HCE9', 'O75208')"
"('P83731', 'Q8TDR0')"
"('P11362', 'Q8WU20')"
"('P04626', 'P16144')"
"('P50914', 'P62987')"
"('O15198', 'Q8NEV8')"
"('P22612', 'Q02641')"
"('O75306', 'Q16795')"
"('O95865', 'Q15418')"
"('P63279', 'Q9NSC2')"
"('P63010', 'Q5VWP2')"
"('Q03135', 'P22307')"
"('Q8NFJ9', 'Q14203')"
"('Q9BQ83', 'Q5VYV7')"
"('P60953', 'P46940')"
"('Q96AP7', 'P56748')"
"('Q5TBA9', 'P61981')"
"('Q03164', 'P61964')"
"('Q9NRA1', 'P22455')"
"('O15550', 'Q9UBL3')"
"('Q06587', 'Q93009')"
"('Q8N7K0', 'P09917')"
"('P18621', 'P62910')"
"('O95363', 'Q14197')"
"('Q9H553', 'P53355')"
"('Q16659', 'Q9Y617')"
"('Q8N7H5', 'P62487')"
"('Q9HAW0', 'Q9Y679')"
"('Q96EK5', 'Q9Y2Q3')"
"('P46379', 'P50897')"
"('Q13153', 'P07900')"
"('Q8IY92', 'Q53RT3')"
"('Q14240', 'Q13332')"
"('P02751', 'P21980')"
"('P13796', 'Q99700')"
"('26765', 'Q99966')"
"('P35968', 'P42338')"
"('P63096', 'Q86XP0')"
"('P0C5Y9', 'Q96DB2')"
"('Q13547', 'P62807')"
"('O43809', 'Q92530')"
"('Q12929', 'Q9BYC9')"
"('Q13123', 'Q8TBK6')"
"('Q96K19', 'Q5VVX9')"
"('O95782', 'P62993')"
"('Q9P0J0', 'O75251')"
"('Q9Y3N9', 'P18146')"
"('P13725', 'Q08334')"
"('P0C0S5', 'P62805')"
"('Q16637', 'Q96PV6')"
"('O95405', 'P62140')"
"('O75400', 'Q14004')"
"('Q14697', 'P16035')"
"('Q9UQM7', 'P54284')"
"('Q92905', 'Q13257')"
"('Q13330', 'Q9NVP1')"
"('P61764', 'Q16623')"
"('Q8WV28', 'Q92918')"
"('Q6FI13', 'O60814')"
"('Q9UPR3', 'Q15173')"
"('Q9H4A3', 'O95817')"
"('Q16658', 'P40337')"
"('Q9BUB5', 'O95865')"
"('P49841', 'Q96GR2')"
"('P14416', 'P63218')"
"('O14775', 'O60262')"
"('Q13387', 'P00533')"
"('P29350', 'Q969J5')"
"('P59998', 'P63261')"
"('P52198', 'O75914')"
"('Q8WX92', 'Q9H2G2')"
"('Q9UBP9', 'P26010')"
"('Q8TD31', 'O95433')"
"('P11021', 'P04156')"
"('Q96EY1', 'Q99759')"
"('P60709', 'Q99759')"
"('Q13315', 'Q9ULV3')"
"('P28335', 'Q01668')"
"('Q13573', 'Q9Y450')"
"('P06241', 'Q12879')"
"('O00471', 'P42285')"
"('Q8NC44', 'Q12873')"
"('P63279', 'Q99856')"
"('Q01844', 'Q16558')"
"('P83916', 'P63165')"
"('P20290', 'P03372')"
"('Q96L34', 'Q92614')"
"('P02775', 'Q92879')"
"('Q13237', 'P62140')"
"('P09603', 'P04406')"
"('P68400', 'Q92994')"
"('P15924', 'P13647')"
"('P06213', 'Q99490')"
"('P53350', 'Q96T58')"
"('Q9H0M0', 'Q9HAU4')"
"('P49662', 'Q92616')"
"('Q99689', 'Q9Y6M9')"
"('Q13009', 'Q16620')"
"('O60610', 'Q13573')"
"('P08575', 'O75955')"
"('P08069', 'Q99963')"
"('Q9HBU1', 'Q07021')"
"('O00743', 'Q8NB46')"
"('Q9UP38', 'O14640')"
"('Q9BY41', 'Q71UI9')"
"('Q9UBS4', 'P62993')"
"('P24278', 'P38432')"
"('P51610', 'O75446')"
"('O60739', 'P04179')"
"('P32121', 'Q8NGS8')"
"('P02462', 'P26012')"
"('P30050', 'P39023')"
"('P0CJ69', 'P25090')"
"('P49327', 'O15264')"
"('P61244', 'P42772')"
"('Q00610', 'P19438')"
"('P28482', 'P15336')"
"('Q13501', 'Q9NWM8')"
"('Q15672', 'Q96HZ4')"
"('P32121', 'Q9Y585')"
"('P78352', 'Q05586')"
"('P40424', 'P55072')"
"('P49736', 'P33992')"
"('Q13797', 'P12931')"
"('O15131', 'Q06609')"
"('Q14191', 'P13010')"
"('P08758', 'P16104')"
"('Q15583', 'Q13363')"
"('P46934', 'P62875')"
"('Q09028', 'Q13330')"
"('P03891', 'P56556')"
"('Q8WZ42', 'O15273')"
"('Q8IYB8', 'Q14197')"
"('Q9Y6G9', 'Q9BQE3')"
"('Q9UKX7', 'Q92621')"
"('Q5JWF2', 'O60262')"
"('P46109', 'P45985')"
"('Q99459', 'Q8NF50')"
"('P61006', 'Q96CV9')"
"('O60739', 'P35268')"
"('Q9Y605', 'P04183')"
"('P62308', 'O95400')"
"('P46379', 'P01270')"
"('Q9UNX3', 'P42766')"
"('P17947', 'P11215')"
"('Q92835', 'P27986')"
"('P01106', 'O75161')"
"('P17252', 'P63215')"
"('P28324', 'P20226')"
"('Q15181', 'Q16082')"
"('Q9UBS4', 'Q9NRR5')"
"('O96014', 'Q13467')"
"('O95166', 'Q9UPU7')"
"('P78369', 'O00501')"
"('P63261', 'Q15942')"
"('P49810', 'P18850')"
"('P63220', 'P08865')"
"('P06241', 'Q92988')"
"('Q00534', 'P28749')"
"('P01106', 'P35250')"
"('O75326', 'P00519')"
"('P38398', 'P54727')"
"('P01112', 'Q9Y4K3')"
"('Q8IZ52', 'Q13526')"
"('P24522', 'O75689')"
"('Q15303', 'P00533')"
"('Q05397', 'O14508')"
"('P04234', 'Q14790')"
"('P62879', 'O00555')"
"('P54253', 'Q92609')"
"('Q15628', 'P02533')"
"('P19793', 'P11473')"
"('P24864', 'P11802')"
"('Q9P2I0', 'Q05048')"
"('Q93062', 'O75909')"
"('P30480', 'Q8WUM4')"
"('Q07817', 'Q8IVG9')"
"('P46779', 'P62906')"
"('P42331', 'P84095')"
"('P13569', 'P02545')"
"('P08754', 'Q08828')"
"('Q9H1Y0', 'Q09028')"
"('P62979', 'P62851')"
"('O00214', 'P20701')"
"('P05771', 'O43306')"
"('Q8IZL8', 'O15198')"
"('P22612', 'Q9Y478')"
"('Q96SN8', 'P26641')"
"('P45973', 'P22492')"
"('Q03135', 'P19438')"
"('P42345', 'P31749')"
"('Q5VVX9', 'Q9BYE7')"
"('P32927', 'Q07812')"
"('Q00613', 'Q96D71')"
"('Q99717', 'P46934')"
"('Q9UD71', 'Q9HCK4')"
"('Q96N67', 'Q07889')"
"('P10589', 'P29692')"
"('Q9UBS5', 'P46459')"
"('P41235', 'Q9BTT4')"
"('Q9GZQ8', 'Q13685')"
"('Q4ZIN3', 'P51690')"
"('O75369', 'P26010')"
"('P61313', 'Q9UQ80')"
"('P36897', 'Q5T6F0')"
"('P08684', 'Q13895')"
"('O43261', 'P25786')"
"('Q13573', 'Q16594')"
"('P00519', 'P78357')"
"('Q9P2S5', 'Q9UNS2')"
"('Q9Y6K9', 'P07498')"
"('Q9BVA1', 'Q04206')"
"('P63165', 'Q92793')"
"('Q8N257', 'P61964')"
"('Q9UMX1', 'P49841')"
"('P23229', 'P60709')"
"('P42768', 'P23471')"
"('Q6P2C8', 'Q9NVC6')"
"('Q9HCU9', 'P24385')"
"('Q04206', 'O75293')"
"('P82664', 'Q14197')"
"('O96013', 'P45985')"
"('Q02363', 'P15923')"
"('P00519', 'Q9UJT2')"
"('Q99873', 'O60739')"
"('Q01628', 'Q00978')"
"('P15884', 'P17931')"
"('Q8N3X1', 'Q14739')"
"('P50539', 'Q6XUX3')"
"('Q9NTM9', 'P12236')"
"('P23229', 'P05106')"
"('Q6UWE0', 'Q9UIF7')"
"('P61081', 'Q99459')"
"('Q9Y6F1', 'Q16778')"
"('Q16891', 'Q9H1I8')"
"('Q9H9L3', 'P62993')"
"('P01566', 'P24394')"
"('P01106', 'Q15024')"
"('P67809', 'P07910')"
"('Q15233', 'P51116')"
"('Q15365', 'Q9BTD8')"
"('Q53TS8', 'Q14566')"
"('O14777', 'Q13573')"
"('Q8IWW6', 'Q7L0Q8')"
"('Q8WVM8', 'P36957')"
"('O15553', 'P17676')"
"('O14530', 'O95163')"
"('P05997', 'P31431')"
"('Q9UK45', 'P62306')"
"('Q7Z589', 'P83916')"
"('P16220', 'Q13618')"
"('O75554', 'P08621')"
"('O14654', 'Q00005')"
"('P04439', 'P61769')"
"('Q8NGG7', 'P38405')"
"('P61247', 'O60739')"
"('P27361', 'O14654')"
"('P10276', 'Q14686')"
"('O75030', 'P56645')"
"('Q15819', 'O75800')"
"('P98175', 'Q06055')"
"('P18510', 'P04150')"
"('Q8WXH5', 'Q9Y4H2')"
"('P15882', 'O00212')"
"('P51610', 'P62807')"
"('O75367', 'Q8IYW5')"
"('O60673', 'Q9UBZ9')"
"('O15264', 'P27824')"
"('Q9UJ70', 'Q8NEY8')"
"('P01106', 'P46060')"
"('P49747', 'O75578')"
"('P09769', 'P07900')"
"('Q9Y243', 'P10398')"
"('P19525', 'Q9UPY3')"
"('Q06830', 'P62993')"
"('P16220', 'Q5TD97')"
"('Q9UKE5', 'Q8WXI2')"
"('Q9NQW1', 'Q9Y6B6')"
"('P61077', 'Q9NZQ3')"
"('P62714', 'Q9Y624')"
"('O14775', 'O43306')"
"('Q9Y4K3', 'P99999')"
"('P21266', 'P01243')"
"('P29597', 'P17252')"
"('P63165', 'Q13569')"
"('O60264', 'P01106')"
"('P28562', 'Q9NVI1')"
"('Q9HC29', 'Q9C000')"
"('P36954', 'P30876')"
"('P05997', 'P18827')"
"('Q16363', 'P26006')"
"('O43150', 'P16333')"
"('Q9NS23', 'Q9Y6H6')"
"('O95777', 'Q2TAY7')"
"('P14859', 'P26583')"
"('Q9UQM7', 'Q9UF02')"
"('P26373', 'P46779')"
"('Q9P0M6', 'Q99879')"
"('O00182', 'O00214')"
"('Q07021', 'Q14103')"
"('Q8IZ13', 'P26641')"
"('Q9H9L3', 'P06241')"
"('O14610', 'P48544')"
"('P14625', 'Q16543')"
"('P04637', 'P43246')"
"('P38398', 'P01562')"
"('Q9Y6G9', 'P04350')"
"('Q04206', 'P04150')"
"('Q9Y266', 'P30480')"
"('P09917', 'P20292')"
"('P0CG48', 'P67809')"
"('Q9NPJ6', 'P10828')"
"('P12111', 'Q9HCN6')"
"('O94927', 'Q96CS2')"
"('Q9Y6K9', 'Q9UNM6')"
"('P05997', 'P06756')"
"('P51955', 'P35222')"
"('O94776', 'Q8NEU8')"
"('Q16513', 'Q5SW24')"
"('P49841', 'O75533')"
"('P62837', 'Q96EP1')"
"('Q9NR33', 'P56282')"
"('Q9Y5W5', 'O96014')"
"('Q15172', 'Q15257')"
"('Q96PU8', 'Q15365')"
"('Q9Y6K9', 'Q9BTW9')"
"('P54253', 'P16144')"
"('407018', 'P28676')"
"('Q04695', 'Q9H0H5')"
"('P16035', 'P03956')"
"('P42574', 'P21980')"
"('Q92993', 'O43781')"
"('Q13490', 'Q9H0E2')"
"('Q8NCM8', 'Q9H4B7')"
"('O95467', 'O60266')"
"('P55795', 'P35637')"
"('P62306', 'P62312')"
"('Q9BVC4', 'Q13541')"
"('Q12778', 'P06493')"
"('P00519', 'Q8TAS1')"
"('P17931', 'P08621')"
"('Q13573', 'Q92608')"
"('P41597', 'P32121')"
"('Q9NRR5', 'O95967')"
"('O95433', 'O43918')"
"('P06241', 'O43909')"
"('Q9UKY1', 'Q13765')"
"('Q9UQ13', 'P01116')"
"('Q9Y566', 'Q9NSC5')"
"('P49721', 'Q9Y244')"
"('P61088', 'Q6UWE0')"
"('O94972', 'Q7Z2E3')"
"('Q14160', 'Q15654')"
"('P14625', 'O00206')"
"('P62158', 'O43318')"
"('P39023', 'P62891')"
"('P26196', 'P16050')"
"('Q16629', 'O60508')"
"('Q05209', 'Q6ZN57')"
"('P46527', 'O14980')"
"('Q15628', 'Q14257')"
"('Q9NRG9', 'Q8NFH3')"
"('P35580', 'P11171')"
"('O75190', 'Q9Y5J5')"
"('P04908', 'Q96A08')"
"('Q9H6J7', 'O94989')"
"('P49792', 'P61956')"
"('P62829', 'P62917')"
"('P11142', 'P30408')"
"('O60306', 'Q96NB3')"
"('P38936', 'P29400')"
"('P27540', 'O14746')"
"('Q9UKR5', 'P21673')"
"('Q8WV24', 'Q99750')"
"('Q9NRR5', 'Q9P021')"
"('P03372', 'Q14151')"
"('P61073', 'P05412')"
"('P41235', 'P04637')"
"('P61218', 'P30876')"
"('P26006', 'O00214')"
"('Q9Y3U8', 'Q02543')"
"('O43889', 'O60675')"
"('P0CG48', 'Q13501')"
"('Q6ZVK8', 'P61289')"
"('Q9NPF4', 'Q96BZ8')"
"('Q96HC4', 'Q9H6K1')"
"('P49354', 'P49356')"
"('Q8WYL5', 'P31946')"
"('P13805', 'Q969R2')"
"('P11229', 'P30679')"
"('Q14164', 'Q8N163')"
"('P38432', 'Q6BCY4')"
"('Q15047', 'Q15102')"
"('Q9UBD5', 'Q7L590')"
"('Q99459', 'Q96JB3')"
"('P22090', 'P62979')"
"('P80303', 'P42574')"
"('O75528', 'P04637')"
"('Q06190', 'P67775')"
"('P57678', 'Q00653')"
"('Q9Y6W5', 'O15145')"
"('Q9Y3C0', 'Q96EZ8')"
"('P04183', 'Q9UPQ3')"
"('Q9NPP4', 'O95999')"
"('P61586', 'Q9H4E7')"
"('P0CG48', 'P60953')"
"('P16403', 'Q96EB6')"
"('Q9H553', 'P20073')"
"('Q3ZAQ7', 'P01889')"
"('O75051', 'P60763')"
"('P22670', 'Q13547')"
"('P00390', 'Q8NG27')"
"('P12980', 'O00470')"
"('Q8N5I2', 'Q969T4')"
"('P23763', 'Q16623')"
"('P13746', 'Q8NHL6')"
"('Q6AZZ1', 'Q92993')"
"('Q9BSJ1', 'O43597')"
"('P10914', 'P19878')"
"('P51610', 'Q9Y5Z7')"
"('P02462', 'P17301')"
"('P62899', 'Q9UNX3')"
"('P29353', 'Q15149')"
"('Q96AV8', 'Q9Y265')"
"('Q12933', 'Q8TBB1')"
"('P63244', 'Q8NBJ4')"
"('Q9H8G2', 'O95251')"
"('P29475', 'Q92769')"
"('Q08209', 'P62993')"
"('P35580', 'Q9BUA6')"
"('P16220', 'Q6IPM2')"
"('Q14194', 'O00231')"
"('P84022', 'P11473')"
"('P41279', 'P07437')"
"('Q9Y6W6', 'P45984')"
"('P26373', 'P18077')"
"('P62158', 'Q96NX5')"
"('P84243', 'Q86WJ1')"
"('Q9Y5K6', 'Q8WV28')"
"('P12004', 'O60673')"
"('P51532', 'P15036')"
"('P22694', 'Q01814')"
"('Q6P1L8', 'P40337')"
"('Q9UQL6', 'P63104')"
"('Q9UIF9', 'Q9UPN9')"
"('Q13263', 'P40337')"
"('Q969H4', 'Q9NS23')"
"('Q9Y295', 'P23508')"
"('P08238', 'O94868')"
"('Q8IV45', 'P51617')"
"('Q14164', 'O75608')"
"('P67870', 'P05230')"
"('O15264', 'P28324')"
"('Q99880', 'Q9P0M6')"
"('Q86VP6', 'Q13618')"
"('Q15075', 'Q8NEB9')"
"('O14641', 'Q12933')"
"('Q99558', 'P54136')"
"('Q96EB6', 'Q92993')"
"('P42771', 'O14965')"
"('O75882', 'Q92905')"
"('Q9GZM7', 'P07384')"
"('Q13112', 'P12004')"
"('Q9UGP8', 'Q9Y5J5')"
"('Q9UER7', 'P40763')"
"('Q07021', 'Q6WCQ1')"
"('P54257', 'Q5T3J3')"
"('Q9NPI1', 'P14316')"
"('O95503', 'O95931')"
"('Q92569', 'Q13393')"
"('P02461', 'P16070')"
"('O00264', 'P48039')"
"('Q96FV9', 'Q14562')"
"('P30480', 'O95757')"
"('O43927', 'P26641')"
"('P42677', 'P62753')"
"('Q14315', 'Q9UBF9')"
"('P78352', 'P23634')"
"('P62241', 'Q00005')"
"('Q9BXM7', 'O60260')"
"('P51610', 'P30304')"
"('P49768', 'P35222')"
"('Q15691', 'Q03001')"
"('P16333', 'P15498')"
"('P38398', 'P24928')"
"('Q15334', 'Q12959')"
"('Q6P161', 'Q14197')"
"('P42224', 'P42345')"
"('P84103', 'P14866')"
"('P17676', 'P40763')"
"('Q9H7U1', 'Q16623')"
"('Q13485', 'Q16254')"
"('Q13555', 'P54289')"
"('P06241', 'P11836')"
"('Q16629', 'Q13247')"
"('Q9H5V8', 'P02768')"
"('P0C1Z6', 'O60936')"
"('Q9H1Y0', 'Q9GZQ8')"
"('P02775', 'P46094')"
"('P42771', 'P06748')"
"('Q00597', 'Q9H5J4')"
"('P37840', 'Q96N67')"
"('P11940', 'Q14240')"
"('P15882', 'Q9H4E5')"
"('P03891', 'O43677')"
"('Q96BY2', 'P10415')"
"('O60739', 'P04406')"
"('Q9UL42', 'Q9NSA3')"
"('Q8IUX4', 'O95644')"
"('Q14974', 'O00505')"
"('Q9H492', 'Q05513')"
"('Q14643', 'Q9Y3M8')"
"('O43541', 'Q16659')"
"('Q9H8S9', 'P29372')"
"('P68363', 'P62993')"
"('Q9BY27', 'P08727')"
"('Q5VTD9', 'Q9GZT9')"
"('P12956', 'P60568')"
"('P51948', 'P13631')"
"('P51451', 'P40259')"
"('Q9NQC3', 'Q14088')"
"('P10644', 'P25054')"
"('Q13769', 'Q6I9Y2')"
"('P29353', 'P01133')"
"('P31785', 'P01589')"
"('P52790', 'P30613')"
"('P10809', 'Q07820')"
"('Q8NCM8', 'Q3ZCM7')"
"('P67809', 'Q5JVS0')"
"('O60563', 'P24928')"
"('Q9HBI1', 'P49023')"
"('Q9NRI5', 'P62258')"
"('O75800', 'Q9NZQ3')"
"('P09234', 'Q6Y7W6')"
"('P10914', 'Q14145')"
"('Q13315', 'Q9UF12')"
"('Q06945', 'Q9NQB0')"
"('Q5FWF4', 'P16220')"
"('P41182', 'Q8WUI4')"
"('Q5VWQ8', 'Q9H553')"
"('Q14164', 'P54577')"
"('Q9UJX5', 'Q9UJX4')"
"('Q70EL1', 'Q9Y3E7')"
"('Q16576', 'Q13330')"
"('Q8IYF3', 'Q96M91')"
"('Q13224', 'P23467')"
"('Q9Y243', 'Q86XI6')"
"('Q13114', 'Q06187')"
"('P0CG47', 'O60260')"
"('Q02078', 'P10827')"
"('P05455', 'Q9Y478')"
"('P16871', 'P27986')"
"('Q99879', 'Q9UKV0')"
"('P51668', 'P78317')"
"('P12004', 'P04406')"
"('P50402', 'Q12965')"
"('P26038', 'O14745')"
"('Q13315', 'P49006')"
"('P49459', 'P28328')"
"('P05106', 'P17301')"
"('P51677', 'P32121')"
"('Q15796', 'Q8TAI7')"
"('A6NKT7', 'P61956')"
"('Q9NYR9', 'P04183')"
"('P63096', 'P42338')"
"('P01106', 'Q13459')"
"('P00519', 'P62258')"
"('Q9UKE5', 'O15372')"
"('P60866', 'P62266')"
"('P62917', 'P50914')"
"('Q5T4F7', 'P56703')"
"('Q8N264', 'Q96L33')"
"('Q9H0E2', 'Q8IZ07')"
"('O00303', 'O14602')"
"('P42224', 'P08603')"
"('O75909', 'Q12981')"
"('O00574', 'P04899')"
"('Q9Y535', 'P61218')"
"('P41279', 'O14920')"
"('Q13315', 'Q14C86')"
"('P46776', 'P83731')"
"('Q92989', 'Q9NV70')"
"('P09681', 'P48546')"
"('P28290', 'P63104')"
"('Q9UJX3', 'P14635')"
"('P05771', 'P02545')"
"('Q14204', 'Q9Y5J5')"
"('P36873', 'Q9NZT1')"
"('P24390', 'Q13530')"
"('Q53EZ4', 'Q9UK41')"
"('P68133', 'Q9H0E9')"
"('Q01094', 'Q96B01')"
"('P10124', 'P16070')"
"('P04439', 'P43629')"
"('P56192', 'Q9Y4K3')"
"('Q00722', 'P00533')"
"('O75534', 'Q9Y4K3')"
"('P23368', 'Q14197')"
"('P08238', 'P63261')"
"('P14625', 'P07900')"
"('Q15628', 'P42677')"
"('P23229', 'P53708')"
"('Q6PEY2', 'P51149')"
"('O95197', 'P41227')"
"('Q8IU54', 'P14784')"
"('P17081', 'O75914')"
"('P08590', 'P12883')"
