negatives
"('Q13618', 'Q13263')"
"('Q99895', 'Q9BYQ4')"
"('Q9Y605', 'Q96NZ9')"
"('Q92876', 'P02671')"
"('P57052', 'Q9BWU0')"
"('P35080', 'O43765')"
"('Q8NI27', 'Q9Y3Y2')"
"('P46783', 'O14980')"
"('P61326', 'Q16875')"
"('P05129', 'O60266')"
"('Q13007', 'P01112')"
"('Q96MY7', 'Q9NRD5')"
"('Q9BWW4', 'P17542')"
"('Q15554', 'Q15427')"
"('P59991', 'Q15560')"
"('P63146', 'Q9NP81')"
"('P06493', 'P35240')"
"('P49736', 'P11532')"
"('P62987', 'Q07820')"
"('Q9HCC6', 'P61457')"
"('Q9H0Z9', 'Q9BX46')"
"('Q9Y678', 'P14314')"
"('P13612', 'P50552')"
"('Q06124', 'Q8WWW8')"
"('Q504Q3', 'P50616')"
"('Q3LI66', 'O43763')"
"('P55036', 'Q96LY2')"
"('P10828', 'Q13901')"
"('O75147', 'Q8NI27')"
"('O15182', 'Q8N5S1')"
"('P38117', 'Q8IWL3')"
"('Q9BQ66', 'Q9NZ81')"
"('P06400', 'P14373')"
"('Q9NPJ6', 'Q8N6Y0')"
"('Q16690', 'P53779')"
"('P30153', 'P62955')"
"('Q15022', 'Q8TB36')"
"('Q8N5Y8', 'Q8NCR0')"
"('Q02539', 'P62906')"
"('Q6ZU80', 'Q7Z4H7')"
"('P67775', 'P19320')"
"('Q969H0', 'O00757')"
"('Q9UII5', 'O15105')"
"('Q5S007', 'Q9Y6W5')"
"('Q13573', 'O00571')"
"('P14868', 'O43318')"
"('P10767', 'Q07889')"
"('P49116', 'O14862')"
"('P26374', 'Q15907')"
"('Q9NXC2', 'Q9BZG8')"
"('Q9Y277', 'P04629')"
"('Q6DD88', 'P63104')"
"('A6NEM1', 'Q3KQV3')"
"('Q96GM5', 'Q9UKT9')"
"('Q09666', 'P15311')"
"('Q01094', 'P09874')"
"('Q8WXA9', 'Q13395')"
"('Q96SI9', 'O75530')"
"('Q9NRD1', 'P46781')"
"('Q01664', 'Q9NWY4')"
"('P49411', 'P56537')"
"('Q68CZ2', 'Q9UBU9')"
"('P46531', 'O75132')"
"('Q6V1X1', 'Q7L591')"
"('Q13535', 'Q5UIP0')"
"('P67809', 'P68366')"
"('Q15185', 'P29401')"
"('Q14011', 'P42167')"
"('Q96QZ7', 'Q9ULJ3')"
"('P23528', 'P53667')"
"('P03372', 'Q03989')"
"('Q9NZQ3', 'P51668')"
"('O43290', 'Q504Q3')"
"('O00151', 'Q9P127')"
"('Q9Y4R8', 'P04629')"
"('O43172', 'Q9BUQ8')"
"('Q9BWJ5', 'O94842')"
"('P41235', 'P08684')"
"('Q96EY1', 'P42224')"
"('P12956', 'Q00987')"
"('Q9NQC1', 'O15062')"
"('Q7Z3Y7', 'P02538')"
"('P16220', 'Q9NZN1')"
"('Q13263', 'Q9Y6K9')"
"('Q92622', 'Q9Y5B8')"
"('Q9BYV2', 'Q9BVG8')"
"('Q13547', 'Q99459')"
"('P21281', 'O43324')"
"('Q9NSD7', 'P49407')"
"('Q8NEY4', 'Q86WB0')"
"('Q08379', 'Q9UHR5')"
"('P42566', 'Q8N3V7')"
"('O43294', 'P37173')"
"('P26196', 'Q99816')"
"('Q9UM47', 'Q8N9I9')"
"('Q8IXM3', 'Q9NP92')"
"('P32121', 'Q02878')"
"('P12931', 'Q15691')"
"('Q99590', 'Q9P2E3')"
"('O60264', 'Q99958')"
"('P48775', 'P20393')"
"('Q17R55', 'P62829')"
"('P63167', 'P51681')"
"('P98177', 'P04179')"
"('Q9H4X1', 'Q15796')"
"('P78317', 'Q9HBE1')"
"('Q9NX20', 'Q96DV4')"
"('P15407', 'Q9NR55')"
"('P00441', 'Q14061')"
"('P49765', 'Q9BRJ7')"
"('Q9UH03', 'Q96Q07')"
"('O43683', 'Q9Y6B7')"
"('Q12933', 'O43464')"
"('Q14203', 'Q5T0F9')"
"('Q96FF9', 'Q9NTI5')"
"('Q9H8V3', 'P28288')"
"('P08238', 'P12755')"
"('Q7Z6Z7', 'P31943')"
"('P16885', 'P17252')"
"('Q9BSD7', 'Q7L2J0')"
"('P07900', 'Q15785')"
"('Q16695', 'Q6P1J9')"
"('Q9UBU9', 'O75164')"
"('O43513', 'Q9BWU1')"
"('Q9ULZ3', 'O43353')"
"('Q14980', 'Q9NRC8')"
"('Q8WYB5', 'Q8IZU2')"
"('Q99728', 'Q9UKY1')"
"('Q9NVM9', 'Q96N11')"
"('Q9BQB6', 'Q8N5M9')"
"('P52565', 'P15153')"
"('P07237', 'P78545')"
"('Q9HAV4', 'P62826')"
"('Q9NPF2', 'Q9BRK5')"
"('Q9UDY2', 'Q9NRM7')"
"('P30679', 'P25025')"
"('Q9UMX0', 'Q9BVW6')"
"('P40818', 'P56817')"
"('Q9Y228', 'Q9P289')"
"('Q9C0C7', 'Q9Y4P1')"
"('Q15831', 'Q8IWQ3')"
"('P49368', 'Q15257')"
"('O75365', 'P28288')"
"('P31040', 'P21912')"
"('P62140', 'P16220')"
"('P19784', 'Q04206')"
"('O75530', 'Q14152')"
"('P09651', 'P11142')"
"('Q9H492', 'Q13148')"
"('Q99873', 'Q8IYI0')"
"('P52701', 'P12004')"
"('P04233', 'Q53R12')"
"('Q9NUT2', 'O95466')"
"('P51668', 'P04083')"
"('P05129', 'P01111')"
"('P17542', 'P12980')"
"('Q9UMR2', 'P27707')"
"('Q15583', 'P29590')"
"('Q4LDR2', 'P27105')"
"('P15313', 'P07339')"
"('Q9H221', 'P22736')"
"('P12429', 'P04637')"
"('P0C5Z0', 'Q7Z2G1')"
"('Q15011', 'Q9GZP9')"
"('Q3LI66', 'Q9H0E2')"
"('Q9BYD2', 'Q9BRJ2')"
"('Q9H5K3', 'Q8WUY8')"
"('Q92618', 'Q9ULK4')"
"('Q9H6Z9', 'Q9NXC5')"
"('Q9Y2M5', 'Q96LA8')"
"('Q16363', 'P04637')"
"('Q8N137', 'Q9NYJ8')"
"('P18887', 'O43592')"
"('P62899', 'P46782')"
"('P48047', 'Q8WUK0')"
"('P50222', 'Q05086')"
"('Q9UPQ3', 'Q16637')"
"('P17252', 'P50150')"
"('Q9BYR6', 'O43593')"
"('Q92784', 'Q13562')"
"('Q96JN2', 'Q9H0I2')"
"('P46779', 'P83881')"
"('P10809', 'O00429')"
"('Q92688', 'P39687')"
"('P08240', 'P05412')"
"('Q09472', 'Q9UK99')"
"('O43390', 'Q14C86')"
"('P78362', 'P09012')"
"('Q9HAU4', 'O95630')"
"('P33076', 'P17947')"
"('Q06413', 'Q9BZM1')"
"('Q96BN2', 'O75486')"
"('P05154', 'Q8N2W9')"
"('Q96GG9', 'O60613')"
"('O15151', 'Q9Y6W3')"
"('Q96EQ0', 'P05121')"
"('Q9Y3M2', 'O60307')"
"('Q969R5', 'P62805')"
"('Q99627', 'Q13216')"
"('Q9BZV2', 'O43889')"
"('A2RTX5', 'Q02833')"
"('Q9NV70', 'Q53HC9')"
"('Q96ES7', 'Q2M2I5')"
"('O15235', 'Q9UKR5')"
"('O95644', 'Q14839')"
"('P01903', 'P13760')"
"('P19367', 'Q13885')"
"('P21695', 'P32189')"
"('Q9UJX5', 'Q96C86')"
"('P03372', 'Q00839')"
"('O94973', 'Q6PD74')"
"('Q9BYE7', 'P61244')"
"('Q92793', 'Q03060')"
"('P21675', 'P49336')"
"('P62140', 'Q16821')"
"('Q15365', 'Q16629')"
"('Q9HBE1', 'Q9BYV9')"
"('Q9H1D9', 'Q8NHV4')"
"('Q13490', 'O15111')"
"('Q9NVI1', 'Q15714')"
"('P55157', 'Q9H1R2')"
"('Q8WWY3', 'O95400')"
"('O00555', 'A6NEM1')"
"('Q16795', 'O95299')"
"('Q9GZX7', 'Q9H6D7')"
"('Q9UER7', 'P46013')"
"('P49736', 'Q14195')"
"('O14775', 'Q9P2W3')"
"('P57678', 'P63162')"
"('P68400', 'Q8N3X1')"
"('P62195', 'Q99436')"
"('P07602', 'P04626')"
"('Q2KHR3', 'Q9NR12')"
"('Q13155', 'P05412')"
"('P63279', 'P52948')"
"('Q5S007', 'P61586')"
"('Q93050', 'P62841')"
"('Q99608', 'Q00839')"
"('C9JLW8', 'P26196')"
"('O75360', 'P52790')"
"('Q15717', 'Q5T036')"
"('Q9Y490', 'Q15742')"
"('Q1KMD3', 'Q9UKM9')"
"('Q96A72', 'Q15554')"
"('P50542', 'O95989')"
"('P46531', 'Q06710')"
"('Q96K80', 'P53539')"
"('P50552', 'P02549')"
"('Q15714', 'Q8WWC4')"
"('Q14683', 'P61221')"
"('P46937', 'P06733')"
"('P22694', 'P05023')"
"('Q9H492', 'P40227')"
"('A5YKK6', 'Q9Y2I6')"
"('O75934', 'Q15393')"
"('P19484', 'Q8IVS2')"
"('Q92747', 'P12830')"
"('O00308', 'Q15599')"
"('P62136', 'O60828')"
"('O95425', 'P35749')"
"('Q96CW1', 'P46940')"
"('P42566', 'P38646')"
"('P45973', 'Q9HCM9')"
"('P09429', 'P31249')"
"('P25789', 'Q15034')"
"('Q7LGA3', 'Q9H490')"
"('P30048', 'P32119')"
"('P30307', 'Q9HCD6')"
"('P61978', 'P41240')"
"('Q08170', 'Q15287')"
"('Q53TS8', 'P19012')"
"('P78371', 'P34932')"
"('P21333', 'P84996')"
"('P55036', 'Q92731')"
"('Q7L576', 'P36873')"
"('Q9BZL6', 'Q8WUI4')"
"('O14576', 'P23508')"
"('Q8WYQ9', 'O95817')"
"('P08754', 'O15264')"
"('P01876', 'P49221')"
"('O43823', 'P30281')"
"('Q5JST6', 'Q8IVS8')"
"('P82650', 'O60260')"
"('P49750', 'P09651')"
"('Q08170', 'P07910')"
"('P60520', 'P14678')"
"('Q9NVL8', 'Q8IZU0')"
"('P62269', 'P61513')"
"('Q8N6T7', 'P34931')"
"('P12931', 'P62258')"
"('P56524', 'O95967')"
"('Q14247', 'Q92614')"
"('Q9BYX2', 'P28340')"
"('Q5JR59', 'O00560')"
"('P68133', 'Q01995')"
"('Q6P9G4', 'O43765')"
"('Q969Z0', 'O15126')"
"('O60832', 'Q13601')"
"('Q9UQM7', 'P46527')"
"('Q96C28', 'P07199')"
"('Q9H6X2', 'P17600')"
"('P35998', 'O95071')"
"('P31323', 'P11137')"
"('Q03431', 'Q6NUM9')"
"('P16220', 'P43146')"
"('P23921', 'Q9Y478')"
"('Q9UNS2', 'Q8WXC6')"
"('Q13286', 'Q02978')"
"('P62258', 'P18206')"
"('P52895', 'P17516')"
"('Q86WV6', 'O15118')"
"('Q9Y223', 'Q6UY14')"
"('O43570', 'Q9BYD2')"
"('Q8NH73', 'P38405')"
"('O43809', 'P78362')"
"('Q8TAE8', 'Q9BRK4')"
"('P78406', 'P14625')"
"('P07550', 'Q14318')"
"('Q9NQW6', 'Q9NVH2')"
"('P15311', 'Q8WX93')"
"('Q10586', 'P43246')"
"('Q6AWC2', 'O95835')"
"('Q05639', 'Q06187')"
"('O95819', 'P36941')"
"('O75323', 'P43490')"
"('Q15831', 'P58340')"
"('Q14764', 'P18146')"
"('Q9BUJ2', 'Q08170')"
"('Q9Y2D8', 'O14980')"
"('O95156', 'Q8WXG6')"
"('P98170', 'Q9BYM8')"
"('Q9UHX1', 'P60520')"
"('P35626', 'Q8NGG3')"
"('Q12951', 'P05067')"
"('P35612', 'Q9Y2J0')"
"('Q15257', 'O14640')"
"('Q14197', 'Q8TCS8')"
"('P42224', 'Q4ZG55')"
"('P51610', 'P11142')"
"('Q16851', 'P61604')"
"('P62136', 'P28749')"
"('O60260', 'P08238')"
"('O43189', 'Q5T6S3')"
"('P47929', 'Q9P2P5')"
"('P60371', 'Q9UK13')"
"('Q9Y6Q5', 'O14976')"
"('P84077', 'P26641')"
"('Q96JG6', 'O43482')"
"('P05388', 'P46777')"
"('Q99962', 'P85298')"
"('P08648', 'P06756')"
"('Q9Y394', 'Q9HBU9')"
"('O96019', 'A8MYZ6')"
"('P30154', 'Q9UBN1')"
"('P48668', 'Q9H0R8')"
"('Q6NYC1', 'Q9Y4K3')"
"('Q13835', 'P01106')"
"('O14980', 'P0C1Z6')"
"('Q9Y3C6', 'Q16630')"
"('P56199', 'P18084')"
"('O15397', 'P35613')"
"('Q9NQZ8', 'Q96C00')"
"('Q12830', 'O43683')"
"('Q96T76', 'P84077')"
"('P56545', 'O95785')"
"('P04637', 'Q02880')"
"('P10909', 'O60216')"
"('Q92769', 'Q9Y232')"
"('P62136', 'O75901')"
"('Q15427', 'Q86XP3')"
"('P17544', 'Q04206')"
"('O95819', 'P62136')"
"('O75044', 'P61981')"
"('P56945', 'Q9BRG2')"
"('P11142', 'Q9UBB4')"
"('Q96HE7', 'P07948')"
"('P16455', 'P14618')"
"('Q13363', 'O75083')"
"('Q04446', 'O43900')"
"('P98160', 'O60826')"
"('Q96S52', 'P00533')"
"('P51504', 'P60328')"
"('Q9P015', 'Q14197')"
"('P34897', 'O14964')"
"('P38936', 'P78396')"
"('Q66K14', 'P60520')"
"('Q9UMN6', 'Q96KM6')"
"('Q9Y3E5', 'Q9Y6H1')"
"('Q9NYF8', 'Q13838')"
"('Q96Q83', 'Q9UBU8')"
"('P14866', 'P22626')"
"('Q92905', 'P62263')"
"('Q9UET6', 'Q8IWC1')"
"('Q6UWW9', 'P57086')"
"('O00463', 'Q9NS68')"
"('Q03135', 'Q12791')"
"('P12236', 'Q13616')"
"('Q9UPN4', 'Q86VQ0')"
"('Q16659', 'P0DP25')"
"('P52435', 'P28065')"
"('P0C1S8', 'P06493')"
"('O95166', 'P61978')"
"('P27635', 'P30050')"
"('P17612', 'Q8NG77')"
"('Q96G75', 'Q13485')"
"('Q9NR55', 'P40763')"
"('Q15435', 'Q8WUF5')"
"('Q9BYG3', 'Q8WXA9')"
"('P49750', 'P35226')"
"('P21549', 'Q5VZ52')"
"('Q9BRL6', 'P61326')"
"('P17252', 'Q15599')"
"('Q8NHW5', 'P52272')"
"('Q9HCE1', 'Q9Y2R0')"
"('Q15906', 'Q96JC9')"
"('P20042', 'Q9Y2X3')"
"('O15230', 'P08648')"
"('P61289', 'P20618')"
"('P35268', 'Q969P0')"
"('P49286', 'Q12772')"
"('Q9BRJ2', 'Q9HD33')"
"('Q96HE9', 'Q2TB10')"
"('P19320', 'P05787')"
"('O14579', 'Q15642')"
"('P31946', 'O75122')"
"('Q92917', 'Q9H0C1')"
"('Q6R327', 'P31327')"
"('Q14119', 'Q9UN79')"
"('Q13315', 'O15355')"
"('Q9P0U3', 'Q96RE7')"
"('Q86UW9', 'Q9Y2X8')"
"('P20618', 'P13569')"
"('Q6T4R5', 'Q14103')"
"('P01100', 'P10145')"
"('P28072', 'O15344')"
"('P01106', 'Q9H9Y6')"
"('Q13415', 'P62979')"
"('P67809', 'P16989')"
"('P78545', 'P14314')"
"('O60353', 'Q15717')"
"('Q9NTK1', 'Q99417')"
"('Q9NRW7', 'O94986')"
"('O43432', 'Q9BUB5')"
"('Q0VD86', 'Q9BRJ7')"
"('Q13618', 'P56706')"
"('Q9NPF5', 'Q96Q83')"
"('P62877', 'O96020')"
"('P30048', 'Q9Y5K5')"
"('P26639', 'Q9P2K8')"
"('Q8IWV1', 'O75791')"
"('O43251', 'Q9H300')"
"('O95273', 'P00540')"
"('Q9P2W3', 'Q13698')"
"('Q09472', 'P38936')"
"('P61326', 'Q99496')"
"('P05067', 'P23193')"
"('P0DP25', 'Q15653')"
"('O43167', 'P60411')"
"('Q9H6W3', 'Q6NUN9')"
"('Q96JA1', 'P40818')"
"('P13646', 'P05787')"
"('P05161', 'P46776')"
"('P55055', 'P10276')"
"('Q8N511', 'O75477')"
"('Q08AM6', 'Q7Z4W3')"
"('P09012', 'O00560')"
"('Q13501', 'Q86X19')"
"('P04179', 'Q92545')"
"('Q9H492', 'P25705')"
"('Q9BTC0', 'P61978')"
"('Q86UX2', 'O43542')"
"('P57088', 'O95718')"
"('Q12873', 'P17844')"
"('P57088', 'P11171')"
"('Q9UN86', 'P49790')"
"('Q14194', 'P21281')"
"('Q14693', 'Q00534')"
"('P84103', 'Q01081')"
"('P56470', 'O15145')"
"('Q99536', 'P20648')"
"('Q13616', 'O75533')"
"('Q9BZR9', 'O15524')"
"('Q13951', 'O95644')"
"('P46940', 'Q9BXB1')"
"('P12830', 'O95433')"
"('P13533', 'Q9UPU5')"
"('O14625', 'P32248')"
"('Q9UKC9', 'P05067')"
"('O95166', 'Q9H5H4')"
"('Q9NUL5', 'Q9ULU8')"
"('Q8N5S1', 'Q8WXE9')"
"('Q9HC98', 'Q15021')"
"('Q8IUC1', 'Q8WU58')"
"('Q6FI81', 'O60232')"
"('O00241', 'O75553')"
"('P55036', 'P25789')"
"('P16581', 'P49023')"
"('Q8TBY0', 'Q6ZRY4')"
"('A6NHQ4', 'O14929')"
"('Q8IWL3', 'Q8NB78')"
"('Q96QU8', 'P60709')"
"('P42858', 'Q14982')"
"('Q6VAB6', 'Q9BVM2')"
"('Q96RU3', 'O14526')"
"('P22061', 'O94889')"
"('Q9NR09', 'Q9Y240')"
"('Q99728', 'P67809')"
"('Q9NYL9', 'Q99459')"
"('Q6P4I2', 'Q96GM1')"
"('P51531', 'O94906')"
"('O60861', 'P23246')"
"('O14777', 'Q9NXR1')"
"('Q9P258', 'Q5JSL3')"
"('Q9Y6E0', 'P18206')"
"('Q9NRD1', 'Q7L8L6')"
"('P04216', 'Q13423')"
"('Q9UGN5', 'Q8IW19')"
"('Q09472', 'P06454')"
"('Q02962', 'Q9UKQ9')"
"('Q99608', 'Q5VSY0')"
"('O75928', 'P15104')"
"('P62333', 'P43686')"
"('P60510', 'Q9NY27')"
"('O15075', 'Q9P244')"
"('P0DJD3', 'P49761')"
"('P13929', 'P15121')"
"('Q9UPP1', 'Q14669')"
"('O43390', 'O75400')"
"('P11171', 'P54819')"
"('Q12931', 'Q08380')"
"('Q6NUN9', 'Q9UNF1')"
"('P63104', 'Q9P2J5')"
"('P51991', 'Q32P51')"
"('Q86TP1', 'Q9Y5P6')"
"('P14174', 'P49773')"
"('P27482', 'Q9BSU1')"
"('P23771', 'Q8IZD2')"
"('O14964', 'Q9NZ72')"
"('A2RUC4', 'Q5T0L3')"
"('Q16740', 'Q12931')"
"('Q9UNZ2', 'P55072')"
"('P07550', 'P08195')"
"('Q13618', 'P53992')"
"('Q14315', 'Q9UBF9')"
"('P22612', 'Q07343')"
"('Q8NBJ4', 'P49759')"
"('Q15717', 'O14503')"
"('Q9BWU1', 'P50148')"
"('P06241', 'P07333')"
"('Q09472', 'P04150')"
"('Q96S82', 'Q8N5M4')"
"('Q3KNV8', 'Q8WXX7')"
"('O95751', 'Q15561')"
"('Q13315', 'P49368')"
"('Q9UQC2', 'O75420')"
"('P33176', 'P28066')"
"('Q9BVA0', 'Q9GZM8')"
"('O00560', 'Q9BWC9')"
"('P41595', 'P29992')"
"('Q6UXA7', 'O75360')"
"('Q9GZV9', 'P09619')"
"('Q53S33', 'Q9NPH0')"
"('Q15121', 'Q15051')"
"('Q8N661', 'Q96A25')"
"('Q8N3V7', 'Q14643')"
"('Q9UPE1', 'O43143')"
"('P21730', 'P08754')"
"('P55854', 'Q96IT1')"
"('Q00653', 'Q01201')"
"('P22087', 'O00567')"
"('Q9NPL8', 'O75208')"
"('Q9H3P7', 'Q9H8Y8')"
"('P56199', 'P16144')"
"('P61247', 'P32121')"
"('Q86VP6', 'P62917')"
"('Q14764', 'Q8N9N5')"
"('Q9Y3M8', 'Q14643')"
"('P50570', 'P18545')"
"('O95644', 'Q9UJU2')"
"('Q7Z6Z7', 'P07195')"
"('Q8IYB3', 'P17026')"
"('Q8NHU3', 'Q9BU64')"
"('Q86VQ0', 'Q96FJ2')"
"('P05412', 'Q8N1G4')"
"('Q15717', 'Q9UL16')"
"('Q9BQ66', 'P49901')"
"('Q08999', 'Q13627')"
"('Q14684', 'P68400')"
"('O60244', 'Q9Y2X0')"
"('P51452', 'P21781')"
"('P62081', 'Q13123')"
"('Q92820', 'Q5T4B2')"
"('P62333', 'Q969G3')"
"('Q13315', 'Q8NHZ8')"
"('Q96GE6', 'Q86YV6')"
"('P34931', 'P41279')"
"('O60333', 'Q9BST9')"
"('P01619', 'P02751')"
"('Q14677', 'P38936')"
"('Q13617', 'Q16778')"
"('O76094', 'Q96Q45')"
"('Q9UNE7', 'P06703')"
"('Q13451', 'P05067')"
"('Q07912', 'Q14247')"
"('P50402', 'P49910')"
"('Q15527', 'Q8IY81')"
"('P56537', 'P12268')"
"('Q8NEU8', 'P78560')"
"('O95998', 'Q14116')"
"('Q6NUN9', 'P36542')"
"('P49821', 'P51665')"
"('O14818', 'P25787')"
"('Q8N5M1', 'P36406')"
"('P06493', 'Q9HCH0')"
"('Q14999', 'P46087')"
"('Q7Z6R9', 'Q9BWT7')"
"('O00170', 'Q86SG6')"
"('Q9UBF9', 'P05067')"
"('Q92733', 'Q9P1W9')"
"('P37088', 'Q76N89')"
"('P15498', 'P50402')"
"('P84103', 'P08195')"
"('P12931', 'Q7Z7K6')"
"('P33151', 'Q9BYG4')"
"('Q86SQ7', 'Q9UPV0')"
"('Q9UMX0', 'P29558')"
"('Q08211', 'Q9NR56')"
"('Q7Z3S9', 'Q9NRQ2')"
"('P46940', 'P07951')"
"('P42229', 'Q00005')"
"('P35222', 'Q15078')"
"('P61224', 'P01023')"
"('Q96NB1', 'Q15154')"
"('P05154', 'P10323')"
"('O00189', 'P17096')"
"('Q9UKX7', 'O95163')"
"('Q15717', 'O60488')"
"('P63261', 'P08238')"
"('P52434', 'Q9HCS7')"
"('P60370', 'P15976')"
"('P45973', 'O00629')"
"('Q7Z6G3', 'Q96HA8')"
"('Q66K41', 'Q9NVV9')"
"('Q6A162', 'Q9UIE0')"
"('P53779', 'P23219')"
"('P08575', 'P00533')"
"('O15379', 'Q99612')"
"('O95257', 'P26641')"
"('Q9BZE1', 'Q9NWU5')"
"('Q15759', 'Q86UR1')"
"('Q7L3B6', 'P07900')"
"('Q9H1I8', 'P06858')"
"('Q96C00', 'P60411')"
"('Q92997', 'P98082')"
"('P41218', 'Q9UNX4')"
"('Q8IY92', 'P05109')"
"('Q06330', 'P24522')"
"('P61289', 'P17980')"
"('Q9UBU9', 'Q9H4D5')"
"('P01210', 'Q9H1A4')"
"('Q9H2D6', 'Q92614')"
"('O43318', 'P43405')"
"('Q15018', 'O00231')"
"('Q9BUE0', 'Q96G25')"
"('Q9BR76', 'Q9UHB6')"
"('Q86TJ2', 'Q9Y4A5')"
"('P05141', 'Q7Z6Z7')"
"('O43765', 'P02724')"
"('Q9C0J9', 'Q6P597')"
"('P61981', 'P07196')"
"('P62945', 'P62899')"
"('Q12952', 'Q9UP83')"
"('P35637', 'P04629')"
"('P78352', 'P17252')"
"('P21333', 'Q9Y6D5')"
"('Q13635', 'Q9UBV7')"
"('Q71RC9', 'Q9Y371')"
"('P46776', 'Q86VP6')"
"('Q9Y4H2', 'P63104')"
"('Q15393', 'Q9Y3C6')"
"('O00471', 'Q96EV8')"
"('P01889', 'P55786')"
"('Q99801', 'P30086')"
"('Q9BV38', 'Q9NPD3')"
"('P59046', 'P0DMV9')"
"('Q9NZV5', 'Q9HAT2')"
"('Q9UHD0', 'P08887')"
"('Q9UM00', 'Q9H1C4')"
"('Q63HR2', 'Q8IUC1')"
"('Q9NX47', 'Q969T4')"
"('Q03154', 'P0CG20')"
"('Q96KR1', 'Q9HC52')"
"('Q9UHC3', 'Q96QZ7')"
"('Q12873', 'P55055')"
"('P50222', 'Q9UL52')"
"('Q9BYP8', 'Q9BYR3')"
"('O43823', 'Q99958')"
"('Q8WY36', 'P07900')"
"('Q96MT8', 'P0DJD0')"
"('P41220', 'O60259')"
"('Q9Y261', 'P35453')"
"('Q00839', 'Q7Z2T5')"
"('O94900', 'Q13588')"
"('O95872', 'Q15834')"
"('Q9BUL9', 'P19012')"
"('P37231', 'Q13772')"
"('Q9H2G2', 'Q9Y5S9')"
"('Q14318', 'Q9UBS0')"
"('P78380', 'P50991')"
"('Q92905', 'Q99759')"
"('P62910', 'P07900')"
"('P62993', 'P09651')"
"('P62269', 'Q9H967')"
"('Q96CW1', 'Q86V97')"
"('Q13885', 'P27540')"
"('Q8N7W2', 'O14966')"
"('Q9P0L0', 'O75348')"
"('P41182', 'Q9Y6H3')"
"('Q5GLZ8', 'Q9HCE1')"
"('P60896', 'P35998')"
"('P12104', 'Q9NYB0')"
"('P11142', 'Q92844')"
"('P07954', 'Q9Y376')"
"('Q00839', 'Q9P275')"
"('P11021', 'Q9BZG8')"
"('Q93084', 'A5X5Y0')"
"('Q9BTV5', 'Q6PJ61')"
"('Q9GZQ8', 'P62304')"
"('O14640', 'Q9ULK5')"
"('Q14197', 'Q9UBX3')"
"('Q9Y4K3', 'Q147X3')"
"('P16471', 'O14508')"
"('Q9UM11', 'P42261')"
"('Q7Z6M1', 'O75569')"
"('Q9NSK0', 'O60282')"
"('Q8IWL3', 'Q14651')"
"('Q96MT4', 'O43559')"
"('Q00839', 'P60484')"
"('Q5JTH9', 'O75147')"
"('P05023', 'O75964')"
"('Q13007', 'Q8IZL8')"
"('Q9P2R3', 'O15084')"
"('P12111', 'O75923')"
"('P45985', 'P32121')"
"('A1L170', 'Q96HR8')"
"('Q5SWW7', 'O75593')"
"('P56696', 'P07900')"
"('Q9UQL6', 'Q9UKG1')"
"('P52907', 'P47756')"
"('P20930', 'Q9GZQ8')"
"('O15372', 'O14980')"
"('Q96S44', 'P04626')"
"('Q8NEC7', 'P18075')"
"('Q9Y5K5', 'Q9UMS4')"
"('Q96MX3', 'Q9H4L5')"
"('P45973', 'Q96JM2')"
"('Q9HC56', 'P58658')"
"('Q86X19', 'Q86Y82')"
"('P63218', 'Q01668')"
"('Q15287', 'Q9BU76')"
"('Q13451', 'Q96J94')"
"('O43684', 'Q9Y2Z0')"
"('P13805', 'O95751')"
"('Q14980', 'Q9BXB1')"
"('P42229', 'O00330')"
"('P05067', 'Q9NP98')"
"('P49720', 'Q969U7')"
"('P07355', 'P42226')"
"('Q96BN8', 'Q9BYM8')"
"('P04637', 'Q96DN5')"
"('Q8N4V1', 'Q5HYN5')"
"('P62857', 'Q15599')"
"('Q8NHY5', 'Q6WBX8')"
"('P06756', 'P35222')"
"('P04114', 'P23284')"
"('Q6P1L8', 'P49406')"
"('Q9Y6B7', 'O43683')"
"('O00139', 'P15586')"
"('Q9HB58', 'O95684')"
"('Q15154', 'Q969Q6')"
"('P14923', 'P21281')"
"('P27986', 'O43184')"
"('P48431', 'Q9UBW7')"
"('Q15036', 'Q14114')"
"('Q8IWL3', 'Q9HCU5')"
"('Q92466', 'P49368')"
"('P49768', 'P46531')"
"('Q14240', 'Q12904')"
"('Q9NRD1', 'Q15366')"
"('Q8IXK0', 'Q13131')"
"('Q9NQW6', 'Q13867')"
"('O43175', 'O94903')"
"('Q8WXR4', 'P15313')"
"('O00231', 'P54646')"
"('P62750', 'Q96HE9')"
"('P41743', 'Q8TEW0')"
"('P01889', 'P60033')"
"('Q8NBJ5', 'P21980')"
"('Q9H0D6', 'O75147')"
"('P27695', 'Q9Y265')"
"('P52292', 'Q15554')"
"('Q92625', 'Q9H3H1')"
"('P15121', 'Q9UBQ7')"
"('Q8NEA9', 'Q92993')"
"('P53671', 'O95816')"
"('O75340', 'Q9BY32')"
"('Q92793', 'Q99081')"
"('Q9BZE1', 'Q9NQ50')"
"('Q99623', 'P42858')"
"('Q9GZZ9', 'Q9UNZ2')"
"('Q15831', 'Q14680')"
"('Q9HCS5', 'Q63HR2')"
"('Q5TB80', 'O60308')"
"('P36941', 'Q8NEF3')"
"('Q13042', 'Q99459')"
"('P61160', 'Q9ULV4')"
"('Q9BYQ4', 'P26371')"
"('Q8TD19', 'Q9H0R8')"
"('Q49AN0', 'P31040')"
"('Q86Z20', 'P61019')"
