negatives
"('Q13315', 'O96028')"
"('Q7Z3B3', 'Q96R06')"
"('P34820', 'P36894')"
"('P62316', 'Q9UJM3')"
"('O95067', 'P38936')"
"('O00567', 'P33993')"
"('O75880', 'Q9H6K4')"
"('P50148', 'P49841')"
"('Q92784', 'P60709')"
"('Q13895', 'P22087')"
"('P30048', 'Q06830')"
"('Q6ZUM4', 'Q96L33')"
"('P46199', 'O75157')"
"('P36542', 'P05067')"
"('Q8NFD5', 'Q8WUZ0')"
"('P04637', 'P07384')"
"('P52597', 'O95678')"
"('P37837', 'Q9Y617')"
"('Q6WCQ1', 'P31946')"
"('Q8NHY2', 'P15408')"
"('Q9H814', 'Q9BZE9')"
"('P56945', 'Q14289')"
"('P10276', 'P17483')"
"('P29460', 'Q09472')"
"('Q49AN0', 'O15027')"
"('Q9HC35', 'Q15717')"
"('Q99816', 'P26196')"
"('P17612', 'Q8NGS7')"
"('P22694', 'Q9GZK7')"
"('Q9UNQ0', 'P51149')"
"('O96008', 'O43300')"
"('Q9NXB0', 'Q9Y337')"
"('Q6IN85', 'Q8N163')"
"('Q8TF66', 'Q13057')"
"('P02008', 'P08047')"
"('Q16828', 'Q9NTX9')"
"('P43246', 'P15927')"
"('Q01167', 'P03372')"
"('Q5T754', 'Q9UKJ5')"
"('P06756', 'P14555')"
"('Q8WUY9', 'P41208')"
"('Q9BTV5', 'Q07960')"
"('Q7Z388', 'Q93034')"
"('Q8NCA5', 'P35637')"
"('P30050', 'P18621')"
"('P52306', 'Q9HCE1')"
"('Q16643', 'Q9NQW6')"
"('Q9UBB9', 'Q63HK5')"
"('Q9UKB1', 'Q8IVE3')"
"('Q96NL6', 'Q92900')"
"('P52435', 'P12931')"
"('P15976', 'Q8TES7')"
"('P26038', 'Q86UF1')"
"('Q15759', 'Q12959')"
"('P04150', 'P15923')"
"('Q86UT6', 'Q9Y4K3')"
"('P11940', 'P42766')"
"('O75197', 'Q13467')"
"('P49761', 'Q9Y383')"
"('O43291', 'Q9Y4P3')"
"('P57078', 'Q9UJS0')"
"('Q16514', 'Q16594')"
"('P36404', 'P67775')"
"('Q8WV44', 'O15084')"
"('Q01860', 'Q16531')"
"('P11308', 'O75387')"
"('Q9BYQ6', 'P60410')"
"('Q9UKX2', 'P22681')"
"('O75208', 'Q13011')"
"('Q9UBB9', 'P55040')"
"('P51116', 'Q13557')"
"('P35240', 'O00330')"
"('Q9Y2D8', 'Q15691')"
"('O14980', 'O00571')"
"('Q63ZY3', 'Q70IA8')"
"('P52735', 'Q5SW79')"
"('Q9UBK9', 'Q7Z3S9')"
"('Q8NCM8', 'Q9NY65')"
"('Q9NP92', 'Q9NQ50')"
"('P43243', 'P05412')"
"('Q99856', 'Q12888')"
"('Q969R5', 'Q08117')"
"('Q07627', 'Q5T5A8')"
"('Q15006', 'Q9NVC6')"
"('P08574', 'P01106')"
"('P61289', 'O00221')"
"('Q8IW41', 'P25685')"
"('Q00653', 'P43243')"
"('Q9BUQ8', 'P54274')"
"('Q99814', 'P35222')"
"('P62873', 'O60266')"
"('O75251', 'O96000')"
"('P00973', 'Q05823')"
"('Q16666', 'Q13188')"
"('Q9H307', 'Q92838')"
"('O00571', 'Q15717')"
"('Q96GG9', 'P0DL12')"
"('Q8NFB2', 'Q9ULP9')"
"('Q8IWL3', 'P29322')"
"('P67775', 'Q9C0B0')"
"('Q5MJ10', 'Q9NRD5')"
"('P25098', 'Q8NGT1')"
"('P26641', 'Q9Y3C7')"
"('P28799', 'O43741')"
"('Q9Y333', 'P83876')"
"('Q9NRI5', 'Q8IWZ3')"
"('P01889', 'P47914')"
"('Q8N961', 'Q13618')"
"('P62249', 'Q02543')"
"('Q15691', 'Q96DN5')"
"('Q93062', 'Q8NFQ8')"
"('Q13129', 'Q92963')"
"('A2RU14', 'Q8WWH4')"
"('Q9UHD9', 'Q6L8Q7')"
"('P39019', 'Q9H0R8')"
"('Q12933', 'P50591')"
"('Q86VP6', 'Q9BZI7')"
"('Q96ST2', 'P21912')"
"('O00329', 'P42345')"
"('P51692', 'P32927')"
"('P04792', 'Q9UBT2')"
"('Q6WCQ1', 'Q92614')"
"('Q9UBQ0', 'O60826')"
"('Q6VAB6', 'Q13131')"
"('P19838', 'Q92785')"
"('Q9BQE3', 'P62917')"
"('Q96QZ7', 'Q8WXF0')"
"('P05106', 'P17301')"
"('P04629', 'Q07021')"
"('P31749', 'P28070')"
"('P61513', 'Q9UQE7')"
"('P16104', 'Q92769')"
"('Q99757', 'Q99750')"
"('P51148', 'P11717')"
"('P60709', 'Q96EB6')"
"('P56962', 'P40692')"
"('P31689', 'P56696')"
"('Q9NRA0', 'P06241')"
"('Q7KZF4', 'Q8N653')"
"('P42285', 'Q9BU89')"
"('P51149', 'Q9BTV4')"
"('Q14696', 'Q96P53')"
"('Q53RD9', 'P54105')"
"('Q5T749', 'Q8NBM4')"
"('P07900', 'P33992')"
"('Q8IV20', 'P28288')"
"('Q9Y2J4', 'Q96A72')"
"('Q15717', 'P33897')"
"('O75616', 'Q9P2R3')"
"('Q9HCD6', 'Q9Y3M2')"
"('O43815', 'Q6P5Z2')"
"('Q9UHY7', 'O75925')"
"('P51570', 'Q96C23')"
"('Q68G74', 'Q86Y26')"
"('Q3SYB3', 'P08238')"
"('Q63HR2', 'Q9H2G9')"
"('Q96KQ4', 'Q8N6V9')"
"('Q9UBP0', 'Q7LBR1')"
"('P06400', 'P43686')"
"('Q9H0W5', 'Q9BQ04')"
"('Q9NTJ5', 'P48444')"
"('Q6ZSJ9', 'O75031')"
"('P40938', 'P35251')"
"('P03372', 'P17861')"
"('Q6PKG0', 'P55316')"
"('P37231', 'O75448')"
"('Q13573', 'Q13151')"
"('P69892', 'P21860')"
"('Q96AD5', 'A8MQ03')"
"('Q8TD10', 'Q969G3')"
"('P78318', 'Q04760')"
"('P21860', 'P78406')"
"('P12270', 'P02751')"
"('O75530', 'P63000')"
"('Q8WW43', 'Q99466')"
"('P32121', 'Q13813')"
"('P50990', 'Q16526')"
"('Q9BZE4', 'Q92905')"
"('P26368', 'Q15910')"
"('Q8ND90', 'O15265')"
"('O14733', 'O15264')"
"('Q99576', 'Q9Y6D9')"
"('Q5JWF2', 'P34998')"
"('Q96N67', 'Q8IXI1')"
"('O75376', 'P15172')"
"('Q6P1M3', 'P31689')"
"('Q68EM7', 'Q8IWL3')"
"('O15042', 'Q15459')"
"('P31749', 'P23443')"
"('P62701', 'P46782')"
"('P50222', 'P01137')"
"('O60260', 'Q9NZ45')"
"('P17252', 'Q86UR1')"
"('P84022', 'P35568')"
"('Q9P2Y5', 'O00159')"
"('Q9P2H0', 'O43504')"
"('P27824', 'P27701')"
"('Q12905', 'P50914')"
"('O95816', 'P19838')"
"('Q7Z6Z7', 'Q3MHD2')"
"('P27708', 'P07814')"
"('O60663', 'O00470')"
"('Q9Y5B8', 'Q96D03')"
"('Q92597', 'P14868')"
"('Q9NRA1', 'O95817')"
"('O43402', 'P54219')"
"('Q92794', 'Q9P2R6')"
"('Q13043', 'Q00526')"
"('P28356', 'P41161')"
"('P49286', 'P55290')"
"('Q92597', 'P34932')"
"('Q8IX12', 'Q15274')"
"('O00625', 'P23528')"
"('Q6UWP7', 'P62079')"
"('Q9Y3Y2', 'P38919')"
"('P49418', 'O14964')"
"('Q13330', 'Q96KM6')"
"('P28331', 'Q15057')"
"('P27694', 'Q9P2N5')"
"('Q3LI72', 'P86480')"
"('P48741', 'P60520')"
"('P05067', 'P33981')"
"('Q8TEK3', 'O95619')"
"('P04440', 'A2RUU4')"
"('Q99459', 'O14777')"
"('P30260', 'Q9UJX4')"
"('O75821', 'P41567')"
"('O95429', 'Q96J88')"
"('Q5TCX8', 'Q69YU3')"
"('O14980', 'O15037')"
"('P43358', 'P30443')"
"('Q86XT9', 'Q6UX41')"
"('Q9UKF6', 'O95639')"
"('Q14566', 'P25786')"
"('Q13247', 'P38159')"
"('Q96ED9', 'Q9BXS5')"
"('Q08170', 'Q08211')"
"('P19012', 'Q9NTK1')"
"('Q9H2F5', 'Q9BPY8')"
"('O14640', 'Q5S007')"
"('P49368', 'P01106')"
"('Q15645', 'Q15013')"
"('Q9H0H5', 'O95084')"
"('O95718', 'O75190')"
"('P04626', 'P62873')"
"('Q8WWY3', 'P14678')"
"('Q12933', 'O43508')"
"('P28074', 'Q9UJV3')"
"('Q15714', 'Q8IWA4')"
"('P27037', 'P12643')"
"('P20073', 'P54252')"
"('P62324', 'P49917')"
"('Q96QF0', 'Q07002')"
"('Q8IU85', 'O75888')"
"('P04150', 'P48552')"
"('P53350', 'O75170')"
"('Q9UQL6', 'Q9UGL1')"
"('P22681', 'Q13191')"
"('Q15834', 'Q9UBZ4')"
"('Q99081', 'Q9NWT6')"
"('P05455', 'Q9UBT2')"
"('Q03135', 'Q969G5')"
"('P98082', 'P47755')"
"('Q00987', 'Q9Y3T9')"
"('O15105', 'P31749')"
"('P25098', 'Q8NGY0')"
"('P42126', 'Q14197')"
"('Q14999', 'P68104')"
"('P38936', 'Q15323')"
"('Q9UNM6', 'Q14318')"
"('Q8NI22', 'P56537')"
"('Q96GX1', 'Q9NPA0')"
"('P80108', 'P02647')"
"('Q9BRK4', 'Q9NWS9')"
"('Q16555', 'O75608')"
"('Q13485', 'P15336')"
"('Q15118', 'P08559')"
"('P12830', 'P15170')"
"('Q5TA31', 'Q9UPM6')"
"('Q01081', 'P22626')"
"('P28482', 'P17676')"
"('Q5VSL9', 'Q9BUL8')"
"('Q16548', 'Q00403')"
"('P23443', 'Q00987')"
"('Q15058', 'O60287')"
"('Q8IZU0', 'Q96GE4')"
"('P56545', 'Q16656')"
"('Q96DZ7', 'P46108')"
"('Q9Y6I3', 'P16234')"
"('P50990', 'P24941')"
"('Q9UJX5', 'Q9UJX3')"
"('Q9Y6X8', 'Q02750')"
"('O43847', 'Q32P28')"
"('O95751', 'Q9BWG6')"
"('P61328', 'P11362')"
"('Q96CM8', 'Q5XKP0')"
"('Q7Z7A1', 'P33947')"
"('Q13895', 'P49366')"
"('O14874', 'Q8N5D0')"
"('P48147', 'Q562F6')"
"('P24385', 'Q00653')"
"('Q8WV44', 'Q96SQ5')"
"('P78337', 'Q9BRK4')"
"('Q86XR8', 'P46020')"
"('Q16619', 'P40238')"
"('Q14CX5', 'A8MQ03')"
"('Q16543', 'P50613')"
"('Q7Z3K3', 'P23511')"
"('O75787', 'Q8IWA0')"
"('Q14BN4', 'P30154')"
"('P50454', 'O95793')"
"('P20851', 'Q9Y619')"
"('Q15717', 'Q96LA8')"
"('Q8NGS3', 'Q9P2W3')"
"('Q99496', 'Q99959')"
"('P12931', 'P49023')"
"('Q8IU60', 'Q15717')"
"('Q96S59', 'O15350')"
"('P60896', 'Q8WVY7')"
"('P78371', 'P43307')"
"('Q9UQM7', 'P07900')"
"('Q9BZK7', 'Q969T4')"
"('Q92558', 'P49137')"
"('Q9Y4B6', 'Q92889')"
"('P04233', 'P20036')"
"('Q9UHR5', 'Q01968')"
"('P62304', 'Q9Y333')"
"('Q9BUA6', 'P05067')"
"('O00567', 'Q15050')"
"('Q5W0U4', 'Q5TB80')"
"('P54727', 'O00291')"
"('P61968', 'Q13485')"
"('Q08830', 'Q9BXI6')"
"('Q9Y230', 'Q03112')"
"('Q5JUK9', 'Q96EQ0')"
"('P51805', 'Q13387')"
"('Q8TBB1', 'Q9Y316')"
"('P15880', 'Q96EB6')"
"('Q96BV0', 'Q9NYL2')"
"('P42684', 'Q16643')"
"('Q70CQ2', 'Q6IA86')"
"('Q9BSJ6', 'O95758')"
"('O75928', 'P49137')"
"('Q9H211', 'P78396')"
"('O75953', 'P56524')"
"('Q08AD1', 'Q5TCZ1')"
"('Q15323', 'Q8WXF1')"
"('Q9UJX2', 'P04183')"
"('Q15427', 'Q14498')"
"('P53778', 'Q15198')"
"('P10909', 'P61626')"
"('Q9P2S5', 'Q9H3U1')"
"('Q8WXH5', 'P62993')"
"('P04271', 'Q8WXG8')"
"('Q9Y4K3', 'P28070')"
"('Q13867', 'P63279')"
"('P13569', 'Q13023')"
"('P31943', 'P62993')"
"('P51668', 'P22314')"
"('O96017', 'P33981')"
"('Q8WVN8', 'Q16594')"
"('P07942', 'P58335')"
"('Q9C0J8', 'P15927')"
"('O96017', 'Q14683')"
"('Q13508', 'Q8TCX1')"
"('P50542', 'Q96CW1')"
"('Q8N1B4', 'Q9Y5K8')"
"('Q99459', 'O75962')"
"('Q8WUA2', 'Q9Y5N6')"
"('O60716', 'O60331')"
"('Q8N114', 'Q9H553')"
"('P26368', 'P63244')"
"('Q9BSI4', 'Q8WVJ2')"
"('O60841', 'O60832')"
"('P35240', 'P50914')"
"('P46379', 'Q14684')"
"('P06730', 'Q9NWT6')"
"('Q9UM19', 'Q99732')"
"('Q15742', 'Q12933')"
"('Q9H8Y8', 'P61586')"
"('P36873', 'Q08999')"
"('O60756', 'P78362')"
"('P36888', 'P07900')"
"('Q9UII4', 'P11142')"
"('Q96B97', 'Q9BSJ2')"
"('P31323', 'Q9UKA4')"
"('P06493', 'Q00597')"
"('Q9UBB9', 'Q9HBZ2')"
"('Q9Y4K3', 'P61026')"
"('Q9UNX3', 'Q13895')"
"('Q13618', 'Q12931')"
"('Q15796', 'O15068')"
"('Q8N1S5', 'P20138')"
"('Q9H0B3', 'Q15654')"
"('Q06323', 'P48556')"
"('Q08209', 'Q9UJX5')"
"('Q9Y4W2', 'Q13618')"
"('Q9UPN7', 'Q8NB46')"
"('Q96LB3', 'Q6ZU80')"
"('Q9BYQ4', 'Q6UY14')"
"('P35626', 'Q8NGE5')"
"('Q9P2K9', 'Q99750')"
"('P52803', 'P04629')"
"('P41240', 'O15530')"
"('Q9Y305', 'O14498')"
"('Q9UQN3', 'Q5FBB7')"
"('Q92804', 'Q16531')"
"('P16220', 'P54277')"
"('Q70EL3', 'P49716')"
"('P41235', 'Q6Q788')"
"('Q9UMS4', 'Q99496')"
"('Q71U36', 'Q9Y6A5')"
"('Q14694', 'O15084')"
"('Q8N3Y1', 'Q8NA56')"
"('Q9BYG5', 'Q9H329')"
"('Q9Y2I6', 'Q9HCH0')"
"('Q9HCS7', 'Q9BZJ0')"
"('P01857', 'P15502')"
"('Q8WYQ9', 'P84022')"
"('P78362', 'Q6P280')"
"('Q6PIL6', 'Q99732')"
"('Q8WV07', 'Q86VP6')"
"('Q9NRC8', 'P50995')"
"('A2A2Y4', 'Q96FZ5')"
"('P03956', 'P35625')"
"('Q9UBY8', 'Q9UKR5')"
"('Q9UQM7', 'Q13501')"
"('Q69YN2', 'P49746')"
"('O43156', 'P27105')"
"('Q93009', 'Q16526')"
"('Q14164', 'P40227')"
"('Q92905', 'Q9GZS3')"
"('P04424', 'P08559')"
"('P10909', 'P01857')"
"('Q6ZW49', 'Q14558')"
"('P18089', 'Q14344')"
"('Q8TBB1', 'P08238')"
"('Q6S8J3', 'Q6P1J9')"
"('Q7Z3Y8', 'P51687')"
"('P11586', 'Q9UMR5')"
"('Q8IZU0', 'Q9UJX2')"
"('Q9P2R6', 'P09234')"
"('P56703', 'Q9H461')"
"('P62993', 'A6NGB9')"
"('O75665', 'Q9H3U1')"
"('P49736', 'Q14566')"
"('Q15637', 'P08579')"
"('P13639', 'P42574')"
"('O00159', 'Q86SQ0')"
"('P07384', 'P32121')"
"('P58335', 'P29400')"
"('Q9NZT1', 'Q13554')"
"('Q8WZA1', 'Q8TBB1')"
"('Q9Y6M9', 'Q9UQ90')"
"('Q13555', 'Q8TEY5')"
"('Q12905', 'P62424')"
"('Q8WY36', 'Q15717')"
"('Q9NRR6', 'Q9Y3M8')"
"('Q15038', 'O95231')"
"('Q9Y230', 'O43257')"
"('P48736', 'Q02833')"
"('Q01082', 'P11021')"
"('Q5T4S7', 'P62993')"
"('Q8TEU7', 'P63172')"
"('Q9BUN5', 'Q96LB3')"
"('P45984', 'P17535')"
"('Q9UKW4', 'P62993')"
"('O75478', 'P35222')"
"('P07910', 'Q99459')"
"('Q14185', 'P08134')"
"('P33316', 'Q9H8W4')"
"('Q99623', 'Q8N4V1')"
"('Q9UMX0', 'P03973')"
"('Q9BZE1', 'Q9P015')"
"('P05067', 'Q8NA03')"
"('P01106', 'P06401')"
"('P30154', 'Q9P2Y4')"
"('Q969Q6', 'Q86US8')"
"('P26367', 'P63165')"
"('Q14289', 'P04626')"
"('P07339', 'P01730')"
"('P25963', 'Q12933')"
"('O14862', 'P49959')"
"('Q9HAT8', 'Q99750')"
"('Q9BVL2', 'Q9UHD9')"
"('Q9UM73', 'Q04759')"
"('P19012', 'P03372')"
"('Q92552', 'Q9Y2Q9')"
"('P46926', 'P49902')"
"('P01903', 'P28068')"
"('Q99958', 'P63151')"
"('Q9C035', 'P19474')"
"('Q9UKM9', 'Q08211')"
"('Q96FL8', 'Q03431')"
"('O14893', 'P22087')"
"('O00560', 'Q8IXK0')"
"('Q7Z7C8', 'Q9HBM6')"
"('P61081', 'Q14019')"
"('Q8IXB3', 'Q92973')"
"('Q9NY65', 'P35520')"
"('O75607', 'P06748')"
"('Q7Z333', 'Q6UWW0')"
"('Q96D15', 'O95983')"
"('P62937', 'P35637')"
"('P19387', 'Q6EEV4')"
"('P61077', 'Q96BQ3')"
"('Q7L2Z9', 'Q03188')"
"('Q15276', 'Q6NX45')"
"('P41235', 'Q9NPJ3')"
"('Q96EZ8', 'P60709')"
"('Q5T3J3', 'P63272')"
"('Q3YEC7', 'Q13137')"
"('Q9Y3D3', 'P62191')"
"('P31948', 'P42858')"
"('Q9Y333', 'Q96NC0')"
"('Q13618', 'P04066')"
"('Q5TAB7', 'P40425')"
"('P62244', 'Q7L0Q8')"
"('Q9H8V3', 'P60866')"
"('Q8TC44', 'Q9BRX2')"
"('P16035', 'Q86SQ4')"
"('P27695', 'P54274')"
"('Q8TAA3', 'Q99436')"
"('Q96I24', 'O43181')"
"('P50552', 'P26012')"
"('O15209', 'Q9P0L0')"
"('P17612', 'Q6IF36')"
"('Q00534', 'O60563')"
"('O15533', 'P61769')"
"('P37840', 'P27361')"
"('O95221', 'P62873')"
"('Q8TBA6', 'Q9BZD4')"
"('O60907', 'Q96ST3')"
"('P49767', 'P06213')"
"('P02675', 'Q16637')"
"('P78362', 'Q9P2R3')"
"('P62820', 'P13637')"
"('P05114', 'P10451')"
"('Q92561', 'Q99584')"
"('Q9HCM9', 'Q96BY2')"
"('Q01844', 'Q9NZR2')"
"('P25800', 'O14964')"
"('O76003', 'Q9NQ86')"
"('Q6L8H4', 'Q8N339')"
"('O75940', 'P14678')"
"('Q9Y478', 'P14174')"
"('P62330', 'Q96A33')"
"('P49736', 'P62277')"
"('Q86YM7', 'Q9NWB7')"
"('P35241', 'P53779')"
"('Q5TB80', 'Q8IWC1')"
"('Q9BXK5', 'Q08629')"
"('Q9Y448', 'Q9NZW5')"
"('Q8TBB1', 'Q96EG3')"
"('Q3YEC7', 'Q0VDD7')"
"('Q15427', 'O75554')"
"('P62244', 'Q12905')"
"('Q13315', 'P37275')"
"('O75360', 'O14929')"
"('Q9UHI7', 'P60331')"
"('Q9UQL6', 'P18847')"
"('Q9H2H0', 'P58012')"
"('P07947', 'P35222')"
"('O14503', 'P78424')"
"('O15305', 'P05141')"
"('Q96AY4', 'P31946')"
"('Q92905', 'Q9BVP2')"
"('P55072', 'P18583')"
"('Q8IXH6', 'P60520')"
"('O95985', 'Q8NI27')"
"('Q8N5Z5', 'Q9NXV2')"
"('Q92614', 'Q14677')"
"('Q9UBB9', 'Q93009')"
"('Q5FBB7', 'Q9UPZ3')"
"('Q9ULC3', 'Q8N6T3')"
"('P11464', 'P18146')"
"('Q6NZI2', 'Q9UJ41')"
"('P30450', 'P01889')"
"('Q9Y4C2', 'Q15427')"
"('P78362', 'Q8TCU4')"
"('Q9BWE0', 'P35226')"
"('Q9UER7', 'Q495M9')"
"('Q9Y2D8', 'Q9HC77')"
"('Q14050', 'O75578')"
"('P62993', 'Q0VD86')"
"('Q8TEH3', 'Q9BQ89')"
"('P21802', 'P42338')"
"('P63172', 'Q7L523')"
"('Q96P20', 'Q86SE9')"
"('P56589', 'Q7Z412')"
"('P80723', 'Q504Q3')"
"('P51610', 'Q9H8E8')"
"('Q92626', 'Q15262')"
"('P04629', 'Q2TBE0')"
"('Q8WZ55', 'P53367')"
"('Q9BR77', 'Q9NRM7')"
"('Q13526', 'P30260')"
"('P62937', 'Q7L7L0')"
"('Q8IZU0', 'Q9BWC9')"
"('P07237', 'P06733')"
"('Q92547', 'Q9BSD3')"
"('Q96AE4', 'P15531')"
"('Q9UEU0', 'Q6MZM0')"
"('Q7Z460', 'Q7Z7A1')"
"('P35326', 'P12931')"
"('O60504', 'Q9UJX2')"
"('Q6UXN9', 'P98175')"
"('Q5W0Q7', 'Q9UBU9')"
"('Q96CN9', 'O60684')"
"('O76070', 'Q93063')"
"('O14874', 'Q8N3J5')"
"('Q96IT1', 'Q969J2')"
"('P41091', 'B5ME19')"
"('P25440', 'Q9BZ95')"
"('Q2KHM9', 'Q68CZ1')"
"('P25787', 'P54578')"
"('P52948', 'Q9C0B0')"
"('Q07002', 'P13639')"
"('Q8TDW0', 'O00214')"
"('P33992', 'Q6P2Q9')"
"('Q9NV44', 'P63316')"
"('Q96BK5', 'P62857')"
"('Q13643', 'Q9H4A3')"
"('P05067', 'O95466')"
"('Q16643', 'Q9NUX5')"
"('O43143', 'P35637')"
"('Q13263', 'O60341')"
"('P36957', 'P35080')"
"('P08069', 'P09471')"
"('P62241', 'P05388')"
"('O15078', 'Q2M1P5')"
"('P11836', 'Q99942')"
"('P49643', 'P15927')"
"('P43357', 'Q96FJ0')"
"('O00746', 'Q9UBU9')"
"('P35221', 'P01112')"
"('P60520', 'Q7Z794')"
"('P83731', 'P62269')"
"('Q9BQE3', 'Q8IXJ9')"
"('Q8TAD2', 'P23458')"
"('P31946', 'P20823')"
"('O14817', 'Q9H2X0')"
"('Q3LI76', 'Q08AM6')"
"('Q8TAU3', 'Q8WV44')"
"('Q07020', 'P62277')"
"('Q9UK80', 'Q96FW1')"
"('P12004', 'Q10586')"
"('P31946', 'Q63HR2')"
"('Q05513', 'O14920')"
"('P00451', 'Q76LX8')"
"('Q9UBU9', 'O75367')"
"('Q9BXL5', 'P17480')"
"('Q96AB3', 'Q9HCE1')"
"('Q04323', 'Q9UJV3')"
"('P49674', 'O15516')"
"('Q96DZ9', 'Q96GF1')"
"('P13727', 'Q9NZV5')"
"('Q8TES7', 'Q8IYF3')"
"('P51148', 'Q6DD88')"
"('Q9NPI6', 'O14980')"
"('Q5TB80', 'Q96ST8')"
"('Q9BST9', 'Q5TCX8')"
"('Q99613', 'P60709')"
"('P01570', 'Q969J5')"
"('O95373', 'P19320')"
"('Q9H2F5', 'P17480')"
"('O60506', 'Q93034')"
"('Q701N4', 'Q5T7P2')"
"('Q9H0D6', 'Q8NI22')"
"('Q96SF7', 'Q6PKX4')"
"('Q6EEV6', 'O14715')"
"('Q9UJK0', 'Q99549')"
"('Q8TAP6', 'Q8IW35')"
"('Q8IXT1', 'P12814')"
"('Q6L8Q7', 'Q96HC4')"
"('Q6PJT7', 'Q16763')"
"('P02751', 'P37108')"
"('P08574', 'P43307')"
"('P51858', 'P62826')"
"('P57059', 'O43318')"
"('Q96QU8', 'P68133')"
"('P41091', 'Q9BRP8')"
"('Q3KQV3', 'Q9UID6')"
"('Q8TEC5', 'Q92636')"
"('O75665', 'Q15154')"
"('P11142', 'O14964')"
"('P55042', 'O95273')"
"('P27540', 'Q8IUM7')"
"('P47755', 'P53355')"
"('P11940', 'Q9H074')"
"('Q15257', 'P51959')"
"('P50613', 'Q58FF7')"
"('P17861', 'Q15466')"
"('Q9Y5Y2', 'Q13310')"
"('Q9BUE0', 'A0JLT2')"
"('P62333', 'Q06323')"
"('Q92793', 'P36402')"
"('Q8TAQ2', 'Q9Y5Q9')"
"('Q86WU2', 'Q6KC79')"
"('O60701', 'Q96EB6')"
"('P25025', 'Q14847')"
"('Q12965', 'P63000')"
"('O43353', 'Q9Y6R4')"
"('O43674', 'Q86Y39')"
"('P15622', 'Q9Y2D8')"
"('Q9BZJ4', 'Q9HCE1')"
"('Q06830', 'Q86UX7')"
"('Q14204', 'Q9H492')"
"('Q9UBT7', 'Q9C029')"
"('P34931', 'Q8NHV4')"
"('P40692', 'O75152')"
"('Q9UKL3', 'Q14790')"
"('Q8N983', 'P62241')"
"('Q13950', 'Q969H0')"
"('Q9UBB9', 'P62310')"
"('Q9UHV7', 'O43513')"
"('Q9BVJ6', 'P54274')"
"('P0DP25', 'Q96NL6')"
"('P09874', 'Q9UHN1')"
"('P60411', 'Q9BSD3')"
"('Q9H1C4', 'Q9UM00')"
"('Q8N5A5', 'Q13155')"
"('P84243', 'O95931')"
"('Q9BQG2', 'Q9HCD5')"
"('Q9UPT6', 'O14733')"
"('P53567', 'P00749')"
"('P50914', 'P62736')"
"('P47928', 'P62993')"
"('P62841', 'P55209')"
"('P25800', 'Q99708')"
"('P29972', 'Q96JN2')"
"('Q6PI77', 'O95872')"
"('Q6ZYL4', 'P32780')"
"('P02786', 'P26651')"
"('P21673', 'Q9GZT8')"
"('P01106', 'Q6NZI2')"
"('Q9H4G0', 'Q9UKX7')"
"('Q96DH6', 'P31948')"
"('O60684', 'O43791')"
"('Q12996', 'P33240')"
"('Q92754', 'Q719H9')"
"('Q5VVX9', 'Q9ULK6')"
"('Q15050', 'Q9BVP2')"
"('Q2KHN1', 'Q6ZUT1')"
"('P04629', 'P00519')"
"('P22694', 'Q96BA8')"
"('P60484', 'O00159')"
"('Q13586', 'P01903')"
"('O95295', 'Q9NUP1')"
"('P63104', 'P61978')"
"('Q14566', 'P62805')"
"('Q96EQ0', 'Q9HCN8')"
"('Q9H4I2', 'P54253')"
"('Q96E11', 'Q9NPJ6')"
"('Q9Y3Z3', 'Q13309')"
"('O60683', 'O00623')"
"('O15527', 'Q03468')"
"('Q8NF99', 'Q969J2')"
"('P18124', 'P27348')"
"('P54920', 'O95721')"
"('P19784', 'Q8TBX8')"
"('Q8NHV4', 'Q86V81')"
"('Q96HP0', 'Q8NF50')"
"('Q14671', 'P60981')"
"('O15069', 'Q9ULV8')"
"('P58400', 'Q9UPN3')"
"('Q9GZX7', 'P68104')"
"('Q9UBU9', 'Q7Z624')"
"('Q9NR09', 'O95714')"
"('Q96BD8', 'Q9UKK9')"
"('Q16384', 'Q96I24')"
"('P60896', 'O95817')"
"('P07550', 'P34810')"
"('O15379', 'O60675')"
"('Q9BW11', 'Q15323')"
"('P19012', 'P08727')"
"('Q9Y2D8', 'Q16512')"
"('P04637', 'Q9BTV7')"
"('Q8NHW5', 'Q9Y383')"
"('P09455', 'P48431')"
"('O75604', 'Q16763')"
"('Q16548', 'Q92934')"
"('P22304', 'Q14696')"
"('Q13573', 'Q9H0H5')"
"('P28065', 'Q03518')"
"('Q12933', 'Q9Y572')"
"('Q9BWQ6', 'Q9BRI3')"
"('P51451', 'P48047')"
"('Q15042', 'P04629')"
"('Q8IWL3', 'Q92600')"
"('Q15759', 'O75582')"
"('P36956', 'Q92616')"
"('P55072', 'Q8IWZ3')"
"('P62081', 'P62837')"
"('O75821', 'P47813')"
"('Q9BY43', 'Q9BSW7')"
"('Q13765', 'Q7Z6Z7')"
"('Q9UHV9', 'O95602')"
"('P35527', 'Q92905')"
"('P29350', 'Q14627')"
"('Q8TDN6', 'Q969S3')"
"('Q13748', 'Q15717')"
"('Q9NRM7', 'Q96BX8')"
"('P38936', 'Q13136')"
"('Q9BYR5', 'P59991')"
"('P63279', 'Q07869')"
"('Q4VXU2', 'Q9UFF9')"
"('P22415', 'P00966')"
"('P25788', 'P25205')"
"('P62314', 'P02751')"
"('P56556', 'O43676')"
"('Q96MT8', 'O95684')"
"('P05141', 'P62241')"
