negatives
"('P17947', 'P04839')"
"('O94906', 'P18583')"
"('P51172', 'P51170')"
"('P49411', 'Q9NSE4')"
"('Q6K0P9', 'Q99615')"
"('P12830', 'Q8N271')"
"('Q06546', 'P43629')"
"('Q8WWB5', 'Q14764')"
"('Q02962', 'Q14258')"
"('Q9C009', 'Q92621')"
"('Q92841', 'Q9NRR4')"
"('Q13351', 'Q13547')"
"('P04843', 'O60506')"
"('Q9Y5V3', 'P51587')"
"('P46108', 'P45983')"
"('O60260', 'P0DJD1')"
"('Q9UIH9', 'Q92997')"
"('Q8NF50', 'Q99459')"
"('P10747', 'O75791')"
"('A6NM45', 'P56880')"
"('Q6PIL6', 'Q9NS61')"
"('O95445', 'Q99612')"
"('P20336', 'P07550')"
"('P35527', 'O00716')"
"('Q9H0X9', 'Q9BVG8')"
"('P00533', 'Q07890')"
"('O95229', 'Q9NYL2')"
"('P22736', 'P11388')"
"('Q9Y572', 'P62158')"
"('Q8IWT6', 'Q8TDW0')"
"('Q96JM7', 'P14678')"
"('Q8IWZ5', 'Q8IVS8')"
"('Q99683', 'P27986')"
"('Q8IWZ5', 'Q5TA78')"
"('Q96DT6', 'O95166')"
"('P36508', 'Q6MZP7')"
"('Q9BUH8', 'Q86YD7')"
"('Q13526', 'O00267')"
"('Q9UBU9', 'P51148')"
"('Q96AP0', 'P12277')"
"('P52907', 'P47755')"
"('Q9P246', 'O75400')"
"('Q9H2L5', 'Q13043')"
"('P22223', 'O60716')"
"('Q9NRD1', 'P04406')"
"('O00505', 'Q15007')"
"('Q00839', 'Q12788')"
"('Q8NEW0', 'A2RUU4')"
"('Q7RTP6', 'Q02241')"
"('P07900', 'O95199')"
"('P02751', 'P05141')"
"('Q99567', 'Q14011')"
"('Q7Z6M4', 'Q8IWL3')"
"('Q9UKZ9', 'Q9NRL3')"
"('P30153', 'P46937')"
"('P60369', 'Q8NDP4')"
"('Q8TES7', 'O75665')"
"('Q9BVG8', 'Q7Z3B3')"
"('Q02878', 'P18077')"
"('P05412', 'Q02078')"
"('P22736', 'Q9NQX6')"
"('O95255', 'P54819')"
"('Q96L91', 'P68133')"
"('Q9NX09', 'Q9P0N9')"
"('Q02363', 'Q96ST3')"
"('Q9UKM9', 'Q8N0Z3')"
"('P38398', 'Q69YH5')"
"('P35914', 'P49748')"
"('Q9NP79', 'Q9NQW7')"
"('P38606', 'Q9BTE3')"
"('P26641', 'Q15843')"
"('Q5VYK3', 'Q8TF39')"
"('P61019', 'O75665')"
"('P21333', 'O75083')"
"('P04183', 'Q06323')"
"('P39023', 'P62269')"
"('P23508', 'Q96LL4')"
"('Q6NXE6', 'P04792')"
"('Q9NYL9', 'P03372')"
"('P53367', 'O75608')"
"('P27708', 'O15027')"
"('Q01860', 'P04350')"
"('Q13098', 'Q13216')"
"('Q12986', 'O14746')"
"('P46736', 'Q9Y5K6')"
"('Q6DD88', 'P56381')"
"('Q9HAF1', 'Q6IE81')"
"('Q53H82', 'O75083')"
"('Q96HR3', 'O95758')"
"('P01375', 'P61289')"
"('O43681', 'P20618')"
"('Q969T3', 'P05067')"
"('P63244', 'P48039')"
"('Q9Y3E0', 'Q5T8D3')"
"('Q9UBF2', 'O95714')"
"('Q8WUY9', 'O75044')"
"('Q969P0', 'Q13428')"
"('Q6UWE0', 'P17844')"
"('O95989', 'P50542')"
"('Q9H4L4', 'Q99496')"
"('P41252', 'P13612')"
"('P26374', 'P20340')"
"('P06748', 'Q9UHA3')"
"('Q9NVI7', 'P62993')"
"('O43318', 'O43353')"
"('P31641', 'Q9P0N5')"
"('O75928', 'Q9Y6K1')"
"('P26371', 'Q9BYR9')"
"('Q5JVS0', 'Q70Z53')"
"('Q9UMX0', 'P01160')"
"('Q14011', 'Q8ND56')"
"('O75436', 'Q92879')"
"('P61024', 'Q86YW9')"
"('Q02809', 'P16104')"
"('P11233', 'P45984')"
"('Q96A37', 'O75970')"
"('Q9NUL3', 'Q9HCE1')"
"('Q9Y6F6', 'Q14643')"
"('Q8IWE4', 'Q13309')"
"('P11362', 'Q8IVI9')"
"('Q8N490', 'Q9BTE7')"
"('Q15154', 'O60308')"
"('P10074', 'P23508')"
"('Q969J5', 'O60674')"
"('P38936', 'Q14188')"
"('Q99757', 'O43805')"
"('O75381', 'Q14576')"
"('P80303', 'P63092')"
"('Q8IXW0', 'Q3MII6')"
"('P62826', 'P28074')"
"('Q96GX1', 'Q8TCD1')"
"('O14949', 'P51648')"
"('P00558', 'P26038')"
"('Q01581', 'P14868')"
"('Q9ULX6', 'Q13616')"
"('Q96T37', 'P45983')"
"('Q9NZL4', 'O75594')"
"('Q96G03', 'P04629')"
"('Q96T51', 'O75928')"
"('P17252', 'Q9BR39')"
"('Q504Q3', 'F7VJQ1')"
"('P01570', 'P00750')"
"('P32519', 'P25208')"
"('P47897', 'P24522')"
"('Q6STE5', 'P38398')"
"('P49589', 'Q9UKS6')"
"('Q9UQ35', 'Q99798')"
"('Q9BUI4', 'Q9NVU0')"
"('O43683', 'O95229')"
"('P00533', 'O95219')"
"('P55773', 'P51681')"
"('O15042', 'P02545')"
"('Q9Y2V7', 'Q9UP83')"
"('P62877', 'Q16236')"
"('P19174', 'O60674')"
"('Q9NYL9', 'Q70EL2')"
"('Q9UBX2', 'P36578')"
"('Q99729', 'Q13617')"
"('P99999', 'Q9UET6')"
"('P40225', 'P15260')"
"('P14921', 'Q5VUB5')"
"('P26196', 'O60504')"
"('Q16543', 'P16591')"
"('P14151', 'P62993')"
"('Q7L190', 'P05090')"
"('Q9H0A8', 'Q86X83')"
"('P98175', 'O75147')"
"('P08243', 'P13612')"
"('Q8NDX5', 'Q9HC52')"
"('Q15154', 'Q96R06')"
"('P13569', 'P08238')"
"('P62937', 'Q14999')"
"('Q8TBB1', 'P67936')"
"('P31946', 'Q9UQ84')"
"('Q13148', 'Q969T4')"
"('P16333', 'P10412')"
"('Q9Y6M1', 'Q7L2J0')"
"('O95433', 'P84077')"
"('Q96GD4', 'O60343')"
"('Q9UKD2', 'P20042')"
"('P98175', 'P34897')"
"('P14210', 'P22455')"
"('P17676', 'Q92793')"
"('Q4ZG55', 'Q13485')"
"('Q15172', 'Q13153')"
"('Q13093', 'Q16849')"
"('P62979', 'P60900')"
"('P62714', 'P05771')"
"('Q15323', 'Q9BZE9')"
"('Q96SN8', 'Q76N32')"
"('Q5TA78', 'Q9UGL9')"
"('P38936', 'O94952')"
"('Q00987', 'Q8WZ73')"
"('Q9UM73', 'O14733')"
"('P11441', 'P35268')"
"('Q9NVH2', 'Q13291')"
"('Q9UQ35', 'Q01081')"
"('O14980', 'O14965')"
"('Q9NVK5', 'Q9Y6E0')"
"('P60228', 'Q5T749')"
"('Q8TEX9', 'Q13618')"
"('Q93079', 'P13612')"
"('Q9GZN8', 'Q15554')"
"('O15169', 'Q14134')"
"('Q15942', 'Q13404')"
"('Q13573', 'P15170')"
"('Q96RU2', 'Q9HCX3')"
"('Q9UHA4', 'O43678')"
"('Q9UBU9', 'Q8WUU5')"
"('Q96Q83', 'Q9Y230')"
"('Q96H55', 'P15735')"
"('Q9H6Y7', 'Q9UNA3')"
"('Q9HAW8', 'P07476')"
"('P51956', 'P15498')"
"('Q9H668', 'Q13416')"
"('Q9HCN4', 'P24928')"
"('Q9H201', 'O43175')"
"('P52747', 'Q9Y333')"
"('Q86XR8', 'P62829')"
"('Q99496', 'P55735')"
"('Q9HAU0', 'Q9Y3M2')"
"('Q9UBL3', 'Q9C005')"
"('P60891', 'Q06203')"
"('Q92930', 'P60709')"
"('P50150', 'Q8NFM4')"
"('P15882', 'P60763')"
"('O75044', 'O14757')"
"('O00294', 'P16333')"
"('Q8IXJ6', 'Q13416')"
"('P78337', 'Q92985')"
"('Q14137', 'Q9H4L4')"
"('Q9NXR7', 'Q6UWZ7')"
"('Q9GZZ9', 'P50990')"
"('Q8WV35', 'Q9C0C7')"
"('Q99714', 'Q7L0Y3')"
"('P11047', 'O15230')"
"('P08238', 'P48729')"
"('P10911', 'P61586')"
"('Q5T753', 'Q6L8G8')"
"('Q16566', 'P51828')"
"('Q14129', 'O14770')"
"('Q86WX3', 'Q99496')"
"('P20226', 'Q8IYA7')"
"('P31689', 'P54136')"
"('Q12778', 'P29474')"
"('Q14151', 'Q15006')"
"('O14980', 'Q96EN8')"
"('P35228', 'P61626')"
"('Q9UGC6', 'O14633')"
"('Q8IWL3', 'Q969N2')"
"('P54289', 'Q9H0W5')"
"('Q8WW24', 'Q9NXR1')"
"('Q8N1B3', 'P20248')"
"('Q9HC29', 'Q9H257')"
"('P55316', 'Q29RF7')"
"('P23381', 'O75146')"
"('Q14974', 'Q9Y265')"
"('P02766', 'Q11203')"
"('P07948', 'Q9NVF7')"
"('P06737', 'P11217')"
"('O43164', 'O14980')"
"('Q16543', 'Q9BWT7')"
"('Q9HBM6', 'Q86T82')"
"('O15155', 'Q16623')"
"('Q53ET0', 'Q00610')"
"('Q8WYA0', 'Q9Y547')"
"('P19474', 'P61981')"
"('Q9P2H0', 'O00267')"
"('P13569', 'P12956')"
"('Q7Z2K6', 'Q8WVX3')"
"('P62714', 'P31749')"
"('Q02127', 'Q14318')"
"('Q9NRD1', 'P46779')"
"('P78406', 'O14618')"
"('Q14247', 'O43312')"
"('P52272', 'Q8IX12')"
"('P35637', 'Q13085')"
"('Q9P202', 'Q9UHD2')"
"('Q9P2A4', 'Q9BUZ4')"
"('P61289', 'P28065')"
"('Q9Y3A5', 'Q01085')"
"('Q9NY12', 'Q6PI26')"
"('Q9Y6Y0', 'P14866')"
"('Q9Y5K6', 'Q99962')"
"('P25800', 'Q8NA61')"
"('Q9BWT7', 'O15265')"
"('P41586', 'P63092')"
"('O75533', 'P52907')"
"('P12830', 'P40818')"
"('Q9NZL4', 'P13716')"
"('Q9H0R8', 'Q14011')"
"('Q13424', 'P04201')"
"('Q86TJ2', 'Q12962')"
"('Q9UPT9', 'O15151')"
"('Q92621', 'Q9Y5J5')"
"('O60506', 'Q9H0R8')"
"('Q92887', 'P61106')"
"('P01106', 'Q99797')"
"('P55072', 'Q99757')"
"('O43707', 'Q96QZ7')"
"('P60709', 'P84022')"
"('P49959', 'Q99459')"
"('O94763', 'P13984')"
"('Q6ZN11', 'P12980')"
"('P04629', 'O00750')"
"('Q9BY11', 'O43516')"
"('Q14114', 'Q8N2G8')"
"('Q96Q80', 'Q9UKV5')"
"('Q9P2L0', 'Q86V81')"
"('Q9BPZ7', 'O43166')"
"('Q9BSF4', 'Q9UBX7')"
"('Q9NX04', 'Q9H019')"
"('Q8TEH3', 'Q00536')"
"('P15151', 'Q15223')"
"('O60814', 'P78362')"
"('Q8N5N7', 'Q9NYY8')"
"('P78424', 'Q15052')"
"('P04899', 'Q9NP58')"
"('Q8IWT6', 'Q92633')"
"('P35637', 'P17947')"
"('Q96BA8', 'Q16621')"
"('Q9H9Z2', 'Q8WXA9')"
"('Q9Y2Z0', 'Q9H4P4')"
"('Q8WXX5', 'Q9ULA0')"
"('Q9UM82', 'Q14314')"
"('Q13409', 'Q14204')"
"('P04792', 'O14980')"
"('P61978', 'Q9NZI8')"
"('P00441', 'Q53H82')"
"('P38646', 'Q93034')"
"('P60953', 'Q9UKN1')"
"('Q13451', 'P05067')"
"('P10636', 'P05067')"
"('P53675', 'Q13492')"
"('Q96FW1', 'Q13148')"
"('Q13151', 'Q9Y6G9')"
"('Q7Z6K5', 'Q9GZT8')"
"('O14980', 'Q92600')"
"('Q9BWG6', 'P60410')"
"('Q9NQR1', 'Q09028')"
"('Q96EV8', 'Q9C026')"
"('P32121', 'Q8NGZ6')"
"('P60953', 'Q5HYK7')"
"('P08621', 'Q6IQ23')"
"('P62258', 'P50749')"
"('P07864', 'O60885')"
"('Q15843', 'Q13619')"
"('P07550', 'P02786')"
"('O15091', 'Q6NVY1')"
"('Q9Y4J8', 'P53992')"
"('P61927', 'P61353')"
"('Q96B02', 'Q96GF1')"
"('P10275', 'P21675')"
"('Q8IXZ2', 'Q8IUE6')"
"('Q8NFJ9', 'Q4AC94')"
"('Q8IWL3', 'Q96C36')"
"('Q8IUE6', 'P56524')"
"('O43186', 'Q92530')"
"('Q13618', 'P04350')"
"('Q5S007', 'Q13185')"
"('O14980', 'O00165')"
"('O60285', 'Q8TCJ0')"
"('Q9H2C0', 'Q15208')"
"('O15524', 'P10912')"
"('P04629', 'O43251')"
"('Q9GZS1', 'Q9BQ67')"
"('P58658', 'P81408')"
"('O15105', 'P22681')"
"('Q9P2H3', 'O75051')"
"('P62834', 'O75937')"
"('P07737', 'P49736')"
"('Q8WUI4', 'O60907')"
"('Q9BQ67', 'P62913')"
"('O75822', 'Q7L2H7')"
"('Q13618', 'Q9H857')"
"('O60508', 'Q15022')"
"('O14980', 'Q70E73')"
"('Q9H7D7', 'P59768')"
"('Q99570', 'O95684')"
"('P40763', 'O43318')"
"('O43819', 'Q9Y237')"
"('Q86Z02', 'P29590')"
"('Q96A44', 'Q15370')"
"('P02790', 'O94822')"
"('Q00610', 'P49674')"
"('P84098', 'P55769')"
"('Q13451', 'Q12931')"
"('O75438', 'P03923')"
"('Q15038', 'Q8N1L9')"
"('P07948', 'Q9UBS0')"
"('Q13315', 'P24863')"
"('P61006', 'P02786')"
"('Q9NSA1', 'P35916')"
"('P27815', 'P07948')"
"('P50281', 'Q9BV57')"
"('P49327', 'Q13418')"
"('Q9Y478', 'P61077')"
"('Q96RT8', 'Q96CW5')"
"('P46379', 'Q9HBH9')"
"('P16455', 'P03372')"
"('P35348', 'Q14315')"
"('Q9BYR9', 'Q7Z698')"
"('P43080', 'Q02846')"
"('Q16543', 'Q9Y2F9')"
"('Q8N3J5', 'P98170')"
"('Q96AQ1', 'O60341')"
"('Q96A05', 'Q8NEY4')"
"('Q96A84', 'Q8IYK4')"
"('P06733', 'Q4G0F5')"
"('P32119', 'P49768')"
"('Q6ZMR5', 'Q13105')"
"('Q8TAD8', 'Q15287')"
"('Q9Y4L1', 'Q92731')"
"('Q8N5Y8', 'Q9P0K7')"
"('O95470', 'Q16513')"
"('O75489', 'Q15233')"
"('P16220', 'Q8IVL1')"
"('Q5KU26', 'Q99675')"
"('O75665', 'P15924')"
"('Q9BYG5', 'O00116')"
"('Q99626', 'O14627')"
"('Q9Y4L1', 'Q9H1H9')"
"('Q8TF74', 'Q9BWU0')"
"('P62841', 'O15151')"
"('Q96GQ7', 'P05455')"
"('Q05193', 'Q9UQ16')"
"('Q96CC6', 'Q16539')"
"('P09661', 'O75940')"
"('Q9UQR1', 'P56524')"
"('Q8WUK0', 'Q9NRD1')"
"('Q6NUS6', 'Q92685')"
"('P52597', 'Q92597')"
"('Q6AZZ1', 'Q5VVX9')"
"('P00533', 'P04114')"
"('P38159', 'Q9H074')"
"('Q969P0', 'Q9BRL6')"
"('Q969V4', 'Q9Y5B8')"
"('P43356', 'Q9HCM1')"
"('Q15287', 'P57721')"
"('Q9Y4A5', 'Q9Y605')"
"('P39687', 'P03372')"
"('Q9H190', 'O00567')"
"('P40227', 'Q9BPW8')"
"('Q01469', 'Q9UI15')"
"('O15160', 'O95561')"
"('O95721', 'O75150')"
"('P46734', 'P00533')"
"('P47712', 'P04278')"
"('P78385', 'P42566')"
"('Q03701', 'Q9NY93')"
"('Q13286', 'P57088')"
"('P55786', 'Q96I15')"
"('P21912', 'P28331')"
"('P09619', 'Q08431')"
"('P14174', 'Q9HBH9')"
"('P61088', 'Q9H267')"
"('Q9Y224', 'P49770')"
"('Q9BTW9', 'O15198')"
"('P54619', 'Q969V4')"
"('Q53GS9', 'P12004')"
"('O75400', 'Q8N2W9')"
"('Q9NSE4', 'Q8NA72')"
"('Q06210', 'P43686')"
"('P10145', 'Q09472')"
"('Q9H444', 'Q9UQN3')"
"('Q86Y13', 'Q15819')"
"('O75665', 'Q9P2K1')"
"('Q7RTP6', 'Q9NPJ6')"
"('P08754', 'P29474')"
"('P49790', 'Q8N1F7')"
"('O15344', 'Q9UJV3')"
"('P78352', 'Q09470')"
"('P30626', 'P04278')"
"('P11487', 'Q12951')"
"('Q16401', 'P00491')"
"('Q9H6Z4', 'P35813')"
"('O76014', 'Q9BT17')"
"('Q92569', 'Q96LK0')"
"('Q9Y6K9', 'P60709')"
"('Q08J23', 'P29083')"
"('Q15843', 'P26373')"
"('P34969', 'P63092')"
"('Q9Y2X3', 'Q96D46')"
"('O00567', 'P84098')"
"('Q13043', 'Q96QU8')"
"('Q8TCJ0', 'P25205')"
"('P61106', 'P07355')"
"('Q9H6S0', 'Q9UM54')"
"('P05412', 'Q9BUQ8')"
"('Q92542', 'O43493')"
"('P06733', 'Q13642')"
"('Q9UIQ6', 'P01375')"
"('P18146', 'P43026')"
"('Q9BRV8', 'Q9Y228')"
"('P51970', 'P14927')"
"('P34931', 'Q99683')"
"('Q99640', 'P20248')"
"('Q7Z3B4', 'P04629')"
"('P49760', 'Q6NZY4')"
"('Q9NVT9', 'P20336')"
"('P01562', 'P38398')"
"('P31995', 'Q15788')"
"('Q13445', 'P11441')"
"('Q7Z3S9', 'P21549')"
"('P46060', 'Q9UBU9')"
"('O94762', 'P61218')"
"('P23771', 'P10276')"
"('Q6VAB6', 'Q9NWS0')"
"('Q8TEB7', 'P04637')"
"('Q13077', 'Q14119')"
"('P53370', 'Q8IWV8')"
"('P19338', 'P37198')"
"('P49736', 'O15027')"
"('Q15012', 'O00425')"
"('Q9Y282', 'Q8WUK0')"
"('Q16763', 'Q99459')"
"('P18440', 'P05362')"
"('Q3KPI0', 'P30511')"
"('P68363', 'Q01959')"
"('P42704', 'Q9Y4Z0')"
"('Q08AF8', 'P18848')"
"('Q13155', 'Q9Y5K8')"
"('Q96A65', 'O75665')"
"('P04792', 'Q9UHV2')"
"('Q08378', 'Q9HCE7')"
"('Q13303', 'P31939')"
"('P61289', 'Q9BQ83')"
"('Q5JWF2', 'O95834')"
"('Q9Y613', 'Q9Y5K5')"
"('Q9NQW7', 'P22314')"
"('Q8N7H5', 'P31269')"
"('Q16548', 'P51532')"
"('O95299', 'Q9UI09')"
"('Q6IQ21', 'Q9BYG3')"
"('O76081', 'Q5T7P3')"
"('Q9H1K0', 'Q05397')"
"('O00303', 'O75821')"
"('Q9UBS0', 'P26196')"
"('Q08379', 'Q53HC0')"
"('Q07890', 'P16333')"
"('O43609', 'Q7Z6R9')"
"('Q9UBK2', 'Q08170')"
"('Q9HCM2', 'P04629')"
"('Q96RI1', 'Q05513')"
"('Q9BQ39', 'A0JLT2')"
"('Q9H8V3', 'Q7Z7L1')"
"('Q5VU43', 'Q15691')"
"('Q14790', 'P06400')"
"('Q86V81', 'Q96FV9')"
"('Q92499', 'Q68DC2')"
"('Q15022', 'Q16695')"
"('P01106', 'Q9Y676')"
"('Q92900', 'P19320')"
"('P41250', 'P13798')"
"('P17844', 'Q08211')"
"('O14950', 'Q6IQ23')"
"('O76015', 'Q8N6Y0')"
"('P38646', 'P33992')"
"('Q96L96', 'P01106')"
"('P51003', 'O60508')"
"('P47756', 'P04629')"
"('Q08495', 'P37840')"
"('O00221', 'Q9Y618')"
"('Q14980', 'P63104')"
"('P19174', 'O14490')"
"('Q13177', 'P27797')"
"('Q9NRF9', 'O75943')"
"('O75815', 'P26639')"
"('Q86TC9', 'O76041')"
"('P31749', 'Q15257')"
"('P08172', 'Q9UBI6')"
"('Q13144', 'P10275')"
"('Q6ZNJ1', 'Q6ZRP7')"
"('O14829', 'O95573')"
"('Q86XP1', 'P30153')"
"('Q14980', 'Q9NYB0')"
"('O00231', 'Q99436')"
"('P05106', 'O75578')"
"('P11940', 'O75643')"
"('Q5T9A4', 'Q14197')"
"('P49792', 'O60282')"
"('O43837', 'P51553')"
"('P17612', 'P28331')"
"('Q9NRG9', 'Q8TEM1')"
"('A4D1P6', 'Q92796')"
"('Q9BYD2', 'Q15056')"
"('Q9UHB6', 'P51148')"
"('Q01167', 'O75182')"
"('Q5VY09', 'P63151')"
"('Q9UBN6', 'O75534')"
"('Q9BV73', 'Q96N67')"
"('Q9BY76', 'Q99996')"
"('Q8WWC4', 'Q9NX40')"
"('P10275', 'P14735')"
"('Q9HCK5', 'Q9UBS4')"
"('P11413', 'P38646')"
"('P63000', 'Q9BYG5')"
"('P20338', 'Q9HCC9')"
"('P60866', 'O95166')"
"('P54252', 'P98177')"
"('Q96G01', 'O43747')"
"('P17661', 'P08621')"
"('Q8TC07', 'P51148')"
"('Q8NGE7', 'Q9P2W3')"
"('P04629', 'P31040')"
"('P61254', 'P32969')"
"('P39656', 'Q00325')"
"('P05013', 'P31785')"
"('Q9BYD2', 'P14923')"
"('Q96KK5', 'Q9UBN7')"
"('O43255', 'Q15392')"
"('P62714', 'Q00537')"
"('P02686', 'Q9UHD2')"
"('P54284', 'Q13936')"
"('Q9HBI0', 'P16144')"
"('P17612', 'O95222')"
"('Q96N67', 'O95793')"
"('P02794', 'Q9BY11')"
"('P49841', 'Q99626')"
"('P30466', 'Q15118')"
"('Q9BY78', 'Q5T8P6')"
"('Q8NHW5', 'P24534')"
"('Q15078', 'P07900')"
"('Q9UBC1', 'P68104')"
"('Q8WUM4', 'Q05397')"
"('Q13315', 'Q5THK1')"
"('Q6UUV9', 'Q09472')"
"('P55085', 'O00206')"
"('Q9NWT6', 'P60468')"
"('Q96JG6', 'P25391')"
"('P12318', 'Q9NRG1')"
"('Q6ZU80', 'Q8IZH2')"
"('P32121', 'Q8NHA4')"
"('Q8N393', 'Q07627')"
"('Q9P127', 'P60370')"
"('Q13573', 'Q9NVM9')"
"('Q9Y6W5', 'Q96LK0')"
"('Q6P2C8', 'A0JLT2')"
"('P50914', 'Q9UGJ1')"
"('P52655', 'P0DPB3')"
"('P61247', 'P05386')"
"('O00159', 'P08047')"
"('Q5BKZ1', 'Q9C009')"
"('Q9ULS6', 'A8MQ03')"
"('P22626', 'O95433')"
"('P36888', 'P43405')"
"('Q93062', 'Q6DKI2')"
"('P51991', 'Q13285')"
"('Q9NS37', 'Q8WYA6')"
"('O60293', 'P68400')"
"('P04271', 'P29218')"
"('P35228', 'P04792')"
"('P22234', 'O96017')"
"('Q68CZ6', 'O15078')"
"('Q14103', 'O94766')"
"('Q5R3I4', 'P32320')"
"('Q99996', 'Q5SW79')"
"('Q6IQ23', 'P25685')"
"('P42858', 'P35080')"
"('P30483', 'P21860')"
"('P17980', 'P31948')"
"('Q96CS3', 'P63261')"
"('Q13315', 'Q96R06')"
"('P30305', 'Q9NYF3')"
"('F7VJQ1', 'Q9UIF8')"
"('O14980', 'Q15233')"
"('Q86SQ7', 'Q9UPV0')"
"('Q3SY84', 'Q14525')"
"('P12004', 'P43246')"
"('P17600', 'P29475')"
"('P32121', 'P23945')"
"('O60684', 'P04406')"
"('P04406', 'Q9UHD2')"
"('P22455', 'P42338')"
"('Q9BZE1', 'Q9P0M9')"
"('Q16557', 'P11464')"
"('Q03393', 'Q8TBB1')"
"('P01889', 'Q9NR80')"
"('Q9H223', 'Q9BTV5')"
"('P48668', 'Q14999')"
"('Q5TCZ1', 'Q08AD1')"
"('Q14344', 'Q9H0W5')"
"('P22612', 'Q8NGT2')"
"('P05160', 'P00488')"
"('P60409', 'Q9NUL5')"
"('Q13237', 'Q03393')"
"('Q86VR2', 'Q969Z0')"
"('P36578', 'P49207')"
"('Q13315', 'Q9H583')"
"('P46459', 'P31644')"
"('P05187', 'Q7Z3S9')"
"('Q9NQU5', 'Q14155')"
"('Q9Y2F9', 'Q96N21')"
"('Q13618', 'P54198')"
"('P08138', 'Q9Y616')"
"('Q9Y616', 'Q16610')"
"('O95221', 'P38405')"
"('Q02156', 'P21796')"
"('P35658', 'P21291')"
"('Q9UMS4', 'P55735')"
"('Q9UHX1', 'Q8IUQ4')"
"('P36957', 'Q9Y6E7')"
"('Q9HD26', 'Q2KHM9')"
"('Q96A25', 'P29033')"
"('P23508', 'O14576')"
"('Q86X19', 'Q9HC62')"
"('Q13618', 'P98175')"
"('Q6P2H3', 'Q9Y2I6')"
"('P22307', 'Q9H944')"
"('P05412', 'Q69YN4')"
"('Q14974', 'Q9NQG5')"
"('Q49AN0', 'Q99614')"
"('O95373', 'P49736')"
"('P0DP24', 'O00221')"
"('P19113', 'Q9Y6K9')"
"('Q7Z3Y8', 'O43790')"
"('O95271', 'Q9C0C2')"
"('P00519', 'Q03468')"
"('P01567', 'P08887')"
"('Q93015', 'P05067')"
"('Q6ZS86', 'Q15717')"
"('Q9BZV1', 'Q9NYU2')"
"('Q8NG27', 'Q93009')"
"('P31948', 'P00533')"
"('Q9NX63', 'Q7Z3S9')"
"('O60934', 'P19338')"
"('Q9UI26', 'Q969T4')"
"('O15160', 'P19388')"
"('P52735', 'P29353')"
"('Q8TD06', 'O75815')"
"('Q8TF66', 'Q9UBS0')"
"('Q9Y4C2', 'O95967')"
"('Q15172', 'P53355')"
"('Q92785', 'Q12824')"
"('Q8IW45', 'P60410')"
"('P22681', 'Q16827')"
"('Q14999', 'Q12769')"
"('O15318', 'Q7Z2T5')"
"('P14618', 'P56282')"
"('P12830', 'P55010')"
"('Q00013', 'Q96LW4')"
"('Q96RT7', 'P68363')"
"('Q5VYK3', 'Q6P1N9')"
"('P55084', 'P20073')"
"('O60231', 'P15170')"
"('Q9NZ08', 'P06733')"
"('Q9Y265', 'P62136')"
"('P41227', 'Q9UL46')"
"('Q15717', 'P17405')"
"('P21333', 'Q96H55')"
"('O14497', 'P06401')"
"('Q14CZ7', 'P24752')"
"('P09104', 'P15374')"
"('O75083', 'P61221')"
"('Q9UMX5', 'Q01082')"
"('P43005', 'P17252')"
"('Q9Y466', 'Q3B726')"
"('Q08J23', 'Q14166')"
"('Q14999', 'P36776')"
"('Q14994', 'Q06520')"
"('P04792', 'Q09019')"
"('Q13114', 'Q15326')"
"('Q9C009', 'Q8WXI9')"
"('Q6NUS6', 'Q9Y394')"
"('Q96ME7', 'Q16666')"
"('P37231', 'P51608')"
"('Q14318', 'Q15262')"
"('O94806', 'P16220')"
"('Q969T4', 'O95199')"
"('Q96PE5', 'P0DP23')"
"('O95347', 'P05412')"
"('P19174', 'P23458')"
"('Q5BKU9', 'P23786')"
"('Q8WUY8', 'Q9H3G5')"
"('Q9BUJ2', 'P04637')"
"('P31040', 'P01889')"
"('P78357', 'P06241')"
"('P07948', 'P06493')"
"('P62857', 'P63220')"
"('Q8TEW6', 'Q9UPY8')"
"('Q969F0', 'Q9Y279')"
"('P59991', 'Q13643')"
"('Q15022', 'Q96DI7')"
"('O75157', 'P46199')"
"('P54105', 'O43399')"
"('Q9NRD1', 'P36873')"
"('Q9BXL5', 'P00533')"
"('Q13200', 'O15519')"
"('Q9H7E9', 'Q8TF50')"
"('O43493', 'Q9Y6Q5')"
"('P22695', 'P07237')"
"('P06401', 'P40763')"
"('P17036', 'Q9Y2D8')"
"('P04637', 'Q6STE5')"
"('Q9UBB4', 'P50454')"
"('Q66LE6', 'Q9UF02')"
"('P04637', 'Q9UBL6')"
"('P26583', 'P62807')"
"('Q93008', 'Q9UQL6')"
"('Q9Y383', 'O15530')"
"('Q8TEX9', 'Q9UKV8')"
"('Q96GM8', 'Q15637')"
"('Q02577', 'Q96EB6')"
"('Q15654', 'Q8IY34')"
"('Q16643', 'Q9Y2D5')"
"('P63218', 'Q9UGJ0')"
"('Q9UBL6', 'Q13137')"
"('P54727', 'P14921')"
"('Q92793', 'P15407')"
"('Q9Y5J1', 'P22087')"
"('Q63HM2', 'Q96MT8')"
"('Q9GZS3', 'Q99728')"
"('Q8IV20', 'P25686')"
"('Q5VVQ6', 'Q52LJ0')"
"('Q9BYM8', 'Q9UM82')"
"('Q8IZH2', 'Q9H583')"
"('Q15366', 'P04062')"
"('P17612', 'O15239')"
"('Q9NQ50', 'P55884')"
"('P98082', 'P06493')"
"('Q5XUX0', 'P52564')"
